N	2gram	Potebnia_M_2	Istorich
247	случаи когда	2	2
248	конечно не	1	2
249	уже не	4	2
250	не можем	6	2
251	и у	3	2
252	только на	1	2
253	что не	5	2
254	из них	5	2
255	ни с	2	2
256	мы знаем	2	2
257	не так	3	2
258	не находит	1	2
259	прежде всего	7	2
260	к ним	1	2
261	в особенности	1	2
262	видно и	1	2
263	до сих	4	2
264	связаны с	1	2
265	такое же	2	2
266	и др	1	2
267	ничем не	2	2
268	что из	1	2
269	в связи	2	2
270	долго и	1	2
271	связь с	1	2
272	как это	2	2
273	такие случаи	1	2
274	при переходе	1	2
275	видит в	1	2
276	а если	1	2
277	а потом	1	2
278	по которому	1	2
279	и такие	1	2
280	только о	1	2
281	и от	3	2
282	и о	1	2
283	отличается от	1	2
284	этом и	1	2
285	есть знак	1	2
286	но для	1	2
287	это как	1	2
288	сказать что	2	2
289	от всех	1	2
290	знаю что	1	2
291	точно так	9	2
292	они не	4	2
293	ту же	1	1
294	не прямо	1	1
295	цели но	1	1
296	отношения к	2	1
297	одним из	1	1
298	не имел	1	1
299	оно заходит	1	1
300	самом деле	2	1
301	только потому	2	1
302	бы для	1	1
303	нам кажется	4	1
304	между двумя	6	1
305	чего не	2	1
306	не всякому	2	1
307	должна быть	1	1
308	во-первых в	1	1
309	есть не	5	1
310	приведенных примеров	1	1
311	не встречает	1	1
312	же следует	1	1
313	что если	6	1
314	бы что	2	1
315	что уже	1	1
316	мы легко	2	1
317	но она	3	1
318	и другая	1	1
319	как я	1	1
320	для наших	1	1
321	а теперь	1	1
322	в народных	1	1
323	в ней	3	1
324	более или	8	1
325	в которых	1	1
326	между собой	1	1
327	от представления	1	1
328	он встречается	1	1
329	что то	1	1
330	влияния на	2	1
331	бы то	1	1
332	тем как	2	1
333	не отличается	1	1
334	видели что	1	1
335	совсем не	2	1
336	они имеют	2	1
337	характер они	1	1
338	заметим что	1	1
339	об этих	1	1
340	друг на	1	1
341	только тогда	3	1
342	его во	1	1
343	по отношению	2	1
344	существование в	1	1
345	значение имеет	1	1
346	только путем	1	1
347	сама по	2	1
348	один и	1	1
349	сказано только	1	1
350	несомненно что	1	1
351	или вообще	1	1
352	же с	1	1
353	независимо от	9	1
354	не согласиться	1	1
355	что именно	1	1
356	дает нам	1	1
357	некоторое время	2	1
358	еще больше	1	1
359	книгу которая	1	1
360	из сознания	1	1
361	и как	6	1
362	духа и	1	1
363	имеет в	1	1
364	в этот	1	1
365	на руку	1	1
366	животных и	2	1
367	потом уже	2	1
368	этим непосредственно	1	1
369	и способность	1	1
370	вопрос почему	1	1
371	в целом	3	1
372	чем бы	3	1
373	не один	1	1
374	в известном	1	1
375	что к	1	1
376	при новом	1	1
377	в наших	1	1
378	дальше и	1	1
379	бы ни	5	1
380	этим а	1	1
381	есть та	1	1
382	состоит в	2	1
383	значения но	1	1
384	только те	1	1
385	ни было	3	1
386	быть с	1	1
387	поэтому оно	2	1
388	здесь для	1	1
389	не подтверждается	1	1
390	как кажется	4	1
391	из него	1	1
392	что ни	2	1
393	объяснить его	1	1
394	в нее	4	1
395	и за	1	1
396	в каждом	2	1
397	то ни	1	1
398	могла бы	3	1
399	же не	1	1
400	имеют в	1	1
401	в другом	2	1
402	прямо а	1	1
403	к другу	1	1
404	них не	3	1
405	на все	3	1
406	к заключению	1	1
407	теми которые	1	1
408	а как	1	1
409	входит в	1	1
410	от одного	3	1
411	сила и	1	1
412	она видит	1	1
413	приходит в	1	1
414	не простое	1	1
415	в огонь	1	1
416	о которых	3	1
417	превращаются в	1	1
418	друга что	1	1
419	далеко не	3	1
420	для своего	1	1
421	на основании	1	1
422	с тем	4	1
423	на друга	1	1
424	и уже	5	1
425	есть явление	3	1
426	для чего	1	1
427	основывается на	1	1
428	в чистом	1	1
429	можно считать	1	1
430	должно быть	2	1
431	или менее	8	1
432	не представляет	1	1
433	бы на	1	1
434	но если	2	1
435	от своего	1	1
436	и при	3	1
437	которую мы	1	1
438	и без	1	1
439	с точки	1	1
440	от себя	2	1
441	происходит с	1	1
442	что я	1	1
443	всякий раз	1	1
444	природы но	1	1
445	и той	2	1
446	сложных представлений	1	1
447	не понимает	1	1
448	за один	1	1
449	такую же	1	1
450	друг другу	1	1
451	и более	1	1
452	дом и	1	1
453	и наоборот	5	1
454	не должно	2	1
455	и то	3	1
456	по себе	15	1
457	не для	1	1
458	и есть	2	1
459	то с	1	1
460	без него	1	1
461	некоторых случаях	2	1
462	тесную связь	1	1
463	таких случаях	1	1
464	тем самым	4	1
465	находит что	1	1
466	дело в	1	1
467	мы вспоминаем	1	1
468	он мог	1	1
469	же значение	1	1
470	нельзя не	1	1
471	по всей	1	1
472	его от	1	1
473	почему в	1	1
474	не спрашивает	1	1
475	средствами и	1	1
476	находятся в	1	1
477	и весь	2	1
478	противоречит то	1	1
479	оно есть	1	1
480	как она	1	1
481	не вытекает	1	1
482	часто с	1	1
483	в сознании	23	1
484	до того	1	1
485	отсюда понятно	1	1
486	доказать что	1	1
487	женщины в	1	1
488	мы и	1	1
489	однако это	1	1
490	предмета есть	1	1
491	очень часто	1	1
492	мере того	4	1
493	к тому	1	1
494	указывает на	2	1
495	отличное от	2	1
496	оно не	3	1
497	где он	1	1
498	должен быть	1	1
499	для себя	1	1
500	можем назвать	1	1
501	можем предположить	1	1
502	оно может	2	1
503	подобных случаях	1	1
504	менее ясно	2	1
505	как не	3	1
506	эти представления	1	1
507	в некоторых	4	1
508	мысль о	7	1
509	как знак	1	1
510	но мы	3	1
511	вопрос что	1	1
512	этом на	1	1
513	и может	3	1
514	вывести из	1	1
515	его самого	1	1
516	если они	1	1
517	и сам	1	1
518	на нее	1	1
519	те же	3	1
520	не с	3	1
521	и которые	1	1
522	мог бы	3	1
523	во многом	1	1
524	на которую	1	1
525	во второй	1	1
526	том как	3	1
527	по тому	1	1
528	и с	1	1
529	без сомнения	4	1
530	как причина	1	1
531	если бы	11	1
532	по мере	5	1
533	теперь уже	2	1
534	находится в	3	1
535	к своему	1	1
536	некоторых из	1	1
537	другое значение	1	1
538	и поэтому	2	1
539	и та	1	1
540	никак не	1	1
541	человек мог	1	1
542	самому себе	1	1
543	имеет значения	1	1
544	можно сказать	1	1
545	мы понимаем	1	1
546	и во	3	1
547	как они	1	1
548	связь между	2	1
549	более сильного	1	1
550	и идти	1	1
551	ее от	1	1
552	от них	3	1
553	в его	2	1
554	повлечет за	1	1
555	и только	6	1
556	вслед за	3	1
557	именно в	1	1
558	в ту	1	1
559	ней все	1	1
560	от которого	1	1
561	же можно	1	1
562	значит что	1	1
563	тех пор	1	1
564	как например	3	1
565	но так	1	1
566	но с	1	1
567	понятно почему	1	1
568	всякого рода	1	1
569	с ними	3	1
570	ту книгу	1	1
571	дело с	1	1
572	в какой	2	1
573	как часть	2	1
574	к их	1	1
575	и действительно	1	1
576	и потому	2	1
577	его место	1	1
578	значения этих	2	1
579	который в	1	1
580	во времени	2	1
581	жизни и	1	1
582	ясности в	1	1
583	а только	8	1
584	так можно	1	1
585	в большинстве	1	1
586	и они	2	1
587	из причин	1	1
588	или не	5	1
589	по таким	1	1
590	в жизни	2	1
591	а то	2	1
592	не дает	2	1
593	большинстве случаев	1	1
594	он имеет	1	1
595	очевидно что	3	1
596	которые в	1	1
597	себе в	3	1
598	и их	5	1
599	никто не	1	1
600	и также	1	1
601	не о	1	1
602	находящейся в	1	1
603	но что	2	1
604	как при	3	1
605	не говорит	1	1
606	от того	5	1
607	даже и	2	1
608	для того	5	1
609	это будет	3	1
610	рядом с	3	1
611	с другим	1	1
612	на ее	1	1
613	а с	2	1
614	этот результат	1	1
615	на которые	1	1
616	только по	3	1
617	быть названо	2	1
618	от этого	1	1
619	ей не	1	1
620	а на	1	1
621	в картине	1	1
622	она еще	1	1
623	его как	1	1
624	не там	1	1
625	которая нами	1	1
626	при более	1	1
627	могут служить	1	1
628	вероятно не	1	1
629	ребенка и	1	1
630	именно так	1	1
631	и силы	2	1
632	под влиянием	8	1
633	та часть	1	1
634	или стремится	1	1
635	два вопроса	1	1
636	начиная с	1	1
637	нее как	1	1
638	в самой	3	1
639	или по	2	1
640	к другой	2	1
641	не удается	1	1
642	этом по	1	1
643	поэтому если	1	1
644	к другому	4	1
645	он будет	1	1
646	не дают	2	1
647	что же	1	1
648	о человеке	1	1
649	ее если	1	1
650	при ближайшем	1	1
651	многих других	1	1
652	выйти за	1	1
653	свойства и	1	1
654	все наше	1	1
655	были соединены	1	1
656	этом случае	1	1
657	в условиях	1	1
658	т п	3	1
659	отдельно от	1	1
660	от нас	1	1
661	связанная со	1	1
662	сознании и	2	1
663	дает возможность	1	1
664	д и	1	1
665	формы и	1	1
666	это дает	1	1
667	его с	2	1
668	человек и	1	1
669	в эту	3	1
670	было на	1	1
671	хотя бы	2	1
672	только что	3	1
673	них и	1	1
674	все они	1	1
675	же в	5	1
676	в связь	1	1
677	этих представлений	1	1
678	к самому	1	1
679	здесь только	1	1
680	бы с	1	1
681	нам не	2	1
682	может и	1	1
683	две стороны	1	1
684	только как	6	1
685	есть свойство	1	1
686	поздно и	1	1
687	объяснение не	2	1
688	в заключение	1	1
689	эти слова	1	1
690	всем этом	2	1
691	другого рода	2	1
692	но эти	2	1
693	все что	3	1
694	на другой	2	1
695	можно будет	1	1
696	и свою	1	1
697	в красном	1	1
698	им и	1	1
699	можно назвать	2	1
700	другим мы	1	1
701	как на	3	1
702	в таком	4	1
703	такой же	4	1
