N	2gram	Vygotskiy__2	VeschiIm
200	о смысле	1	4
201	но когда	2	3
202	это может	2	3
203	думают что	1	3
204	бы в	1	3
205	о ней	4	3
206	в собственном	1	3
207	можно сказать	1	3
208	на это	3	3
209	она является	2	3
210	своего существования	1	3
211	с в	2	3
212	так и	3	3
213	она может	1	3
214	в жизни	4	3
215	как можно	2	3
216	нужно было	1	3
217	в нем	4	3
218	было в	1	3
219	и вообще	2	3
220	подобно тому	2	3
221	хотя бы	3	3
222	если это	1	3
223	того чтобы	14	3
224	в своей	3	3
225	в уме	2	3
226	в одном	2	3
227	и другое	2	3
228	мы находим	2	3
229	вещи для	1	3
230	и самое	1	3
231	вместе с	2	3
232	отношение к	2	3
233	отношения к	1	3
234	не важно	1	3
235	в той	1	3
236	но как	3	3
237	к тому	7	3
238	к ней	1	3
239	явлений и	2	3
240	в а	1	3
241	и сам	4	3
242	по самому	3	3
243	что нужно	1	3
244	тогда когда	3	3
245	тот же	6	3
246	не то	1	3
247	только на	5	3
248	один из	3	3
249	есть как	2	3
250	а с	2	3
251	никогда не	9	3
252	вопроса о	1	3
253	мы имеем	4	3
254	в основе	11	3
255	тому как	3	3
256	если я	1	3
257	вбирает в	1	3
258	сам по	4	3
259	себе не	1	3
260	но даже	2	3
261	же самой	2	3
262	к другому	1	3
263	можно с	1	3
264	мы видим	4	3
265	есть еще	1	3
266	не понимает	2	3
267	на этом	3	3
268	само по	3	3
269	их в	2	3
270	из того	2	3
271	несмотря на	4	3
272	тем более	2	3
273	взято как	1	3
274	все это	5	3
275	самом деле	16	3
276	в понятии	1	3
277	или менее	1	3
278	что он	13	3
279	как оно	1	3
280	и тогда	1	3
281	что именно	3	3
282	более или	1	3
283	мы возьмем	1	3
284	как некая	1	2
285	или что	3	2
286	может и	1	2
287	и этот	2	2
288	что на	4	2
289	относится не	1	2
290	образом и	4	2
291	приводит к	1	2
292	и вот	3	2
293	когда же	1	2
294	во всяком	2	2
295	данном случае	4	2
296	бы к	1	2
297	бы на	1	2
298	нечто совершенно	1	2
299	в разных	1	2
300	так же	18	2
301	в более	1	2
302	суждения о	1	2
303	эти вещи	1	2
304	на такой	1	2
305	и эти	2	2
306	но еще	1	2
307	на нас	3	2
308	же мы	3	2
309	смысле что	1	2
310	то чтобы	2	2
311	как нечто	2	2
312	и во	1	2
313	то есть	21	2
314	что из	1	2
315	как это	4	2
316	а только	3	2
317	мы получим	2	2
318	это совершенно	2	2
319	об этом	3	2
320	казалось бы	2	2
321	если он	1	2
322	который мы	1	2
323	очень редко	1	2
324	от одного	1	2
325	то в	1	2
326	а потому	2	2
327	что только	1	2
328	но все	1	2
329	его и	1	2
330	ничем не	1	2
331	что ее	1	2
332	но только	4	2
333	с но	2	2
334	только один	1	2
335	при всем	3	2
336	себе как	1	2
337	для такого	2	2
338	состоит из	2	2
339	этой точки	2	2
340	остановиться на	1	2
341	еще более	3	2
342	если же	4	2
343	не с	1	2
344	жизнь и	3	2
345	или другое	1	2
346	первом случае	1	2
347	на все	5	2
348	находим в	1	2
349	на него	2	2
350	самого же	1	2
351	как в	9	2
352	как мы	1	2
353	и его	7	2
354	в качестве	1	2
355	в сфере	1	2
356	сама с	1	2
357	для нее	2	2
358	именно так	1	2
359	дело в	1	2
360	с собой	1	2
361	для того	13	2
362	как она	4	2
363	только одно	1	2
364	свое выражение	1	2
365	ни в	2	2
366	том как	2	2
367	моментов в	2	2
368	и таким	2	2
369	к природе	2	2
370	той же	8	2
371	но ведь	1	2
372	ничего иного	1	2
373	это было	3	2
374	в силу	1	2
375	и может	1	2
376	ту же	4	2
377	отношении к	3	2
378	из самого	2	2
379	в особенности	2	2
380	о вещах	1	2
381	как совершенно	2	2
382	какого бы	1	2
383	и тем	4	2
384	различие между	1	2
385	и та	1	2
386	из его	1	2
387	это однако	1	2
388	здравого смысла	1	2
389	в первом	1	2
390	в одну	1	2
391	когда он	10	2
392	тому что	4	2
393	но именно	1	2
394	не потому	2	2
395	при чем	2	2
396	только к	1	2
397	наряду с	4	2
398	мы можем	3	2
399	и если	1	2
400	вещи а	1	2
401	обе эти	1	2
402	он не	6	2
403	мы будем	2	2
404	и когда	4	2
405	и нет	1	2
406	ни к	1	2
407	в своих	9	2
408	на вопрос	2	2
409	оба эти	2	2
410	не указывает	1	2
411	в частности	3	2
412	была бы	2	2
413	и ничем	1	2
414	но совершенно	3	2
415	подходит к	1	2
416	а я	2	2
417	ничто не	1	2
418	тем же	1	2
419	обойтись без	1	2
420	и уже	1	2
421	именно потому	2	2
422	никак не	4	2
423	в самой	2	2
424	заключается в	12	2
425	что ему	1	2
426	себе и	2	2
427	в виду	3	2
428	кроме того	1	2
429	человека и	1	2
430	в первой	1	2
431	является в	1	2
432	звуков и	1	2
433	и значит	1	2
434	является и	1	2
435	основе своей	1	2
436	все эти	7	1
437	что каждый	1	1
438	его от	2	1
439	слова есть	1	1
440	не могла	1	1
441	в которой	2	1
442	и совершенно	3	1
443	главным образом	3	1
444	сводится к	2	1
445	же самую	2	1
446	для всех	1	1
447	форму и	2	1
448	и подобно	1	1
449	связь между	1	1
450	и этой	1	1
451	приходится брать	1	1
452	из своей	1	1
453	потому и	1	1
454	этот основной	1	1
455	вывод что	2	1
456	каком случае	1	1
457	относящиеся к	1	1
458	с него	1	1
459	и того	1	1
460	ничего кроме	2	1
461	естественнее и	1	1
462	к той	1	1
463	так называемый	1	1
464	на другую	1	1
465	от всякого	1	1
466	все те	2	1
467	в другом	1	1
468	из чего	1	1
469	чтобы это	1	1
470	конце концов	3	1
471	она будет	1	1
472	ясно и	1	1
473	нам и	1	1
474	отличие от	2	1
475	исходит из	5	1
476	именно к	1	1
477	и оно	1	1
478	в противоположность	1	1
479	стоит на	1	1
480	пока мы	2	1
481	только как	3	1
482	или в	1	1
483	бы это	1	1
484	говорит о	2	1
485	в двух	1	1
486	одной стороны	1	1
487	его с	2	1
488	на том	2	1
489	и вместо	1	1
490	вокруг себя	1	1
491	с совершенно	1	1
492	могло быть	1	1
493	они все	1	1
494	важны не	1	1
495	поэтому если	1	1
496	есть какое-нибудь	1	1
497	только от	1	1
498	этом основании	1	1
499	ее на	1	1
500	переходим к	1	1
501	что как	1	1
502	мы замечаем	1	1
503	не к	3	1
504	и является	1	1
505	и ничего	1	1
506	читателя и	2	1
507	и другой	3	1
508	видели мы	1	1
509	разница между	1	1
510	всякого сомнения	1	1
511	материал сам	1	1
512	и со	1	1
513	верно что	1	1
514	в поэтическом	2	1
515	теории мы	1	1
516	думать что	3	1
517	что такая	1	1
518	этого слова	1	1
519	не было	2	1
520	искусства и	9	1
521	равно и	1	1
522	понимать как	1	1
523	зависит от	2	1
524	вовсе не	2	1
525	только при	1	1
526	к которым	3	1
527	происходит и	1	1
528	отказаться от	3	1
529	вслед за	5	1
530	принципов и	1	1
531	в виде	1	1
532	и эту	1	1
533	другой в	2	1
534	следовательно что	1	1
535	одного и	2	1
536	с с	1	1
537	из основных	1	1
538	есть лишь	1	1
539	только о	1	1
540	в сознании	4	1
541	сих пор	5	1
542	строго говоря	1	1
543	этом смысле	1	1
544	сам для	1	1
545	в какой	2	1
546	это конечно	1	1
547	и так	3	1
548	существенное для	1	1
549	к которому	2	1
550	тем самым	1	1
551	на действительность	1	1
552	что эта	1	1
553	от той	1	1
554	является следовательно	1	1
555	в конце	3	1
556	никакого более	1	1
557	до сих	5	1
558	дело не	1	1
559	в некоторых	1	1
560	и без	2	1
561	с нами	1	1
562	одному и	1	1
563	которое мы	1	1
564	друг с	1	1
565	на нем	1	1
566	самое и	1	1
567	ничего общего	1	1
568	с искусством	1	1
569	это приводит	1	1
570	и вне	1	1
571	совершенно верно	2	1
572	бы ее	1	1
573	того или	3	1
574	жизнь в	1	1
575	как чисто	1	1
576	и единственный	1	1
577	с и	12	1
578	ярче всего	1	1
579	нет никакого	1	1
580	что уже	1	1
581	самого субъекта	1	1
582	новый материал	1	1
583	не знать	1	1
584	что самое	2	1
585	ответ на	2	1
586	ничего сказать	1	1
587	мы должны	3	1
588	на которую	2	1
589	в принципе	1	1
590	только ее	3	1
591	метода и	1	1
592	как равно	1	1
593	искусство в	2	1
594	как принцип	1	1
595	на что	1	1
596	к этому	1	1
597	непосредственно данное	1	1
598	из всего	1	1
599	не хочет	1	1
600	и кто	1	1
601	как не	2	1
602	сознательное и	1	1
603	один и	1	1
604	к такому	1	1
605	один момент	1	1
606	совершенно ясно	7	1
607	мы имели	1	1
608	с другом	1	1
609	свидетельствует о	1	1
610	и утверждает	1	1
611	и формы	1	1
612	дело с	8	1
613	совершенно невозможно	1	1
614	в таком	2	1
615	то как	3	1
616	видим что	3	1
617	может считаться	1	1
618	и представить	1	1
619	но нечто	1	1
620	сами по	3	1
621	и очень	1	1
622	то а	1	1
623	или другого	1	1
624	на более	1	1
625	у них	2	1
626	не имеют	2	1
627	он все	3	1
628	где они	1	1
629	вещей с	1	1
630	бы вбирает	1	1
631	и заставляет	1	1
632	из ряда	1	1
633	по той	1	1
634	раз они	1	1
635	больше того	2	1
636	она понимает	1	1
637	этом случае	1	1
638	как легко	1	1
639	и объяснить	3	1
640	впервые и	1	1
641	исключительно в	1	1
642	стало быть	1	1
643	я хочу	1	1
644	ли оно	1	1
645	что бы	1	1
646	и прежде	1	1
647	и к	3	1
648	подход к	2	1
649	не имеет	4	1
650	факта и	1	1
651	обыденной речи	1	1
652	с то	3	1
653	когда она	4	1
654	всегда и	1	1
655	именно ее	1	1
656	идет о	1	1
657	всех своих	1	1
658	они не	1	1
659	которых мы	3	1
660	равным образом	2	1
661	в других	2	1
662	же понятия	1	1
663	всех наших	1	1
664	с уже	1	1
665	бесчисленное количество	1	1
666	мы увидим	1	1
667	причины и	1	1
668	утверждать что	4	1
669	и попробуем	1	1
670	из этого	4	1
671	взятый сам	1	1
672	же точно	10	1
673	самой сущности	1	1
674	именно на	2	1
675	что если	6	1
676	с которым	1	1
677	и говорить	2	1
678	описать и	1	1
679	если в	2	1
680	что у	5	1
681	они в	2	1
682	одной и	4	1
683	мы получаем	2	1
684	что было	1	1
685	происходило в	1	1
686	как он	2	1
687	речь идет	1	1
688	только с	1	1
689	не направленный	1	1
690	должен признать	1	1
691	тогда я	1	1
692	и от	2	1
693	не вещи	1	1
694	они стали	1	1
695	зависимости от	1	1
696	который уже	2	1
697	одного слова	1	1
698	стоит именно	1	1
699	конечно не	1	1
700	от некоторых	1	1
701	тому же	1	1
702	же по	1	1
703	к какому	2	1
704	в очень	2	1
705	самому своему	1	1
706	другому человеку	1	1
707	его более	1	1
708	нечего и	1	1
709	очевидно что	2	1
710	бы с	2	1
711	совсем обратное	1	1
712	эти три	1	1
713	всяком случае	2	1
714	в истории	1	1
715	том смысле	1	1
716	это можно	2	1
717	которого я	1	1
718	в состоянии	2	1
719	какой-то другой	1	1
720	как само	1	1
721	бы нелепо	1	1
722	едва ли	4	1
723	понятий и	1	1
724	уже здесь	1	1
725	с когда	1	1
726	представить себе	3	1
727	однако при	1	1
728	момент своего	1	1
729	не о	1	1
730	ее наиболее	1	1
731	лежит в	1	1
732	которую оно	2	1
733	из самых	2	1
734	не могли	3	1
735	нужно сказать	1	1
736	в них	2	1
737	на своих	1	1
738	только не	1	1
739	самое высокое	1	1
740	другой стороны	2	1
741	непосредственного отношения	1	1
742	исходят из	2	1
743	слова в	2	1
744	только потому	2	1
745	в котором	1	1
746	в зависимости	1	1
747	в этой	6	1
748	это понятие	1	1
749	с таким	8	1
750	при этом	13	1
751	чтобы не	1	1
752	сознательно и	1	1
753	по преимуществу	1	1
754	таком понимании	2	1
755	свой смысл	1	1
756	же как	4	1
757	могут быть	4	1
758	из которых	2	1
759	не иметь	1	1
760	решительно все	1	1
761	по этим	1	1
762	оно начинает	1	1
763	и где	1	1
764	очень важно	1	1
765	с одной	1	1
766	и делает	1	1
767	ее применение	1	1
768	то для	1	1
769	между обеими	1	1
770	под собой	1	1
771	только тогда	1	1
772	на другом	1	1
773	он говорит	5	1
774	имеет никакого	1	1
775	не могут	3	1
776	нас не	1	1
777	в отличие	1	1
778	и на	5	1
779	что вы	1	1
780	им не	1	1
781	отличен от	1	1
782	от его	1	1
783	нет что	1	1
784	о них	1	1
785	переживания и	1	1
786	все дело	1	1
787	и она	1	1
788	с новыми	1	1
789	даже когда	1	1
790	без остатка	1	1
791	что наука	1	1
792	в действительности	4	1
793	далеко не	5	1
794	не как	3	1
795	нет ничего	1	1
796	от других	1	1
797	ли он	2	1
798	взглянуть на	1	1
799	представление о	3	1
800	значит быть	1	1
801	с его	2	1
802	благодаря своим	1	1
803	при помощи	10	1
804	время как	3	1
805	когда в	1	1
806	которое он	3	1
807	указать на	1	1
808	этого человека	1	1
809	в общем	3	1
810	быть может	1	1
811	однако в	1	1
812	от смысла	2	1
813	несущественным и	1	1
814	существу и	1	1
815	происходит не	1	1
816	что звук	1	1
817	о принципах	1	1
818	достигает своего	1	1
819	то время	3	1
820	предмета но	1	1
821	им в	1	1
822	эстетики и	1	1
823	по существу	3	1
824	в каком	3	1
825	от нас	1	1
826	мы опять	2	1
827	ум и	1	1
828	и у	2	1
829	вместо того	1	1
830	учения о	2	1
831	которая не	2	1
832	которые не	3	1
833	таким же	1	1
834	если вы	1	1
835	он должен	1	1
836	мы конечно	1	1
837	этого метода	1	1
838	природе своей	1	1
839	или других	1	1
840	хотя в	1	1
841	но эта	2	1
842	и восприятия	1	1
843	он и	1	1
844	между обоими	1	1
845	и закономерно	1	1
846	должен был	2	1
847	нас от	1	1
848	которое было	1	1
849	это относится	2	1
850	свое собственное	3	1
851	до самого	1	1
852	что с	3	1
853	в обыденной	1	1
854	здесь как	1	1
855	совершенно другое	1	1
856	основной грех	1	1
857	словами но	1	1
858	слово в	1	1
859	на нее	1	1
860	уже и	1	1
861	стоит только	2	1
862	указанием на	1	1
863	третье и	1	1
864	краски и	1	1
865	случае есть	1	1
866	о нем	1	1
867	форма есть	1	1
868	раньше всего	1	1
869	и эта	1	1
870	на бумаге	1	1
871	с самого	1	1
872	к одному	4	1
873	определенностью и	1	1
874	имеет дело	3	1
875	своих собственных	1	1
876	и по	4	1
877	и разумное	1	1
878	том чтобы	3	1
879	и понимается	1	1
880	и фантазии	1	1
881	и должен	1	1
882	еще яснее	1	1
