N	2gram	Bakhtin_Pr_2	Komedia
121	в образе	3	3
122	тот же	2	3
123	одной из	2	3
124	только в	9	3
125	и у	2	3
126	в виде	1	3
127	в начале	2	3
128	за счет	2	3
129	отношение к	8	3
130	у него	6	3
131	каждый из	1	3
132	как раз	6	3
133	в свои	1	3
134	после смерти	1	3
135	так же	5	3
136	как это	2	3
137	не удалось	1	3
138	здесь в	2	3
139	всего в	1	3
140	в более	1	3
141	его творчества	5	3
142	и все	1	3
143	все остальные	1	3
144	отношению к	8	3
145	того же	1	2
146	здесь и	2	2
147	можем судить	1	2
148	ту же	1	2
149	на две	1	2
150	сам автор	4	2
151	в сущности	7	2
152	принадлежит к	1	2
153	в большом	3	2
154	которые он	1	2
155	отличие от	1	2
156	за пределы	5	2
157	в настоящем	1	2
158	относится к	2	2
159	чем же	2	2
160	наряду с	1	2
161	независимо от	1	2
162	что по	1	2
163	было только	1	2
164	представленная в	1	2
165	в самом	13	2
166	в себе	5	2
167	только один	1	2
168	время и	1	2
169	в первой	1	2
170	на этом	1	2
171	из персонажей	1	2
172	художественный образ	1	2
173	в уже	1	2
174	было бы	4	2
175	в новое	1	2
176	для них	3	2
177	ни одной	1	2
178	мы видели	3	2
179	или менее	1	2
180	которую он	3	2
181	почти не	1	2
182	но он	1	2
183	тем не	1	2
184	не раз	2	2
185	правда в	2	2
186	одна из	3	2
187	нельзя не	1	2
188	ему и	1	2
189	и теперь	1	2
190	как будто	1	2
191	в области	2	2
192	и мелкие	1	2
193	одному из	1	2
194	протяжении всего	2	2
195	для себя	3	2
196	с ее	3	2
197	на нем	1	2
198	всего этого	3	2
199	только при	1	2
200	что у	4	2
201	в споре	1	2
202	до начала	1	2
203	для этого	3	2
204	образом в	2	2
205	находится в	2	2
206	именно потому	1	2
207	и здесь	2	2
208	затем в	1	2
209	от них	2	2
210	в форме	2	2
211	быть даже	2	2
212	раз на	1	2
213	и мир	5	2
214	еще не	9	2
215	который в	1	2
216	платона в	2	2
217	из которых	2	2
218	как человека	1	2
219	вовсе не	7	2
220	в других	1	2
221	со стороны	4	2
222	точек зрения	3	2
223	до сих	2	2
224	хоть и	3	2
225	а сам	1	2
226	и притом	1	2
227	до конца	7	2
228	не может	24	2
229	вместе с	1	2
230	но не	6	2
231	это были	1	2
232	и формы	1	2
233	к нему	11	2
234	сих пор	2	2
235	но это	2	2
236	или в	2	2
237	как теперь	1	2
238	только что	2	2
239	то что	5	2
240	в свою	1	2
241	из своей	1	2
242	где он	1	2
243	ее в	2	2
244	в своих	4	2
245	во всяком	1	2
246	все что	3	2
247	них он	1	1
248	самое слово	1	1
249	переходит к	1	1
250	не остается	1	1
251	все остальное	1	1
252	на самом	1	1
253	поэтому он	1	1
254	высшей степени	1	1
255	в зависимости	3	1
256	одним из	3	1
257	мы уже	3	1
258	той же	1	1
259	со всех	1	1
260	которым он	1	1
261	статьи в	2	1
262	сознании человека	2	1
263	из своих	2	1
264	совпадает с	1	1
265	эстетики и	1	1
266	из того	1	1
267	зависимости от	3	1
268	первого и	1	1
269	как свой	1	1
270	в мире	3	1
271	и он	3	1
272	в ней	7	1
273	проявляется в	2	1
274	творческого пути	2	1
275	быть в	2	1
276	остались бы	1	1
277	а только	2	1
278	во всех	4	1
279	но конечно	1	1
280	как у	2	1
281	он может	2	1
282	отказ от	1	1
283	же она	1	1
284	не входит	2	1
285	не все	1	1
286	ответ на	1	1
287	есть по	1	1
288	а и	1	1
289	на социальную	1	1
290	под его	1	1
291	с этим	1	1
292	в своем	5	1
293	есть что-то	1	1
294	в полном	1	1
295	смысле этого	2	1
296	современности в	1	1
297	мысль в	1	1
298	и к	2	1
299	самом начале	3	1
300	более или	1	1
301	это отчасти	1	1
302	вот на	1	1
303	то в	1	1
304	за собой	2	1
305	отношения с	1	1
306	сказать о	1	1
307	он в	1	1
308	они почти	1	1
309	что же	4	1
310	бы не	3	1
311	из этих	1	1
312	приводит к	1	1
313	только на	1	1
314	и тот	1	1
315	другом случае	1	1
316	очень существенное	1	1
317	ее как	1	1
318	как он	4	1
319	в братьях	2	1
320	но прежде	1	1
321	к совершенно	1	1
322	идей и	1	1
323	платона и	1	1
324	к миру	1	1
325	с огромной	1	1
326	в них-то	1	1
327	по существу	1	1
328	мы впервые	1	1
329	на службу	2	1
330	нашего времени	1	1
331	не могли	1	1
332	чтобы в	1	1
333	подобно тому	2	1
334	и независимо	1	1
335	людей и	2	1
336	что она	4	1
337	последнее слово	1	1
338	но все	4	1
339	человека в	5	1
340	что все	3	1
341	же не	1	1
342	же касается	1	1
343	в каком-нибудь	1	1
344	конечно в	2	1
345	об этом	3	1
346	иные как	1	1
347	то есть	50	1
348	сильной и	1	1
349	зрения на	5	1
350	во множественном	1	1
351	это было	2	1
352	перед нами	4	1
353	начала и	2	1
354	в жизни	3	1
355	эти же	2	1
356	и каждый	1	1
357	героя или	1	1
358	а с	3	1
359	все равно	1	1
360	к которым	1	1
361	в самую	2	1
362	всю жизнь	1	1
363	которой он	1	1
364	с одинаковой	1	1
365	всегда и	2	1
366	слова и	1	1
367	себе все	1	1
368	лучше всего	1	1
369	в этих	4	1
370	симпатии автора	1	1
371	можно только	1	1
372	не так	2	1
373	но если	1	1
374	различных точек	1	1
375	можно найти	2	1
376	а как	4	1
377	в отличие	1	1
378	в которых	1	1
379	стало быть	3	1
380	из области	1	1
381	которые в	2	1
382	земле и	1	1
383	друг другу	1	1
384	и эти	1	1
385	и более	2	1
386	с такими	2	1
387	и почти	1	1
388	по себе	8	1
389	не была	1	1
390	тому что	1	1
391	и очень	1	1
392	этой области	2	1
393	если и	1	1
394	между людьми	1	1
395	человеческого мышления	1	1
396	у платона	1	1
397	самого начала	1	1
398	герою в	3	1
399	в русской	2	1
400	на себе	1	1
401	и сама	1	1
402	не по	3	1
403	или лучше	1	1
404	сознания как	1	1
405	он еще	2	1
406	а может	3	1
407	того чтобы	1	1
408	человека во	1	1
409	видят в	1	1
410	что только	1	1
411	кто является	1	1
412	в науке	2	1
413	они являются	1	1
414	он иногда	1	1
415	во всем	1	1
416	так например	1	1
417	мы бы	1	1
418	до того	1	1
419	мы и	3	1
420	что на	1	1
421	может показаться	1	1
422	действует в	1	1
423	и для	2	1
424	по своим	2	1
425	особый и	1	1
426	не могут	1	1
427	диалектике и	1	1
428	далеко за	1	1
429	это конечно	1	1
430	для развития	1	1
431	сократ был	1	1
432	его с	2	1
433	даже и	2	1
434	уже на	2	1
435	в каждом	4	1
436	вывод из	1	1
437	отказаться от	1	1
438	от друга	2	1
439	эта борьба	1	1
440	как один	1	1
441	непосредственно или	1	1
442	данном случае	1	1
443	с самого	1	1
444	говорили что	1	1
445	говорить о	1	1
446	в дальнейшем	2	1
447	что могло	1	1
448	и когда	1	1
449	iii в	1	1
450	можно было	2	1
451	те же	2	1
452	это вовсе	2	1
453	свое мнение	1	1
454	иногда в	1	1
455	подойти к	1	1
456	мира и	1	1
457	жизнь и	3	1
458	не кто	1	1
459	с ним	8	1
460	в каждой	1	1
461	одно это	1	1
462	с человеком	1	1
463	них не	1	1
464	о ней	1	1
465	о нем	6	1
466	познания и	1	1
467	в пользу	1	1
468	и являются	1	1
469	и что	2	1
470	к действительности	2	1
471	все его	3	1
472	на ее	1	1
473	отметить что	2	1
474	говорит он	1	1
475	них-то и	1	1
476	и только	1	1
477	естественно и	1	1
478	периода его	1	1
479	наконец в	1	1
480	внешнее и	1	1
481	его творчестве	3	1
482	и были	1	1
483	и следовательно	7	1
484	если это	1	1
485	которая как	1	1
486	в литературе	6	1
487	того что	3	1
488	большей или	1	1
489	такими и	1	1
490	и новая	1	1
491	всю ее	1	1
492	были особенно	1	1
493	но ни	1	1
494	хотя бы	5	1
495	к их	1	1
496	поэтому и	3	1
497	наше время	1	1
498	во времени	1	1
499	наиболее яркое	1	1
500	бы ни	1	1
501	себя в	2	1
502	так что	2	1
503	оказывается в	1	1
504	можно выразить	1	1
505	в жанре	2	1
506	в большинстве	2	1
507	а напротив	1	1
508	ни одного	3	1
509	же из	1	1
510	и сократ	1	1
511	получили в	1	1
512	не дает	1	1
513	в данной	1	1
514	в душе	1	1
515	на эту	1	1
516	как вы	2	1
517	за ним	1	1
518	к своим	1	1
519	возможности для	1	1
520	на чужой	1	1
521	мир в	2	1
522	только их	2	1
523	нее в	2	1
524	может служить	1	1
525	друг друга	7	1
526	и видят	1	1
527	от того	2	1
528	для решения	1	1
529	на том	1	1
530	дальнейшем течении	1	1
531	для того	1	1
532	друг от	2	1
533	в особенности	2	1
534	представление о	2	1
535	из среды	1	1
536	на уровне	1	1
537	является их	1	1
538	в высшей	1	1
539	герои и	2	1
540	на этот	1	1
541	эти две	1	1
542	далеко не	4	1
543	и прежде	2	1
544	он считал	1	1
545	и др	4	1
546	воспоминания о	1	1
547	на которых	1	1
548	к человеку	1	1
549	превращается в	4	1
550	материал в	2	1
551	голоса не	1	1
552	идеи в	5	1
553	его как	1	1
554	о чем	1	1
555	большинстве случаев	2	1
556	ей жанры	1	1
557	него не	3	1
558	что из	1	1
559	материалом для	1	1
560	связь с	2	1
561	ко всем	2	1
562	и потому	6	1
563	отсюда и	1	1
564	отрывок из	1	1
565	в разговоре	1	1
566	героев которые	1	1
567	предисловии к	1	1
568	в данном	1	1
569	который мы	1	1
570	в той	3	1
571	тому как	2	1
572	в ответ	1	1
573	как бы	15	1
574	для их	1	1
575	из отдельных	1	1
576	этого слова	2	1
577	в условиях	2	1
578	мере не	1	1
579	в основном	1	1
580	если оно	1	1
581	и поступков	2	1
582	со всей	2	1
583	в книге	1	1
584	в предисловии	1	1
585	очень интересный	1	1
586	множественном числе	1	1
587	которой можно	1	1
588	это уже	1	1
589	главное внимание	1	1
590	от него	3	1
591	отрывки из	2	1
592	или нет	1	1
593	бы в	5	1
594	еще более	1	1
595	но зато	1	1
596	недоверие к	1	1
597	именно поэтому	1	1
598	известные нам	1	1
599	или меньшей	1	1
600	отношении к	1	1
601	его произведениях	1	1
602	то оно	2	1
603	бы с	1	1
604	слово в	3	1
605	не знает	4	1
606	сказать что	5	1
607	еще отчетливее	1	1
608	совершенно не	1	1
609	к его	1	1
610	автора в	3	1
611	именно к	1	1
612	формы его	2	1
613	всего как	1	1
614	время не	1	1
615	на это	1	1
616	представляется ему	1	1
617	в каком	1	1
618	жизни и	15	1
619	к этой	2	1
620	вполне понятно	1	1
621	и другие	4	1
622	и эта	3	1
623	это в	1	1
624	как на	2	1
625	в таком	3	1
626	этой точки	2	1
627	том числе	2	1
628	они не	2	1
