N	2gram	Vinokur_Ku_1	VrazhdaK
282	следует рассматривать	1	1
283	один раз	1	1
284	этот факт	1	1
285	в духе	3	1
286	могут быть	1	1
287	во все	2	1
288	ли не	3	1
289	в недрах	1	1
290	же только	1	1
291	не есть	4	1
292	уже на	2	1
293	ничего общего	1	1
294	эти не	1	1
295	свою очередь	3	1
296	в ее	1	1
297	не могло	1	1
298	на той	1	1
299	роль в	4	1
300	и сам	1	1
301	так и	7	1
302	не с	3	1
303	ясно что	3	1
304	было в	2	1
305	так называемую	1	1
306	именно этот	1	1
307	во второй	1	1
308	том как	3	1
309	но у	1	1
310	во всяком	5	1
311	ему нужно	3	1
312	до сих	4	1
313	нас в	1	1
314	вопросу о	1	1
315	во всех	1	1
316	из своего	1	1
317	в форме	1	1
318	крайней мере	5	1
319	тотчас же	1	1
320	также в	1	1
321	не знаю	2	1
322	если это	1	1
323	что ныне	1	1
324	в литературе	1	1
325	к которому	3	1
326	имеется в	1	1
327	нас интересует	1	1
328	этом смысле	3	1
329	силу которой	1	1
330	один из	4	1
331	но с	2	1
332	сразу же	1	1
333	что только	1	1
334	не хотят	1	1
335	он стал	1	1
336	тому назад	1	1
337	действие в	2	1
338	которым он	1	1
339	то он	1	1
340	это же	1	1
341	в качестве	7	1
342	себя в	1	1
343	указания на	1	1
344	это состояло	1	1
345	прямо в	1	1
346	их отношениях	1	1
347	тем чтобы	1	1
348	целого ряда	1	1
349	а это	3	1
350	этот раз	1	1
351	что для	1	1
352	говорит о	1	1
353	узнает в	1	1
354	только руки	1	1
355	в известной	1	1
356	мы находим	1	1
357	в одном	3	1
358	каждый из	1	1
359	не просто	5	1
360	от того	1	1
361	в особенности	3	1
362	гораздо больше	1	1
363	связан с	1	1
364	нужно было	2	1
365	в н	1	1
366	с другой	7	1
367	именно в	6	1
368	все равно	2	1
369	воспоминания о	1	1
370	прежде всего	9	1
371	в соответствии	3	1
372	что им	1	1
373	на этот	2	1
374	до конца	2	1
375	человек в	1	1
376	учился в	1	1
377	в подобных	1	1
378	с помощью	7	1
379	нет ничего	1	1
380	в частности	4	1
381	вышла в	1	1
382	продолжал считать	1	1
383	п и	1	1
384	предположить что	1	1
385	что за	1	1
386	к в	1	1
387	в ответ	1	1
388	того что	9	1
389	был в	2	1
390	в свое	2	1
391	еще раз	1	1
392	в условиях	1	1
393	сих пор	4	1
394	в основном	1	1
395	между прочим	2	1
396	но для	1	1
397	под влиянием	3	1
398	к вопросу	1	1
399	и общим	1	1
400	я очень	1	1
401	более того	1	1
402	нем можно	1	1
403	романтизма и	1	1
404	и от	1	1
405	но на	1	1
406	живущим за	1	1
407	это можно	1	1
408	такое понимание	1	1
409	о котором	2	1
410	это как	1	1
411	хотя и	3	1
412	бы в	7	1
413	еще более	1	1
414	только что	1	1
415	чувствовал себя	1	1
416	но вот	2	1
417	отношении к	1	1
418	нам не	3	1
419	но нас	1	1
420	только как	1	1
421	другой стороны	6	1
422	сам в	1	1
423	только о	1	1
424	жизни и	1	1
425	как на	3	1
426	в таком	3	1
427	точно так	1	1
428	все что	1	1
429	они не	3	1
