N	2gram	Kanaev_Sov_1	FransuaR
233	свое время	1	1
234	и по	2	1
235	т.е от	1	1
236	в основу	1	1
237	это конечно	1	1
238	то ни	2	1
239	а затем	1	1
240	в совершенно	1	1
241	его в	1	1
242	весь мир	1	1
243	для них	1	1
244	все равно	1	1
245	этого не	1	1
246	несмотря на	1	1
247	чем в	1	1
248	задача эта	2	1
249	в развитии	4	1
250	должно быть	1	1
251	такой же	2	1
252	все элементы	1	1
253	этом случае	1	1
254	и при	1	1
255	и их	1	1
256	таким же	1	1
257	с точки	5	1
258	бы к	1	1
259	к одному	1	1
260	то его	1	1
261	знаем что	2	1
262	от его	1	1
263	но эта	1	1
264	поэтому мы	3	1
265	которые в	1	1
266	не в	3	1
267	такую же	1	1
268	она в	1	1
269	одновременно как	1	1
270	и более	1	1
271	по себе	1	1
272	и вся	1	1
273	раз и	1	1
274	но они	1	1
275	о значении	2	1
276	этот был	1	1
277	самого начала	3	1
278	ничего не	6	1
279	но только	1	1
280	только не	1	1
281	остановимся здесь	1	1
282	никогда не	1	1
283	на язык	1	1
284	эта сторона	1	1
285	очень мало	1	1
286	к концу	1	1
287	так называемый	1	1
288	каждый раз	6	1
289	и несколько	1	1
290	отличается от	3	1
291	обычно на	1	1
292	он ищет	1	1
293	оно может	1	1
294	значении в	1	1
295	свою очередь	2	1
296	научной работы	1	1
297	с самого	3	1
298	каждого из	2	1
299	во многом	1	1
300	том как	1	1
301	мы в	1	1
302	и вообще	1	1
303	эти три	1	1
304	с ним	1	1
305	и живой	1	1
306	явлений как	1	1
307	настоящее время	2	1
308	и что	2	1
309	она всегда	1	1
310	все его	1	1
311	что эта	1	1
312	которых в	1	1
313	функций в	1	1
314	во втором	1	1
315	подлежит сомнению	2	1
316	отметить что	1	1
317	и только	1	1
318	вообще и	1	1
319	сложное и	1	1
320	все время	1	1
321	и другую	1	1
322	видим что	1	1
323	быть и	2	1
324	к различным	1	1
325	не имеет	1	1
326	кончается в	1	1
327	с одной	2	1
328	в новое	1	1
329	чтобы он	1	1
330	в виде	2	1
331	не принимает	1	1
332	поэтому из	1	1
333	же они	1	1
334	всяком случае	2	1
335	ведь это	3	1
336	углом зрения	1	1
337	но что	1	1
338	много и	1	1
339	бы все	1	1
340	ее на	2	1
341	из приведенных	1	1
342	и из	1	1
343	сказать несколько	1	1
344	такое же	1	1
345	ставит он	1	1
346	в живом	2	1
347	только к	1	1
348	условиях развития	2	1
349	ей не	1	1
350	отнюдь не	3	1
351	так же	1	1
352	и особенно	1	1
353	из которых	2	1
354	не могут	2	1
355	быть только	1	1
356	он ставит	1	1
357	в свое	1	1
358	несколько слов	1	1
359	в любом	1	1
360	измененном виде	1	1
361	но для	1	1
362	это уже	1	1
363	или в	1	1
364	в результате	6	1
365	это как	1	1
366	в настоящее	2	1
367	для его	2	1
368	ни было	1	1
369	же в	1	1
370	на части	1	1
371	состав и	1	1
372	в свою	2	1
373	не знает	1	1
374	развиваются в	1	1
375	больших и	1	1
376	не что	1	1
377	на различные	1	1
378	для каждого	1	1
379	в таком	2	1
380	во всяком	2	1
