N	2gram	Propp_Isto_3	EvropaiC
190	ту же	2	2
191	в котором	2	2
192	и до	1	2
193	со своей	1	2
194	также и	1	2
195	время от	2	2
196	с ее	1	2
197	и ее	3	2
198	мы и	1	2
199	в ней	2	2
200	свою очередь	1	2
201	тем как	1	2
202	во всяком	2	2
203	но как	1	2
204	в сторону	2	2
205	совершенно ясно	1	2
206	вступают в	2	2
207	что они	8	2
208	общего с	1	2
209	не очень	1	2
210	и там	4	2
211	и те	1	2
212	если он	2	2
213	этот процесс	1	2
214	что она	5	2
215	не следует	1	2
216	он все	3	2
217	том чтобы	1	2
218	одной и	1	2
219	из него	1	2
220	а затем	3	2
221	представления об	1	2
222	только одно	1	2
223	в них	6	2
224	со своими	2	2
225	и уже	2	2
226	где находится	2	2
227	мы видели	13	2
228	такой же	2	2
229	в один	1	2
230	в эту	1	2
231	но если	1	2
232	никто не	2	2
233	на месте	2	2
234	можно ли	3	2
235	от времени	1	2
236	в которых	2	2
237	образом и	2	2
238	и более	2	2
239	она не	4	2
240	одна из	2	2
241	на себе	1	2
242	что представление	1	2
243	только не	2	2
244	очень мало	1	2
245	на этом	4	2
246	ему и	1	2
247	что на	4	2
248	к таким	1	2
249	это конечно	1	2
250	от нее	1	2
251	если же	1	2
252	о них	1	2
253	как мы	8	2
254	как не	1	2
255	чтобы быть	1	2
256	в себя	1	2
257	или нескольких	1	2
258	на том	3	2
259	и сам	1	2
260	что у	3	2
261	на нее	3	2
262	чем другие	1	2
263	при том	1	2
264	в другом	2	2
265	и поэтому	1	2
266	другими словами	1	2
267	можно встретить	1	2
268	к нему	5	2
269	которой мы	1	2
270	с момента	1	2
271	если это	3	2
272	было бы	3	2
273	этот вопрос	2	2
274	и так	2	2
275	они могут	2	2
276	жизни и	2	2
277	эти черты	1	2
278	то и	6	2
279	к своим	1	2
280	одно из	1	2
281	всяком случае	2	2
282	вовсе не	2	2
283	к ним	1	2
284	как при	1	2
285	и только	1	2
286	не было	2	2
287	которые по	1	2
288	однако это	3	2
289	себя и	1	2
290	одной стороны	2	2
291	отнюдь не	1	2
292	будет иметь	1	2
293	для этой	1	2
294	в частности	5	2
295	независимо от	2	2
296	редких случаях	1	2
297	но не	7	2
298	что же	1	2
299	из этой	2	2
300	этого слова	1	2
301	только то	1	2
302	с этой	1	2
303	и тому	1	2
304	и некоторые	2	2
305	между прочим	3	2
306	к двум	1	2
307	но для	1	2
308	при таком	1	2
309	это может	1	2
310	на более	1	2
311	с ними	3	2
312	не знает	1	2
313	в свою	4	2
314	что такие	1	2
315	ко всему	1	2
316	однако мы	1	2
317	они не	4	2
318	например в	2	1
319	не находят	1	1
320	близкими к	1	1
321	ассимиляция с	1	1
322	народов у	1	1
323	показаться что	1	1
324	должен в	1	1
325	это и	1	1
326	окрашен в	1	1
327	смысл этого	1	1
328	исходит из	1	1
329	все те	1	1
330	долгое время	1	1
331	той же	2	1
332	а как	1	1
333	есть не	1	1
334	должна бы	1	1
335	три случая	1	1
336	мы не	1	1
337	на место	1	1
338	имеет свою	3	1
339	от своих	2	1
340	такое положение	1	1
341	время как	2	1
342	на себя	2	1
343	я не	3	1
344	в народных	1	1
345	с большим	5	1
346	к своему	1	1
347	происхождение этого	1	1
348	была у	1	1
349	на них	1	1
350	он сам	1	1
351	иное как	3	1
352	одну общую	1	1
353	в различных	1	1
354	которые однако	1	1
355	а из	1	1
356	бы не	1	1
357	особенно если	1	1
358	и другие	4	1
359	некоторые черты	1	1
360	себе и	2	1
361	со стороны	3	1
362	нет и	1	1
363	по другим	1	1
364	можно отнести	1	1
365	к сожалению	1	1
366	должны выяснить	1	1
367	если она	1	1
368	из возможных	1	1
369	как в	2	1
370	понимать в	1	1
371	что ее	1	1
372	перед нами	1	1
373	кроме того	1	1
374	тех случаях	1	1
375	и как	3	1
376	его к	1	1
377	есть ли	2	1
378	в этот	2	1
379	оградить себя	1	1
380	и кто	1	1
381	живут в	1	1
382	возможно что	6	1
383	он в	1	1
384	однако совершенно	1	1
385	ни одна	1	1
386	то обстоятельство	1	1
387	различных народов	1	1
388	во многих	2	1
389	не могла	2	1
390	на его	3	1
391	главным образом	1	1
392	после этого	2	1
393	одному из	1	1
394	перестает быть	1	1
395	на одну	2	1
396	и вот	2	1
397	исходит от	1	1
398	но вместе	1	1
399	положения что	1	1
400	больше всего	1	1
401	здесь мы	5	1
402	затем уже	2	1
403	несколько иной	1	1
404	входит в	1	1
405	с другими	1	1
406	или просто	1	1
407	следить за	2	1
408	уже знаем	2	1
409	каждого из	1	1
410	только они	1	1
411	и тем	1	1
412	стоит на	3	1
413	этой работы	1	1
414	в ином	6	1
415	по всему	1	1
416	она и	1	1
417	а за	1	1
418	которой он	1	1
419	друга в	1	1
420	наука в	1	1
421	не мог	2	1
422	нее и	2	1
423	искать в	1	1
424	в своей	1	1
425	что такое	1	1
426	можно найти	4	1
427	это делает	2	1
428	и той	1	1
429	с историческим	1	1
430	но он	4	1
431	друг другу	2	1
432	состоит в	3	1
433	и эти	3	1
434	надо сказать	1	1
435	их в	3	1
436	в корне	1	1
437	однако в	1	1
438	что этот	1	1
439	на всю	1	1
440	к животным	1	1
441	находят себе	1	1
442	случае мы	1	1
443	а от	1	1
444	стоит в	2	1
445	есть народы	1	1
446	все три	1	1
447	самого начала	1	1
448	существование с	1	1
449	не имеет	2	1
450	ее с	1	1
451	я буду	2	1
452	и сама	1	1
453	часто можно	1	1
454	в университет	1	1
455	не имели	1	1
456	больше чем	1	1
457	именно с	1	1
458	с нами	1	1
459	к ней	4	1
460	видим что	4	1
461	за время	2	1
462	уже говорили	1	1
463	и его	4	1
464	его он	2	1
465	за другого	1	1
466	которые часто	1	1
467	только с	1	1
468	были настолько	1	1
469	ли это	2	1
470	не совсем	3	1
471	обстоятельство что	1	1
472	начиная с	1	1
473	это по	1	1
474	часто в	1	1
475	есть только	2	1
476	и другой	1	1
477	да и	2	1
478	умер не	1	1
479	всего что	1	1
480	они и	3	1
481	всегда в	1	1
482	приходит к	1	1
483	на нем	1	1
484	здесь не	3	1
485	из приведенных	3	1
486	на той	1	1
487	с самого	1	1
488	то время	2	1
489	так в	6	1
490	вопрос что	1	1
491	роль в	2	1
492	и другими	1	1
493	сам он	1	1
494	образом этот	1	1
495	можно только	3	1
496	к тем	1	1
497	не исчерпывается	1	1
498	ничего не	6	1
499	имеются и	2	1
500	находится в	4	1
501	говорят что	2	1
502	типичными чертами	1	1
503	быть в	1	1
504	другой характер	1	1
505	два момента	1	1
506	за тем	1	1
507	и та	1	1
508	за пределами	1	1
509	никак не	1	1
510	что каждый	1	1
511	этой мысли	1	1
512	или их	1	1
513	связанной с	1	1
514	образом мы	2	1
515	которых они	1	1
516	ее от	1	1
517	от них	3	1
518	видели выше	3	1
519	не считаясь	1	1
520	раньше чем	3	1
521	не противоречит	5	1
522	ко всей	1	1
523	в другой	4	1
524	которую в	2	1
525	окажется что	1	1
526	но тут	1	1
527	наконец и	1	1
528	другие же	1	1
529	все члены	2	1
530	тех пор	1	1
531	как из	1	1
532	на которой	1	1
533	один из	5	1
534	видели что	4	1
535	мы видим	8	1
536	не ставит	1	1
537	вступить в	3	1
538	найдем что	1	1
539	как нечто	1	1
540	что так	1	1
541	второй случай	1	1
542	по этому	1	1
543	а после	2	1
544	в качестве	2	1
545	себя действительно	1	1
546	всем мире	1	1
547	с нею	1	1
548	уже не	7	1
549	уже в	1	1
550	только на	2	1
551	в нашей	1	1
552	ее из	1	1
553	этому вопросу	1	1
554	а то	2	1
555	у австралийцев	1	1
556	собой на	1	1
557	за ним	3	1
558	мы находим	1	1
559	себя от	1	1
560	друг друга	6	1
561	случае не	1	1
562	заметить что	1	1
563	тем что	4	1
564	в семью	1	1
565	ее на	1	1
566	в других	4	1
567	охотничьего быта	1	1
568	бы это	1	1
569	были бы	1	1
570	ней и	1	1
571	и даже	2	1
572	с другим	1	1
573	связаны с	1	1
574	здесь дело	2	1
575	а именно	4	1
576	случаев в	1	1
577	и между	1	1
578	кто в	1	1
579	каждый имеет	1	1
580	дети с	1	1
581	или о	1	1
582	и затем	1	1
583	только к	1	1
584	с ней	6	1
585	и пр	11	1
586	тем чтобы	1	1
587	не создает	1	1
588	а на	1	1
589	а не	6	1
590	в руках	1	1
591	прямая линия	1	1
592	вопрос можно	1	1
593	а так	1	1
594	на эту	1	1
595	или с	1	1
596	он и	3	1
597	вступает в	3	1
598	то не	2	1
599	нет ничего	2	1
600	это те	1	1
601	направление в	1	1
602	в область	1	1
603	к жизни	2	1
604	что за	1	1
605	а если	3	1
606	смысле этого	1	1
607	чтобы заставить	1	1
608	могут быть	5	1
609	человек с	1	1
610	сам не	1	1
611	действительно как	2	1
612	эти вопросы	1	1
613	и будут	1	1
614	только для	1	1
615	оба они	1	1
616	все остальные	1	1
617	она должна	1	1
618	становится понятным	1	1
619	положение дела	1	1
620	жизнью в	1	1
621	есть одно	1	1
622	же причинам	1	1
623	своем пути	1	1
624	но когда	1	1
625	которого она	1	1
626	или нет	1	1
627	еще более	2	1
628	чтобы ни	1	1
629	здесь гораздо	1	1
630	иначе обстоит	1	1
631	или не	2	1
632	обстоит дело	1	1
633	сказать что	3	1
634	была бы	1	1
635	от всех	1	1
636	но этот	2	1
637	нет но	1	1
638	на своем	1	1
639	но еще	1	1
640	ее в	3	1
641	и эта	1	1
642	точно так	2	1
643	том числе	1	1
