N	2gram	Propp_Isto_6	OGranits
124	и ее	3	2
125	так же	2	2
126	своего рода	2	2
127	в тех	3	2
128	с этой	2	2
129	не менее	1	2
130	не имеет	2	2
131	в книге	4	2
132	из тела	1	2
133	пути к	1	2
134	бы в	1	2
135	а в	3	2
136	еще в	3	2
137	и к	1	2
138	могут быть	3	2
139	в своих	3	2
140	к тому	2	2
141	обычно в	1	1
142	объясняется что	4	1
143	и это	8	1
144	оно может	2	1
145	одним из	1	1
146	также и	1	1
147	же как	3	1
148	и через	3	1
149	того же	2	1
150	на нем	1	1
151	и сами	1	1
152	в некоторых	2	1
153	только потому	1	1
154	и есть	1	1
155	нам кажется	2	1
156	здесь и	2	1
157	ту же	2	1
158	в индии	3	1
159	и до	2	1
160	не имеют	1	1
161	на том	8	1
162	в образе	10	1
163	для которой	1	1
164	можно было	2	1
165	в борьбе	1	1
166	отсюда и	1	1
167	здесь нет	2	1
168	возразить что	1	1
169	что изучение	1	1
170	или на	1	1
171	мы имеем	14	1
172	когда в	2	1
173	на первом	1	1
174	и о	1	1
175	говоря и	1	1
176	вопрос о	3	1
177	на место	3	1
178	эта душа	1	1
179	для этого	1	1
180	по мере	1	1
181	понимании этого	1	1
182	как то	1	1
183	связанное с	1	1
184	с ее	1	1
185	сводится к	2	1
186	но даже	1	1
187	то это	5	1
188	приближается к	1	1
189	не совсем	1	1
190	видели как	3	1
191	другом месте	1	1
192	в мире	1	1
193	и он	4	1
194	там нет	1	1
195	другими словами	3	1
196	и что	5	1
197	еще не	9	1
198	связи со	1	1
199	своевременно не	1	1
200	вот возникает	1	1
201	не могу	1	1
202	то мы	1	1
203	к нему	1	1
204	но не	2	1
205	то он	2	1
206	переходит в	1	1
207	этого элемента	1	1
208	может и	1	1
209	борьбе с	2	1
210	природы и	1	1
211	же является	1	1
212	отношение к	1	1
213	отметить что	2	1
214	тут же	1	1
215	разница в	1	1
216	или иное	3	1
217	в свои	2	1
218	всего является	2	1
219	так за	1	1
220	на то	2	1
221	в истории	1	1
222	в описании	1	1
223	находят в	1	1
224	в одной	2	1
225	эта связь	6	1
226	явление и	1	1
227	до его	1	1
228	в своем	2	1
229	то или	2	1
230	по своей	1	1
231	что касается	2	1
232	один из	3	1
233	тех случаях	3	1
234	можем установить	2	1
235	и как	2	1
236	стиль в	1	1
237	его к	1	1
238	одной из	1	1
239	этот вопрос	1	1
240	что он	9	1
241	более или	1	1
242	в ригведе	4	1
243	или же	2	1
244	его роль	1	1
245	так в	6	1
246	в этой	2	1
247	глаз и	1	1
248	и тот	1	1
249	можно установить	1	1
250	если он	3	1
251	положение что	1	1
252	и если	1	1
253	что она	3	1
254	или даже	1	1
255	его историческое	1	1
256	и других	3	1
257	на эту	1	1
258	же объясняется	1	1
259	его и	1	1
260	уже видели	3	1
261	стороны оно	1	1
262	одно из	1	1
263	не будут	2	1
264	никто не	2	1
265	в виде	6	1
266	он весь	1	1
267	и один	1	1
268	и должна	1	1
269	одном случае	1	1
270	и язык	1	1
271	но что	1	1
272	только с	1	1
273	из него	2	1
274	еще одну	2	1
275	подобно тому	1	1
276	и никогда	1	1
277	отличие от	1	1
278	на этом	1	1
279	людей и	2	1
280	встречаются в	1	1
281	этим же	1	1
282	образом не	1	1
283	и вместе	1	1
284	ее на	2	1
285	для того	1	1
286	этим самым	2	1
287	же не	2	1
288	в особенности	1	1
289	к другому	1	1
290	на все	1	1
291	этого мы	1	1
292	и здесь	1	1
293	его в	5	1
294	главное и	1	1
295	в античной	2	1
296	ясно в	1	1
297	ранних и	1	1
298	все указанные	1	1
299	что мы	2	1
300	больше и	3	1
301	образом мы	1	1
302	о которых	1	1
303	не было	3	1
304	она и	1	1
305	а на	1	1
306	которые не	1	1
307	далеко не	3	1
308	у такого	1	1
309	не всегда	4	1
310	он и	2	1
311	когда я	1	1
312	как ни	1	1
313	все время	2	1
314	уже у	1	1
315	долгое время	1	1
316	отражается в	1	1
317	такой же	3	1
318	здесь она	2	1
319	есть одно	1	1
320	или менее	1	1
321	но при	2	1
322	и вполне	1	1
323	вступает в	1	1
324	связь с	11	1
325	но если	1	1
326	себе в	4	1
327	которую мы	1	1
328	при изучении	1	1
329	нее как	1	1
330	магическая власть	1	1
331	как это	5	1
332	за которым	1	1
333	здесь уже	2	1
334	приведем пример	1	1
335	перейти в	1	1
336	представление о	9	1
337	через тело	1	1
338	в которых	2	1
339	бы что	1	1
340	он говорит	1	1
341	на три	1	1
342	здесь он	1	1
343	к этому	3	1
344	должно было	1	1
345	тому как	1	1
346	и вот	3	1
347	и там	6	1
348	тем не	1	1
349	и более	1	1
350	их в	3	1
351	и наоборот	1	1
352	где нет	2	1
353	в последнем	2	1
354	от более	1	1
355	не создает	1	1
356	этого слова	1	1
357	только то	2	1
358	тому что	1	1
359	что те	1	1
360	быть и	1	1
361	еще мало	1	1
362	но это	4	1
363	и оно	1	1
364	строя и	1	1
365	обратимся к	1	1
366	и другое	2	1
367	в то	5	1
368	как о	1	1
369	в достаточной	1	1
370	например у	3	1
371	одна из	2	1
372	форме в	1	1
373	которых он	2	1
374	же есть	1	1
375	случаях когда	3	1
376	ними и	1	1
377	того чтобы	1	1
378	но такой	1	1
379	не существует	1	1
380	и становится	1	1
381	нам могут	1	1
382	или в	3	1
383	на одном	1	1
384	того как	3	1
385	то не	1	1
386	который является	1	1
387	ее и	1	1
388	или как	2	1
389	в основе	1	1
390	наблюдения над	1	1
391	находит свое	1	1
392	тем более	1	1
393	от него	3	1
394	за исключением	1	1
395	только что	2	1
396	потому что	13	1
397	эти три	3	1
398	все функции	1	1
399	не вполне	2	1
400	об этом	1	1
401	особенно ясно	3	1
402	этот не	1	1
403	не знает	1	1
404	сказать что	3	1
405	предположение о	1	1
406	равно как	1	1
407	и часто	1	1
408	когда мы	2	1
409	языке и	1	1
410	греции и	1	1
411	с его	4	1
412	историческое развитие	1	1
413	указать на	1	1
414	должны быть	2	1
415	вместе с	8	1
416	может происходить	1	1
417	античной греции	2	1
418	например в	7	1
419	что при	2	1
420	этой точки	1	1
421	они не	3	1
