N	2gram	Losev_Vlad_2	Myslijsy
121	для того	2	4
122	и это	3	4
123	то время	6	4
124	в его	11	4
125	что даже	1	4
126	все равно	1	4
127	далеко не	1	4
128	что для	2	4
129	если не	2	4
130	и потому	2	4
131	для понимания	1	4
132	все это	5	4
133	в смысле	1	4
134	и от	2	4
135	тем более	3	4
136	мы должны	4	4
137	была бы	1	4
138	я и	2	3
139	и есть	2	3
140	действительности и	1	3
141	говорить о	1	3
142	оно есть	1	3
143	и на	4	3
144	в чем	2	3
145	а только	1	3
146	не то	3	3
147	более или	3	3
148	в целом	4	3
149	что она	1	3
150	при этом	5	3
151	т д	1	3
152	или вовсе	1	3
153	не будет	1	3
154	что все	1	3
155	и может	2	3
156	его в	4	3
157	этого не	2	3
158	оно имеет	1	3
159	или менее	3	3
160	как бы	5	3
161	место в	1	3
162	тем не	6	3
163	прибавить что	1	3
164	есть еще	1	3
165	или что	1	3
166	на него	1	3
167	с и	2	3
168	тогда и	2	3
169	того чтобы	2	3
170	заметить что	1	3
171	ни о	1	3
172	можно думать	1	3
173	для себя	5	3
174	свою очередь	2	3
175	него самого	1	3
176	в произведении	1	3
177	здесь как	1	3
178	том как	1	3
179	быть может	1	3
180	и вообще	10	3
181	со стороны	4	3
182	жизни не	1	3
183	время в	4	3
184	никак не	3	3
185	можно сказать	4	3
186	это было	4	3
187	к нему	2	3
188	же и	2	3
189	только на	1	3
190	в начале	4	3
191	за ним	1	3
192	никто не	1	3
193	прежде всего	6	3
194	признаков и	1	3
195	друг друга	2	3
196	само по	2	3
197	себе представить	2	3
198	до сих	1	3
199	нельзя сказать	1	3
200	именно в	4	3
201	человеческой жизни	1	3
202	так же	4	3
203	чувства и	1	3
204	сих пор	1	3
205	от нас	2	3
206	тем и	1	3
207	а к	2	3
208	и все	7	3
209	от всего	1	3
210	в свою	3	3
211	не говоря	3	3
212	в которой	4	3
213	к этому	6	3
214	в таком	3	3
215	самом деле	1	2
216	этого последнего	2	2
217	так у	1	2
218	но тем	2	2
219	нам кажется	3	2
220	и до	2	2
221	собственном смысле	1	2
222	в их	2	2
223	с в	4	2
224	мы уже	2	2
225	той же	4	2
226	он как	1	2
227	не столько	3	2
228	которое не	1	2
229	ему в	2	2
230	мысли если	1	2
231	то он	1	2
232	с любовью	1	2
233	в новом	2	2
234	отношение к	4	2
235	теперь не	1	2
236	что они	1	2
237	но без	1	2
238	о необходимости	1	2
239	этой стороны	1	2
240	все же	9	2
241	целый ряд	1	2
242	что по	1	2
243	его к	1	2
244	со своей	2	2
245	та же	1	2
246	так или	3	2
247	в этой	4	2
248	а напротив	1	2
249	на то	2	2
250	не могла	2	2
251	человек не	2	2
252	так сказать	1	2
253	и если	4	2
254	на его	4	2
255	с таким	1	2
256	прежде чем	1	2
257	но все	2	2
258	на все	2	2
259	время и	1	2
260	ни в	7	2
261	несмотря на	4	2
262	во время	1	2
263	точки зрения	7	2
264	в своей	5	2
265	что такое	1	2
266	а как	1	2
267	с к	1	2
268	то для	1	2
269	на первых	1	2
270	в которых	1	2
271	мысли и	2	2
272	бы мы	1	2
273	единство и	2	2
274	выше мы	1	2
275	т п	1	2
276	их в	2	2
277	том же	3	2
278	даже в	2	2
279	с т	1	2
280	она не	2	2
281	что с	1	2
282	на котором	2	2
283	и притом	2	2
284	как о	1	2
285	но только	1	2
286	только не	1	2
287	этом отношении	1	2
288	ему не	1	2
289	когда мы	3	2
290	и цельность	2	2
291	от нее	1	2
292	в области	3	2
293	отказаться от	1	2
294	так например	1	2
295	ничего общего	1	2
296	и о	4	2
297	только при	1	2
298	в собственном	1	2
299	так в	1	2
300	во многом	1	2
301	когда в	1	2
302	можно только	1	2
303	и с	14	2
304	могла быть	1	2
305	об этом	6	2
306	связанное с	1	2
307	о том	4	2
308	и та	1	2
309	но мы	1	2
310	его жизни	6	2
311	от него	1	2
312	собственно говоря	2	2
313	первых порах	1	2
314	природы и	1	2
315	частью в	1	2
316	и мы	4	2
317	эти последние	4	2
318	этих признаков	1	2
319	в какой	1	2
320	которое мы	1	2
321	но как	1	2
322	в природе	1	2
323	том чтобы	2	2
324	связи с	8	2
325	с нею	1	2
326	в виде	3	2
327	слова не	1	2
328	в одном	1	2
329	но что	5	2
330	у него	19	2
331	значение только	1	2
332	есть следствие	1	2
333	с общим	1	2
334	не были	1	2
335	и даже	10	2
336	что человек	1	2
337	тут же	2	2
338	у меня	1	2
339	понятие о	1	2
340	эти слова	1	2
341	разве только	1	2
342	к своему	1	2
343	по своему	2	2
344	он говорит	1	2
345	находит в	1	2
346	нужно прибавить	1	2
347	что же	8	2
348	будто мы	1	2
349	для ребенка	1	2
350	с этой	4	2
351	перед нами	1	2
352	сознании и	1	2
353	на слово	1	2
354	уже на	3	2
355	ему только	1	2
356	из себя	1	2
357	и наконец	4	2
358	же в	2	2
359	отношении к	1	2
360	такой степени	1	2
361	в свой	1	2
362	в свое	1	2
363	жизни и	6	2
364	это в	3	2
365	что настоящее	1	1
366	отношения к	3	1
367	одним из	1	1
368	до него	1	1
369	ничего ему	1	1
370	мы здесь	1	1
371	не имел	2	1
372	тех же	1	1
373	в данную	1	1
374	в чистой	1	1
375	отношения между	1	1
376	он требует	1	1
377	по преимуществу	1	1
378	из его	2	1
379	что эти	2	1
380	едва ли	3	1
381	по его	1	1
382	сказать с	1	1
383	поэзии и	1	1
384	его не	2	1
385	чего в	1	1
386	он уже	5	1
387	выше его	1	1
388	на первом	2	1
389	что между	1	1
390	что если	2	1
391	есть те	1	1
392	в первый	1	1
393	из своих	1	1
394	полагать что	1	1
395	который был	2	1
396	в сущности	2	1
397	теории как	1	1
398	время как	2	1
399	но она	1	1
400	не вполне	2	1
401	как я	2	1
402	увидим ниже	2	1
403	того же	5	1
404	и он	4	1
405	ее первым	1	1
406	чем то	1	1
407	то конечно	1	1
408	столько же	1	1
409	он был	6	1
410	он сам	2	1
411	с двумя	1	1
412	в отдельные	1	1
413	говоря уже	2	1
414	здесь не	4	1
415	бы то	1	1
416	может осуществиться	1	1
417	без всякого	2	1
418	с его	4	1
419	только после	2	1
420	не без	1	1
421	разницы между	2	1
422	данном случае	2	1
423	совсем не	4	1
424	если в	1	1
425	а уже	2	1
426	а через	1	1
427	себе и	2	1
428	отличие от	3	1
429	жизни все	1	1
430	в порядке	1	1
431	нет и	1	1
432	и я	5	1
433	чем же	1	1
434	вследствие чего	1	1
435	не дало	1	1
436	его на	3	1
437	так называемая	1	1
438	некоторое время	1	1
439	следующих слов	1	1
440	о жизни	1	1
441	что касается	3	1
442	еще и	6	1
443	хотя и	6	1
444	когда он	1	1
445	вследствие своей	1	1
446	все существует	1	1
447	но в	8	1
448	то в	5	1
449	но эта	1	1
450	идея и	1	1
451	к чему	1	1
452	сказать о	3	1
453	все эти	5	1
454	если мы	1	1
455	тоже не	1	1
456	право на	1	1
457	может считаться	1	1
458	еще один	2	1
459	о ее	1	1
460	тому же	1	1
461	во многих	2	1
462	как он	2	1
463	а об	1	1
464	можно себе	1	1
465	что должна	1	1
466	бы с	2	1
467	бы от	1	1
468	в первых	1	1
469	главным образом	1	1
470	после этого	1	1
471	же именно	1	1
472	что сказать	1	1
473	сердце и	1	1
474	и вот	3	1
475	и свойства	1	1
476	свое время	1	1
477	необходимости или	1	1
478	будем говорить	2	1
479	находим у	1	1
480	на понятие	1	1
481	здесь мы	3	1
482	мы его	1	1
483	должна же	1	1
484	правда что	1	1
485	что мир	1	1
486	и сделал	1	1
487	об этой	1	1
488	будто в	1	1
489	них не	1	1
490	своей стороны	1	1
491	и навсегда	1	1
492	лишь в	1	1
493	заключается в	2	1
494	его личности	1	1
495	в глазах	1	1
496	это не	2	1
497	с вопросом	1	1
498	и свойств	1	1
499	в жизни	1	1
500	кажется что	2	1
501	только одно	3	1
502	дети и	1	1
503	признаки но	1	1
504	в тот	1	1
505	в общей	1	1
506	отсюда видно	1	1
507	его сознании	1	1
508	которой он	2	1
509	и поэтического	1	1
510	здесь можно	2	1
511	ни с	2	1
512	выделило из	1	1
513	нисколько не	2	1
514	он сказал	3	1
515	в этих	4	1
516	нужно чтобы	1	1
517	та что	1	1
518	но если	1	1
519	от своего	1	1
520	на степени	1	1
521	в такой	1	1
522	с точки	3	1
523	что до	1	1
524	его отношение	1	1
525	жизни с	2	1
526	хотя что	1	1
527	может вызвать	1	1
528	не будем	1	1
529	которые в	1	1
530	но он	3	1
531	своих признаков	2	1
532	речи в	1	1
533	без всяких	1	1
534	и относительно	1	1
535	уже сказали	1	1
536	однако в	2	1
537	что этот	1	1
538	между прочим	7	1
539	любовь к	1	1
540	она по	1	1
541	и необходимость	1	1
542	вообще но	1	1
543	к такой	1	1
544	чтобы иметь	1	1
545	меня не	2	1
546	и сама	1	1
547	было не	1	1
548	его вполне	1	1
549	а может	1	1
550	не могло	1	1
551	следовательно и	1	1
552	судя по	1	1
553	того и	2	1
554	самого предмета	1	1
555	в общих	1	1
556	нам известно	1	1
557	ничего не	2	1
558	это то	1	1
559	невозможно но	2	1
560	во всем	1	1
561	к работе	1	1
562	в более	2	1
563	здесь же	1	1
564	на людей	1	1
565	быть в	3	1
566	вещь и	1	1
567	уже и	2	1
568	с которой	2	1
569	уже о	2	1
570	начиная с	2	1
571	относиться к	2	1
572	свойство и	1	1
573	которая есть	2	1
574	и которая	1	1
575	приходит к	2	1
576	своего развития	1	1
577	в виду	2	1
578	такое что	1	1
579	и многие	1	1
580	не прямо	1	1
581	получает для	1	1
582	это с	1	1
583	только то	1	1
584	с самого	1	1
585	признаков а	1	1
586	на том	1	1
587	стороны но	1	1
588	при большой	2	1
589	на нее	1	1
590	за то	1	1
591	времени и	1	1
592	не с	1	1
593	ясно что	1	1
594	особенно в	1	1
595	с самим	1	1
596	есть первое	1	1
597	на которую	1	1
598	этим в	1	1
599	в результате	5	1
600	истины а	1	1
601	нечто такое	1	1
602	совершенно невозможно	1	1
603	мы читаем	4	1
604	для этого	1	1
605	действия не	1	1
606	мир явлений	1	1
607	сводится к	1	1
608	и здесь	1	1
609	субъективное настроение	1	1
610	другими словами	5	1
611	то уже	1	1
612	не имеем	1	1
613	после того	2	1
614	все его	1	1
615	и который	1	1
616	то вопрос	1	1
617	нас в	2	1
618	вопросу о	1	1
619	раз и	2	1
620	в л	7	1
621	во всех	3	1
622	этому поводу	1	1
623	нельзя себе	2	1
624	состоянии в	2	1
625	что бы	1	1
626	быть этим	1	1
627	уже потому	1	1
628	если это	1	1
629	заключается не	1	1
630	заключающие в	1	1
631	следовательно в	1	1
632	конца то	1	1
633	значит что	1	1
634	тех пор	1	1
635	и е	1	1
636	при самом	1	1
637	что здесь	1	1
638	как из	1	1
639	признаки а	1	1
640	в двух	2	1
641	тот же	5	1
642	в обстоятельствах	1	1
643	добрый и	1	1
644	известного рода	1	1
645	как нечто	1	1
646	но более	1	1
647	и ее	1	1
648	не мешает	1	1
649	по этому	1	1
650	человека с	1	1
651	себя в	2	1
652	конечно не	4	1
653	их понимание	1	1
654	всего прочего	1	1
655	а это	3	1
656	или даже	1	1
657	при помощи	1	1
658	не входить	1	1
659	его и	2	1
660	но несомненно	1	1
661	она действительно	1	1
662	мы знаем	4	1
663	а то	2	1
664	пока не	1	1
665	должны судить	1	1
666	в прошлом	1	1
667	с определенным	1	1
668	содержания а	1	1
669	к ним	1	1
670	должен был	3	1
671	каждый из	1	1
672	на меня	2	1
673	теперь при	1	1
674	в очень	3	1
675	отче наш	1	1
676	это будет	1	1
677	заметным образом	1	1
678	жизни в	2	1
679	нужно было	1	1
680	даже не	1	1
681	развития а	1	1
682	как у	2	1
683	на ее	1	1
684	или иначе	3	1
685	миру и	1	1
686	чем он	1	1
687	бы эти	1	1
688	и быть	1	1
689	на которые	1	1
690	к более	1	1
691	который однако	1	1
692	на этот	4	1
693	стремится к	2	1
694	не на	2	1
695	с которым	2	1
696	его как	1	1
697	также с	1	1
698	с конца	1	1
699	было для	2	1
700	я из	1	1
701	еще только	1	1
702	об том	1	1
703	под влиянием	3	1
704	впечатлений в	1	1
705	прибавить еще	2	1
706	действие которое	1	1
707	время с	1	1
708	эта идея	2	1
709	или по	2	1
710	общего с	1	1
711	многих случаях	1	1
712	жизнь человека	1	1
713	в данном	3	1
714	она есть	1	1
715	несколько раз	1	1
716	перехода от	1	1
717	эти признаки	2	1
718	хотя с	1	1
719	да и	3	1
720	каждая точка	1	1
721	это значит	2	1
722	было ни	1	1
723	как например	1	1
724	другого свойства	1	1
725	и другим	1	1
726	что тогда	1	1
727	впрочем не	3	1
728	время своей	1	1
729	в разной	1	1
730	здесь все	1	1
731	бы даже	1	1
732	до нее	1	1
733	развития и	1	1
734	на первый	2	1
735	и которое	1	1
736	г в	2	1
737	вообще в	3	1
738	по самой	1	1
739	и словом	1	1
740	я в	3	1
741	хотя в	1	1
742	все то	1	1
743	до тех	1	1
744	я говорю	1	1
745	в какие	1	1
746	которая на	1	1
747	первый раз	1	1
748	между ними	1	1
749	о понятии	2	1
750	ему но	1	1
751	равно как	1	1
752	по одному	1	1
753	почему он	1	1
754	него в	4	1
755	есть и	2	1
756	но эти	1	1
757	вообще человека	1	1
758	уже есть	1	1
759	ее в	1	1
760	можно назвать	2	1
761	во всяком	6	1
762	гораздо более	2	1
