N	2gram	Tiupa_Lite_1	VLabPisa
147	она не	1	3
148	различного рода	2	3
149	в виду	3	3
150	никак не	1	3
151	в значительной	1	3
152	что и	1	3
153	вслед за	1	3
154	того что	6	3
155	в конце	4	3
156	именно в	1	3
157	мы знаем	1	3
158	в творчестве	1	3
159	него в	1	3
160	по поводу	2	3
161	по существу	1	3
162	при всем	3	3
163	писал в	2	3
164	и от	1	3
165	или в	1	3
166	действительной жизни	1	3
167	только что	1	3
168	жизни и	3	3
169	как известно	1	2
170	ту же	2	2
171	также и	3	2
172	чтобы не	2	2
173	и этот	1	2
174	а как	2	2
175	мы имеем	1	2
176	же как	1	2
177	с более	1	2
178	в которой	1	2
179	говорить о	1	2
180	но даже	1	2
181	то это	2	2
182	еще не	4	2
183	что его	3	2
184	в различных	1	2
185	в чем	1	2
186	чуть ли	2	2
187	бы не	3	2
188	но не	4	2
189	план не	1	2
190	в общем	1	2
191	том числе	1	2
192	относится к	2	2
193	отнюдь не	2	2
194	и слова	1	2
195	но в	3	2
196	он в	1	2
197	этих соображений	1	2
198	как он	2	2
199	он не	1	2
200	у пушкина	1	2
201	в творческом	1	2
202	подобно тому	2	2
203	так например	1	2
204	человека в	1	2
205	в каждом	1	2
206	а затем	1	2
207	в другом	2	2
208	говорил что	1	2
209	из ничего	1	2
210	льва толстого	1	2
211	в жизни	6	2
212	само собою	1	2
213	не всегда	1	2
214	он и	3	2
215	между собою	1	2
216	что такое	2	2
217	всяком случае	2	2
218	не столько	5	2
219	для многих	2	2
220	объективного мира	1	2
221	по крайней	1	2
222	если бы	1	2
223	как от	1	2
224	не менее	7	2
225	можно указать	1	2
226	тогда когда	1	2
227	пока еще	1	2
228	а для	2	2
229	в сознании	2	2
230	в области	3	2
231	ли не	3	2
232	отличается от	1	2
233	другом месте	1	2
234	в стихотворении	4	2
235	что при	1	2
236	на это	2	2
237	мысль о	1	2
238	только то	2	2
239	роль в	2	2
240	искусство как	1	2
241	он сам	1	2
242	и даже	3	2
243	во всяком	3	2
244	на вопрос	1	2
245	лишь в	4	2
246	в пользу	1	2
247	от них	1	2
248	художника как	2	2
249	во всей	1	2
250	крайней мере	1	2
251	горя от	1	2
252	единого и	1	2
253	о его	1	2
254	что даже	1	2
255	с одной	2	2
256	одной из	1	2
257	целого ряда	1	2
258	у них	1	2
259	чего бы	1	2
260	вовсе не	1	2
261	процесса так	1	2
262	при всей	3	2
263	не о	1	2
264	в особенности	1	2
265	одной стороны	2	2
266	или иной	2	2
267	до сих	1	2
268	еще и	3	2
269	что для	2	2
270	легко и	1	2
271	из многочисленных	1	2
272	тому как	2	2
273	из которых	1	2
274	конечном итоге	1	2
275	самого себя	3	2
276	как например	1	2
277	все произведение	1	2
278	и некоторые	1	2
279	сих пор	1	2
280	между прочим	1	2
281	этом и	1	2
282	но для	1	2
283	можно было	2	2
284	этого рода	2	2
285	не подлежит	1	2
286	все они	2	2
287	в словесном	1	2
288	а в	3	2
289	в стихах	1	2
290	о своем	2	2
291	между ними	1	2
292	в своих	4	2
293	ли на	1	2
294	этой точки	3	2
295	они не	1	2
296	которая не	2	2
297	образом от	1	1
298	говоря о	1	1
299	в сфере	3	1
300	деятельность сознания	1	1
301	с жизнью	1	1
302	самом деле	2	1
303	художественных произведений	1	1
304	достоевского в	1	1
305	тот или	1	1
306	этого в	1	1
307	в основании	1	1
308	должна быть	2	1
309	мыслит и	1	1
310	несколько иной	1	1
311	поэзии и	2	1
312	пока он	1	1
313	точнее и	1	1
314	как мы	1	1
315	превратилась в	1	1
316	вопрос о	1	1
317	нам в	1	1
318	входит как	1	1
319	личности самого	1	1
320	на себя	2	1
321	почти исключительно	1	1
322	из того	2	1
323	это время	1	1
324	к общему	2	1
325	свою очередь	1	1
326	и то	2	1
327	собой в	1	1
328	он был	1	1
329	быть в	1	1
330	не был	1	1
331	во имя	2	1
332	сознания а	2	1
333	как деятельность	1	1
334	а только	2	1
335	воздействие на	2	1
336	было указано	1	1
337	его сознания	2	1
338	ответ на	1	1
339	творческая практика	1	1
340	выразить себя	1	1
341	от ума	1	1
342	толстого и	1	1
343	оказывается не	2	1
344	общего с	2	1
345	лиризма как	1	1
346	сознания в	12	1
347	целый ряд	1	1
348	или иную	2	1
349	то в	1	1
350	а во-вторых	1	1
351	уже в	5	1
352	к достижению	1	1
353	общеизвестно что	1	1
354	такая форма	1	1
355	искусство это	1	1
356	тому же	2	1
357	на то	1	1
358	так сказать	1	1
359	и если	1	1
360	да и	3	1
361	как мыслитель	1	1
362	всего между	1	1
363	всем своем	1	1
364	в понимании	1	1
365	и осмысленной	1	1
366	не как	4	1
367	воображения или	1	1
368	удивительно поэтому	1	1
369	уже не	7	1
370	что может	1	1
371	на этом	2	1
372	оно и	1	1
373	самого автора	1	1
374	то есть	6	1
375	человеческой личности	1	1
376	на почве	2	1
377	пушкина в	2	1
378	чаще всего	1	1
379	кажется что	1	1
380	смерть и	1	1
381	для них	2	1
382	соответствии с	1	1
383	этого не	2	1
384	с этой	5	1
385	романы достоевского	1	1
386	несмотря на	3	1
387	духовной жизни	4	1
388	о художнике	1	1
389	в этих	1	1
390	в ходе	1	1
391	на личную	1	1
392	рассказа о	1	1
393	значительную роль	1	1
394	приступать к	1	1
395	мысль в	2	1
396	на свою	1	1
397	как совокупность	3	1
398	себе из	1	1
399	для сердца	1	1
400	в памяти	1	1
401	различных его	1	1
402	творчества и	1	1
403	радости и	1	1
404	бы быть	1	1
405	освободиться от	2	1
406	евгения онегина	2	1
407	автора это	1	1
408	что есть	1	1
409	теми или	1	1
410	вплоть до	2	1
411	эта мысль	2	1
412	дело не	2	1
413	к изучению	1	1
414	виду не	2	1
415	иметь в	1	1
416	но только	1	1
417	не могло	2	1
418	мышления и	2	1
419	не имеет	1	1
420	казалось бы	5	1
421	области художественного	1	1
422	жизни не	2	1
423	от него	1	1
424	друг друга	4	1
425	только с	1	1
426	как будто	2	1
427	в основе	3	1
428	в каком	1	1
429	уже о	1	1
430	все то	1	1
431	лев толстой	2	1
432	внутреннего мира	1	1
433	признается что	1	1
434	перейти к	1	1
435	ничего общего	1	1
436	можно и	1	1
437	очень точно	1	1
438	стихи о	1	1
439	но по	1	1
440	стихах и	1	1
441	с ее	1	1
442	как один	1	1
443	говоря уже	2	1
444	у чехова	1	1
445	художественной деятельности	8	1
446	данном случае	4	1
447	замечает по	1	1
448	так было	1	1
449	вопрос что	1	1
450	в дальнейшем	1	1
451	и сам	6	1
452	по аналогии	3	1
453	по определению	1	1
454	каждого из	1	1
455	по тому	1	1
456	перед сном	1	1
457	мы в	2	1
458	строго говоря	1	1
459	для этого	4	1
460	а по	1	1
461	о нем	1	1
462	материала и	1	1
463	на него	1	1
464	искусства и	5	1
465	году и	1	1
466	исканий и	1	1
467	диаметрально противоположный	1	1
468	и что	1	1
469	для нас	1	1
470	а также	5	1
471	как форма	1	1
472	аналогии с	3	1
473	и многих	1	1
474	знает что	1	1
475	подлежит сомнению	1	1
476	к истине	1	1
477	под именем	1	1
478	автора на	1	1
479	по слову	1	1
480	места и	1	1
481	говорят о	1	1
482	завершается его	1	1
483	ему же	1	1
484	затем в	1	1
485	или иначе	9	1
486	и во	1	1
487	толстой в	1	1
488	таких же	1	1
489	существу в	1	1
490	или иными	1	1
491	на одном	1	1
492	в кабинете	1	1
493	к различного	1	1
494	из моментов	1	1
495	к сознанию	1	1
496	в сферу	2	1
497	творческого акта	1	1
498	действительности не	1	1
499	боролся с	1	1
500	воображении автора	1	1
501	в какой	1	1
502	и анненский	1	1
503	эстетики но	1	1
504	или под	1	1
505	который в	1	1
506	начинает свой	1	1
507	между этими	1	1
508	но ее	1	1
509	стороны он	1	1
510	силу его	1	1
511	объекта не	1	1
512	образов в	1	1
513	же и	3	1
514	обычного процесса	1	1
515	что осталось	1	1
516	нуждался в	1	1
517	только на	2	1
518	в поэзии	1	1
519	оно в	1	1
520	в виде	1	1
521	в начале	1	1
522	свидетельствует о	1	1
523	по выражению	2	1
524	и других	1	1
525	вл соловьева	2	1
526	ту или	2	1
527	его творческая	1	1
528	что будет	1	1
529	счете вся	1	1
530	который как	1	1
531	себе в	2	1
532	раз с	1	1
533	в очерке	1	1
534	только лишь	1	1
535	представлений о	1	1
536	не для	1	1
537	в состоянии	1	1
538	себя от	1	1
539	отношение к	1	1
540	русский романтик	1	1
541	автора а	2	1
542	не случайно	2	1
543	и вдруг	1	1
544	тем что	2	1
545	художник не	1	1
546	или ином	1	1
547	я то	1	1
548	эти идеи	1	1
549	автора как	1	1
550	со всем	1	1
551	и сложнее	1	1
552	человека а	1	1
553	в свою	1	1
554	чем он	1	1
555	произведения могут	1	1
556	бытия в	1	1
557	читателя зрителя	4	1
558	своего собственного	1	1
559	в воображении	1	1
560	себя и	1	1
561	в соответствии	1	1
562	процесс в	1	1
563	из наиболее	2	1
564	однако и	1	1
565	личности в	1	1
566	наконец в	1	1
567	имеет своей	1	1
568	на эту	1	1
569	самого начала	1	1
570	или с	1	1
571	что перед	1	1
572	мира в	3	1
573	художественного целого	2	1
574	если не	1	1
575	проникновения в	1	1
576	впечатлений в	1	1
577	завершающий этап	1	1
578	нет ничего	2	1
579	что искусство	1	1
580	многих его	1	1
581	и особенно	1	1
582	целом но	2	1
583	из мира	1	1
584	представить себе	1	1
585	из форм	1	1
586	как в	5	1
587	сознания на	1	1
588	зрителя слушателя	3	1
589	в данном	5	1
590	но нередко	1	1
591	так или	8	1
592	в той	1	1
593	к действительности	1	1
594	сознания при	1	1
595	к настоящему	1	1
596	всей духовной	1	1
597	имеем дело	1	1
598	ней не	1	1
599	слова все	1	1
600	исходя из	3	1
601	никем не	1	1
602	должно быть	1	1
603	у которого	1	1
604	произведения или	1	1
605	творческих исканий	1	1
606	только для	1	1
607	механического а	1	1
608	природу и	1	1
609	поэтому что	1	1
610	объективной данности	1	1
611	романа с	1	1
612	и внешнего	1	1
613	процесса в	1	1
614	и ему	1	1
615	мой взгляд	1	1
616	весь мой	1	1
617	об искусстве	1	1
618	это как	2	1
619	а к	1	1
620	решающую роль	1	1
621	и все	1	1
622	собственно говоря	1	1
623	у достоевского	2	1
624	от всего	1	1
625	потому что	3	1
626	или не	1	1
627	утверждал что	2	1
628	еще в	4	1
629	находит свое	1	1
630	она продолжается	1	1
631	для романтиков	1	1
632	не говоря	2	1
633	персонажи в	1	1
634	состоит из	1	1
635	бытового поведения	1	1
636	том или	1	1
637	от всех	1	1
638	совершенно не	1	1
639	классической литературе	3	1
640	этот последний	1	1
641	в кругу	1	1
642	исключительное значение	1	1
643	к этой	1	1
644	чрезвычайно трудно	1	1
645	это было	1	1
646	можно назвать	1	1
647	в роли	1	1
