N	2gram	Vygotskiy__7	Stilisti
391	с ней	2	2
392	в частности	1	2
393	к этому	2	2
394	что то	2	2
395	в своих	2	2
396	гораздо более	4	2
397	с новыми	1	1
398	ту же	2	1
399	можно говорить	2	1
400	также что	1	1
401	одним из	2	1
402	языка с	1	1
403	же как	8	1
404	увидим ниже	1	1
405	наших исследований	2	1
406	переход от	1	1
407	к своей	1	1
408	минуты как	1	1
409	в предложении	2	1
410	не иначе	2	1
411	нас на	1	1
412	и до	2	1
413	и самое	1	1
414	от всяких	1	1
415	собственном смысле	3	1
416	слова которые	1	1
417	в их	2	1
418	из всех	5	1
419	например в	1	1
420	первой и	2	1
421	при анализе	1	1
422	с более	1	1
423	смогли бы	1	1
424	которую мы	1	1
425	именно к	1	1
426	является необходимым	1	1
427	оба эти	5	1
428	слов как	1	1
429	становится совершенно	2	1
430	в сущности	9	1
431	совпадает с	3	1
432	говорить о	1	1
433	само слово	1	1
434	всего сказанного	1	1
435	я не	3	1
436	речь внутреннюю	1	1
437	они были	1	1
438	ему в	1	1
439	но то	2	1
440	речь это	1	1
441	во внешних	1	1
442	себе что	1	1
443	того же	1	1
444	из ее	3	1
445	те слова	1	1
446	же мере	5	1
447	качестве одного	1	1
448	она развивается	1	1
449	ответа на	1	1
450	не был	1	1
451	хочет сказать	1	1
452	в чем	3	1
453	там и	1	1
454	одним словом	1	1
455	именно этот	1	1
456	но как	1	1
457	и другие	1	1
458	к которой	1	1
459	и всякий	1	1
460	в сторону	1	1
461	если в	4	1
462	конечном счете	2	1
463	каком направлении	1	1
464	и никак	1	1
465	и будет	1	1
466	на речь	1	1
467	друга и	2	1
468	смысловой и	4	1
469	грамматических форм	1	1
470	относится к	2	1
471	слишком большой	1	1
472	в собственном	3	1
473	там где	1	1
474	как говорит	5	1
475	речи именно	3	1
476	в одной	3	1
477	если она	1	1
478	дает нам	1	1
479	в своем	1	1
480	однако не	1	1
481	кроме того	1	1
482	это отнюдь	1	1
483	и есть	2	1
484	и слова	6	1
485	и понимания	1	1
486	является выражением	1	1
487	что связь	1	1
488	от этого	1	1
489	то в	2	1
490	за собой	1	1
491	с той	1	1
492	однако мы	1	1
493	общение с	1	1
494	самым существенным	1	1
495	чем больше	1	1
496	из этих	3	1
497	развитием в	1	1
498	думать что	1	1
499	еще один	1	1
500	пальто и	1	1
501	с их	1	1
502	остановиться на	2	1
503	из общей	1	1
504	в наших	4	1
505	со смысловой	1	1
506	словесных значений	5	1
507	не могла	2	1
508	все они	1	1
509	все ее	1	1
510	в первых	1	1
511	следующем примере	1	1
512	предметов или	1	1
513	тем не	3	1
514	время и	1	1
515	а скорее	1	1
516	он не	3	1
517	что представляет	1	1
518	о которой	1	1
519	изменения их	1	1
520	ключ к	1	1
521	при виде	1	1
522	всех этих	1	1
523	с нашим	1	1
524	разговора и	1	1
525	этого вопроса	1	1
526	не как	1	1
527	в силу	5	1
528	речи можно	4	1
529	но вместе	1	1
530	приходим к	1	1
531	на этом	1	1
532	прежде чем	2	1
533	и ощущений	1	1
534	развития языка	2	1
535	так например	1	1
536	на то	4	1
537	форме коллективного	1	1
538	в основу	1	1
539	факт что	1	1
540	в другом	1	1
541	и второй	1	1
542	форм и	2	1
543	на все	1	1
544	речью и	2	1
545	образом если	1	1
546	в исключительных	1	1
547	должны перейти	1	1
548	то все	1	1
549	не совпадает	3	1
550	превратилось в	1	1
551	всю свою	1	1
552	должен был	1	1
553	между отдельными	1	1
554	и находит	1	1
555	слово я	1	1
556	за ним	1	1
557	человека на	1	1
558	к которым	1	1
559	с этой	5	1
560	все скрытые	1	1
561	о связи	1	1
562	сам с	1	1
563	во внимание	1	1
564	движения и	1	1
565	и вне	1	1
566	перестает быть	1	1
567	совершенно особый	1	1
568	протекает в	1	1
569	человека мы	1	1
570	и тогда	1	1
571	словами то	1	1
572	самое происходит	1	1
573	таким же	1	1
574	причины и	1	1
575	мы приходим	1	1
576	на месте	1	1
577	по сравнению	9	1
578	одним и	2	1
579	чем говорится	4	1
580	есть речь	2	1
581	оказывается что	2	1
582	мысли и	11	1
583	не путем	1	1
584	нельзя было	2	1
585	поэтому в	1	1
586	по ту	1	1
587	речи в	27	1
588	собой и	1	1
589	том же	2	1
590	что этот	5	1
591	из одного	1	1
592	по себе	3	1
593	даже в	2	1
594	мы встречаемся	1	1
595	в одно	1	1
596	из слов	1	1
597	раз и	1	1
598	этих трех	1	1
599	содержит в	3	1
600	не менее	4	1
601	в коллектив	1	1
602	что эта	6	1
603	она не	5	1
604	дело если	1	1
605	с теми	1	1
606	тогда когда	5	1
607	того как	2	1
608	одна из	1	1
609	на два	1	1
610	в развитии	10	1
611	речи тем	1	1
612	благодаря тому	2	1
613	только не	11	1
614	это мы	2	1
615	следовательно и	1	1
616	собеседника его	1	1
617	в общих	1	1
618	в самой	3	1
619	находятся в	1	1
620	и весь	2	1
621	вследствие того	1	1
622	они являются	1	1
623	того в	1	1
624	слова во	1	1
625	разрыва между	1	1
626	на природу	1	1
627	этой речи	7	1
628	убедиться в	1	1
629	можем проследить	1	1
630	фразе и	1	1
631	и делает	2	1
632	один шаг	1	1
633	представлять себе	1	1
634	и внешняя	1	1
635	и оно	1	1
636	не могут	4	1
637	и другой	3	1
638	должны быть	4	1
639	процессе образования	1	1
640	одну и	1	1
641	раз навсегда	1	1
642	одной чрезвычайно	1	1
643	для его	1	1
644	долго не	1	1
645	что при	2	1
646	в работах	2	1
647	если же	2	1
648	речь не	5	1
649	оно может	1	1
650	что для	2	1
651	речи мы	4	1
652	и о	3	1
653	а затем	2	1
654	которые возникают	2	1
655	это течение	1	1
656	и сами	1	1
657	ведь они	1	1
658	без всякого	1	1
659	как по	1	1
660	нами факта	1	1
661	мысль о	1	1
662	слова были	1	1
663	уже с	1	1
664	человеческого сознания	2	1
665	зрения не	1	1
666	всей своей	1	1
667	с коллективом	2	1
668	котором мы	2	1
669	но зато	1	1
670	речи или	3	1
671	поэтому мы	2	1
672	и ту	1	1
673	нам остается	1	1
674	вещи и	2	1
675	которыми мы	1	1
676	здесь как	2	1
677	два независимых	1	1
678	в себя	1	1
679	или на	1	1
680	речь как	3	1
681	встречаемся уже	1	1
682	к самой	1	1
683	с внутренним	1	1
684	мы пытаемся	1	1
685	еще в	1	1
686	мысли мы	1	1
687	понятно что	1	1
688	является в	5	1
689	связанных между	2	1
690	для этого	3	1
691	по мере	7	1
692	к языку	1	1
693	образом в	2	1
694	возникают и	1	1
695	это понимание	1	1
696	скорее к	1	1
697	на вопрос	5	1
698	столь же	2	1
699	и внутреннее	1	1
700	никак не	5	1
701	и что	6	1
702	к действительности	2	1
703	мог бы	3	1
704	что его	2	1
705	же самым	1	1
706	внешняя сторона	2	1
707	и во	4	1
708	образом мы	1	1
709	в конечном	2	1
710	и лишь	1	1
711	слово может	1	1
712	всего на	1	1
713	зрения того	1	1
714	между тем	1	1
715	представим себе	1	1
716	при исследовании	1	1
717	это сделать	1	1
718	и которое	1	1
719	значений в	3	1
720	них в	1	1
721	о независимости	1	1
722	тот момент	1	1
723	действительности в	2	1
724	от внешнего	1	1
725	слова для	1	1
726	точках зрения	1	1
727	в каких	1	1
728	в литературе	1	1
729	но главным	1	1
730	говорить не	1	1
731	которым мы	1	1
732	дело с	1	1
733	говорили выше	2	1
734	за столом	1	1
735	даже если	2	1
736	и после	1	1
737	внутренней речью	8	1
738	так необходимо	1	1
739	не мешает	1	1
740	нам возможность	1	1
741	где они	2	1
742	так что	4	1
743	деятельности для	1	1
744	первостепенное значение	1	1
745	есть в	3	1
746	найденные нами	1	1
747	не можем	4	1
748	одном и	1	1
749	в большинстве	2	1
750	развития мы	3	1
751	за другим	1	1
752	языка как	1	1
753	в виде	1	1
754	его с	3	1
755	является не	2	1
756	каким образом	1	1
757	речь в	4	1
758	большинстве случаев	2	1
759	этого процесса	1	1
760	при помощи	1	1
761	по отношению	6	1
762	их как	1	1
763	не связанных	1	1
764	изменения ситуации	2	1
765	является ее	1	1
766	теснейшим образом	1	1
767	ни в	2	1
768	иначе как	6	1
769	вовсе не	2	1
770	гораздо большей	1	1
771	ту сторону	1	1
772	друг друга	4	1
773	у него	1	1
774	этими словами	1	1
775	показали что	1	1
776	речи нет	1	1
777	к той	1	1
778	стоявший перед	1	1
779	коллективной деятельности	1	1
780	зрения с	1	1
781	это движение	1	1
782	в другой	1	1
783	уже говорили	1	1
784	свою мысль	1	1
785	до сих	3	1
786	с другой	4	1
787	отразилось на	1	1
788	ростом и	1	1
789	за пределы	1	1
790	иметь и	1	1
791	здесь в	1	1
792	все равно	1	1
793	такого понимания	1	1
794	мысль которая	1	1
795	как же	1	1
796	которое так	1	1
797	же речь	1	1
798	к более	1	1
799	ничем не	1	1
800	как часть	1	1
801	на этот	1	1
802	она является	2	1
803	его как	1	1
804	же точно	3	1
805	о чем	4	1
806	выяснить в	2	1
807	благодаря чему	1	1
808	со своими	1	1
809	и том	1	1
810	случайным и	1	1
811	ближе к	1	1
812	и сильнее	1	1
813	и отношение	1	1
814	в речи	5	1
815	позволяет нам	2	1
816	именно поэтому	2	1
817	нам нужно	3	1
818	как внутренняя	1	1
819	но оно	1	1
820	слова того	1	1
821	слова то	1	1
822	свое особое	1	1
823	в меру	7	1
824	тот факт	1	1
825	расчленить и	1	1
826	предположить что	1	1
827	он говорит	1	1
828	сравнению с	8	1
829	он будет	1	1
830	т.е в	1	1
831	тому как	1	1
832	которые по	1	1
833	как к	3	1
834	каждой отдельной	3	1
835	в гораздо	1	1
836	благодаря этому	2	1
837	в основном	3	1
838	весь ход	1	1
839	именно в	6	1
840	на следующем	1	1
841	как раз	3	1
842	из чего	1	1
843	от социального	1	1
844	особенностей и	1	1
845	она должна	2	1
846	что относится	1	1
847	дистанция между	1	1
848	только мы	1	1
849	не станет	1	1
850	являются не	1	1
851	и часто	1	1
852	новое слово	1	1
853	к пониманию	3	1
854	в мысли	3	1
855	значения слова	9	1
856	совершается в	3	1
857	что я	1	1
858	ее но	1	1
859	остается тем	1	1
860	всем этим	1	1
861	само по	1	1
862	в результате	1	1
863	развития речевого	1	1
864	о котором	1	1
865	что в	12	1
866	речи хотя	2	1
867	речи с	7	1
868	человеку который	1	1
869	это так	1	1
870	еще более	1	1
871	речи так	3	1
872	с другими	3	1
873	по самой	1	1
874	ее в	8	1
875	речи если	3	1
876	в слова	1	1
877	речи без	1	1
878	и звуковой	4	1
879	к мысли	4	1
880	может и	2	1
881	но если	2	1
882	наконец не	1	1
883	лишь по	1	1
884	из тех	1	1
885	пожалуй самым	1	1
886	только как	1	1
887	другой стороны	1	1
888	действительности мы	1	1
889	него когда	1	1
890	их нельзя	1	1
891	состоит из	1	1
892	была бы	1	1
893	фразы и	1	1
894	совершенно не	2	1
895	самой своей	1	1
896	развитие и	1	1
897	нет но	1	1
898	видели не	1	1
899	отношению к	5	1
900	это и	4	1
901	только о	2	1
902	значение не	1	1
903	в действительности	2	1
904	наряду с	2	1
905	площади в	1	1
906	на ту	1	1
907	заключать в	1	1
908	в таком	1	1
909	все что	6	1
910	этот круг	1	1
