N	2gram	Propp_Isto_7	Hudozhes
317	в одной	2	1
318	показать что	1	1
319	ее облика	1	1
320	и нет	2	1
321	хотя и	3	1
322	когда он	3	1
323	к иному	1	1
324	но для	2	1
325	самом начале	1	1
326	имеет в	1	1
327	в герое	3	1
328	от этого	1	1
329	от своей	1	1
330	и говорит	4	1
331	за собой	1	1
332	в которой	2	1
333	ни один	1	1
334	мне не	1	1
335	представляет собой	4	1
336	он в	2	1
337	все эти	2	1
338	приобретает характер	1	1
339	нами в	2	1
340	и тот	2	1
341	ее как	2	1
342	частности и	1	1
343	его но	1	1
344	в поэтике	1	1
345	здесь по-видимому	1	1
346	который подобно	1	1
347	он все	1	1
348	здесь однако	1	1
349	с тобой	1	1
350	и когда	2	1
351	в силу	2	1
352	том чтобы	3	1
353	на земле	2	1
354	так часто	1	1
355	после свадьбы	1	1
356	дом и	1	1
357	не должно	1	1
358	но все	4	1
359	в каждом	1	1
360	здесь мы	5	1
361	то ни	1	1
362	а его	3	1
363	и стала	1	1
364	игра на	1	1
365	и тем	2	1
366	за ней	1	1
367	однако здесь	1	1
368	к области	1	1
369	она и	1	1
370	силы в	1	1
371	этого не	2	1
372	не всегда	4	1
373	которой он	3	1
374	для чего	1	1
375	выйти за	1	1
376	может идти	2	1
377	он от	1	1
378	в один	2	1
379	не мог	1	1
380	на постель	1	1
381	во время	6	1
382	и при	1	1
383	никак не	1	1
384	женщин и	1	1
385	человек и	1	1
386	в лесном	1	1
387	взгляд на	1	1
388	о герое	1	1
389	а настоящий	1	1
390	наших дней	1	1
391	означало бы	1	1
392	переходе от	1	1
393	и цель	1	1
394	а потом	2	1
395	знаем что	3	1
396	от себя	1	1
397	от его	1	1
398	свое существование	1	1
399	и другого	1	1
400	еще из	1	1
401	с дочерью	2	1
402	знак траура	1	1
403	случай из	2	1
404	образом и	1	1
405	но он	2	1
406	видно что	5	1
407	и более	1	1
408	лежит не	1	1
409	не могли	1	1
410	в конце	3	1
411	что сам	1	1
412	же мы	1	1
413	нас к	2	1
414	ему вот	1	1
415	то с	1	1
416	того момента	1	1
417	а иногда	1	1
418	важно что	1	1
419	и другое	2	1
420	то чего	1	1
421	дело в	1	1
422	ее с	1	1
423	и остается	1	1
424	на следующую	1	1
425	она сидит	1	1
426	для всего	1	1
427	а кто	1	1
428	был в	2	1
429	в самой	1	1
430	имеем дело	1	1
431	о ней	1	1
432	того в	1	1
433	как она	1	1
434	героя это	1	1
435	героя а	2	1
436	однако это	1	1
437	ему не	1	1
438	дом но	3	1
439	а теперь	1	1
440	и такие	2	1
441	отличается от	2	1
442	еще яснее	2	1
443	всего в	1	1
444	говорит ее	1	1
445	его с	1	1
446	все еще	1	1
447	а ее	1	1
448	для героя	2	1
449	долго не	1	1
450	возвращается домой	2	1
451	только одну	1	1
452	в ситуации	1	1
453	или человека	1	1
454	но по	2	1
455	с невестой	2	1
456	в дальнейшем	3	1
457	при сохранении	1	1
458	как ее	1	1
459	на нее	1	1
460	и этого	1	1
461	когда его	1	1
462	если по	1	1
463	с этого	1	1
464	собой и	1	1
465	по себе	1	1
466	в разных	1	1
467	и здесь	12	1
468	полчаса как	1	1
469	но мы	1	1
470	и что	10	1
471	после того	4	1
472	все та	1	1
473	все в	2	1
474	героя до	1	1
475	которых в	1	1
476	должно было	2	1
477	в третьем	1	1
478	пор мы	1	1
479	в другой	3	1
480	еще более	1	1
481	которая и	1	1
482	ней все	1	1
483	не знаю	3	1
484	о своих	1	1
485	что вот	1	1
486	она на	1	1
487	того что	6	1
488	как например	1	1
489	но с	1	1
490	сразу же	1	1
491	а если	2	1
492	согласиться с	2	1
493	и потому	1	1
494	и весьма	1	1
495	к отцу	2	1
496	во времени	1	1
497	это означает	2	1
498	одежды и	1	1
499	сюда и	1	1
500	так что	3	1
501	оказывается в	1	1
502	уже в	3	1
503	больше не	1	1
504	героя с	1	1
505	в начале	1	1
506	на свое	2	1
507	не исчезает	2	1
508	него и	3	1
509	легко может	1	1
510	мышления и	1	1
511	участие в	2	1
512	за ним	1	1
513	превращаются в	1	1
514	здесь оказывается	1	1
515	или даже	2	1
516	я в	1	1
517	объяснения в	1	1
518	не для	1	1
519	среди которых	1	1
520	так как	8	1
521	то время	2	1
522	не о	1	1
523	независимо от	1	1
524	он мог	1	1
525	от того	1	1
526	на том	2	1
527	героя его	2	1
528	где живет	1	1
529	и даже	3	1
530	и изредка	1	1
531	по своим	3	1
532	а именно	6	1
533	бытия в	1	1
534	такое же	2	1
535	возвращается в	1	1
536	перед ним	1	1
537	по всей	1	1
538	когда герой	4	1
539	только по	1	1
540	на смену	1	1
541	общая картина	1	1
542	героя тогда	1	1
543	и стал	3	1
544	а на	1	1
545	мать или	1	1
546	он немного	1	1
547	а так	1	1
548	там где	5	1
549	и силы	1	1
550	мы пока	2	1
551	в точности	1	1
552	все более	1	1
553	вступает в	3	1
554	и она	3	1
555	эти слова	1	1
556	в лесу	2	1
557	хотел чтобы	1	1
558	из форм	1	1
559	не удается	1	1
560	же с	1	1
561	да я	1	1
562	при переходе	2	1
563	и красота	1	1
564	власть над	2	1
565	его личной	1	1
566	что за	3	1
567	еще нет	1	1
568	из комнаты	1	1
569	приобщение к	1	1
570	за рамки	1	1
571	по существу	4	1
572	покойников то	1	1
573	лежит в	2	1
574	и смерти	1	1
575	с этой	6	1
576	этом случае	1	1
577	в условиях	1	1
578	но это	3	1
579	мире только	1	1
580	от нас	1	1
581	по дороге	3	1
582	только тогда	1	1
583	жениха и	4	1
584	уже известно	1	1
585	мира и	1	1
586	то не	4	1
587	ее и	1	1
588	всего что	1	1
589	который бы	1	1
590	но зато	1	1
591	и дело	2	1
592	же в	1	1
593	первый раз	1	1
594	она его	3	1
595	нам не	1	1
596	и умер	1	1
597	с сыном	1	1
598	деревья и	1	1
599	с ней	3	1
600	не знает	1	1
601	только как	1	1
602	другой стороны	8	1
603	в темноте	1	1
604	где как	1	1
605	конфликт между	1	1
606	точно так	2	1
607	из этого	1	1
608	только о	2	1
609	героя в	1	1
610	в действительности	2	1
611	не нуждается	1	1
612	к этой	1	1
613	а я	1	1
614	вдруг на	1	1
615	героя как	1	1
616	это в	1	1
617	к этому	2	1
618	можно назвать	1	1
619	в таком	1	1
620	и вновь	1	1
