N	2gram	Losev_Vlad_2	Analitik
103	в году	24	3
104	то же	4	3
105	не будет	1	3
106	его в	4	3
107	и того	1	3
108	точки зрения	7	3
109	и без	1	3
110	не столько	3	3
111	все это	5	3
112	до известной	1	3
113	в то	9	3
114	дело не	1	3
115	только не	1	3
116	ничего не	2	3
117	же время	3	3
118	данном случае	2	3
119	в произведении	1	3
120	так в	1	3
121	именно в	4	3
122	было бы	9	3
123	и е	1	3
124	дело с	1	3
125	во всем	1	3
126	этом отношении	1	3
127	еще и	6	3
128	что не	2	3
129	не было	10	3
130	он и	3	3
131	его как	1	3
132	как это	7	3
133	пока еще	1	3
134	известной степени	1	3
135	по поводу	4	3
136	к этому	6	3
137	во сне	2	3
138	отношения к	3	2
139	например в	1	2
140	самом деле	1	2
141	мере в	1	2
142	по преимуществу	1	2
143	есть не	1	2
144	а для	1	2
145	и он	4	2
146	в ней	4	2
147	освобождения от	1	2
148	нам представляется	2	2
149	во всех	3	2
150	со всеми	1	2
151	в общем	2	2
152	отличие от	3	2
153	более чем	1	2
154	как к	2	2
155	нам кажется	3	2
156	когда он	1	2
157	как уже	1	2
158	но в	8	2
159	в противоположность	1	2
160	бы и	1	2
161	все эти	5	2
162	в тех	1	2
163	в себе	6	2
164	не могла	2	2
165	так сказать	1	2
166	на его	4	2
167	что она	1	2
168	в нем	4	2
169	однако при	1	2
170	и вот	3	2
171	о его	5	2
172	свое время	1	2
173	и по	2	2
174	и ту	2	2
175	о в	2	2
176	это не	2	2
177	с самим	1	2
178	в жизни	1	2
179	а вот	2	2
180	в них	3	2
181	пушкина и	1	2
182	с тем	2	2
183	несмотря на	4	2
184	не мог	8	2
185	с точки	3	2
186	в отличие	3	2
187	тем не	6	2
188	но они	1	2
189	даже в	2	2
190	вплоть до	3	2
191	дело в	3	2
192	судя по	1	2
193	сводится к	1	2
194	сравнении с	1	2
195	в себя	1	2
196	в дальнейшем	5	2
197	те же	3	2
198	не с	1	2
199	в новом	2	2
200	поэтому в	1	2
201	об этом	6	2
202	лицо его	1	2
203	произведения как	1	2
204	и здесь	1	2
205	о своей	1	2
206	любви к	1	2
207	в глазах	1	2
208	глубоко не	1	2
209	тех пор	1	2
210	но с	1	2
211	добрый и	1	2
212	только в	6	2
213	то в	5	2
214	и ее	1	2
215	но сам	1	2
216	для всех	1	2
217	с нею	1	2
218	а напротив	1	2
219	всяком случае	6	2
220	на меня	2	2
221	тем что	1	2
222	и прежде	2	2
223	что несмотря	1	2
224	на эту	2	2
225	что мы	1	2
226	не может	9	2
227	о своих	1	2
228	вместе с	8	2
229	и потому	2	2
230	по своему	2	2
231	в той	2	2
232	когда мы	3	2
233	да и	3	2
234	и для	3	2
235	и от	2	2
236	мира и	1	2
237	хотя и	6	2
238	и все	7	2
239	второй и	1	2
240	в сравнении	2	2
241	же в	2	2
242	хотя в	1	2
243	личности и	1	2
244	то что	20	2
245	о своем	2	2
246	сказать что	11	2
247	в свое	1	2
248	к числу	2	2
249	никогда в	1	2
250	а также	10	2
251	оказывается уже	1	2
252	во всяком	6	2
253	гораздо более	2	2
254	оба они	1	1
255	как известно	1	1
256	также что	2	1
257	говоря о	3	1
258	сам по	2	1
259	думал о	1	1
260	своей первой	1	1
261	и есть	2	1
262	и до	2	1
263	из его	2	1
264	с таким	1	1
265	жизни здесь	1	1
266	мы уже	2	1
267	отметить и	1	1
268	вот о	1	1
269	на первом	2	1
270	что между	1	1
271	что если	2	1
272	единство и	2	1
273	никак не	3	1
274	что иное	1	1
275	оно есть	1	1
276	в полной	1	1
277	я не	4	1
278	мы и	1	1
279	пребывание в	1	1
280	был молод	1	1
281	о судьбе	1	1
282	говорил о	2	1
283	в таком	3	1
284	он был	6	1
285	он сам	2	1
286	иное как	1	1
287	на их	1	1
288	время в	4	1
289	тут и	1	1
290	с неопубликованным	1	1
291	все больше	1	1
292	будем рассматривать	1	1
293	и л	1	1
294	б с	1	1
295	мы будем	3	1
296	к богу	1	1
297	не все	1	1
298	не путем	1	1
299	трех лет	1	1
300	отношение к	4	1
301	последующих его	1	1
302	что во	1	1
303	независимо от	1	1
304	человеческого бытия	1	1
305	и ведет	1	1
306	первых двух	2	1
307	году но	2	1
308	этой стороны	1	1
309	еще больше	1	1
310	этом же	1	1
311	достаточно ясно	1	1
312	из письма	2	1
313	самом начале	1	1
314	мир и	1	1
315	себе не	1	1
316	сам бог	1	1
317	и свою	1	1
318	и отчасти	1	1
319	и хотя	2	1
320	что произведение	1	1
321	к чему	1	1
322	та же	1	1
323	отношения с	1	1
324	же самой	1	1
325	так или	3	1
326	без учета	1	1
327	поскольку в	3	1
328	это разделение	1	1
329	но без	1	1
330	о ее	1	1
331	во многих	2	1
332	на то	2	1
333	что каждая	1	1
334	в свет	1	1
335	в статье	2	1
336	время и	1	1
337	которой не	2	1
338	они в	1	1
339	же году	2	1
340	и еще	1	1
341	свою собственную	1	1
342	чем у	1	1
343	возвращение к	1	1
344	однако он	1	1
345	содержания а	1	1
346	том чтобы	2	1
347	в следующем	3	1
348	или вовсе	1	1
349	всех своих	1	1
350	его можно	1	1
351	но дело	2	1
352	здесь мы	3	1
353	никто из	1	1
354	и может	2	1
355	с позиций	1	1
356	связанных с	1	1
357	будто в	1	1
358	а по	1	1
359	мог он	1	1
360	это было	4	1
361	заключается в	2	1
362	он есть	1	1
363	этом смысле	1	1
364	отца и	1	1
365	который хочет	1	1
366	есть и	2	1
367	по мысли	1	1
368	только одно	3	1
369	на свои	2	1
370	он именует	3	1
371	из нее	1	1
372	рядом с	1	1
373	в общей	1	1
374	но лишь	1	1
375	а за	2	1
376	во внимание	1	1
377	которой он	2	1
378	он меня	2	1
379	года и	1	1
380	должно быть	3	1
381	миросозерцания в	1	1
382	с я	1	1
383	всех этих	3	1
384	известие о	1	1
385	но я	1	1
386	с первых	1	1
387	в г	1	1
388	бы на	1	1
389	этом случае	1	1
390	отчасти в	1	1
391	от своего	1	1
392	в своей	5	1
393	никаких оснований	1	1
394	право на	1	1
395	к истории	1	1
396	это делает	1	1
397	разного рода	4	1
398	место в	1	1
399	далее в	1	1
400	мысли и	2	1
401	над переводом	1	1
402	собой и	1	1
403	времени не	1	1
404	теми же	1	1
405	имеем не	1	1
406	далека от	1	1
407	иметь возможность	1	1
408	для этого	1	1
409	для нее	1	1
410	так называемого	1	1
411	случае мы	1	1
412	то с	2	1
413	он как	1	1
414	с ним	5	1
415	как можно	1	1
416	от нас	2	1
417	с теми	1	1
418	как о	1	1
419	к индивидуальной	1	1
420	на него	1	1
421	у него	19	1
422	бы мы	1	1
423	само по	2	1
424	можно судить	4	1
425	того чтобы	2	1
426	не могло	1	1
427	к тебе	1	1
428	каждый из	1	1
429	казалось бы	2	1
430	не отступал	1	1
431	преимущественно на	1	1
432	и является	1	1
433	прибегать к	1	1
434	потому что	9	1
435	связи с	8	1
436	как я	2	1
437	исключая и	1	1
438	не столь	1	1
439	всей своей	1	1
440	как будто	2	1
441	ему в	2	1
442	в подобном	1	1
443	перед ним	1	1
444	у нас	6	1
445	очень часто	1	1
446	и обращается	1	1
447	уже о	2	1
448	не могут	1	1
449	с явным	1	1
450	заметил что	1	1
451	уже было	1	1
452	что со	1	1
453	он оказывается	1	1
454	все еще	1	1
455	своего отца	1	1
456	отношении он	1	1
457	дальнейшем мы	2	1
458	для себя	5	1
459	в из	3	1
460	как мы	11	1
461	и о	4	1
462	то она	1	1
463	такое что	1	1
464	говоря уже	2	1
465	прежнее время	1	1
466	только при	1	1
467	дружеских отношениях	2	1
468	и будем	1	1
469	него самого	1	1
470	нет никакой	1	1
471	здесь как	1	1
472	особенно в	1	1
473	ко всему	4	1
474	учение о	3	1
475	раз не	1	1
476	если бы	1	1
477	мы читаем	4	1
478	внимание к	1	1
479	и должно	1	1
480	в самой	1	1
481	все его	1	1
482	целостности и	1	1
483	этих двух	1	1
484	истории в	1	1
485	или как	2	1
486	тем более	3	1
487	обстоятельства жизни	1	1
488	этого письма	1	1
489	считал своею	1	1
490	того что	5	1
491	всякого рода	6	1
492	тот же	5	1
493	по этому	1	1
494	человека с	1	1
495	так что	5	1
496	сколько в	1	1
497	оказывается в	1	1
498	ним не	1	1
499	слова не	1	1
500	или даже	1	1
501	его и	2	1
502	характерно что	1	1
503	мы знаем	4	1
504	себе в	2	1
505	и их	1	1
506	вовсе не	4	1
507	с этими	1	1
508	основания для	1	1
509	к ним	1	1
510	не о	2	1
511	не исключая	1	1
512	к той	2	1
513	я со	1	1
514	невозможно не	1	1
515	для того	2	1
516	он же	2	1
517	до сих	1	1
518	как у	2	1
519	или иначе	3	1
520	ее в	1	1
521	а именно	6	1
522	чем он	1	1
523	наконец в	3	1
524	он во	1	1
525	было и	1	1
526	и др	1	1
527	на этот	4	1
528	стремится к	2	1
529	уже давно	2	1
530	было сказано	1	1
531	я из	1	1
532	молод и	1	1
533	не покидал	1	1
534	и большим	1	1
535	есть бог	1	1
536	ни за	1	1
537	старшего брата	1	1
538	время с	1	1
539	до этого	1	1
540	есть непосредственно	1	1
541	из трех	3	1
542	осени в	1	1
543	требует от	1	1
544	судить по	4	1
545	в течение	5	1
546	из стихотворений	1	1
547	в столь	1	1
548	в литературе	1	1
549	в москве	6	1
550	был в	2	1
551	не говоря	3	1
552	внешние обстоятельства	1	1
553	дело здесь	1	1
554	с этой	4	1
555	сих пор	1	1
556	своей жизни	3	1
557	не будем	1	1
558	но это	4	1
559	между прочим	7	1
560	не любил	2	1
561	я перед	1	1
562	под названием	3	1
563	в книге	1	1
564	уже на	3	1
565	в стихотворении	2	1
566	в связи	8	1
567	меня к	1	1
568	ни одного	1	1
569	от него	1	1
570	мы должны	4	1
571	от всего	1	1
572	хотя бы	3	1
573	будто бы	2	1
574	и последовательность	1	1
575	но если	1	1
576	утверждал что	1	1
577	до тех	1	1
578	жизни в	2	1
579	этот вопрос	1	1
580	между ними	1	1
581	только как	1	1
582	от всех	1	1
583	к его	2	1
584	по одному	1	1
585	не что	1	1
586	из этого	5	1
587	в трех	2	1
588	конце его	1	1
589	жизни и	6	1
590	к этой	2	1
591	которая уже	1	1
592	и другие	1	1
593	в своих	2	1
594	нам известно	1	1
595	они не	1	1
