N	2gram	Trubetskoy_1	Sovremen
152	первое время	2	1
153	и до	1	1
154	в мире	5	1
155	и могут	1	1
156	от старого	1	1
157	этом направлении	1	1
158	мы уже	1	1
159	те же	2	1
160	их и	1	1
161	из всех	3	1
162	есть не	1	1
163	мы имеем	2	1
164	виде мы	1	1
165	же как	3	1
166	действительно если	1	1
167	что уже	1	1
168	совершенно так	1	1
169	если бы	3	1
170	существенно отличается	1	1
171	но такая	1	1
172	и действительно	2	1
173	к началу	1	1
174	в будущем	1	1
175	и должно	1	1
176	то они	1	1
177	кто же	1	1
178	того же	6	1
179	о том	6	1
180	в ней	1	1
181	одного из	1	1
182	без труда	1	1
183	на них	1	1
184	он сам	1	1
185	быть в	1	1
186	же время	2	1
187	в вопросах	1	1
188	бы то	2	1
189	что его	1	1
190	его в	1	1
191	с его	2	1
192	во всех	2	1
193	живых существ	2	1
194	природы и	1	1
195	выбор и	1	1
196	различия между	2	1
197	данном случае	1	1
198	совсем не	1	1
199	но не	8	1
200	произошло в	1	1
201	к этому	3	1
202	друг на	2	1
203	если в	3	1
204	во втором	1	1
205	по отношению	1	1
206	под ногами	1	1
207	а потому	1	1
208	свободно выбирать	1	1
209	более как	1	1
210	во всей	1	1
211	крайней мере	5	1
212	один и	1	1
213	к концу	3	1
214	в ту	1	1
215	идет о	1	1
216	к которому	2	1
217	к нему	7	1
218	более и	1	1
219	мы получили	1	1
220	один из	2	1
221	кроме того	1	1
222	одной из	5	1
223	сам может	1	1
224	только в	4	1
225	положение в	2	1
226	в этот	1	1
227	целого и	1	1
228	за собой	3	1
229	не приходится	1	1
230	та же	1	1
231	что роль	1	1
232	и тот	1	1
233	этот вопрос	1	1
234	конечно не	2	1
235	и у	8	1
236	и те	3	1
237	только на	1	1
238	вследствие этого	1	1
239	в начале	2	1
240	и если	3	1
241	чтобы он	1	1
242	он не	4	1
243	конечно нет	1	1
244	этот раз	1	1
245	себе в	1	1
246	и их	1	1
247	к одному	1	1
248	дела не	1	1
249	в корне	1	1
250	по существу	2	1
251	сами по	1	1
252	будет продолжаться	1	1
253	случае не	3	1
254	заключает в	2	1
255	предполагается что	1	1
256	в очень	1	1
257	и только	4	1
258	факт что	1	1
259	терминологии и	1	1
260	и таких	1	1
261	одной стороны	7	1
262	и некоторой	1	1
263	чем в	1	1
264	до сих	5	1
265	с другой	8	1
266	продолжаться но	1	1
267	может ли	2	1
268	образом если	2	1
269	нельзя сказать	1	1
270	именно в	2	1
271	по своим	2	1
272	положение на	1	1
273	части одной	1	1
274	и прежде	1	1
275	что один	1	1
276	должен был	4	1
277	весь мир	1	1
278	такое же	1	1
279	его с	1	1
280	в ином	1	1
281	к области	1	1
282	ни в	1	1
283	нет в	1	1
284	не было	2	1
285	она и	1	1
286	раз она	2	1
287	на друга	2	1
288	всегда и	3	1
289	несмотря на	6	1
290	при которых	1	1
291	оно имеет	1	1
292	на эту	1	1
293	должно быть	1	1
294	и следовательно	1	1
295	понятия и	1	1
296	в связи	3	1
297	том что	7	1
298	в эту	2	1
299	нет никаких	1	1
300	все более	1	1
301	но если	2	1
302	том как	1	1
303	и при	3	1
304	таким же	1	1
305	образом он	1	1
306	так же	5	1
307	и особенно	2	1
308	в такой	1	1
309	без помощи	2	1
310	тот факт	1	1
311	выбор между	2	1
312	представление о	6	1
313	в данном	1	1
314	представители этой	1	1
315	природы но	1	1
316	в течение	4	1
317	и другую	1	1
318	но эта	1	1
319	которые в	2	1
320	по крайней	5	1
321	именно к	1	1
322	и более	1	1
323	там где	1	1
324	влечет за	2	1
325	мере в	1	1
326	должны признать	2	1
327	верхняя часть	1	1
328	по себе	1	1
329	в своем	3	1
330	благодаря этому	2	1
331	и нет	3	1
332	сих пор	5	1
333	измененном виде	1	1
334	но они	1	1
335	с ним	1	1
336	они относятся	1	1
337	поэтому что	2	1
338	что с	1	1
339	и тогда	4	1
340	но для	1	1
341	в деталях	1	1
342	для каждого	2	1
343	которых он	1	1
344	говорить что	1	1
345	стадии развития	2	1
346	не имеет	5	1
347	от конца	1	1
348	в процессе	2	1
349	это уже	1	1
350	не является	1	1
351	без остатка	2	1
352	жизни вот	1	1
353	и от	4	1
354	только не	2	1
355	никогда не	5	1
356	это совершенно	1	1
357	это как	1	1
358	действия в	1	1
359	она уже	1	1
360	не представляет	1	1
361	очень мало	4	1
362	не более	1	1
363	видим что	1	1
364	собой поэтому	1	1
365	все они	1	1
366	и его	1	1
367	связи с	9	1
368	ничто не	1	1
369	ни было	2	1
370	же в	1	1
371	но это	1	1
372	могли быть	1	1
373	этой области	1	1
374	на которой	1	1
375	эту сторону	1	1
376	и из	2	1
377	ли это	2	1
378	и несколько	1	1
379	природы не	1	1
380	сказать что	2	1
381	но этим	1	1
382	и для	5	1
383	человека в	1	1
384	в то	4	1
385	в свое	1	1
386	есть то	1	1
387	этого и	1	1
388	той или	2	1
389	в своих	1	1
390	на это	1	1
391	все что	2	1
392	они не	1	1
393	ничего общего	2	1
