N	2gram	Propp_Morf_1	KulturaY
212	не все	6	2
213	отличие от	1	2
214	или иное	1	2
215	что они	2	2
216	этот прием	1	2
217	более чем	1	2
218	дает нам	1	2
219	и как	5	2
220	имеет в	1	2
221	более или	2	2
222	увидим что	1	2
223	но в	2	2
224	лишь о	1	2
225	очень много	1	2
226	учение о	3	2
227	и тот	1	2
228	по происхождению	1	2
229	формы но	1	2
230	если же	5	2
231	в россии	2	2
232	состоит в	2	2
233	на этом	3	2
234	но все	3	2
235	какое же	1	2
236	языке нет	1	2
237	его в	2	2
238	с другими	1	2
239	отказываться от	1	2
240	для меня	1	2
241	чем в	1	2
242	такой же	1	2
243	как таковой	2	2
244	меняется и	1	2
245	или менее	2	2
246	в этих	13	2
247	и при	1	2
248	точку зрения	1	2
249	ряда других	1	2
250	если это	3	2
251	однако в	2	2
252	эти могут	1	2
253	ущерба для	1	2
254	в таких	2	2
255	должен решаться	1	2
256	дело не	2	2
257	это еще	1	2
258	по своему	2	2
259	которые можно	1	2
260	которое в	1	2
261	к другой	1	2
262	бы составить	2	2
263	таких слов	1	2
264	уже совершенно	1	2
265	совершенно ясно	1	2
266	но мы	3	2
267	в пределах	3	2
268	здесь как	1	2
269	мог бы	1	2
270	когда в	1	2
271	она есть	1	2
272	и здесь	5	2
273	можно сказать	2	2
274	как они	1	2
275	доходит до	1	2
276	путь к	2	2
277	а потому	1	2
278	не более	1	2
279	научной литературе	1	2
280	она может	1	2
281	сразу же	2	2
282	все они	1	2
283	в качестве	5	2
284	не дает	1	2
285	он имеет	1	2
286	а то	3	2
287	в одном	1	2
288	в некоторых	3	2
289	так то	1	2
290	и разве	1	2
291	перейти к	2	2
292	в особенности	1	2
293	точек зрения	1	2
294	еще и	1	2
295	только что	2	2
296	приемов и	1	2
297	на этот	1	2
298	не означает	1	2
299	о чем	1	2
300	что мы	2	2
301	чем же	1	2
302	в частности	2	2
303	можно будет	1	2
304	так же	3	2
305	тому как	5	2
306	в тех	6	2
307	быть не	1	2
308	еще раз	1	2
309	как например	2	2
310	только для	1	2
311	кроме того	1	2
312	из ряда	3	2
313	вопрос в	2	2
314	указать на	1	2
315	то не	1	2
316	не с	2	2
317	главным образом	4	2
318	функции не	2	2
319	не знает	1	2
320	для каждой	2	2
321	то здесь	3	2
322	равно как	1	2
323	первом случае	3	2
324	только о	1	2
325	в свое	2	2
326	это так	2	2
327	во всяком	2	2
328	на формах	1	1
329	всякого ущерба	1	1
330	нужно помнить	1	1
331	ту же	2	1
332	например в	2	1
333	лишь после	2	1
334	самых разнообразных	2	1
335	и то	1	1
336	и должны	1	1
337	вряд ли	2	1
338	между двумя	1	1
339	из самых	1	1
340	до чрезвычайности	1	1
341	вопрос мы	1	1
342	будем мы	1	1
343	к созданию	1	1
344	значение но	1	1
345	уже по	1	1
346	о так	1	1
347	не умеем	2	1
348	чего в	1	1
349	или с	3	1
350	что далеко	1	1
351	этого нет	2	1
352	зависит и	1	1
353	установить что	1	1
354	что многие	1	1
355	требует специального	1	1
356	такое положение	1	1
357	имеет смысла	1	1
358	так чтобы	1	1
359	время как	3	1
360	но она	1	1
361	эта функция	4	1
362	связана с	3	1
363	увидим ниже	5	1
364	не совсем	1	1
365	для наших	1	1
366	как не	1	1
367	что до	1	1
368	при таких	1	1
369	большей частью	4	1
370	который может	2	1
371	приступаем к	1	1
372	и на	1	1
373	между собой	4	1
374	он сам	1	1
375	бы то	3	1
376	иных случаях	2	1
377	мы будем	3	1
378	не входит	1	1
379	значение и	1	1
380	тогда как	2	1
381	этой функцией	1	1
382	ни стало	1	1
383	же вопрос	1	1
384	которые не	1	1
385	во что	1	1
386	в одной	1	1
387	же с	1	1
388	с этим	11	1
389	если на	1	1
390	мы приступаем	1	1
391	что касается	1	1
392	помнить что	1	1
393	в противном	1	1
394	перед нами	10	1
395	и где	1	1
396	тех случаях	2	1
397	были включены	1	1
398	как уже	2	1
399	говорит что	1	1
400	в круг	1	1
401	это остается	1	1
402	разным типам	1	1
403	было предпринято	1	1
404	не такое	1	1
405	не связаны	1	1
406	но теоретически	1	1
407	действия и	1	1
408	на той	2	1
409	в которой	3	1
410	это утверждение	1	1
411	морфологических и	1	1
412	мы получаем	2	1
413	формы в	1	1
414	от покушения	2	1
415	или во	1	1
416	основных проблем	1	1
417	одном случае	1	1
418	что пока	1	1
419	в главе	1	1
420	может считаться	3	1
421	и изучаться	1	1
422	выше было	1	1
423	им в	1	1
424	то какое	1	1
425	и отдельно	1	1
426	нами в	2	1
427	формы не	1	1
428	интересно что	1	1
429	имеем в	6	1
430	почти всегда	1	1
431	если он	1	1
432	можно лишь	1	1
433	а вовсе	1	1
434	достаточный материал	1	1
435	для выделения	1	1
436	связанные с	1	1
437	тему в	1	1
438	читателя в	1	1
439	образом и	1	1
440	мало того	1	1
441	д другие	1	1
442	приходим к	2	1
443	постольку поскольку	1	1
444	и независимо	1	1
445	будем говорить	1	1
446	так например	3	1
447	или иных	1	1
448	а разве	1	1
449	только такое	1	1
450	и наоборот	4	1
451	в основу	2	1
452	форма у	1	1
453	в каждом	1	1
454	здесь мы	3	1
455	не будет	1	1
456	же касается	1	1
457	в другом	2	1
458	конечно в	1	1
459	на каком	1	1
460	входит в	2	1
461	образом если	1	1
462	ко второму	1	1
463	деле в	1	1
464	и иных	2	1
465	формы которые	2	1
466	лучше но	1	1
467	чаще всего	7	1
468	известным образом	1	1
469	приветствие и	1	1
470	что изучение	2	1
471	метод и	1	1
472	тех которые	1	1
473	вводит в	1	1
474	самые простые	1	1
475	быть поставлено	1	1
476	этого не	2	1
477	не всегда	9	1
478	не место	1	1
479	или три	1	1
480	в научной	1	1
481	стороны ее	2	1
482	и становится	1	1
483	самых различных	2	1
484	вопроса об	1	1
485	переносится в	1	1
486	в г	1	1
487	во время	6	1
488	и ее	3	1
489	мы приходим	2	1
490	всяком случае	2	1
491	на ряду	1	1
492	она в	2	1
493	оказывается что	1	1
494	значение для	1	1
495	этой формы	3	1
496	нельзя было	2	1
497	формы является	1	1
498	для данного	1	1
499	мы получим	1	1
500	о его	1	1
501	оказалось бы	1	1
502	не должно	1	1
503	для нее	1	1
504	даже в	1	1
505	вид на	1	1
506	стоит в	1	1
507	что с	1	1
508	меня не	1	1
509	в русской	1	1
510	в основе	1	1
511	функцию в	1	1
512	есть путь	1	1
513	значение этого	1	1
514	рассматривать как	1	1
515	в коем	1	1
516	а во	1	1
517	этой цели	1	1
518	такой случай	2	1
519	за исключением	1	1
520	во всем	1	1
521	и его	1	1
522	бы по	1	1
523	наших дней	2	1
524	как будто	2	1
525	их по	3	1
526	если только	1	1
527	сразу и	2	1
528	еще резче	1	1
529	к таким	1	1
530	он называет	1	1
531	такие случаи	2	1
532	требуют от	1	1
533	же самое	1	1
534	должны быть	1	1
535	другими формами	1	1
536	в наши	1	1
537	особый смысл	1	1
538	ли в	1	1
539	например на	1	1
540	в самых	2	1
541	в особую	1	1
542	поставить вопрос	2	1
543	наши дни	1	1
544	то ни	3	1
545	приходит к	1	1
546	это будет	1	1
547	без всякого	2	1
548	здесь также	1	1
549	можно показать	2	1
550	а здесь	1	1
551	в собственном	3	1
552	можно сомневаться	1	1
553	можно установить	1	1
554	останавливаясь на	1	1
555	если о	1	1
556	ряду с	1	1
557	приводит к	2	1
558	может дать	1	1
559	слова а	1	1
560	речи т	1	1
561	о тех	1	1
562	что каждый	1	1
563	с известными	1	1
564	и каждый	1	1
565	с этого	2	1
566	имеется в	3	1
567	статей и	1	1
568	о котором	1	1
569	остановимся на	1	1
570	этот может	1	1
571	как указано	1	1
572	означает что	2	1
573	но здесь	1	1
574	связанное с	1	1
575	разница между	1	1
576	для одной	1	1
577	тому или	1	1
578	изучение которое	1	1
579	все содержание	1	1
580	что существуют	1	1
581	и просто	1	1
582	с того	3	1
583	случаев когда	1	1
584	может не	1	1
585	пр на	1	1
586	д но	4	1
587	что указанная	1	1
588	своей известной	1	1
589	к нему	3	1
590	но он	1	1
591	же формы	1	1
592	для самых	1	1
593	тем как	1	1
594	во втором	3	1
595	и хорошо	1	1
596	уже только	1	1
597	вслед за	5	1
598	если за	2	1
599	целого а	1	1
600	что бы	1	1
601	такие формы	1	1
602	в него	1	1
603	что здесь	1	1
604	быть и	2	1
605	но так	1	1
606	можно отметить	2	1
607	вещи которые	1	1
608	но с	1	1
609	а если	4	1
610	к различным	2	1
611	идет по	2	1
612	мы видим	13	1
613	одной из	1	1
614	с ними	1	1
615	как такой	1	1
616	мы увидим	8	1
617	что даже	1	1
618	в себе	1	1
619	что различные	1	1
620	таких моментов	1	1
621	коем случае	1	1
622	двух точек	1	1
623	который в	2	1
624	с какой	1	1
625	и др	10	1
626	точно и	1	1
627	не можем	1	1
628	средство в	1	1
629	влияет на	1	1
630	тех или	1	1
631	в виде	2	1
632	в начале	3	1
633	раньше чем	3	1
634	здесь же	3	1
635	этой новой	1	1
636	при помощи	9	1
637	его имени	1	1
638	постановка вопроса	1	1
639	за ним	1	1
640	другой будет	1	1
641	перевести на	1	1
642	характерно что	1	1
643	для него	1	1
644	и их	2	1
645	с различными	1	1
646	очевидно также	1	1
647	и со	1	1
648	никто не	3	1
649	то время	3	1
650	образом что	1	1
651	материала по	1	1
652	задачи в	4	1
653	само собой	1	1
654	не противоречит	1	1
655	из приведенных	2	1
656	же просто	1	1
657	со стороны	3	1
658	мы скажем	1	1
659	одна форма	2	1
660	сюда же	3	1
661	представляет собою	6	1
662	труд и	1	1
663	обычно совершенно	1	1
664	такое же	1	1
665	и несколько	1	1
666	могут иметь	1	1
667	две формы	1	1
668	на русском	1	1
669	противном случае	1	1
670	задачи а	1	1
671	а на	3	1
672	материал в	1	1
673	легко и	1	1
674	а по	3	1
675	совершенно одинаково	1	1
676	на эту	1	1
677	могут служить	1	1
678	пр и	2	1
679	наличности в	1	1
680	если не	1	1
681	так называемых	2	1
682	или наоборот	1	1
683	результате и	1	1
684	входить в	2	1
685	считать не	1	1
686	такими словами	1	1
687	является его	1	1
688	до этого	1	1
689	которых каждый	1	1
690	средство может	1	1
691	в иных	4	1
692	образом верно	1	1
693	дана в	1	1
694	так мы	1	1
695	из которых	3	1
696	мы опять	1	1
697	наряду с	5	1
698	ведет к	1	1
699	лежат в	1	1
700	помощью этого	1	1
701	думается что	1	1
702	пока нет	2	1
703	таких условиях	1	1
704	в первой	1	1
705	форма в	3	1
706	для известной	1	1
707	указанием на	1	1
708	дело идет	1	1
709	совершенно очевидно	1	1
710	предметы и	1	1
711	с этими	1	1
712	с большой	1	1
713	это явление	4	1
714	могут рассматриваться	1	1
715	она должна	1	1
716	д и	1	1
717	форма является	1	1
718	формы с	1	1
719	и для	2	1
720	случаях когда	2	1
721	тем и	2	1
722	для этой	3	1
723	который обычно	1	1
724	которые хотя	1	1
725	это можно	1	1
726	рядом существенных	1	1
727	литературных жанров	1	1
728	совершенно иное	1	1
729	и вызывает	3	1
730	не представляет	1	1
731	е о	1	1
732	от него	1	1
733	собственно говоря	1	1
734	лишь как	1	1
735	или нет	2	1
736	у которого	1	1
737	может ли	1	1
738	пришлось бы	1	1
739	идет об	1	1
740	же в	2	1
741	и другие	6	1
742	но вот	2	1
743	за этим	1	1
744	несмотря на	4	1
745	между ними	1	1
746	работы и	1	1
747	со мной	1	1
748	состоит из	1	1
749	рассчитанное на	1	1
750	а ведь	1	1
751	имеет ничего	1	1
752	же относится	1	1
753	по одному	1	1
754	и наши	1	1
755	что необходимо	1	1
756	в последнем	2	1
757	что под	1	1
758	есть и	4	1
759	на своем	1	1
760	утверждать что	3	1
761	к этому	3	1
762	заметить что	8	1
763	к этой	1	1
764	о которых	1	1
