N	2gram	Vygotskiy__2	Vvedenie
112	другой стороны	2	5
113	в какой	2	5
114	вместе с	2	5
115	и то	3	4
116	как это	4	4
117	в первом	1	4
118	той же	8	4
119	в и	1	4
120	смотреть на	1	4
121	мы имеем	4	4
122	что иное	1	4
123	не просто	1	4
124	независимо от	1	4
125	уже не	1	4
126	в себе	2	4
127	но ведь	1	4
128	этот процесс	1	4
129	и заключается	3	4
130	должен был	2	4
131	в своей	3	4
132	в котором	1	4
133	по сравнению	2	4
134	по крайней	1	4
135	не имеет	4	4
136	в разных	1	4
137	только с	1	4
138	в каждом	2	4
139	это только	3	4
140	на вопрос	2	4
141	и т.д	1	4
142	времени и	1	4
143	и что	22	4
144	крайней мере	1	4
145	как она	4	4
146	еще не	2	4
147	что он	13	4
148	и ее	3	4
149	с одной	1	4
150	этого понятия	1	4
151	в виде	1	4
152	всяком случае	2	4
153	само по	3	4
154	как раз	5	4
155	этом отношении	5	4
156	в особенности	2	4
157	одной стороны	1	4
158	видит в	3	4
159	сравнению с	2	4
160	с этой	4	4
161	этом случае	1	4
162	и для	4	4
163	относящихся к	1	4
164	только что	1	4
165	а в	4	4
166	конфликт между	1	4
167	взгляда на	1	4
168	не что	1	4
169	во всяком	2	4
170	в основании	1	3
171	как история	2	3
172	всего того	1	3
173	что уже	1	3
174	в сущности	7	3
175	так чтобы	1	3
176	не вполне	2	3
177	то это	3	3
178	в виду	3	3
179	и на	5	3
180	он сам	1	3
181	в чем	4	3
182	ответ на	2	3
183	однако не	2	3
184	с понятием	1	3
185	и к	3	3
186	разбираться в	1	3
187	бы и	3	3
188	что это	8	3
189	все эти	7	3
190	в этой	6	3
191	что она	16	3
192	как оно	1	3
193	при этом	13	3
194	если бы	6	3
195	не как	3	3
196	вообще не	1	3
197	свое время	1	3
198	на этом	3	3
199	на нее	1	3
200	заключается в	12	3
201	в свое	2	3
202	и уже	1	3
203	мы видели	1	3
204	чем в	1	3
205	духовной жизни	1	3
206	в этих	2	3
207	понятно что	2	3
208	и вот	3	3
209	есть еще	1	3
210	однако в	1	3
211	этой области	2	3
212	тогда когда	3	3
213	дело в	1	3
214	дело не	1	3
215	связи с	1	3
216	как будто	7	3
217	в области	1	3
218	в каком	3	3
219	но все	1	3
220	должен быть	1	3
221	в ней	5	3
222	в собственном	1	3
223	на том	2	3
224	и вообще	2	3
225	можно сказать	1	3
226	в конечном	3	3
227	что с	3	3
228	к нему	2	3
229	что даже	1	3
230	может оказаться	2	3
231	история и	1	3
232	при помощи	10	3
233	и других	3	3
234	из них	4	3
235	в одном	2	3
236	в конце	3	3
237	что и	17	3
238	отношение к	2	3
239	может служить	3	3
240	но что	2	3
241	свое выражение	1	3
242	в очень	2	3
243	а потому	2	3
244	до конца	3	3
245	говорит о	2	3
246	на основании	1	3
247	зависит от	2	3
248	так называемой	1	3
249	так же	18	3
250	такого рода	1	3
251	что же	3	3
252	материал для	4	3
253	к тому	7	3
254	том виде	3	3
255	в результате	1	3
256	относящиеся к	1	3
257	к этому	1	3
258	в частности	3	3
259	это однако	1	2
260	же как	4	2
261	искусство и	1	2
262	наших дней	1	2
263	и до	4	2
264	из его	1	2
265	что мы	1	2
266	есть не	4	2
267	мы не	3	2
268	что если	6	2
269	имеет свою	1	2
270	которого мы	3	2
271	на тему	1	2
272	в основу	1	2
273	и со	1	2
274	которое в	1	2
275	того же	2	2
276	в каждой	1	2
277	литературы и	1	2
278	понятия в	1	2
279	время в	1	2
280	значение и	2	2
281	себе и	2	2
282	чем же	1	2
283	но пока	1	2
284	сам же	1	2
285	его к	1	2
286	бы с	2	2
287	от действительности	1	2
288	и те	4	2
289	что каждая	2	2
290	не следует	1	2
291	и совершенно	3	2
292	в принципе	1	2
293	не к	3	2
294	в силу	1	2
295	одной и	4	2
296	подобно тому	2	2
297	проблемы и	1	2
298	и наоборот	2	2
299	же касается	1	2
300	в другом	1	2
301	и с	4	2
302	в соответствии	1	2
303	и представить	1	2
304	во внимание	2	2
305	несмотря на	4	2
306	должно быть	1	2
307	и тогда	1	2
308	об особом	1	2
309	из того	2	2
310	и при	2	2
311	и сейчас	3	2
312	с точки	10	2
313	состоит в	3	2
314	не столько	1	2
315	стоит в	1	2
316	и той	4	2
317	так называемое	1	2
318	не могли	3	2
319	том же	2	2
320	тому что	4	2
321	произведения и	1	2
322	что чем	2	2
323	в отношении	3	2
324	нашего времени	1	2
325	с теми	1	2
326	на котором	1	2
327	того как	4	2
328	одна из	1	2
329	без остатка	1	2
330	о них	1	2
331	никогда не	9	2
332	казалось бы	2	2
333	ничего не	4	2
334	не до	2	2
335	от того	4	2
336	деятельности и	1	2
337	когда мы	2	2
338	есть только	5	2
339	лежит в	1	2
340	как только	2	2
341	если же	4	2
342	служить источником	1	2
343	значение в	2	2
344	и сам	4	2
345	из двух	1	2
346	так и	3	2
347	принять во	1	2
348	не с	1	2
349	две части	2	2
350	для этого	3	2
351	же самое	6	2
352	смысле и	1	2
353	в известных	1	2
354	и здесь	2	2
355	искусства и	9	2
356	и должно	1	2
357	исследования и	1	2
358	к действительности	2	2
359	связь между	1	2
360	во всех	3	2
361	ее от	1	2
362	этому поводу	1	2
363	в языке	4	2
364	своему значению	1	2
365	говорит он	4	2
366	вообще и	1	2
367	тем более	2	2
368	все время	6	2
369	если это	1	2
370	философии и	2	2
371	языка на	1	2
372	и так	3	2
373	для нее	2	2
374	по этому	1	2
375	именно на	2	2
376	до наших	1	2
377	по самой	1	2
378	что следовательно	1	2
379	к какому	2	2
380	своей целью	1	2
381	каждый из	2	2
382	только на	5	2
383	от других	1	2
384	мы можем	3	2
385	могло бы	2	2
386	само собой	3	2
387	в соответствующих	1	2
388	не было	2	2
389	есть лишь	1	2
390	бы ее	1	2
391	должна была	1	2
392	в связи	1	2
393	с помощью	1	2
394	все более	2	2
395	с конца	1	2
396	мы говорим	1	2
397	из которых	2	2
398	с этим	4	2
399	этого слова	1	2
400	тому как	3	2
401	это есть	1	2
402	того не	2	2
403	по существу	3	2
404	с изучением	1	2
405	критики и	1	2
406	еще раз	1	2
407	но это	2	2
408	в более	1	2
409	не существует	2	2
410	между ними	1	2
411	обе эти	1	2
412	это может	2	2
413	у них	2	2
414	бы в	1	2
415	конце концов	3	2
416	мы должны	3	2
417	ни к	1	2
418	будто бы	1	2
419	хотя в	1	2
420	нам не	1	2
421	не похожи	1	2
422	он и	1	2
423	жизни и	4	2
424	точно так	3	2
425	и другие	1	2
426	это в	2	2
427	например в	3	1
428	не остается	2	1
429	сам по	4	1
430	на самом	5	1
431	только потому	2	1
432	это и	1	1
433	на деле	8	1
434	но действительность	1	1
435	проявляются в	1	1
436	на две	1	1
437	речь идет	1	1
438	объясняется и	2	1
439	в зависимости	1	1
440	отношения к	1	1
441	чрезвычайно важное	1	1
442	и за	1	1
443	можем только	1	1
444	то для	1	1
445	что всякий	1	1
446	и оформляется	1	1
447	нуждаются в	1	1
448	и ничего	1	1
449	та же	3	1
450	таком случае	1	1
451	и новые	1	1
452	исследования в	1	1
453	есть нечто	2	1
454	искусства однако	2	1
455	и народов	1	1
456	для нашей	1	1
457	похожи на	1	1
458	разобраться в	1	1
459	и говорить	2	1
460	большей частью	1	1
461	которые он	1	1
462	в а	1	1
463	в уста	1	1
464	заключенное в	1	1
465	его словам	1	1
466	что его	5	1
467	которое он	3	1
468	человечества в	1	1
469	действительно все	1	1
470	смотрят на	1	1
471	эти вещи	1	1
472	сущности очень	1	1
473	признаки и	1	1
474	как если	1	1
475	самих себя	1	1
476	известное сходство	1	1
477	в область	1	1
478	но как	3	1
479	только тогда	1	1
480	искусство в	2	1
481	очевидно что	2	1
482	а и	1	1
483	как в	9	1
484	отличие от	2	1
485	или иное	1	1
486	легче и	1	1
487	что они	7	1
488	связи и	1	1
489	писателя не	1	1
490	общего с	1	1
491	как к	3	1
492	кроме того	1	1
493	разного рода	1	1
494	говорит что	7	1
495	что по	2	1
496	д мы	1	1
497	с двумя	2	1
498	показывает что	3	1
499	до тех	1	1
500	более или	1	1
501	себе не	1	1
502	у разных	1	1
503	психологии и	2	1
504	то в	1	1
505	впечатление что	2	1
506	из самых	2	1
507	не приходится	1	1
508	в которой	2	1
509	бы сказать	1	1
510	он в	3	1
511	у каждого	1	1
512	и исследования	1	1
513	то обстоятельство	1	1
514	остановиться на	1	1
515	и тот	2	1
516	от простого	1	1
517	уже издавна	1	1
518	только один	1	1
519	говорят о	1	1
520	имеем в	2	1
521	тому же	1	1
522	на то	11	1
523	если он	1	1
524	ответом на	3	1
525	не могла	1	1
526	вследствие этого	1	1
527	на его	2	1
528	случае все	1	1
529	слова а	1	1
530	у древних	1	1
531	не значит	2	1
532	материал мы	1	1
533	требует объяснения	1	1
534	он должен	1	1
535	кто из	1	1
536	именно из	1	1
537	есть один	1	1
538	его от	2	1
539	заключает в	2	1
540	одно и	1	1
541	это конечно	1	1
542	должно служить	1	1
543	подход к	2	1
544	то ни	2	1
545	мы его	1	1
546	он обладал	1	1
547	факт что	1	1
548	что все	9	1
549	пока мы	2	1
550	различие между	1	1
551	говорил что	1	1
552	разница между	1	1
553	материала и	2	1
554	того или	3	1
555	но совершенно	3	1
556	и критики	1	1
557	искусства в	5	1
558	нечего и	1	1
559	прямо заявляет	1	1
560	творческой фантазии	1	1
561	то все	2	1
562	что стоит	1	1
563	круг своего	1	1
564	стоит на	1	1
565	к области	3	1
566	его и	1	1
567	нашего исследования	1	1
568	противоположный тому	1	1
569	существует то	1	1
570	иначе говоря	4	1
571	и того	1	1
572	к помощи	2	1
573	народов с	1	1
574	одного и	2	1
575	или менее	1	1
576	в эту	1	1
577	как некоторое	1	1
578	бы на	1	1
579	что между	1	1
580	что такая	1	1
581	никак не	4	1
582	прямо к	2	1
583	взгляд на	1	1
584	и без	2	1
585	из которой	1	1
586	как произведение	1	1
587	совершенно понятно	1	1
588	из анализа	2	1
589	представление о	3	1
590	вещи и	1	1
591	в отличие	1	1
592	как музыка	1	1
593	от его	1	1
594	должны были	1	1
595	и другого	3	1
596	искусства а	2	1
597	свои собственные	1	1
598	иначе как	1	1
599	но он	3	1
600	в россии	1	1
601	зависимости от	1	1
602	что было	1	1
603	даже к	1	1
604	и эти	2	1
605	надо сказать	2	1
606	искусства по	1	1
607	вещей и	2	1
608	что этот	2	1
609	того кто	1	1
610	любовь к	1	1
611	этом и	1	1
612	в историческом	1	1
613	же мы	3	1
614	и очень	1	1
615	нет никакого	1	1
616	свою цель	1	1
617	как будет	1	1
618	как может	1	1
619	других отношений	1	1
620	в таких	1	1
621	образом вся	1	1
622	самого начала	1	1
623	что наука	1	1
624	при изложении	1	1
625	к этим	1	1
626	не по	1	1
627	начинает с	2	1
628	и искусство	1	1
629	деле но	1	1
630	было у	1	1
631	о таких	1	1
632	случае не	1	1
633	в самых	2	1
634	и восприятия	1	1
635	из их	2	1
636	в достаточной	1	1
637	о методах	1	1
638	далеком прошлом	1	1
639	а для	1	1
640	и всегда	2	1
641	почему в	1	1
642	сам для	1	1
643	на язык	1	1
644	что ни	1	1
645	увидеть что	2	1
646	это то	2	1
647	в самой	2	1
648	имеем дело	1	1
649	этих двух	2	1
650	тогда она	1	1
651	таким путем	4	1
652	показывает как	1	1
653	связь и	1	1
654	и является	1	1
655	во всем	3	1
656	бы нас	1	1
657	убедиться в	1	1
658	чтобы этот	1	1
659	редко не	1	1
660	метода и	1	1
661	о чем-то	1	1
662	что на	4	1
663	ли это	2	1
664	не потому	2	1
665	в действительности	4	1
666	такие же	2	1
667	обстоятельство что	1	1
668	если его	1	1
669	прямо говорит	2	1
670	встречается в	1	1
671	уже непосредственно	1	1
672	из самого	2	1
673	и другой	3	1
674	отличается от	2	1
675	история того	1	1
676	должны быть	3	1
677	виде как	2	1
678	в технике	1	1
679	оно не	2	1
680	что при	9	1
681	как некая	1	1
682	утверждать что	4	1
683	из чего	1	1
684	для себя	1	1
685	когда под	1	1
686	и которая	2	1
687	приходит к	3	1
688	из всего	1	1
689	именно эту	1	1
690	нас от	1	1
691	основываясь на	1	1
692	и о	1	1
693	как не	2	1
694	свою очередь	2	1
695	и многие	2	1
696	только при	1	1
697	совершенно ясно	7	1
698	для читателя	1	1
699	на чрезвычайно	1	1
700	теории как	1	1
701	то или	2	1
702	коренным образом	1	1
703	только то	1	1
704	имеют дело	2	1
705	с самого	1	1
706	культуры и	1	1
707	что именно	3	1
708	и различного	1	1
709	ли есть	1	1
710	как с	1	1
711	то как	3	1
712	что у	5	1
713	и которые	2	1
714	еще в	1	1
715	том как	2	1
716	по тому	1	1
717	жизнь и	3	1
718	в общих	1	1
719	другой не	1	1
720	же автора	1	1
721	образом в	3	1
722	природы таким	1	1
723	о ней	4	1
724	из основных	1	1
725	именно потому	2	1
726	остается ничего	2	1
727	мы убеждаемся	1	1
728	вникнуть в	1	1
729	и та	1	1
730	они принадлежат	1	1
731	и из	6	1
732	не соглашаться	1	1
733	и объяснить	3	1
734	бы то	2	1
735	после того	2	1
736	пор пока	1	1
737	слов с	1	1
738	это было	3	1
739	все в	1	1
740	некотором развитии	1	1
741	различие в	1	1
742	когда оно	1	1
743	автор как	1	1
744	и содержания	1	1
745	сомнения в	1	1
746	которую в	1	1
747	политических или	1	1
748	для употребления	1	1
749	в свете	2	1
750	поэтому его	1	1
751	объектов и	1	1
752	этой целью	1	1
753	значит что	3	1
754	тех пор	1	1
755	понимать не	1	1
756	на которой	1	1
757	в новой	2	1
758	элементы художественной	1	1
759	мы видим	4	1
760	явления в	1	1
761	могло быть	1	1
762	и чувства	1	1
763	которое находит	1	1
764	или же	3	1
765	сам собой	2	1
766	не то	1	1
767	на всем	1	1
768	и у	2	1
769	вопроса о	1	1
770	же заключаются	1	1
771	соглашаться с	1	1
772	не знать	1	1
773	каким образом	3	1
774	и скорее	1	1
775	вопросов а	1	1
776	у того	2	1
777	на самую	2	1
778	за ним	1	1
779	и свойства	1	1
780	обратиться к	1	1
781	который как	1	1
782	для него	1	1
783	и художественно	1	1
784	ведь это	1	1
785	слова в	2	1
786	содержания и	2	1
787	мы находим	2	1
788	гораздо большей	1	1
789	можно с	1	1
790	ее не	1	1
791	к ним	2	1
792	и никогда	2	1
793	чтобы не	1	1
794	чтобы лучше	1	1
795	бы обойтись	1	1
796	были бы	3	1
797	нужно было	1	1
798	однако что	1	1
799	вообще с	1	1
800	заключенная в	1	1
801	к которому	2	1
802	с той	4	1
803	и прежде	1	1
804	фантазии и	1	1
805	а с	2	1
806	факта что	1	1
807	при чем	2	1
808	и затем	1	1
809	мы скорее	1	1
810	связано с	1	1
811	не на	2	1
812	нужно сказать	1	1
813	что таким	1	1
814	чтобы убедиться	1	1
815	могли служить	1	1
816	он только	1	1
817	которые не	3	1
818	и составляет	1	1
819	тот факт	1	1
820	момент своего	1	1
821	в руках	2	1
822	имеет своей	2	1
823	чем на	1	1
824	о принципах	1	1
825	его собственной	1	1
826	на эту	1	1
827	лица которые	1	1
828	именно так	1	1
829	всегда и	1	1
830	жизнь в	1	1
831	его характер	1	1
832	мы знаем	7	1
833	как именно	1	1
834	изменениями и	1	1
835	и об	1	1
836	все то	1	1
837	а есть	1	1
838	известную долю	2	1
839	раз наоборот	1	1
840	и самые	1	1
841	например когда	2	1
842	к своему	2	1
843	общая идея	1	1
844	в практике	2	1
845	наряду с	4	1
846	в европейской	1	1
847	а между	1	1
848	чем к	2	1
849	в тех	1	1
850	изучения а	1	1
851	языке и	1	1
852	в первой	1	1
853	это значит	3	1
854	чтобы сделать	1	1
855	не умели	1	1
856	том смысле	1	1
857	похож на	1	1
858	быть не	1	1
859	все зависит	1	1
860	что из	1	1
861	наоборот иначе	1	1
862	и была	1	1
863	как предмет	1	1
864	этого метода	1	1
865	самое существенное	1	1
866	искусством и	1	1
867	самое и	1	1
868	нужно принять	1	1
869	и часто	2	1
870	и более	4	1
871	искусства как	2	1
872	от той	1	1
873	и от	2	1
874	она может	1	1
875	по поводу	1	1
876	это можно	2	1
877	что оно	2	1
878	он по	1	1
879	различие которое	1	1
880	того с	1	1
881	а к	2	1
882	для нас	2	1
883	всего что	1	1
884	и все	4	1
885	из себя	2	1
886	было на	1	1
887	еще более	3	1
888	в круг	1	1
889	к определениям	1	1
890	ни было	1	1
891	не дает	1	1
892	изложении в	1	1
893	отношении к	3	1
894	страсть к	1	1
895	имеет целью	1	1
896	может и	1	1
897	в свою	3	1
898	цель и	1	1
899	смысл русской	1	1
900	работы и	1	1
901	от своего	1	1
902	понимать как	1	1
903	состоит из	2	1
904	совершенно не	4	1
905	встречается с	1	1
906	или иного	2	1
907	исторические исследования	1	1
908	первом случае	1	1
909	только о	1	1
910	самое что	2	1
911	вся история	1	1
912	и фактов	2	1
913	но еще	1	1
914	в своих	9	1
915	очень редко	1	1
916	и эта	1	1
917	это понятие	1	1
918	ничего иного	1	1
919	в таком	2	1
920	все что	2	1
921	этой точки	2	1
922	они не	1	1
923	которая не	2	1
