N	2gram	Potebnia_M_2	Hudozhes
251	не от	5	1
252	на них	1	1
253	между собой	1	1
254	на их	1	1
255	столь же	5	1
256	бы то	1	1
257	что его	3	1
258	связи между	1	1
259	тем как	2	1
260	а тем	1	1
261	одном и	1	1
262	для других	1	1
263	с собою	1	1
264	себе и	1	1
265	быть так	1	1
266	себе отчет	1	1
267	друг от	1	1
268	обнаруживается при	1	1
269	что они	5	1
270	в истории	1	1
271	мере в	1	1
272	от друга	1	1
273	если на	2	1
274	что касается	1	1
275	перед нами	1	1
276	что по	1	1
277	тем же	3	1
278	и свою	1	1
279	от этого	1	1
280	при чтении	2	1
281	могли бы	2	1
282	только то	1	1
283	к чему	1	1
284	и способность	1	1
285	бы и	1	1
286	что это	3	1
287	из этих	4	1
288	одном случае	1	1
289	этом что	1	1
290	в известном	1	1
291	всего к	1	1
292	нас на	2	1
293	само оно	1	1
294	имеем в	1	1
295	во многих	3	1
296	ее как	1	1
297	и музыкального	1	1
298	на то	5	1
299	что одна	1	1
300	что она	3	1
301	том в	1	1
302	время и	2	1
303	все это	2	1
304	при виде	3	1
305	первой части	1	1
306	свою собственную	1	1
307	к одному	1	1
308	отношений между	3	1
309	языку по	1	1
310	на земле	1	1
311	чтобы в	1	1
312	впечатление в	2	1
313	подобно тому	4	1
314	заключает в	4	1
315	форма в	1	1
316	но самое	1	1
317	многих других	1	1
318	то ни	1	1
319	что все	2	1
320	тем в	1	1
321	том случае	1	1
322	чем состоит	2	1
323	бы быть	3	1
324	сознание не	1	1
325	не с	3	1
326	теми которые	1	1
327	а как	1	1
328	это было	2	1
329	отчет в	1	1
330	было бы	13	1
331	но их	1	1
332	и дает	1	1
333	зрения и	7	1
334	например с	2	1
335	менее определенным	1	1
336	делает его	1	1
337	в жизни	2	1
338	рядом с	3	1
339	его сознании	1	1
340	в чистом	1	1
341	но само	1	1
342	я этого	1	1
343	от своего	1	1
344	или точнее	1	1
345	в такой	1	1
346	и без	1	1
347	в котором	4	1
348	в единстве	1	1
349	которое должно	1	1
350	все и	1	1
351	на каждом	1	1
352	как совокупность	2	1
353	в условиях	1	1
354	оно стало	1	1
355	всякий раз	1	1
356	быть названо	2	1
357	значение для	1	1
358	но во	3	1
359	друг другу	1	1
360	по крайней	5	1
361	более сложные	1	1
362	из виду	1	1
363	и наоборот	5	1
364	не должно	2	1
365	том же	1	1
366	между несколькими	1	1
367	случае мы	1	1
368	то с	1	1
369	между людьми	1	1
370	таких случаях	1	1
371	в таких	1	1
372	с которой	1	1
373	виду что	1	1
374	но для	1	1
375	она могла	1	1
376	не имеет	6	1
377	на котором	1	1
378	что такое	2	1
379	к этим	1	1
380	средствами искусства	1	1
381	но только	2	1
382	полнота и	1	1
383	он мог	1	1
384	каждый из	1	1
385	нельзя не	1	1
386	не всякий	1	1
387	в самой	3	1
388	обратим внимание	1	1
389	не говорит	1	1
390	связи с	6	1
391	своей цели	1	1
392	из того	1	1
393	действительно существует	1	1
394	входят в	3	1
395	зрение и	1	1
396	бы несколько	2	1
397	в каком	3	1
398	однако это	1	1
399	и здесь	2	1
400	все то	1	1
401	когда мы	2	1
402	взятое в	1	1
403	во внешних	1	1
404	сравнении с	2	1
405	его за	1	1
406	как следствие	1	1
407	в каждом	2	1
408	на это	1	1
409	и своя	1	1
410	восприятия но	1	1
411	должен быть	1	1
412	не ограничивается	1	1
413	из всего	1	1
414	как мы	1	1
415	точно так	9	1
416	существенное значение	1	1
417	есть чувство	1	1
418	к общему	4	1
419	ни одно	1	1
420	только при	1	1
421	языка и	3	1
422	в собственном	2	1
423	мысль о	7	1
424	в особенности	1	1
425	но мы	3	1
426	то время	4	1
427	вопрос что	1	1
428	как с	1	1
429	и совершенно	1	1
430	как содержание	2	1
431	на нее	1	1
432	те же	3	1
433	здесь как	1	1
434	это событие	2	1
435	чем выше	1	1
436	остановимся на	2	1
437	к языку	4	1
438	следует признать	1	1
439	и поэтому	2	1
440	внимание на	2	1
441	после того	2	1
442	для говорящего	2	1
443	содержание к	1	1
444	всегда может	1	1
445	как внутреннее	1	1
446	состоит не	2	1
447	общего чувства	9	1
448	от одного	3	1
449	крайней мере	5	1
450	в другой	1	1
451	вслед за	3	1
452	иначе в	1	1
453	глядя на	1	1
454	может иметь	1	1
455	языка мы	2	1
456	эти последние	2	1
457	посредством этого	1	1
458	в формах	2	1
459	один из	2	1
460	но с	1	1
461	мы видим	2	1
462	тот же	5	1
463	дело с	1	1
464	над собою	2	1
465	в какой	2	1
466	ее смысл	1	1
467	такое же	2	1
468	или же	7	1
469	между этими	1	1
470	бы ни	5	1
471	со всеми	1	1
472	отдельных лиц	2	1
473	с которыми	2	1
474	собою как	1	1
475	так что	10	1
476	от одной	1	1
477	же и	1	1
478	же оно	1	1
479	для всех	1	1
480	человеком который	1	1
481	времени когда	1	1
482	с нею	2	1
483	если мы	3	1
484	голубой цвет	1	1
485	других в	2	1
486	то и	9	1
487	смысл слова	1	1
488	не дает	2	1
489	из них	5	1
490	себе в	3	1
491	представить себе	1	1
492	до того	1	1
493	мы находим	2	1
494	по одним	1	1
495	не для	1	1
496	с этими	1	1
497	так как	10	1
498	и от	3	1
499	тому же	1	1
500	к ним	1	1
501	внутреннее и	1	1
502	его мысли	1	1
503	не было	6	1
504	разница в	1	1
505	или а	1	1
506	на ее	1	1
507	связаны с	1	1
508	одновременно не	1	1
509	по своим	1	1
510	предположить в	1	1
511	этот результат	1	1
512	напротив вполне	1	1
513	души и	4	1
514	и души	1	1
515	что не	5	1
516	и внешнее	1	1
517	что для	3	1
518	бы никакого	1	1
519	себе никаких	1	1
520	стремится к	1	1
521	зависит от	2	1
522	же точно	1	1
523	при воспоминании	2	1
524	когда же	1	1
525	что хотя	4	1
526	могут служить	1	1
527	не всегда	1	1
528	и том	1	1
529	что из	1	1
530	и слово	1	1
531	его как	1	1
532	в одно	8	1
533	то она	1	1
534	в связи	2	1
535	как ни	1	1
536	имея в	2	1
537	даже при	2	1
538	вместе с	11	1
539	в одной	1	1
540	например если	1	1
541	не могут	7	1
542	другу и	1	1
543	для обозначения	2	1
544	этого слова	6	1
545	тому как	4	1
546	узнает в	1	1
547	и вполне	1	1
548	чувства и	4	1
549	в состоянии	6	1
550	она названа	1	1
551	в малом	1	1
552	степени и	1	1
553	быть не	3	1
554	с этой	1	1
555	этом случае	1	1
556	каждом человеке	1	1
557	той мере	1	1
558	и самих	1	1
559	только для	5	1
560	между прочим	4	1
561	этом и	1	1
562	все же	5	1
563	от нас	1	1
564	в более	1	1
565	за его	1	1
566	как более	1	1
567	может служить	1	1
568	это правило	1	1
569	говорящего и	1	1
570	если не	4	1
571	видно из	2	1
572	о котором	2	1
573	с содержанием	1	1
574	себя только	1	1
575	звук в	2	1
576	для нас	31	1
577	от него	4	1
578	принимается за	1	1
579	бы в	2	1
580	не более	1	1
581	как явление	1	1
582	все они	1	1
583	предмета и	4	1
584	ни было	3	1
585	же в	5	1
586	но если	2	1
587	того времени	1	1
588	но всегда	1	1
589	не есть	6	1
590	себе никакого	1	1
591	к самому	1	1
592	здесь только	1	1
593	нами не	2	1
594	имеет в	1	1
595	может и	1	1
596	но всякий	1	1
597	две стороны	1	1
598	душе хотя	1	1
599	это на	1	1
600	не сами	1	1
601	восприятие которое	1	1
602	в сравнении	2	1
603	который в	1	1
604	одно слово	1	1
605	просто не	1	1
606	жизни и	1	1
607	его личным	1	1
608	ее в	1	1
609	случае если	1	1
610	в своих	1	1
611	нее как	1	1
612	по поводу	6	1
613	можно назвать	2	1
614	все что	3	1
615	этой точки	1	1
616	они не	4	1
617	которая не	1	1
