N	2gram	Losev_Vlad_2	Analitik
558	могли быть	1	1
559	отношении к	1	1
560	своей есть	1	1
561	с ней	2	1
562	отношением к	1	1
563	по одному	1	1
564	не что	1	1
565	из этого	5	1
566	в свое	1	1
567	ли он	2	1
568	ее в	1	1
569	это в	3	1
570	точно так	3	1
