N	2gram	Nazirov_Tv_2	StatiiOP
201	как и	6	2
202	несмотря на	1	2
203	в один	1	2
204	нас не	1	2
205	был склонен	1	2
206	в отличие	2	2
207	века и	1	2
208	что я	2	2
209	была не	1	2
210	не могли	2	2
211	что этот	2	2
212	где нет	2	2
213	в устах	2	2
214	даже в	1	2
215	суждения о	1	2
216	xviii века	2	2
217	что с	1	2
218	в то	10	2
219	не имеет	1	2
220	в процессе	2	2
221	это еще	1	2
222	не может	7	2
223	только с	2	2
224	в области	1	2
225	в духе	4	2
226	к печати	1	2
227	на это	1	2
228	и это	3	2
229	меня в	1	2
230	в ее	2	2
231	в классической	2	2
232	и сам	5	2
233	особенно в	2	2
234	из писем	1	2
235	во многом	2	2
236	еще в	1	2
237	он был	1	2
238	трагедии у	2	2
239	говорят что	1	2
240	другом месте	1	2
241	в которую	2	2
242	что и	1	2
243	художественного изображения	1	2
244	этот вопрос	3	2
245	только в	2	2
246	самозванца в	1	2
247	на всем	1	2
248	сами по	1	2
249	в конце	6	2
250	так как	3	2
251	может быть	8	2
252	в них	1	2
253	в роман	2	2
254	со стороны	1	2
255	о своей	1	2
256	ему не	1	2
257	и др	3	2
258	на этот	2	2
259	характеров и	2	2
260	если не	4	2
261	и вообще	2	2
262	связь с	2	2
263	эти слова	1	2
264	должна была	1	2
265	и потому	4	2
266	как это	1	2
267	это письмо	1	2
268	предисловии к	1	2
269	что за	1	2
270	такого рода	1	2
271	из этой	2	2
272	том смысле	1	2
273	с этой	3	2
274	это был	3	2
275	большая часть	1	2
276	в результате	1	2
277	а к	1	2
278	не должен	1	2
279	во время	1	2
280	сказать что	1	2
281	совершенно не	1	2
282	с трагедией	1	2
283	и другие	1	2
284	уже после	2	2
285	года после	1	1
286	а между	1	1
287	ту же	1	1
288	склонен к	1	1
289	с кем	1	1
290	нравов и	1	1
291	совершенно новый	1	1
292	трагедии и	1	1
293	этих принципов	1	1
294	это и	1	1
295	в первом	1	1
296	по преимуществу	2	1
297	и до	1	1
298	в какой-то	1	1
299	высшей степени	1	1
300	действительности и	1	1
301	века в	1	1
302	той же	1	1
303	из всех	1	1
304	смотреть на	1	1
305	и значение	1	1
306	бы уже	1	1
307	с с	1	1
308	мы не	4	1
309	большую роль	1	1
310	говорить о	2	1
311	эстетики и	1	1
312	не вполне	1	1
313	событий и	1	1
314	указал что	1	1
315	в ф	1	1
316	литературы и	1	1
317	еще не	5	1
318	он сам	3	1
319	в чем	4	1
320	действительно все	1	1
321	в создании	1	1
322	суда над	1	1
323	на другой	1	1
324	а тем	1	1
325	о смерти	1	1
326	но как	1	1
327	жизни своей	1	1
328	собственный путь	1	1
329	ответ на	1	1
330	по отношению	3	1
331	мог знать	1	1
332	в комедии	1	1
333	отношение к	1	1
334	тут же	2	1
335	не просто	1	1
336	тесно связан	1	1
337	в черновой	3	1
338	о необходимости	1	1
339	чем же	1	1
340	этот прием	1	1
341	сцены и	1	1
342	во дворце	1	1
343	в творчестве	5	1
344	по внешним	1	1
345	когда он	4	1
346	говорит что	1	1
347	сказал бы	1	1
348	из письма	1	1
349	новую жизнь	1	1
350	за собой	4	1
351	для которого	2	1
352	в литературном	2	1
353	видеть что	1	1
354	не имею	1	1
355	представляет собой	1	1
356	из этих	1	1
357	сил в	1	1
358	выше было	1	1
359	с их	1	1
360	особое место	2	1
361	и если	2	1
362	к выводу	1	1
363	что она	4	1
364	идей и	2	1
365	от которого	1	1
366	еще раньше	1	1
367	которой не	1	1
368	трагедия его	1	1
369	и еще	2	1
370	в первую	1	1
371	эта последняя	1	1
372	в принципе	4	1
373	к одному	1	1
374	них нет	1	1
375	этого вопроса	1	1
376	народ не	1	1
377	н м	4	1
378	суд народа	2	1
379	для русского	1	1
380	например как	1	1
381	поправку в	1	1
382	значение в	1	1
383	об этой	1	1
384	говорил что	2	1
385	а по	1	1
386	традиции и	3	1
387	заключается в	1	1
388	первую очередь	1	1
389	с другими	2	1
390	евгения онегина	3	1
391	известно что	2	1
392	роль в	2	1
393	не выше	1	1
394	и рядом	1	1
395	основания для	1	1
396	для них	1	1
397	но уже	3	1
398	нет в	1	1
399	это положение	1	1
400	зная о	1	1
401	в высшей	1	1
402	к которым	1	1
403	в действии	1	1
404	был напечатан	1	1
405	мы видели	1	1
406	с такой	1	1
407	в развитии	1	1
408	м т	2	1
409	такой же	2	1
410	над его	1	1
411	но если	2	1
412	во второй	1	1
413	от своего	1	1
414	и их	1	1
415	общества и	1	1
416	это делает	1	1
417	место в	3	1
418	представление о	7	1
419	i с	1	1
420	в черновиках	4	1
421	трагедии он	1	1
422	говорил о	1	1
423	вплоть до	1	1
424	сам же	1	1
425	однако сам	1	1
426	права на	2	1
427	такую же	1	1
428	в прямом	1	1
429	и эти	1	1
430	как видим	1	1
431	нас к	1	1
432	время был	1	1
433	в соборе	1	1
434	в таких	1	1
435	она не	1	1
436	виду что	1	1
437	хотелось бы	1	1
438	одна из	3	1
439	первая часть	4	1
440	на него	2	1
441	в основе	2	1
442	возвращении в	1	1
443	года он	3	1
444	героев и	1	1
445	но только	1	1
446	чем не	1	1
447	он с	1	1
448	л и	1	1
449	не полностью	1	1
450	и без	2	1
451	с большой	1	1
452	же время	7	1
453	и лишь	2	1
454	в виноградов	1	1
455	к ней	1	1
456	как она	1	1
457	он пытался	1	1
458	эти подробности	1	1
459	не похож	1	1
460	как будто	1	1
461	ему это	1	1
462	отличительной чертой	1	1
463	и далее	2	1
464	свое собственное	1	1
465	ни о	1	1
466	по нашему	4	1
467	в момент	1	1
468	в городе	1	1
469	нет ни	1	1
470	не могут	1	1
471	в среде	1	1
472	и вполне	1	1
473	похож на	1	1
474	которого я	1	1
475	он имел	1	1
476	заметил что	1	1
477	отличается от	1	1
478	всего что	1	1
479	в поле	1	1
480	полным правом	2	1
481	отказаться от	2	1
482	лет с	1	1
483	как мы	1	1
484	что все	1	1
485	четыре раза	1	1
486	свою очередь	1	1
487	в в	1	1
488	х годов	3	1
489	характер и	1	1
490	сей день	1	1
491	мысль о	1	1
492	то время	1	1
493	в пределах	1	1
494	так в	2	1
495	екатерины и	1	1
496	о тех	1	1
497	с собой	1	1
498	можно было	1	1
499	не так	2	1
500	не с	1	1
501	каждого из	1	1
502	что также	1	1
503	фабулы с	1	1
504	она была	1	1
505	возможно что	1	1
506	поэтому в	1	1
507	и всякого	1	1
508	году писал	1	1
509	образом в	1	1
510	в построении	1	1
511	со всех	1	1
512	подобно как	1	1
513	с полным	2	1
514	именно потому	1	1
515	с х	1	1
516	определенную цель	1	1
517	столь же	1	1
518	весной года	1	1
519	одного из	1	1
520	критики в	1	1
521	и вследствие	1	1
522	центрального образа	1	1
523	русской критике	1	1
524	но нет	1	1
525	нуждается в	1	1
526	от этих	1	1
527	в середине	1	1
528	построении образов	1	1
529	вкусом и	1	1
530	какой-то мере	1	1
531	все время	2	1
532	в лице	4	1
533	не зная	1	1
534	дает никакого	1	1
535	ни к	2	1
536	белинский в	1	1
537	не случайно	2	1
538	один из	3	1
539	романа и	3	1
540	тот же	1	1
541	с ними	2	1
542	по возвращении	1	1
543	будто бы	1	1
544	который в	1	1
545	по мнению	3	1
546	или же	1	1
547	некоторое представление	1	1
548	в выражении	1	1
549	том чтобы	1	1
550	и унижения	1	1
551	к ближайшим	1	1
552	уже в	2	1
553	в журнале	1	1
554	отношений к	1	1
555	больше не	1	1
556	в поэзии	1	1
557	народного суда	1	1
558	я считаю	1	1
559	при первой	1	1
560	этом сам	2	1
561	в известной	4	1
562	точка зрения	2	1
563	у нее	3	1
564	а в	4	1
565	издателем и	1	1
566	не о	1	1
567	может служить	2	1
568	как его	1	1
569	у него	6	1
570	графине с	1	1
571	начале xix	1	1
572	в руки	2	1
573	в каждом	1	1
574	без внимания	1	1
575	ф м	3	1
576	драматических сцен	1	1
577	представляют собой	1	1
578	на стороне	4	1
579	и герои	1	1
580	раза в	1	1
581	даже не	1	1
582	меня по	1	1
583	к которому	2	1
584	уходит в	1	1
585	представляет собою	1	1
586	романа в	1	1
587	в живых	1	1
588	марта года	4	1
589	что для	1	1
590	жизни то	1	1
591	связано с	1	1
592	молиться за	1	1
593	нужно сказать	1	1
594	за год	1	1
595	мы и	1	1
596	в ту	2	1
597	л а	1	1
598	в свете	3	1
599	ответ пушкина	1	1
600	одну из	1	1
601	и исторической	1	1
602	в черновике	1	1
603	нельзя молиться	1	1
604	и тут	1	1
605	жизнь в	1	1
606	с народом	2	1
607	в связи	1	1
608	и м	2	1
609	о русских	1	1
610	почти ничего	1	1
611	характера его	1	1
612	время с	1	1
613	сделать его	1	1
614	общего с	1	1
615	форме в	1	1
616	характера и	3	1
617	у себя	1	1
618	царя ирода	1	1
619	в изображении	1	1
620	не дают	1	1
621	что же	1	1
622	очень важно	1	1
623	самого себя	1	1
624	я с	1	1
625	человек с	1	1
626	жизни в	3	1
627	на свете	1	1
628	критики и	2	1
629	и такие	1	1
630	он чувствует	1	1
631	совершенно новым	1	1
632	не принимал	1	1
633	февраля года	1	1
634	этой трагедии	1	1
635	известном смысле	1	1
636	характера в	2	1
637	которые были	1	1
638	при всем	1	1
639	писал в	1	1
640	в книге	1	1
641	к сюжету	1	1
642	и для	1	1
643	отвечает на	1	1
644	будет иметь	1	1
645	романтизма и	1	1
646	вся история	1	1
647	известной статье	2	1
648	и от	4	1
649	года у	1	1
650	что оно	1	1
651	а все	1	1
652	для нас	1	1
653	от него	1	1
654	народа над	1	1
655	бы он	1	1
656	впечатление и	1	1
657	я должен	1	1
658	не выдерживает	2	1
659	до меня	1	1
660	важно подчеркнуть	1	1
661	в свою	1	1
662	а н	2	1
663	к самому	2	1
664	за царя	1	1
665	летом года	1	1
666	между ними	1	1
667	лишь что	1	1
668	к графине	1	1
669	русский роман	1	1
670	была для	1	1
671	пришел к	1	1
672	но этот	1	1
673	едва ли	2	1
674	в характере	1	1
675	в последнем	1	1
676	отношению к	3	1
677	из этого	2	1
678	сам в	2	1
679	героя в	4	1
680	в голову	1	1
681	но эти	2	1
682	а я	2	1
683	видел ли	1	1
684	в своих	3	1
685	трагедии борис	1	1
686	я могу	1	1
687	лиц в	1	1
688	в таком	3	1
689	точно так	1	1
690	том числе	1	1
691	ничего общего	1	1
692	смысле что	1	1
