N	2gram	Vygotskiy__4	NovoeSre
201	характерная для	1	1
202	а во-вторых	1	1
203	бы сказать	3	1
204	то время	1	1
205	из этих	2	1
206	в древних	1	1
207	в известном	2	1
208	же и	1	1
209	но во	1	1
210	истории человечества	1	1
211	и у	2	1
212	уже в	6	1
213	вопроса о	2	1
214	дальше и	2	1
215	вообще не	2	1
216	раньше чем	5	1
217	от других	2	1
218	в статье	1	1
219	все другие	2	1
220	из них	4	1
221	бы к	1	1
222	для того	5	1
223	и их	1	1
224	всяком случае	3	1
225	и когда	3	1
226	нуждается в	1	1
227	к одному	6	1
228	слова в	9	1
229	в конце	1	1
230	часто не	1	1
231	те формы	1	1
232	друг друга	4	1
233	мысли как	2	1
234	которые могут	2	1
235	человек как	1	1
236	смысле как	1	1
237	показал что	1	1
238	могли не	1	1
239	тем что	7	1
240	заключает в	1	1
241	от того	3	1
242	находящийся в	1	1
243	показывает он	1	1
244	перед ними	1	1
245	в основу	2	1
246	но все	1	1
247	вопрос для	1	1
248	может остаться	1	1
249	это значит	2	1
250	в последние	1	1
251	этом он	1	1
252	том случае	1	1
253	в истинном	2	1
254	из всех	1	1
255	а по	1	1
256	говорим о	1	1
257	пришли к	1	1
258	знает что	3	1
259	на ее	1	1
260	с другими	1	1
261	было бы	8	1
262	и целиком	1	1
263	в отличие	2	1
264	что не	1	1
265	для них	1	1
266	связано с	1	1
267	они не	2	1
268	в этой	3	1
269	не на	1	1
270	не всегда	1	1
271	не быть	1	1
272	он стремится	1	1
273	долгое время	1	1
274	что мы	7	1
275	и того	5	1
276	не больше	1	1
277	одного и	6	1
278	себя на	1	1
279	моментом в	1	1
280	в этих	3	1
281	может иметь	1	1
282	имея в	1	1
283	но если	1	1
284	и сейчас	1	1
285	необходимость и	1	1
286	в такой	1	1
287	мы конечно	1	1
288	и процесс	1	1
289	что вся	1	1
290	качественном своеобразии	1	1
291	установить что	2	1
292	мы в	2	1
293	не столько	1	1
294	дальнейшее развитие	1	1
295	у нас	1	1
296	переходит от	1	1
297	оно существует	1	1
298	в зависимости	1	1
299	в силу	6	1
300	но он	1	1
301	процесс движения	1	1
302	мы должны	11	1
303	и более	7	1
304	есть еще	1	1
305	их в	2	1
306	что этот	2	1
307	в состоянии	1	1
308	распадается на	1	1
309	получает свое	1	1
310	том смысле	2	1
311	быть не	1	1
312	по себе	1	1
313	в той	2	1
314	нас к	3	1
315	и вся	1	1
316	сих пор	1	1
317	так как	10	1
318	силу присущей	1	1
319	человека не	1	1
320	есть прежде	1	1
321	в сущности	4	1
322	не по	2	1
323	процесс возникновения	1	1
324	и отдельных	2	1
325	истории что	1	1
326	до сих	1	1
327	совершается в	2	1
328	образования и	1	1
329	которая в	2	1
330	стороны из	1	1
331	возникают не	1	1
332	они являются	7	1
333	бы он	1	1
334	своей природе	1	1
335	есть такой	1	1
336	логики и	1	1
337	и его	5	1
338	а также	2	1
339	они возникают	2	1
340	основе их	3	1
341	все более	2	1
342	более элементарным	1	1
343	для другого	1	1
344	давно уже	1	1
345	самое явление	2	1
346	вступает в	1	1
347	в области	4	1
348	нет ничего	1	1
349	в период	1	1
350	в каком	2	1
351	в свою	2	1
352	на смену	1	1
353	признакам мы	1	1
354	того же	9	1
355	привел к	1	1
356	во все	1	1
357	их место	1	1
358	в которой	3	1
359	числе и	2	1
360	мысли но	1	1
361	эти слова	1	1
362	он узнает	1	1
363	формы мысли	1	1
364	во всяком	4	1
365	случае если	1	1
366	в переходе	1	1
367	который не	2	1
368	том числе	2	1
