N	2gram	Propp_Morf_1	Komedia
284	которым он	1	2
285	из этого	1	2
286	в свое	2	2
287	к этой	1	2
288	в таком	1	2
289	не думает	1	1
290	например в	2	1
291	возможны и	1	1
292	дальнейшему развитию	1	1
293	всего это	1	1
294	за которым	2	1
295	свою жену	1	1
296	в первом	3	1
297	которую они	1	1
298	он требует	2	1
299	и до	1	1
300	свое место	1	1
301	на разведку	1	1
302	мы имеем	9	1
303	это совершенно	1	1
304	этому же	1	1
305	вопрос о	7	1
306	начинается с	3	1
307	все известные	2	1
308	а для	1	1
309	ему в	1	1
310	в числе	2	1
311	это время	1	1
312	собой в	2	1
313	в большинстве	3	1
314	он сам	1	1
315	при сравнении	1	1
316	все эти	2	1
317	нему в	1	1
318	с письмом	1	1
319	в чем	1	1
320	ли кто-нибудь	1	1
321	тем как	1	1
322	одним словом	1	1
323	обреченный на	1	1
324	но не	4	1
325	другой пример	1	1
326	но как	2	1
327	заметим что	2	1
328	и сравнительно	1	1
329	не входит	1	1
330	если в	5	1
331	ответ на	1	1
332	благодарности и	1	1
333	развитие которое	1	1
334	в е	1	1
335	сущности к	1	1
336	которые не	1	1
337	тем больше	1	1
338	себя за	2	1
339	в одной	1	1
340	если она	2	1
341	независимо от	3	1
342	только об	1	1
343	не думал	1	1
344	перед нами	10	1
345	третий раз	1	1
346	как уже	2	1
347	и как	5	1
348	и наконец	1	1
349	более или	2	1
350	тайну своего	1	1
351	в этот	1	1
352	не такое	1	1
353	ход действия	5	1
354	его роль	1	1
355	за это	1	1
356	в нашем	3	1
357	из этих	1	1
358	право на	2	1
359	отца на	1	1
360	им в	1	1
361	имеем в	6	1
362	собственному усмотрению	1	1
363	больше всего	1	1
364	или очень	2	1
365	т д	39	1
366	первой трети	1	1
367	чего следует	2	1
368	ее из	2	1
369	мало того	1	1
370	прошлого века	1	1
371	или вовсе	1	1
372	постольку поскольку	1	1
373	на этом	3	1
374	он старается	2	1
375	его можно	1	1
376	в нее	1	1
377	в каждом	1	1
378	по происхождению	1	1
379	же не	1	1
380	конечно в	1	1
381	них не	1	1
382	это было	3	1
383	обоих случаях	2	1
384	образом если	1	1
385	ко второму	1	1
386	мы однако	1	1
387	за другой	1	1
388	и тем	2	1
389	чаще всего	7	1
390	из первых	2	1
391	в это	1	1
392	его и	2	1
393	нет в	1	1
394	зная о	1	1
395	этого не	2	1
396	не всегда	9	1
397	очень важный	1	1
398	такой же	1	1
399	одно из	1	1
400	вопроса об	1	1
401	имеет ничего	1	1
402	как все	1	1
403	это делает	1	1
404	как там	1	1
405	не столько	1	1
406	не от	2	1
407	его т	1	1
408	ли этот	2	1
409	точку зрения	1	1
410	образом и	1	1
411	для данного	1	1
412	которые в	1	1
413	но он	1	1
414	теми же	1	1
415	человеческой природой	1	1
416	отправляется в	3	1
417	ее своей	1	1
418	достигается тем	1	1
419	следует и	1	1
420	ее не	1	1
421	в обоих	2	1
422	ее отца	1	1
423	то чего	1	1
424	того как	2	1
425	и притом	1	1
426	в самых	2	1
427	лишь два	1	1
428	на котором	3	1
429	и по	2	1
430	дочери и	1	1
431	во всем	1	1
432	же он	1	1
433	к роду	1	1
434	в бою	2	1
435	с другом	1	1
436	мою дочь	1	1
437	детей в	1	1
438	один раз	1	1
439	могут быть	16	1
440	затем он	1	1
441	что при	2	1
442	здесь мы	3	1
443	подобно тому	6	1
444	приходит к	1	1
445	к браку	1	1
446	что там	2	1
447	здесь также	1	1
448	можно сделать	2	1
449	действия и	1	1
450	и может	1	1
451	в v	1	1
452	как с	1	1
453	и совершенно	1	1
454	и когда	1	1
455	в живых	3	1
456	с известными	1	1
457	с собой	3	1
458	те же	1	1
459	мог бы	1	1
460	которые он	1	1
461	этим в	1	1
462	когда в	1	1
463	вошел в	1	1
464	к первому	1	1
465	просьбой о	2	1
466	в настоящее	3	1
467	то они	2	1
468	этих условиях	1	1
469	настоящее время	3	1
470	все тем	1	1
471	на что	1	1
472	после того	1	1
473	но об	1	1
474	может не	1	1
475	там же	1	1
476	исходят из	2	1
477	большое количество	1	1
478	то в	3	1
479	путь к	2	1
480	улицу и	1	1
481	этот момент	3	1
482	во втором	3	1
483	этом и	1	1
484	учреждений и	1	1
485	вслед за	5	1
486	мы вполне	1	1
487	говоря что	1	1
488	и она	1	1
489	не требует	1	1
490	в третий	1	1
491	что здесь	1	1
492	но так	1	1
493	на которой	1	1
494	образом как	1	1
495	там и	1	1
496	ни к	2	1
497	мы видим	13	1
498	этого материала	1	1
499	ли он	1	1
500	сына в	1	1
501	только в	2	1
502	и iii	1	1
503	реагирует на	3	1
504	ссылкой на	1	1
505	об их	1	1
506	нам возможность	1	1
507	а после	1	1
508	со всеми	1	1
509	в эти	1	1
510	с двумя	2	1
511	и у	1	1
512	только на	1	1
513	же из	1	1
514	друг за	2	1
515	в нашей	1	1
516	действующего лица	1	1
517	от царя	1	1
518	пока же	4	1
519	каким образом	1	1
520	для сравнения	1	1
521	в ином	2	1
522	его имени	1	1
523	пользуется для	1	1
524	и их	2	1
525	на одном	1	1
526	очевидно также	1	1
527	с этими	1	1
528	как его	1	1
529	в некоторых	3	1
530	и никогда	1	1
531	этим же	1	1
532	которым они	1	1
533	образом что	1	1
534	последовать за	1	1
535	чаще однако	1	1
536	что случай	1	1
537	из двух	2	1
538	женится на	2	1
539	а именно	1	1
540	эти две	1	1
541	человека а	1	1
542	после смерти	1	1
543	действующих лиц	11	1
544	а с	2	1
545	мы еще	1	1
546	из наиболее	1	1
547	ей не	1	1
548	на которых	1	1
549	не на	2	1
550	вторая половина	2	1
551	однако и	1	1
552	мужа и	1	1
553	не выдерживает	1	1
554	брат и	1	1
555	действия в	1	1
556	так называемых	2	1
557	мы находим	1	1
558	или на	3	1
559	как эти	2	1
560	я тебе	1	1
561	относятся к	2	1
562	как за	1	1
563	за другом	2	1
564	незадолго до	2	1
565	надо было	1	1
566	ли ее	1	1
567	так мы	1	1
568	о возможности	1	1
569	ним как	1	1
570	мы опять	1	1
571	видит в	1	1
572	все таки	1	1
573	не удалось	1	1
574	одновременно с	1	1
575	тому как	5	1
576	что пока	1	1
577	в тех	6	1
578	и там	1	1
579	эту мысль	1	1
580	в первой	1	1
581	друг с	1	1
582	в состоянии	1	1
583	быть не	1	1
584	еще раз	1	1
585	какие же	1	1
586	на пути	4	1
587	нашей работы	2	1
588	можно сказать	2	1
589	происходит с	1	1
590	и таким	2	1
591	а то	3	1
592	он должен	2	1
593	своих предшественников	1	1
594	все вопросы	1	1
595	другой и	1	1
596	она должна	1	1
597	плачет и	1	1
598	предпосылки что	1	1
599	первые семь	1	1
600	в с	1	1
601	если сравнить	1	1
602	в новой	1	1
603	или в	4	1
604	в другой	1	1
605	о котором	1	1
606	в голову	1	1
607	то не	1	1
608	е о	1	1
609	на первый	3	1
610	для нас	2	1
611	могли бы	1	1
612	или менее	2	1
613	в этих	13	1
614	из пяти	1	1
615	все они	1	1
616	бы на	1	1
617	но вот	2	1
618	иное чем	3	1
619	сведения о	1	1
620	много было	1	1
621	сказать что	2	1
622	начинаются с	1	1
623	д см	2	1
624	первом случае	3	1
625	или служит	1	1
626	они принадлежат	1	1
627	на своем	1	1
628	и две	1	1
629	не забывай	1	1
630	с изгнанием	1	1
631	существу не	1	1
632	можно назвать	3	1
633	как на	1	1
634	они не	1	1
635	ничего общего	1	1
