N	2gram	Bakhtin_fo_2	Analitik
171	сводится к	1	2
172	могут быть	2	2
173	в себя	2	2
174	в дальнейшем	5	2
175	те же	6	2
176	в борьбе	3	2
177	об этом	1	2
178	и здесь	1	2
179	и т.д	1	2
180	в глаза	1	2
181	в значительной	1	2
182	в форме	3	2
183	этом ряду	2	2
184	тех пор	1	2
185	один из	2	2
186	вступить в	1	2
187	только в	11	2
188	то в	2	2
189	и ее	1	2
190	тот или	1	2
191	с одной	2	2
192	все они	3	2
193	для всех	1	2
194	с нею	1	2
195	в большинстве	3	2
196	нуждается в	1	2
197	не для	2	2
198	мы можем	1	2
199	тем что	3	2
200	одной стороны	1	2
201	и прежде	3	2
202	в романе	13	2
203	одну из	1	2
204	там где	2	2
205	не может	2	2
206	вместе с	9	2
207	и потому	2	2
208	по своему	2	2
209	в той	2	2
210	когда мы	1	2
211	да и	1	2
212	этого слова	1	2
213	ни для	2	2
214	загробного мира	1	2
215	и для	9	2
216	картине мира	2	2
217	и от	2	2
218	мира и	9	2
219	хотя и	3	2
220	и все	6	2
221	же в	4	2
222	хотя в	1	2
223	то что	7	2
224	нам не	1	2
225	сказать что	1	2
226	совершенно не	1	2
227	в иной	2	2
228	себе самому	3	2
229	а также	3	2
230	во всяком	2	2
231	оба они	1	1
232	ни своей	1	1
233	говоря о	1	1
234	в дальнейшей	1	1
235	мире это	1	1
236	человека и	4	1
237	себе этот	1	1
238	на самом	1	1
239	своего соперника	1	1
240	ее до	1	1
241	и есть	2	1
242	тем же	2	1
243	фольклора и	1	1
244	из самых	2	1
245	и до	2	1
246	не имеют	1	1
247	кто бы	1	1
248	есть на	1	1
249	мы уже	9	1
250	у тебя	1	1
251	что если	1	1
252	и момент	1	1
253	вопрос о	1	1
254	одновременно в	1	1
255	начинается с	1	1
256	хронотоп в	1	1
257	никак не	1	1
258	и глубоких	1	1
259	в полной	1	1
260	бы ни	1	1
261	быть осуществлено	1	1
262	проявляется в	1	1
263	в таком	1	1
264	он был	2	1
265	между собой	1	1
266	он сам	1	1
267	рассуждений о	1	1
268	время в	1	1
269	всего этого	1	1
270	в сюжете	2	1
271	тем как	1	1
272	непосредственно после	1	1
273	иного рода	1	1
274	все больше	1	1
275	будем рассматривать	1	1
276	в соседстве	2	1
277	мы будем	3	1
278	герой не	1	1
279	вступают в	2	1
280	отношение к	3	1
281	тому времени	1	1
282	друг от	2	1
283	за пределы	1	1
284	в истории	4	1
285	идет о	1	1
286	что во	1	1
287	каждая из	1	1
288	одном из	2	1
289	из уст	1	1
290	и одним	1	1
291	напротив не	1	1
292	путь в	1	1
293	и точность	2	1
294	в полном	1	1
295	этом же	1	1
296	к циклизации	1	1
297	от этого	2	1
298	и отчасти	1	1
299	не можем	1	1
300	та же	3	1
301	и у	5	1
302	как то	1	1
303	жанрами и	1	1
304	же самой	1	1
305	тон в	1	1
306	бы не	1	1
307	всего к	1	1
308	частности с	1	1
309	и тот	1	1
310	вследствие этого	1	1
311	в отдельности	1	1
312	они в	1	1
313	при виде	3	1
314	и еще	1	1
315	мира проникнутая	1	1
316	новой формы	1	1
317	в сей	1	1
318	этой темы	1	1
319	или вовсе	1	1
320	этом мире	6	1
321	как момент	1	1
322	всех своих	1	1
323	ни был	1	1
324	человека в	6	1
325	здесь мы	3	1
326	а затем	3	1
327	единое целое	1	1
328	в другом	3	1
329	связанных с	3	1
330	этой традиции	1	1
331	мыслится как	2	1
332	большинстве случаев	3	1
333	все их	1	1
334	это было	1	1
335	и ложными	1	1
336	соседстве со	2	1
337	жизненной практике	1	1
338	есть и	4	1
339	чаще всего	1	1
340	отсюда и	2	1
341	вертикальный хронотоп	1	1
342	реальности и	1	1
343	рядом с	2	1
344	как об	1	1
345	мировой литературы	1	1
346	а за	1	1
347	не узнает	1	1
348	которой он	2	1
349	анекдот о	1	1
350	должно быть	5	1
351	в один	1	1
352	всех этих	7	1
353	и становится	2	1
354	бы на	1	1
355	этом случае	2	1
356	отчасти в	1	1
357	в своей	1	1
358	индивидуальной жизни	1	1
359	как все	1	1
360	еще нет	3	1
361	самый момент	1	1
362	живота и	1	1
363	место в	4	1
364	этих историй	1	1
365	далее в	2	1
366	далеки от	1	1
367	художественного мира	1	1
368	времени не	1	1
369	что было	3	1
370	по ту	2	1
371	войти в	1	1
372	в устах	1	1
373	всех событий	1	1
374	случае мы	1	1
375	же самого	1	1
376	следующий ряд	1	1
377	любви и	1	1
378	автора и	2	1
379	он как	1	1
380	с ним	4	1
381	как можно	3	1
382	другого на	1	1
383	уст в	1	1
384	о причине	1	1
385	на него	1	1
386	жанры по	1	1
387	в библейском	1	1
388	в основе	6	1
389	миру но	1	1
390	у него	9	1
391	всех пяти	1	1
392	авторства и	1	1
393	того чтобы	8	1
394	себе самом	1	1
395	каждый из	2	1
396	через него	1	1
397	под этим	1	1
398	слова как	1	1
399	более что	2	1
400	у шекспира	1	1
401	и является	1	1
402	потому что	8	1
403	связи с	8	1
404	ему в	3	1
405	за ними	4	1
406	в бою	1	1
407	в стиле	1	1
408	у нас	2	1
409	очень часто	2	1
410	к самому	1	1
411	не могут	1	1
412	похож на	2	1
413	с полной	1	1
414	бы он	1	1
415	роман мы	1	1
416	что уже	1	1
417	в наши	1	1
418	частной жизни	1	1
419	дальнейшем мы	2	1
420	для себя	1	1
421	как мы	6	1
422	всех сторон	1	1
423	и о	2	1
424	от друга	2	1
425	самим собою	2	1
426	формы и	1	1
427	для читателя	1	1
428	романе в	6	1
429	в средневековой	2	1
430	в организации	1	1
431	него самого	1	1
432	новеллы маска	1	1
433	культуры и	1	1
434	чего еще	1	1
435	действующим лицом	2	1
436	не за	1	1
437	здесь как	1	1
438	особенно в	2	1
439	и каждый	1	1
440	художественное мышление	1	1
441	ко всему	1	1
442	учение о	1	1
443	они как	1	1
444	строго говоря	2	1
445	если бы	1	1
446	и должно	2	1
447	тяготеющие к	1	1
448	в самой	2	1
449	все его	4	1
450	этих двух	1	1
451	каждом из	2	1
452	и смыслом	1	1
453	или как	1	1
454	не принадлежат	1	1
455	жизни но	2	1
456	в событиях	1	1
457	и только	2	1
458	на всех	1	1
459	тем более	3	1
460	того что	3	1
461	герой в	1	1
462	я был	1	1
463	и анекдота	1	1
464	рассуждение о	1	1
465	и одновременно	1	1
466	всякого рода	1	1
467	и дело	1	1
468	так для	1	1
469	тот же	3	1
470	речь о	1	1
471	и так	2	1
472	по этому	1	1
473	литературе и	1	1
474	в уста	2	1
475	так что	4	1
476	есть в	1	1
477	не становится	1	1
478	оказывается в	1	1
479	литературы в	2	1
480	смерть и	8	1
481	глаза и	1	1
482	характерно что	2	1
483	себе в	1	1
484	и их	4	1
485	в единое	1	1
486	ведь это	1	1
487	достигается прежде	1	1
488	вовсе не	13	1
489	к ним	2	1
490	в самый	1	1
491	в широком	1	1
492	и делает	1	1
493	он так	2	1
494	соседства с	1	1
495	и строго	1	1
496	не противоречит	1	1
497	для того	8	1
498	он же	1	1
499	что на	3	1
500	этой проблемы	1	1
501	до сих	2	1
502	его сущности	1	1
503	функцию в	1	1
504	как у	3	1
505	ее в	3	1
506	характерная для	1	1
507	веселым и	1	1
508	наконец в	2	1
509	и др	5	1
510	и затем	2	1
511	себя и	3	1
512	героев и	4	1
513	позиция автора	1	1
514	на этот	1	1
515	не знает	2	1
516	стремится к	1	1
517	осуществлено только	1	1
518	большую часть	1	1
519	вероятно не	1	1
520	или с	1	1
521	и большим	1	1
522	с помощью	3	1
523	мог быть	1	1
524	гостьи и	1	1
525	все основные	2	1
526	к себе	4	1
527	значении этого	1	1
528	в цикле	1	1
529	в европейской	1	1
530	уже никогда	1	1
531	нашего анализа	1	1
532	в литературе	2	1
533	с тех	1	1
534	для их	1	1
535	дело здесь	1	1
536	и всех	2	1
537	с этой	4	1
538	сих пор	2	1
539	своей жизни	2	1
540	но это	2	1
541	между прочим	1	1
542	и тогда	1	1
543	романов и	1	1
544	каждой из	1	1
545	это уже	1	1
546	уже на	1	1
547	в стихотворении	1	1
548	в связи	8	1
549	лишь одну	1	1
550	отношений и	1	1
551	в пределе	1	1
552	как на	2	1
553	а все	1	1
554	со всех	1	1
555	в отдельных	1	1
556	бы в	1	1
557	в динамике	1	1
558	своих героев	1	1
559	стороны в	1	1
560	цели не	1	1
561	целью и	1	1
562	жизни в	4	1
563	о героизации	1	1
564	между ними	2	1
565	картину мира	7	1
566	и каким	1	1
567	от всех	1	1
568	оно не	1	1
569	занимает в	1	1
570	жизни и	8	1
571	силе и	1	1
572	и другие	3	1
573	целого или	1	1
574	все что	2	1
575	они не	1	1
