N	2gram	Bakhtin_Pr_2	UchenyiS
244	тот же	3	1
245	более или	3	1
246	и действительно	1	1
247	в точном	1	1
248	себя на	2	1
249	он уже	1	1
250	о котором	1	1
251	бы ни	2	1
252	не было	1	1
253	так или	1	1
254	находятся в	1	1
255	тогда когда	1	1
256	с одной	1	1
257	с которыми	1	1
258	в качестве	1	1
259	без этого	1	1
260	тем более	1	1
261	случае он	1	1
262	мировоззрения и	1	1
263	с новой	1	1
264	уже не	3	1
265	далеко не	4	1
266	ее как	1	1
267	то и	2	1
268	впечатление которое	1	1
269	же в	1	1
270	направлено на	3	1
271	и всей	1	1
272	в процессе	2	1
273	в виде	3	1
274	что было	2	1
275	в нем	12	1
276	точном смысле	1	1
277	или даже	1	1
278	с другом	4	1
279	он не	9	1
280	сказать что	2	1
281	очень часто	1	1
282	и так	2	1
283	которых слово	1	1
284	он и	3	1
285	что еще	1	1
286	этот процесс	1	1
287	у толстого	1	1
288	отсюда как	1	1
289	время не	1	1
290	может служить	2	1
291	но он	4	1
292	у пушкина	1	1
293	но что	1	1
294	у него	6	1
295	является одним	1	1
296	само по	1	1
297	мы можем	2	1
298	ее в	2	1
299	и делает	1	1
300	и эта	2	1
301	это в	1	1
302	не имеется	1	1
303	к этому	1	1
304	что в	4	1
305	появляется уже	1	1
306	в таком	2	1
307	все что	1	1
