N	2gram	Voloshinov_1	NovoeSre
273	слова в	1	1
274	последние годы	1	1
275	они сами	1	1
276	человек как	1	1
277	всех своих	1	1
278	людей и	1	1
279	тем что	1	1
280	к той	1	1
281	в нее	1	1
282	от того	3	1
283	в основу	2	1
284	но все	2	1
285	может остаться	1	1
286	на заре	1	1
287	культуры но	1	1
288	значение в	3	1
289	знаем также	1	1
290	жизни от	1	1
291	групп и	1	1
292	выходит за	1	1
293	в глубине	2	1
294	них не	2	1
295	современной европы	2	1
296	пришли к	1	1
297	на ее	1	1
298	с другими	5	1
299	всех народов	1	1
300	который и	1	1
301	было бы	6	1
302	в каких	1	1
303	свою противоположность	1	1
304	и быть	1	1
305	себя и	3	1
306	в отличие	1	1
307	но оно	1	1
308	социальной жизни	2	1
309	для них	3	1
310	связано с	1	1
311	превращается в	1	1
312	процесс в	1	1
313	они не	2	1
314	в этой	5	1
315	не на	1	1
316	этого не	2	1
317	всю жизнь	1	1
318	для сознания	1	1
319	не всегда	4	1
320	жизнь в	1	1
321	он стремится	1	1
322	которыми так	1	1
323	что мы	2	1
324	и того	1	1
325	он и	2	1
326	особенно для	1	1
327	себя на	1	1
328	эту эпоху	1	1
329	и пути	1	1
330	проходит через	1	1
331	в эту	2	1
332	в этих	2	1
333	может иметь	1	1
334	во время	5	1
335	но если	2	1
336	и особенно	1	1
337	всех странах	1	1
338	истории ее	1	1
339	в такой	1	1
340	мы конечно	2	1
341	на это	1	1
342	к себе	3	1
343	в котором	1	1
344	что вся	1	1
345	политической жизни	1	1
346	рода и	1	1
347	нужно отнести	1	1
348	мы в	1	1
349	форме он	1	1
350	у нас	3	1
351	в зависимости	2	1
352	в мир	3	1
353	мы должны	7	1
354	их в	2	1
355	что этот	1	1
356	в состоянии	2	1
357	распадается на	1	1
358	совести и	1	1
359	быть не	1	1
360	мира с	1	1
361	по себе	2	1
362	нас к	1	1
363	и очень	2	1
364	будто бы	2	1
365	культуры мы	1	1
366	и культур	1	1
367	нет никакого	2	1
368	и истории	2	1
369	в атмосфере	1	1
370	рода в	1	1
371	сих пор	3	1
372	так как	9	1
373	к такой	1	1
374	есть прежде	1	1
375	истории но	1	1
376	до войны	1	1
377	должны быть	3	1
378	мира нового	1	1
379	в более	3	1
380	преобладать над	1	1
381	это уже	1	1
382	своего научного	1	1
383	и воля	1	1
384	и отдельных	1	1
385	протяжении всей	5	1
386	до сих	3	1
387	и оттуда	1	1
388	чтобы разобраться	2	1
389	в силах	2	1
390	того и	1	1
391	которая в	1	1
392	вся культура	1	1
393	римской империи	1	1
394	особого рода	1	1
395	а во	1	1
396	они являются	1	1
397	бы он	3	1
398	явление в	1	1
399	мыслей и	1	1
400	к этой	1	1
401	к ней	2	1
402	мышления не	1	1
403	и политические	1	1
404	с ужасом	1	1
405	и его	15	1
406	а также	1	1
407	или не	1	1
408	так называемый	4	1
409	уже нет	1	1
410	основе их	1	1
411	процессы в	1	1
412	или к	1	1
413	в области	3	1
414	разложения и	2	1
415	только одна	2	1
416	нет ничего	1	1
417	в период	5	1
418	в каком	3	1
419	в свою	2	1
420	не начало	1	1
421	своей энергии	1	1
422	и оно	3	1
423	от всех	1	1
424	но можно	1	1
425	того же	1	1
426	жизни а	1	1
427	выход из	1	1
428	есть только	1	1
429	во все	1	1
430	есть и	2	1
431	про себя	1	1
432	ли он	1	1
433	должны перейти	1	1
434	в которой	1	1
435	т.е к	1	1
436	во всяком	4	1
437	социальные и	2	1
438	и культурный	1	1
439	формы познания	1	1
440	оно не	2	1
441	который не	1	1
442	является возврат	1	1
443	как на	3	1
444	все что	9	1
