N	2gram	Kanaev_Sov_1	Istorich
107	сказать что	1	3
108	в своих	1	3
109	к этому	1	3
110	они не	1	3
111	того же	1	2
112	здесь и	1	2
113	оно может	1	2
114	что иное	1	2
115	но не	1	2
116	то он	1	2
117	по отношению	1	2
118	с этим	2	2
119	дает нам	2	2
120	в своем	1	2
121	увидим что	1	2
122	что это	2	2
123	в этой	3	2
124	и они	2	2
125	то и	2	2
126	и до	1	2
127	и те	1	2
128	он не	1	2
129	можно было	1	2
130	но все	2	2
131	человека в	1	2
132	на этой	3	2
133	было бы	3	2
134	уже знаем	1	2
135	здесь нет	1	2
136	ни в	1	2
137	вовсе не	1	2
138	а потом	1	2
139	в эту	1	2
140	она в	1	2
141	знаем что	2	2
142	не будем	2	2
143	которые в	1	2
144	силу и	1	2
145	на другую	1	2
146	без всяких	1	2
147	в древней	1	2
148	которых он	1	2
149	не имеет	1	2
150	одна из	3	2
151	это то	1	2
152	или как	1	2
153	ее на	2	2
154	зависимости от	4	2
155	отличается от	3	2
156	что при	2	2
157	в свое	1	2
158	когда в	1	2
159	ничего не	6	2
160	эта сторона	1	2
161	но мы	3	2
162	как у	1	2
163	отметить что	1	2
164	все время	1	2
165	или же	2	2
166	мы знаем	2	2
167	могли быть	1	2
168	пока не	1	2
169	всяком случае	2	2
170	существо и	1	2
171	в некоторых	2	2
172	а не	3	2
173	может иметь	2	2
174	так же	1	2
175	когда мы	3	2
176	что же	5	2
177	отношению к	1	2
178	быть только	1	2
179	стороны и	1	2
180	значит что	1	2
181	влечет за	1	2
182	но для	1	2
183	или другой	1	2
184	не представляет	1	2
185	для нас	3	2
186	мы должны	4	2
187	можно наблюдать	1	2
188	жизни и	4	2
189	во всяком	2	2
190	пополам и	1	1
191	переносятся на	1	1
192	ли мы	3	1
193	потом и	1	1
194	на куски	1	1
195	в связи	1	1
196	мере в	1	1
197	и есть	2	1
198	между двумя	1	1
199	нас на	1	1
200	все те	2	1
201	в зависимости	4	1
202	есть не	1	1
203	и наш	1	1
204	именно к	1	1
205	происходит это	1	1
206	равно как	1	1
207	эта функция	1	1
208	считая что	1	1
209	полно но	1	1
210	может дать	2	1
211	на них	1	1
212	что его	1	1
213	во всех	1	1
214	природы и	1	1
215	одном случае	1	1
216	друг на	1	1
217	отличие от	2	1
218	идет о	1	1
219	некоторое время	2	1
220	этого развития	1	1
221	и нет	1	1
222	хотя и	1	1
223	и к	3	1
224	в этот	1	1
225	на какой	1	1
226	имеет вид	1	1
227	в целом	4	1
228	он в	3	1
229	и тот	1	1
230	этот процесс	1	1
231	и если	1	1
232	не имеют	1	1
233	тем не	2	1
234	еще мало	2	1
235	свое время	1	1
236	быть поставлен	1	1
237	не доказывают	1	1
238	на этом	2	1
239	это значит	1	1
240	а затем	1	1
241	что все	2	1
242	и может	1	1
243	в мире	1	1
244	этом направлении	1	1
245	имеет с	1	1
246	обоих случаях	1	1
247	образом если	1	1
248	по существу	1	1
249	она и	1	1
250	одна и	1	1
251	вот какая	1	1
252	оно имеет	1	1
253	чем в	1	1
254	мы с	2	1
255	обратимся к	1	1
256	в один	2	1
257	их на	1	1
258	и становится	1	1
259	искать в	1	1
260	точки зрения	12	1
261	но если	1	1
262	и при	1	1
263	это во	1	1
264	от его	1	1
265	этой стадии	2	1
266	другую сторону	1	1
267	все это	3	1
268	и более	1	1
269	бы два	1	1
270	вообще на	1	1
271	и вся	1	1
272	не менее	2	1
273	третий день	1	1
274	все три	1	1
275	что с	1	1
276	делится на	1	1
277	в обоих	1	1
278	не случайно	1	1
279	так называемых	3	1
280	в области	3	1
281	ли это	1	1
282	не могут	2	1
283	сравнительно с	1	1
284	указать на	1	1
285	кто же	1	1
286	должен быть	1	1
287	с ее	1	1
288	почему и	1	1
289	приводит к	2	1
290	по аналогии	1	1
291	те же	1	1
292	ясно что	3	1
293	пока наконец	2	1
294	действительно если	1	1
295	это только	1	1
296	из приведенных	1	1
297	с человеком	1	1
298	иное как	1	1
299	каждый раз	6	1
300	и живой	1	1
301	в другом	1	1
302	и из	1	1
303	одного из	1	1
304	аналогии с	1	1
305	к одному	1	1
306	все его	1	1
307	себе очень	1	1
308	этих двух	2	1
309	обратном порядке	1	1
310	к нему	1	1
311	позволит нам	1	1
312	сложное и	1	1
313	и работать	1	1
314	быть и	2	1
315	этот вопрос	1	1
316	не сказано	1	1
317	ли он	1	1
318	из многих	1	1
319	может оказаться	1	1
320	через некоторое	2	1
321	тот или	2	1
322	одной из	1	1
323	уже в	3	1
324	каким же	1	1
325	если мы	4	1
326	чтобы он	1	1
327	а это	1	1
328	его и	1	1
329	том поле	1	1
330	может находиться	1	1
331	как его	1	1
332	но что	1	1
333	случае не	1	1
334	и пр	2	1
335	но уже	1	1
336	уже совершенно	1	1
337	известных нам	2	1
338	и даже	2	1
339	а на	2	1
340	и эту	1	1
341	именно в	1	1
342	узнаем здесь	1	1
343	с другом	2	1
344	такое же	1	1
345	на ней	1	1
346	от другого	1	1
347	не знает	1	1
348	на которых	1	1
349	на друга	1	1
350	на эту	1	1
351	многочисленные случаи	1	1
352	несмотря на	1	1
353	еще раз	1	1
354	но никогда	1	1
355	к другому	1	1
356	может развиться	1	1
357	в обратном	1	1
358	где это	1	1
359	друг с	2	1
360	длиною в	1	1
361	единства в	1	1
362	несколько слов	1	1
363	самый вопрос	2	1
364	ряд в	1	1
365	не является	1	1
366	и для	1	1
367	может но	1	1
368	а все	3	1
369	на которой	1	1
370	же в	1	1
371	в свою	2	1
372	между ними	1	1
373	состоит из	3	1
374	они все	1	1
375	на этот	2	1
376	мы проследим	1	1
377	не что	1	1
378	следующим образом	3	1
379	но еще	1	1
380	рот и	2	1
381	в таком	2	1
