N	2gram	Losev_Vlad_3	Analitik
403	него не	1	1
404	свое определение	2	1
405	точку зрения	1	1
406	но он	1	1
407	речи в	1	1
408	их в	1	1
409	возможно только	1	1
410	не требуется	1	1
411	случае мы	1	1
412	тому что	4	1
413	раз и	8	1
414	этих трех	3	1
415	и третья	1	1
416	соловьевым для	1	1
417	не менее	9	1
418	одна из	1	1
419	к этим	1	1
420	на него	2	1
421	если имеется	3	1
422	сознания как	1	1
423	это еще	1	1
424	полнота и	1	1
425	ничего не	5	1
426	под этим	1	1
427	независимым от	1	1
428	что собственно	1	1
429	того в	1	1
430	не ставит	1	1
431	не говорит	5	1
432	во всем	6	1
433	ему и	1	1
434	преждевременной смерти	1	1
435	одной лишь	1	1
436	но это	6	1
437	вместо этого	1	1
438	эти три	5	1
439	обращает на	2	1
440	мы и	2	1
441	в каком	4	1
442	одно и	2	1
443	в специальном	1	1
444	начиная с	1	1
445	заключается что	1	1
446	всего в	1	1
447	скорее в	1	1
448	отсюда вытекает	1	1
449	имеет три	1	1
450	оно не	3	1
451	утверждать что	1	1
452	этот путь	1	1
453	говорит о	4	1
454	и был	3	1
455	решается в	1	1
456	можно и	1	1
457	ни даже	1	1
458	содержащиеся в	1	1
459	опоры на	1	1
460	в виду	3	1
461	нашей работы	1	1
462	говоря уже	1	1
463	в в	2	1
464	есть творческое	1	1
465	во взаимном	1	1
466	как с	2	1
467	если они	2	1
468	же касается	5	1
469	те же	1	1
470	а этот	1	1
471	оно как	1	1
472	к тем	2	1
473	том как	1	1
474	высокой ступени	1	1
475	является в	2	1
476	строго говоря	1	1
477	он служит	1	1
478	и всякого	2	1
479	собой и	1	1
480	образа а	1	1
481	в разных	2	1
482	с целым	1	1
483	есть предполагает	1	1
484	и должно	1	1
485	в самой	1	1
486	это вполне	2	1
487	внимание на	1	1
488	говорить не	1	1
489	более высокой	1	1
490	но мы	2	1
491	и что	8	1
492	другого как	1	1
493	на что	1	1
494	может не	1	1
495	и во	1	1
496	на всех	1	1
497	на отдельные	2	1
498	творчества в	1	1
499	когда оно	2	1
500	эти два	1	1
501	мы ни	1	1
502	полноту и	1	1
503	во всей	1	1
504	и только	3	1
505	но нельзя	3	1
506	которая и	1	1
507	знания и	2	1
508	и последовательного	1	1
509	к платону	1	1
510	познания в	2	1
511	тех пор	1	1
512	быть и	2	1
513	своему собственному	1	1
514	понятии о	1	1
515	что даже	2	1
516	зрения в	1	1
517	а тем	2	1
518	друг друга	2	1
519	как нечто	3	1
520	к отцу	1	1
521	самые разнообразные	1	1
522	этот факт	1	1
523	же при	1	1
524	тот что	1	1
525	базироваться на	1	1
526	все они	2	1
527	так что	14	1
528	связи с	2	1
529	не можем	2	1
530	то и	2	1
531	чтобы он	1	1
532	ведь если	4	1
533	от других	1	1
534	а то	2	1
535	в душе	1	1
536	обнимает все	1	1
537	за ним	1	1
538	не так	3	1
539	всяком случае	3	1
540	могло бы	2	1
541	ними нет	1	1
542	мы находим	2	1
543	в одном	5	1
544	вл соловьевым	13	1
545	от тех	1	1
546	у него	24	1
547	как раз	10	1
548	тут же	5	1
549	и вместе	2	1
550	легко можно	1	1
551	в науке	1	1
552	само собой	3	1
553	о невозможности	1	1
554	в последние	1	1
555	только на	5	1
556	достаточно основательно	1	1
557	и даже	6	1
558	выходит за	1	1
559	в истинном	1	1
560	даже не	3	1
561	нам не	1	1
562	до сих	1	1
563	влияние на	1	1
564	всей своей	2	1
565	может и	1	1
566	или иначе	2	1
567	подлежит никакому	1	1
568	здесь в	4	1
569	вслед за	1	1
570	с той	1	1
571	может показаться	2	1
572	один и	1	1
573	есть она	2	1
574	и др	1	1
575	что для	1	1
576	касается самого	1	1
577	к человеку	1	1
578	не было	5	1
579	целым рядом	1	1
580	принадлежит не	1	1
581	однако и	4	1
582	человеческой жизни	1	1
583	его по	1	1
584	о чем	1	1
585	для человека	1	1
586	если не	6	1
587	в связи	3	1
588	без опоры	1	1
589	говорит нам	1	1
590	исходить из	1	1
591	ни на	2	1
592	он уже	2	1
593	как это	4	1
594	есть такое	1	1
595	к своему	2	1
596	по своему	1	1
597	все люди	1	1
598	если оно	4	1
599	в течение	4	1
600	и объективная	1	1
601	раз что	2	1
602	за рамки	1	1
603	да и	6	1
604	ли эта	1	1
605	мира с	1	1
606	с этой	2	1
607	к понятию	1	1
608	самом же	2	1
609	еще раз	2	1
610	является для	2	1
611	известном смысле	1	1
612	первых двух	1	1
613	сих пор	1	1
614	внимания на	2	1
615	при условии	2	1
616	и таким	1	1
617	от нас	1	1
618	перед нами	3	1
619	этом смысле	3	1
620	при всем	2	1
621	она должна	2	1
622	только мы	1	1
623	и для	3	1
624	указать на	4	1
625	случае если	2	1
626	войти в	1	1
627	и от	6	1
628	все что	1	1
629	не подлежит	1	1
630	тяготеет к	1	1
631	в результате	4	1
632	мира и	1	1
633	между ними	1	1
634	того с	1	1
635	я не	3	1
636	хотя и	7	1
637	или другой	1	1
638	а скорее	2	1
639	на первый	2	1
640	для нас	5	1
641	мы должны	4	1
642	только с	2	1
643	самом себе	1	1
644	же в	3	1
645	есть уже	1	1
646	в своих	7	1
647	даже при	1	1
648	к самому	1	1
649	все еще	1	1
650	в свою	1	1
651	отношением к	1	1
652	совершенно не	2	1
653	к его	2	1
654	из этого	2	1
655	духовный опыт	1	1
656	и представления	1	1
657	в действительности	1	1
658	время он	1	1
659	включает в	1	1
660	которой я	1	1
661	жизни и	1	1
662	а может	1	1
663	ее в	3	1
664	все того	1	1
665	то оно	1	1
666	по поводу	1	1
667	составе его	1	1
668	и эта	3	1
669	они не	1	1
670	вот этот	1	1
671	который не	1	1
672	во всяком	3	1
673	этой точки	1	1
