N	2gram	Bakhtin_Pr_2	DiskursI
257	это в	1	2
258	они не	1	2
259	к этому	1	2
260	том числе	1	2
261	зрения как	2	1
262	для построения	2	1
263	повестях белкина	1	1
264	таком случае	1	1
265	чтобы не	2	1
266	сам по	5	1
267	и то	2	1
268	этом пункте	1	1
269	самом деле	5	1
270	на самом	1	1
271	это и	1	1
272	значение однако	1	1
273	и должны	1	1
274	идет о	1	1
275	такой как	4	1
276	мысли а	1	1
277	не хочет	3	1
278	и до	4	1
279	из его	2	1
280	видеть в	1	1
281	обойтись без	3	1
282	той же	3	1
283	в повестях	1	1
284	и само	1	1
285	собой как	1	1
286	из своих	1	1
287	во внутреннем	2	1
288	ибо стиль	1	1
289	но она	1	1
290	принадлежит к	1	1
291	я не	4	1
292	но уже	1	1
293	мы и	2	1
294	меньшей степени	1	1
295	более глубокий	1	1
296	себе а	2	1
297	себе вопрос	1	1
298	на них	1	1
299	он сам	3	1
300	не могу	2	1
301	иного рода	1	1
302	как целое	1	1
303	и главное	1	1
304	не то	1	1
305	этот тон	1	1
306	герой не	2	1
307	себе и	4	1
308	слову в	1	1
309	он пишет	2	1
310	нет и	1	1
311	из важнейших	1	1
312	речи но	1	1
313	в чужой	1	1
314	вследствие чего	1	1
315	не входят	2	1
316	не согласиться	1	1
317	героя то	1	1
318	данного типа	1	1
319	с их	2	1
320	в различные	1	1
321	и нет	4	1
322	и различные	2	1
323	просто как	1	1
324	такое слово	4	1
325	я к	1	1
326	и художественного	1	1
327	тем же	2	1
328	всего как	1	1
329	речевого потока	1	1
330	бы и	2	1
331	отношения с	1	1
332	что это	2	1
333	образом и	3	1
334	не был	2	1
335	без учета	1	1
336	в нашем	1	1
337	из этих	2	1
338	следы и	1	1
339	и пространства	1	1
340	рассказчика в	1	1
341	имеет громадное	1	1
342	следующей главе	1	1
343	учение о	1	1
344	сознания с	1	1
345	другом случае	1	1
346	на то	5	1
347	человек не	1	1
348	этот процесс	1	1
349	что она	1	1
350	быть еще	1	1
351	он не	9	1
352	для разработки	1	1
353	чем у	3	1
354	к одному	6	1
355	не к	1	1
356	собой не	1	1
357	что ни	1	1
358	мы обратимся	2	1
359	одно и	2	1
360	но все	2	1
361	не за	3	1
362	где нет	1	1
363	этом он	1	1
364	значение в	2	1
365	в мире	1	1
366	самим собой	3	1
367	говорить не	1	1
368	с целью	1	1
369	речью и	1	1
370	с другими	1	1
371	от одного	2	1
372	может стать	4	1
373	которая как	2	1
374	на почве	2	1
375	этом смысле	2	1
376	приходит в	1	1
377	рассказчика и	4	1
378	контексте собственного	1	1
379	оно стремится	1	1
380	стоит на	1	1
381	в жизни	3	1
382	произведении и	1	1
383	слово имеет	1	1
384	о которых	1	1
385	их как	1	1
386	их взаимоотношения	1	1
387	в слове	5	1
388	которой он	1	1
389	мы не	4	1
390	слова и	12	1
391	автора и	2	1
392	в научной	1	1
393	не мог	1	1
394	несет в	1	1
395	в этих	6	1
396	во время	4	1
397	и при	2	1
398	или точнее	1	1
399	что такое	2	1
400	художественного творчества	2	1
401	свою речь	1	1
402	а как	4	1
403	не становится	1	1
404	с точки	8	1
405	совершаются в	1	1
406	что до	1	1
407	его разновидностях	1	1
408	оно живет	1	1
409	нельзя понять	1	1
410	от его	1	1
411	поэтому в	1	1
412	которые в	1	1
413	его к	2	1
414	что было	2	1
415	тем не	2	1
416	и эти	1	1
417	лежит не	1	1
418	том и	1	1
419	не должна	3	1
420	людей между	1	1
421	между двумя	1	1
422	все но	1	1
423	раз и	2	1
424	характер в	1	1
425	как точка	1	1
426	стоит в	1	1
427	до конца	4	1
428	виду что	1	1
429	уст в	2	1
430	теоретическом смысле	1	1
431	не имеет	1	1
432	дело в	2	1
433	и далеко	1	1
434	о них	1	1
435	но только	1	1
436	действующие лица	1	1
437	появляется в	1	1
438	в структуре	1	1
439	для всего	1	1
440	а порой	1	1
441	таково слово	1	1
442	при наличии	1	1
443	речи не	1	1
444	этих двух	1	1
445	и является	2	1
446	во всем	3	1
447	это слово	5	1
448	на него	3	1
449	здесь же	1	1
450	здесь возможны	1	1
451	как будто	1	1
452	героя а	1	1
453	и делает	1	1
454	что на	2	1
455	формы для	1	1
456	особое внимание	1	1
457	перед ним	2	1
458	настоящего времени	1	1
459	такие же	1	1
460	интонации и	1	1
461	не могут	4	1
462	в речах	1	1
463	возможности но	1	1
464	в категориях	2	1
465	про себя	1	1
466	нашего рассмотрения	1	1
467	всего в	1	1
468	здесь они	1	1
469	того о	1	1
470	его с	1	1
471	этом последнем	1	1
472	все еще	1	1
473	если же	4	1
474	но сама	1	1
475	и это	4	1
476	не делает	1	1
477	предмет о	1	1
478	но по	1	1
479	единство высказывания	1	1
480	не всякая	1	1
481	и сами	2	1
482	здесь не	6	1
483	и от	1	1
484	чужой речи	3	1
485	своей речи	1	1
486	и про	1	1
487	и сам	7	1
488	двумя пределами	1	1
489	те же	1	1
490	он говорит	2	1
491	здесь как	1	1
492	особенно в	2	1
493	живет в	1	1
494	в плоскости	2	1
495	мог бы	1	1
496	письмо как	1	1
497	во второй	1	1
498	том как	1	1
499	не исчерпывается	1	1
500	если бы	3	1
501	в словах	4	1
502	из одного	4	1
503	одно это	1	1
504	но здесь	5	1
505	в позднейшем	1	1
506	быть в	2	1
507	типа но	1	1
508	себя не	1	1
509	чего она	1	1
510	среди всех	1	1
511	один голос	1	1
512	на что	1	1
513	нас в	1	1
514	котором они	1	1
515	к нему	5	1
516	определение и	1	1
517	том или	3	1
518	и всю	1	1
519	этого высказывания	1	1
520	наконец в	3	1
521	романа в	1	1
522	для определенного	2	1
523	человека как	1	1
524	и существенно	1	1
525	и мы	1	1
526	что здесь	1	1
527	в формах	3	1
528	лишь часть	1	1
529	сюжетом но	1	1
530	согласиться с	1	1
531	с ними	2	1
532	одного сознания	2	1
533	и действительно	1	1
534	и весьма	1	1
535	он уже	1	1
536	всех его	1	1
537	не остаются	1	1
538	социальной ситуации	1	1
539	в уста	1	1
540	со всеми	3	1
541	я в	1	1
542	человека эта	1	1
543	вопроса о	1	1
544	в большинстве	9	1
545	только на	3	1
546	то и	2	1
547	следовало бы	1	1
548	в виде	3	1
549	если в	1	1
550	на определенной	1	1
551	слова не	1	1
552	большинстве случаев	8	1
553	его и	2	1
554	но для	3	1
555	за ним	1	1
556	в теоретическом	1	1
557	и их	3	1
558	всяком случае	1	1
559	в известной	1	1
560	в прозе	1	1
561	и романа	1	1
562	целом его	1	1
563	в конце	2	1
564	содержания а	1	1
565	не о	1	1
566	может служить	2	1
567	друг друга	1	1
568	мы можем	2	1
569	не случайно	1	1
570	в объект	1	1
571	каждый из	2	1
572	к чужой	1	1
573	повесть о	1	1
574	как раз	4	1
575	их по	1	1
576	или ином	1	1
577	автора как	2	1
578	и строго	1	1
579	всегда строится	1	1
580	но эти	4	1
581	с другим	2	1
582	до сих	7	1
583	оно лишь	1	1
584	он ничего	4	1
585	его себе	1	1
586	сюда же	1	1
587	а именно	1	1
588	лица в	1	1
589	в каких	1	1
590	было бы	5	1
591	еще и	1	1
592	себя и	3	1
593	говорит о	1	1
594	равной степени	1	1
595	связано с	1	1
596	от этого	1	1
597	не на	4	1
598	для подтверждения	1	1
599	что так	3	1
600	здесь имеет	1	1
601	свой диапазон	1	1
602	на слово	1	1
603	в одно	3	1
604	несмотря на	1	1
605	в связи	1	1
606	с помощью	1	1
607	это лишь	1	1
608	но оно	1	1
609	сама является	1	1
610	в творчестве	2	1
611	и речью	1	1
612	вместе с	1	1
613	конкретном случае	1	1
614	как это	1	1
615	только его	1	1
616	их к	1	1
617	что вся	1	1
618	до настоящего	1	1
619	если оно	2	1
620	его собственной	1	1
621	в той	5	1
622	принадлежащий к	1	1
623	и ведет	1	1
624	же их	1	1
625	да и	5	1
626	романе достоевского	2	1
627	и другой	1	1
628	что служит	1	1
629	к чему	1	1
630	этого слова	2	1
631	однако он	1	1
632	утверждение о	1	1
633	быть и	2	1
634	установки и	2	1
635	сих пор	7	1
636	в основном	1	1
637	конкретное высказывание	1	1
638	о его	1	1
639	дистанцию между	1	1
640	в смысле	1	1
641	о мире	1	1
642	при всем	1	1
643	в книге	1	1
644	реплики в	1	1
645	в следующей	1	1
646	высказывания два	1	1
647	с авторской	1	1
648	или иному	1	1
649	понятно что	1	1
650	я всегда	1	1
651	в результате	4	1
652	вопрос о	2	1
653	это как	1	1
654	которая в	1	1
655	высказывания по	1	1
656	а к	1	1
657	себя самого	1	1
658	у достоевского	14	1
659	это он	4	1
660	тем более	1	1
661	в большей	1	1
662	но это	4	1
663	лежит в	2	1
664	отношении к	2	1
665	не знает	3	1
666	отношением к	1	1
667	на более	1	1
668	случиться и	1	1
669	речи и	4	1
670	их с	2	1
671	строится на	1	1
672	и другие	1	1
673	всем своим	1	1
674	который не	2	1
675	им и	1	1
676	в таком	2	1
