N	2gram	Vinokur_St_1	Problemy
152	а между	1	3
153	в такой	2	3
154	и то	5	3
155	ведь и	3	3
156	так чтобы	1	3
157	говорить о	2	3
158	как я	1	3
159	в виду	1	3
160	в ней	3	3
161	что его	1	3
162	совсем не	2	3
163	нет и	1	3
164	в одной	1	3
165	хотя и	1	3
166	уже в	2	3
167	как он	1	3
168	не как	1	3
169	их в	2	3
170	тут не	2	3
171	без исключения	1	3
172	я бы	2	3
173	в каждом	3	3
174	это было	1	3
175	его и	1	3
176	далеко не	1	3
177	такой же	5	3
178	в своей	6	3
179	в котором	5	3
180	не менее	5	3
181	но он	2	3
182	по крайней	2	3
183	по себе	1	3
184	как можно	2	3
185	что с	2	3
186	том что	29	3
187	есть только	2	3
188	слова с	1	3
189	не могу	1	3
190	в ее	4	3
191	еще в	1	3
192	для этого	2	3
193	в глаза	1	3
194	и во	2	3
195	между тем	3	3
196	крайней мере	2	3
197	быть даже	1	3
198	к концу	2	3
199	в том	36	3
200	нуждается в	1	3
201	а с	3	3
202	до конца	1	3
203	сам не	1	3
204	но для	2	3
205	если не	2	3
206	лишь о	1	3
207	бы в	1	3
208	конце концов	1	3
209	но зато	1	3
210	только с	2	3
211	другой стороны	7	3
212	жизни и	5	3
213	например в	8	2
214	это и	4	2
215	здесь и	1	2
216	не хочет	2	2
217	если б	1	2
218	и этот	1	2
219	той же	5	2
220	а как	2	2
221	себе как	1	2
222	еще до	1	2
223	совпадает с	2	2
224	на тему	1	2
225	того же	3	2
226	в которых	5	2
227	это действительно	1	2
228	столь же	4	2
229	во всех	8	2
230	мысль что	1	2
231	бы не	2	2
232	в сторону	2	2
233	за пределы	2	2
234	материалом для	1	2
235	с этим	3	2
236	показать что	1	2
237	в своем	2	2
238	нет здесь	1	2
239	идет лишь	1	2
240	в которой	4	2
241	бы с	1	2
242	раз в	2	2
243	вообще не	2	2
244	т д	21	2
245	всех этих	2	2
246	а вовсе	1	2
247	он должен	2	2
248	такого же	1	2
249	бы они	1	2
250	вот тут	1	2
251	входит в	1	2
252	было в	1	2
253	было бы	17	2
254	то все	1	2
255	мог бы	1	2
256	кажется что	3	2
257	по всему	1	2
258	в них	1	2
259	если я	1	2
260	всю жизнь	1	2
261	был бы	1	2
262	но я	4	2
263	что значит	1	2
264	что такое	1	2
265	своего рода	3	2
266	которые в	2	2
267	тем не	2	2
268	речи в	1	2
269	однако в	1	2
270	в той	6	2
271	тому что	3	2
272	если и	1	2
273	во время	3	2
274	тогда и	1	2
275	о них	2	2
276	но только	1	2
277	чем не	1	2
278	и без	3	2
279	и лишь	1	2
280	этом случае	2	2
281	как на	1	2
282	о нем	1	2
283	очень часто	3	2
284	не является	3	2
285	нет ни	2	2
286	отличается от	1	2
287	той или	1	2
288	отказаться от	1	2
289	и говорит	1	2
290	так в	1	2
291	в диалог	1	2
292	и вообще	3	2
293	только так	1	2
294	о том	17	2
295	все его	1	2
296	в форме	1	2
297	тему о	1	2
298	и только	3	2
299	еще более	4	2
300	не знаю	2	2
301	и об	7	2
302	быть и	2	2
303	но с	3	2
304	тот же	1	2
305	то в	3	2
306	да ведь	2	2
307	которых я	1	2
308	со всеми	2	2
309	с которыми	2	2
310	же и	4	2
311	конечно не	2	2
312	уже не	1	2
313	слова не	1	2
314	не для	2	2
315	каждый из	1	2
316	и делает	1	2
317	сейчас еще	1	2
318	были бы	1	2
319	или иной	1	2
320	теперь не	1	2
321	слово в	1	2
322	к которому	4	2
323	это кажется	1	2
324	говорит о	3	2
325	не было	4	2
326	которых мы	1	2
327	точек зрения	1	2
328	о чем	1	2
329	и ему	1	2
330	должна была	4	2
331	я уже	3	2
332	и потому	2	2
333	без труда	1	2
334	это в	4	2
335	смысле этого	2	2
336	в виноградова	1	2
337	утверждение в	1	2
338	с этой	3	2
339	которой он	1	2
340	нисколько не	2	2
341	более того	1	2
342	что оно	3	2
343	вопрос о	4	2
344	в другой	1	2
345	обращается к	1	2
346	же степени	1	2
347	но именно	2	2
348	я хотел	1	2
349	будто бы	3	2
350	которых он	1	2
351	сказать что	7	2
352	на который	2	2
353	в последнем	1	2
354	сам в	2	2
355	время не	1	2
356	а может	1	2
357	того или	4	2
358	того времени	5	2
359	можно говорить	1	1
360	также и	9	1
361	чтобы не	1	1
362	которые также	1	1
363	жил в	2	1
364	не имел	1	1
365	каждый новый	1	1
366	тех же	1	1
367	идет о	2	1
368	ясно что	10	1
369	в первом	2	1
370	его же	2	1
371	что эти	1	1
372	этого он	1	1
373	и тонкая	1	1
374	отношения к	2	1
375	по его	2	1
376	которыми он	2	1
377	п а	1	1
378	в каждый	1	1
379	время как	2	1
380	а во-вторых	1	1
381	бы ни	1	1
382	но даже	1	1
383	стиля и	1	1
384	то это	3	1
385	степени как	1	1
386	из которых	1	1
387	зависимости от	1	1
388	одного слова	1	1
389	такое же	1	1
390	проявляется в	1	1
391	и самого	1	1
392	он был	3	1
393	бы она	1	1
394	не исчерпываются	1	1
395	отказ от	1	1
396	последнего слова	1	1
397	и нуждается	1	1
398	не все	3	1
399	не просто	1	1
400	всему тому	1	1
401	меньше всего	1	1
402	вопросов которые	1	1
403	они ни	1	1
404	сих пор	7	1
405	положений а	1	1
406	сделать в	1	1
407	в одних	1	1
408	перед нами	1	1
409	вообще а	1	1
410	говорит что	3	1
411	что по	1	1
412	не являются	3	1
413	не воспроизводит	1	1
414	кажется в	2	1
415	еще на	1	1
416	ни один	2	1
417	я имею	1	1
418	с удивительным	1	1
419	за это	1	1
420	или во	1	1
421	то я	1	1
422	является лишь	1	1
423	в этой	11	1
424	с их	1	1
425	им в	1	1
426	отношений к	1	1
427	бы только	1	1
428	и до	1	1
429	и кто	1	1
430	во многих	3	1
431	но ведь	8	1
432	так с	1	1
433	ответом на	1	1
434	не могла	2	1
435	нем нельзя	1	1
436	в статье	7	1
437	деле вовсе	2	1
438	раз когда	1	1
439	же это	3	1
440	в узком	1	1
441	как увидим	1	1
442	этого вопроса	2	1
443	зрения его	1	1
444	в корне	1	1
445	чтобы в	1	1
446	какой бы	1	1
447	так например	7	1
448	на то	4	1
449	значительной степени	1	1
450	больше всего	1	1
451	эпохи не	3	1
452	об этом	3	1
453	слов о	1	1
454	то есть	2	1
455	и дает	1	1
456	в свой	2	1
457	деле не	1	1
458	материал для	3	1
459	только одно	1	1
460	ни одной	2	1
461	в своеобразное	1	1
462	очень рад	1	1
463	дела и	2	1
464	правильного понимания	1	1
465	эту тему	4	1
466	к самой	1	1
467	в москве	2	1
468	выйти за	1	1
469	п но	1	1
470	была и	1	1
471	и было	1	1
472	она была	1	1
473	в один	1	1
474	перед собой	2	1
475	в других	2	1
476	которую он	1	1
477	в этих	2	1
478	в г	3	1
479	места в	2	1
480	бы на	1	1
481	можно сказать	1	1
482	и при	1	1
483	можно найти	2	1
484	не столько	1	1
485	еще с	1	1
486	оказывается что	1	1
487	знает сам	1	1
488	должны были	1	1
489	но эта	1	1
490	иным как	1	1
491	в прямом	1	1
492	и эти	1	1
493	и более	2	1
494	том и	1	1
495	том же	1	1
496	что этот	2	1
497	бы быть	1	1
498	ни были	2	1
499	же мы	1	1
500	нас к	1	1
501	случае в	4	1
502	и желание	1	1
503	она не	2	1
504	отметить что	2	1
505	считает что	1	1
506	на котором	1	1
507	правда в	1	1
508	одна из	1	1
509	что их	1	1
510	я буду	1	1
511	в процессе	1	1
512	в основе	3	1
513	к изучению	1	1
514	образом в	1	1
515	во всякой	1	1
516	тогда когда	1	1
517	котором не	1	1
518	его речи	1	1
519	этих двух	3	1
520	а во	3	1
521	и по	5	1
522	но очень	1	1
523	того в	1	1
524	за исключением	1	1
525	ему и	1	1
526	своей статье	4	1
527	не видит	1	1
528	по первому	1	1
529	этом отношении	7	1
530	ну а	1	1
531	другим его	1	1
532	ни о	1	1
533	но там	1	1
534	не могут	1	1
535	когда мы	1	1
536	случаях когда	1	1
537	и другим	1	1
538	за что	4	1
539	пор еще	1	1
540	для того	10	1
541	оно не	1	1
542	и о	1	1
543	того чтобы	11	1
544	но при	1	1
545	на нем	1	1
546	ни одно	1	1
547	без всякого	2	1
548	данном случае	6	1
549	на основе	1	1
550	на свой	2	1
551	материала для	1	1
552	же касается	3	1
553	можно было	13	1
554	за то	3	1
555	которыми мы	1	1
556	времени и	1	1
557	больше в	1	1
558	это вовсе	2	1
559	каждого из	2	1
560	но у	1	1
561	является в	1	1
562	но иногда	1	1
563	поэтому в	3	1
564	между собой	1	1
565	в разных	1	1
566	никогда и	1	1
567	на все	1	1
568	в применении	3	1
569	внимание на	3	1
570	для вполне	1	1
571	после того	1	1
572	в пользу	2	1
573	вообще имеет	1	1
574	должно было	2	1
575	все в	2	1
576	в приведенных	1	1
577	где эта	1	1
578	во всей	1	1
579	в середине	1	1
580	еще только	1	1
581	не должен	1	1
582	которой в	1	1
583	от всех	1	1
584	не зная	1	1
585	что здесь	2	1
586	как например	1	1
587	на которой	2	1
588	по своей	2	1
589	д и	2	1
590	сразу же	1	1
591	что только	1	1
592	все уже	1	1
593	и дело	1	1
594	конечно еще	1	1
595	простым и	1	1
596	те которые	1	1
597	должен быть	3	1
598	что подлинная	1	1
599	это очень	3	1
600	по мнению	3	1
601	всех его	1	1
602	одних и	1	1
603	в уста	3	1
604	с одной	3	1
605	себя в	1	1
606	голосом и	1	1
607	целом это	1	1
608	из которого	2	1
609	точно и	2	1
610	гл ii	2	1
611	всем его	1	1
612	чтобы он	1	1
613	приводит в	1	1
614	а то	2	1
615	и обратно	1	1
616	и других	1	1
617	этот раз	2	1
618	ответ на	3	1
619	т vi	3	1
620	не так	1	1
621	себе в	1	1
622	и их	2	1
623	никто не	4	1
624	ведь это	1	1
625	для правильного	1	1
626	в прошлом	1	1
627	чтобы она	1	1
628	слово как	1	1
629	и стремится	1	1
630	но что	1	1
631	в некоторых	1	1
632	случае не	2	1
633	не хотел	1	1
634	другой и	1	1
635	в очень	3	1
636	о каком	1	1
637	после него	1	1
638	никого не	1	1
639	стилистический прием	1	1
640	что на	2	1
641	не были	1	1
642	без всякой	3	1
643	до сих	7	1
644	и речи	2	1
645	и тех	1	1
646	чем он	1	1
647	еще и	2	1
648	или о	1	1
649	обратиться к	1	1
650	что будет	1	1
651	не говоря	1	1
652	всех их	1	1
653	на этот	3	1
654	мы так	1	1
655	неужели же	2	1
656	не верит	1	1
657	уже давно	1	1
658	долго и	1	1
659	него не	1	1
660	себя на	1	1
661	именно поэтому	1	1
662	него в	1	1
663	были эти	1	1
664	русский и	1	1
665	ни на	2	1
666	к его	1	1
667	какого бы	1	1
668	он приводит	1	1
669	в данном	14	1
670	на себя	1	1
671	этому не	1	1
672	и твердого	1	1
673	и там	1	1
674	это его	1	1
675	я с	2	1
676	согласен с	2	1
677	конечно и	3	1
678	этого произведения	1	1
679	быть не	1	1
680	эти вопросы	3	1
681	что касается	3	1
682	самого и	1	1
683	вообще нет	1	1
684	в обычных	1	1
685	и позволяет	1	1
686	ли в	2	1
687	котором он	1	1
688	но тот	1	1
689	или в	1	1
690	узком смысле	1	1
691	которая в	1	1
692	бы ему	1	1
693	в отдельных	1	1
694	мысль о	1	1
695	несмотря на	2	1
696	еще очень	1	1
697	хотя в	2	1
698	не у	2	1
699	одной из	1	1
700	я вовсе	3	1
701	с ней	1	1
702	поэтому так	1	1
703	из этого	1	1
704	который не	2	1
705	самое важное	1	1
706	деле оно	1	1
707	в своих	2	1
708	уже после	1	1
