1	и в	25	49
184	себе в	1	2
185	можно найти	2	2
186	книге о	1	2
187	на основе	1	2
188	в связи	4	2
189	одной из	1	2
190	еще не	8	2
191	всяком случае	1	2
192	никто не	3	2
193	он еще	1	2
194	на самом	1	2
195	из своей	1	2
196	одним из	2	2
197	целого и	1	2
198	у него	2	2
199	связано с	5	2
200	так же	5	2
201	до него	4	2
202	и эти	1	2
203	эти два	1	2
204	и даже	1	2
205	характерно что	1	2
206	всем что	1	2
207	именно на	2	2
208	мы еще	1	2
209	особенно в	2	2
210	мы должны	4	2
211	но это	7	2
212	здесь же	1	2
213	вместе с	22	2
214	традиции в	1	2
215	еще в	2	2
216	тому как	1	2
217	не были	1	2
218	всех других	1	2
219	и еще	1	2
220	он видит	4	2
221	можно сказать	2	2
222	эти формы	1	2
223	в противоположность	1	2
224	смысл и	1	2
225	думать что	1	2
226	из наиболее	1	2
227	того как	4	2
228	что они	1	2
229	подобно тому	1	2
230	пределах одной	1	2
231	но даже	1	2
232	так например	2	2
233	нами выше	1	1
234	или во	1	1
235	от этого	4	1
236	в различных	2	1
237	однако это	1	1
238	и стали	1	1
239	только на	1	1
240	есть не	1	1
241	превращаться в	1	1
242	некоторой степени	1	1
243	в свете	3	1
244	только тогда	2	1
245	все они	1	1
246	говорит о	2	1
247	видят в	1	1
248	в одной	1	1
249	в лодке	5	1
250	здесь еще	3	1
251	и она	3	1
252	к своему	1	1
253	которых они	1	1
254	ярких и	1	1
255	если бы	2	1
256	он с	1	1
257	силу и	2	1
258	еще можно	1	1
259	в наше	2	1
260	и целый	1	1
261	смерти с	1	1
262	и действительно	5	1
263	как же	1	1
264	одно из	1	1
265	подземное царство	1	1
266	к тому	1	1
267	в виде	9	1
268	мы остановимся	1	1
269	других форм	2	1
270	состоит из	3	1
271	в которой	4	1
272	стоит в	1	1
273	иногда и	1	1
274	свой смысл	1	1
275	ряд других	1	1
276	это основная	1	1
277	вокруг него	1	1
278	него а	1	1
279	в переводе	1	1
280	по которому	3	1
281	до некоторой	1	1
282	так что	2	1
283	что такие	1	1
284	с другом	2	1
285	здесь конечно	1	1
286	египет на	1	1
287	что человек	1	1
288	на голову	1	1
289	и часто	1	1
290	иногда особо	1	1
291	и здесь	7	1
292	например в	5	1
293	в более	3	1
294	я не	1	1
295	не знал	2	1
296	для нас	5	1
297	а это	1	1
298	они и	1	1
299	происходит в	1	1
300	в частности	7	1
301	перед нами	2	1
302	и там	1	1
303	в развитии	1	1
304	смысле в	1	1
305	здесь и	1	1
306	но если	1	1
307	но оно	3	1
308	и процесс	1	1
309	не вполне	1	1
310	сохраняется в	1	1
311	далеко за	1	1
312	этого образа	1	1
313	к этому	2	1
314	или на	2	1
315	и для	2	1
316	и наконец	1	1
317	представляется как	1	1
318	это место	1	1
319	они стали	3	1
320	это значит	2	1
321	оказывается что	2	1
322	как можно	2	1
323	их от	1	1
324	все остальные	1	1
325	силы и	1	1
326	известно что	1	1
327	смерти в	1	1
328	это означает	1	1
329	над ним	3	1
330	с образом	1	1
331	феодальный строй	1	1
332	то на	1	1
333	всего мира	1	1
334	из него	2	1
335	место это	1	1
336	от мира	1	1
337	на это	1	1
338	на смену	4	1
339	обряда и	2	1
340	мы видим	8	1
341	в стадии	1	1
342	оно не	1	1
343	к историческому	1	1
344	сказали что	1	1
345	во многом	1	1
346	др все	1	1
347	и по	2	1
348	он не	4	1
349	нет у	1	1
350	лучше всего	1	1
351	этом случае	7	1
352	что может	1	1
353	того же	2	1
354	здесь мы	5	1
355	смысле мы	1	1
356	конечно не	1	1
357	ни на	1	1
358	и есть	1	1
359	в подлиннике	1	1
360	слова в	1	1
361	в подземное	1	1
362	по своему	1	1
363	в эти	1	1
364	том чтобы	2	1
365	здесь имеем	2	1
366	свою силу	1	1
367	его здесь	1	1
368	или как	2	1
369	для этого	1	1
370	это одна	2	1
371	если не	4	1
372	и у	1	1
373	проникает в	1	1
374	мы знаем	8	1
375	центр тяжести	2	1
376	имеется много	1	1
377	существовало в	1	1
378	что за	2	1
379	выходит из	1	1
380	есть и	1	1
381	и он	6	1
382	относятся к	1	1
383	формы для	1	1
384	правда в	1	1
385	гораздо меньше	1	1
386	еще ничего	1	1
387	нового рождения	1	1
388	были живы	1	1
389	есть как	1	1
390	что один	1	1
391	об этом	2	1
392	она и	1	1
393	вера в	1	1
394	он в	1	1
395	этого места	1	1
396	в нее	6	1
397	что этот	2	1
398	остается на	1	1
399	литература в	1	1
400	он пытается	1	1
401	из древнейших	1	1
402	этом мы	1	1
403	стороны и	1	1
404	он применяет	1	1
405	ли можно	1	1
406	приведем несколько	1	1
407	указывает на	1	1
408	его в	9	1
409	они могут	1	1
410	в котором	1	1
411	всегда есть	1	1
412	образом в	2	1
413	мы имеем	14	1
414	в образе	5	1
415	той же	1	1
416	а все	1	1
417	видели что	2	1
418	и начало	1	1
419	можно проследить	4	1
420	равно как	1	1
421	во всей	1	1
422	стороны новые	1	1
423	что все	4	1
424	на них	2	1
425	входит в	5	1
426	что здесь	3	1
427	только как	1	1
428	у одного	1	1
429	в очень	1	1
430	тем же	1	1
431	можно только	1	1
432	дальше в	1	1
433	в память	1	1
434	когда они	2	1
435	эти работы	2	1
436	а иногда	1	1
437	другое его	1	1
438	мы и	2	1
439	что эта	1	1
440	и заставить	1	1
441	художественного творчества	1	1
442	есть на	2	1
443	в руках	1	1
444	имели бы	1	1
445	же он	1	1
446	несколько подробнее	1	1
447	совсем отпадает	1	1
448	в загробном	1	1
449	ясно что	5	1
450	такими были	1	1
451	обряде и	1	1
452	не превращается	3	1
453	нами в	1	1
454	с этими	1	1
455	сливается с	1	1
456	есть несколько	1	1
457	должны были	1	1
458	таким же	2	1
459	на этом	3	1
460	одна и	1	1
461	еще и	1	1
462	сам был	1	1
463	с этого	2	1
464	в средневековой	1	1
465	более ранние	1	1
466	не в	6	1
467	в античности	2	1
468	что и	6	1
469	такие же	1	1
470	друг с	2	1
471	потому что	7	1
472	с новой	1	1
473	это те	1	1
474	в животном	2	1
475	на тот	1	1
476	их на	2	1
477	о нем	3	1
478	из которых	2	1
479	и как	3	1
480	о которых	2	1
481	это уже	2	1
482	у народа	1	1
483	ключа к	1	1
484	что не	1	1
485	хотели видеть	1	1
486	и ее	1	1
487	можно привести	1	1
488	места в	1	1
489	гораздо больше	1	1
490	представление о	17	1
491	а и	1	1
492	она не	2	1
493	очень рано	1	1
494	время в	2	1
495	отношению к	2	1
496	самом деле	2	1
497	после того	3	1
498	явление в	1	1
499	он начинает	1	1
500	в силу	1	1
501	не менее	4	1
502	после смерти	3	1
503	имеет и	1	1
504	что уже	1	1
505	главным образом	1	1
506	теряет своей	1	1
507	по окончании	1	1
508	он может	2	1
509	как в	6	1
510	этот ключ	1	1
511	чем же	1	1
512	чего в	1	1
513	выйти из	1	1
514	царство где	1	1
515	в целом	3	1
516	в народе	1	1
517	должна быть	1	1
518	не всегда	4	1
519	типа так	1	1
520	с ней	2	1
521	как о	1	1
522	и животных	1	1
523	борьбы с	1	1
524	только один	3	1
525	и сам	2	1
526	его развития	1	1
527	народа и	1	1
528	должно было	2	1
529	его сила	1	1
530	его за	1	1
531	обрядов и	2	1
532	этих форм	1	1
533	того что	2	1
534	с самого	1	1
535	жива и	1	1
536	должен быть	2	1
537	означает что	2	1
538	в особой	1	1
539	мяса и	1	1
540	здесь имеются	1	1
541	они дают	2	1
542	свое особое	1	1
543	представления о	3	1
544	для того	3	1
545	бы в	1	1
546	просто на	2	1
547	он один	1	1
548	с этой	2	1
549	и от	1	1
550	знаем что	6	1
551	в свою	3	1
552	не теряет	1	1
553	уже после	2	1
554	один человек	1	1
555	и тот	1	1
556	к себе	1	1
557	с тем	8	1
558	что во	2	1
559	хотя бы	1	1
560	знает что	1	1
561	со всем	1	1
562	животных и	2	1
563	на новое	1	1
564	по отношению	2	1
565	а не	2	1
566	тогда когда	2	1
567	по мере	2	1
568	не претендуя	1	1
569	за ним	4	1
570	считает что	1	1
571	искать в	1	1
572	раньше чем	4	1
573	он связан	1	1
574	знания и	1	1
575	это не	6	1
576	в царстве	1	1
577	голову и	2	1
578	не будем	5	1
