N	2gram	Bakhtin_Fr_2	Literetu
295	на все	3	1
296	второй половины	2	1
297	первую очередь	1	1
298	всей остальной	1	1
299	и была	1	1
300	кажется что	1	1
301	объясняется это	1	1
302	в них	13	1
303	о которых	1	1
304	в самую	1	1
305	место и	1	1
306	и четко	1	1
307	все моменты	1	1
308	чем в	1	1
309	на этот	1	1
310	для своих	1	1
311	и конец	1	1
312	проникнуть во	1	1
313	в первую	2	1
314	во время	12	1
315	в понимании	2	1
316	во времена	1	1
317	в их	2	1
318	то для	1	1
319	существовало в	1	1
320	значение для	1	1
321	но это	2	1
322	но он	6	1
323	и эти	2	1
324	была не	1	1
325	в устах	2	1
326	образ не	2	1
327	вовсе не	10	1
328	в историческом	1	1
329	к обоим	1	1
330	в отношении	2	1
331	значение на	1	1
332	она не	1	1
333	тогда когда	1	1
334	с и	1	1
335	сторон этого	1	1
336	он мог	1	1
337	для всего	1	1
338	он с	1	1
339	только не	1	1
340	официального и	1	1
341	преимущественно на	1	1
342	к концу	1	1
343	частность и	1	1
344	во всем	3	1
345	как ни	1	1
346	и теперь	1	1
347	в книге	3	1
348	входят в	1	1
349	не столь	1	1
350	своего творчества	1	1
351	точке зрения	1	1
352	будущее в	1	1
353	он один	1	1
354	его за	1	1
355	значительной степени	2	1
356	жить в	1	1
357	именно таков	1	1
358	она же	1	1
359	чтобы стать	1	1
360	значение это	1	1
361	правда не	1	1
362	и о	4	1
363	есть одновременно	1	1
364	в виду	3	1
365	время его	2	1
366	и от	1	1
367	эти столь	1	1
368	языка и	1	1
369	к тебе	1	1
370	так в	3	1
371	в неофициальных	1	1
372	речевых жанров	1	1
373	на службу	4	1
374	века была	1	1
375	времени и	6	1
376	культуры на	1	1
377	в борьбе	1	1
378	особый интерес	1	1
379	существование как	1	1
380	она была	4	1
381	можно только	1	1
382	этих последних	3	1
383	жизнь и	2	1
384	для этого	1	1
385	по мере	1	1
386	и внешней	1	1
387	самой жизни	1	1
388	другом месте	2	1
389	и т.д	2	1
390	на этой	2	1
391	второй половине	1	1
392	только за	1	1
393	и который	1	1
394	в значительной	3	1
395	на точку	1	1
396	нет у	1	1
397	а во	1	1
398	материал для	1	1
399	и были	2	1
400	на священные	4	1
401	этой идее	2	1
402	эти два	2	1
403	нуждается в	2	1
404	бы в	1	1
405	в бытовой	1	1
406	них в	1	1
407	в художественной	1	1
408	интеллигенции и	1	1
409	по своим	1	1
410	и она	1	1
411	вообще в	1	1
412	в литературе	6	1
413	к нему	3	1
414	романа о	1	1
415	и характерное	1	1
416	одной из	2	1
417	явления в	1	1
418	будто бы	1	1
419	и действительно	1	1
420	эту странную	1	1
421	xix веке	3	1
422	мире и	3	1
423	именно на	2	1
424	роста и	2	1
425	в эти	1	1
426	так что	1	1
427	есть в	2	1
428	и у	1	1
429	в итоге	1	1
430	откровенности и	1	1
431	на протяжении	7	1
432	за счет	2	1
433	и других	3	1
434	и их	1	1
435	в котором	1	1
436	так как	6	1
437	бытия и	1	1
438	у него	2	1
439	связано с	2	1
440	была еще	2	1
441	превращается в	3	1
442	но из	1	1
443	были с	1	1
444	где в	1	1
445	только на	1	1
446	знали что	1	1
447	с общим	1	1
448	без того	1	1
449	не были	2	1
450	на уровне	1	1
451	пришли к	1	1
452	влияние на	1	1
453	внутренняя логика	1	1
454	в обращении	1	1
455	есть не	1	1
456	что они	2	1
457	на определенные	1	1
458	веселым и	1	1
459	в ряде	1	1
460	что для	3	1
461	его из	1	1
462	смысла и	2	1
463	не создает	1	1
464	не было	4	1
465	становится человеком	1	1
466	с тем	1	1
467	из наиболее	2	1
468	и далее	1	1
469	в картине	1	1
470	не на	1	1
471	власти и	2	1
472	от мира	1	1
473	в свете	1	1
474	в руках	1	1
475	не будь	1	1
476	игру все	1	1
477	и ему	1	1
478	в связи	2	1
479	в те	1	1
480	на фоне	2	1
481	что фигура	1	1
482	этой же	1	1
483	ко всем	1	1
484	поэтому даже	1	1
485	некоторые из	1	1
486	книге о	2	1
487	ибо в	1	1
488	в человеке	1	1
489	над ним	1	1
490	к своему	1	1
491	конечно не	1	1
492	целом ряде	1	1
493	популярные в	1	1
494	есть только	1	1
495	это значит	1	1
496	жизни во	1	1
497	и там	1	1
498	мира с	1	1
499	что здесь	1	1
500	затем и	2	1
501	человека который	1	1
502	где-то между	1	1
503	все это	9	1
504	общественной жизни	1	1
505	слова с	1	1
506	и где	1	1
507	год и	1	1
508	под названием	2	1
509	это уже	1	1
510	этот образ	1	1
511	и более	4	1
512	официальной культуры	2	1
513	которая в	1	1
514	для нас	1	1
515	и все	3	1
516	лишь как	2	1
517	в этих	4	1
518	еще более	1	1
519	чтобы его	1	1
520	времени все	1	1
521	из существеннейших	1	1
522	хотя бы	1	1
523	можно охарактеризовать	2	1
524	все остальные	1	1
525	для людей	1	1
526	но вот	1	1
527	не есть	1	1
528	себе и	2	1
529	в общем	1	1
530	какой степени	1	1
531	сказать что	6	1
532	всех других	2	1
533	культуры в	1	1
534	есть и	1	1
535	из своей	2	1
536	смеховой культуры	10	1
537	ряде других	1	1
538	что за	1	1
539	в состояние	1	1
540	жизни этих	1	1
