N	2gram	Tiupa_Lite_3	Formalny
207	этот образ	1	2
208	и если	4	2
209	на его	3	2
210	и вот	2	2
211	том чтобы	2	2
212	и более	1	2
213	в работе	2	2
214	это не	5	2
215	действительности в	2	2
216	всю свою	1	2
217	в самую	1	2
218	с тем	1	2
219	жизни но	1	2
220	нисколько не	1	2
221	значение для	1	2
222	что было	1	2
223	бы быть	1	2
224	мысли в	1	2
225	чтобы стать	1	2
226	к другим	1	2
227	только не	1	2
228	жизни не	2	2
229	в противовес	7	2
230	за исключением	1	2
231	и является	1	2
232	во всем	1	2
233	а лишь	2	2
234	может и	1	2
235	еще одна	1	2
236	его с	1	2
237	не есть	1	2
238	на наших	1	2
239	вещей в	2	2
240	от друга	1	2
241	на нее	1	2
242	произведение искусства	6	2
243	историю литературы	1	2
244	не с	2	2
245	еще в	3	2
246	она была	1	2
247	на художественную	1	2
248	произведение является	1	2
249	между тем	3	2
250	что и	2	2
251	во всей	2	2
252	в лице	2	2
253	только в	7	2
254	уже не	3	2
255	чтобы он	2	2
256	за свой	2	2
257	в одном	4	2
258	и со	1	2
259	как раз	2	2
260	или иначе	2	2
261	мысли об	1	2
262	сама по	1	2
263	не на	1	2
264	все время	3	2
265	была бы	1	2
266	мира в	3	2
267	художественного целого	1	2
268	все более	2	2
269	вместе с	5	2
270	ко всем	1	2
271	целом ряде	1	2
272	по существу	4	2
273	в ряду	1	2
274	в чужом	1	2
275	не внутри	1	2
276	искусства как	1	2
277	совершается в	1	2
278	прежде чем	1	2
279	художественного восприятия	1	2
280	ни было	2	2
281	в своих	2	2
282	отношении к	1	2
283	жизни в	4	2
284	одной из	1	2
285	что такое	1	2
286	как таковое	2	2
287	нас не	1	2
288	и теоретик	1	1
289	например в	3	1
290	начинается с	1	1
291	задачи в	1	1
292	и есть	1	1
293	между двумя	1	1
294	и принципиально	1	1
295	в первом	2	1
296	из самых	1	1
297	установка на	2	1
298	по преимуществу	1	1
299	из его	1	1
300	едва ли	3	1
301	мы уже	1	1
302	той же	3	1
303	бы уже	1	1
304	х годов	15	1
305	целого в	1	1
306	кто же	1	1
307	искусства есть	1	1
308	в каждой	2	1
309	его основная	1	1
310	проявляется в	1	1
311	xix века	2	1
312	говоря уже	4	1
313	в чем	1	1
314	его действительности	1	1
315	тем как	1	1
316	в данном	4	1
317	к которой	1	1
318	тогда как	17	1
319	и вовсе	2	1
320	общего с	1	1
321	без другого	2	1
322	общественном сознании	1	1
323	этом его	1	1
324	ней в	1	1
325	что касается	1	1
326	перед нами	1	1
327	отношением к	2	1
328	хотя и	4	1
329	своего художественного	1	1
330	в точке	1	1
331	искусство и	1	1
332	в этот	1	1
333	что произведение	1	1
334	то в	3	1
335	бы и	3	1
336	так или	2	1
337	так в	1	1
338	этой воли	1	1
339	особое место	2	1
340	как он	1	1
341	на то	2	1
342	и возможностей	1	1
343	быть только	2	1
344	что без	1	1
345	к искусству	1	1
346	тем не	1	1
347	все те	1	1
348	жизни вовсе	1	1
349	соприкасается с	1	1
350	в первой	2	1
351	и утверждает	1	1
352	нее и	1	1
353	свою собственную	1	1
354	состоит в	6	1
355	без утраты	1	1
356	вообще не	1	1
357	чтобы в	1	1
358	существу это	1	1
359	на наш	1	1
360	людей и	1	1
361	серьезность и	1	1
362	доверие к	2	1
363	последнее слово	1	1
364	произведения где	1	1
365	на этой	1	1
366	искусство не	2	1
367	лишь на	2	1
368	и тем	3	1
369	в итоге	1	1
370	материал для	1	1
371	только одно	1	1
372	который сам	1	1
373	но уже	3	1
374	нет в	1	1
375	она и	2	1
376	далеко не	2	1
377	всеми другими	1	1
378	а прежде	1	1
379	в контексте	1	1
380	этого не	1	1
381	место и	1	1
382	и уже	1	1
383	он и	2	1
384	как целого	1	1
385	мы с	2	1
386	и тогда	2	1
387	роль и	1	1
388	в восприятии	1	1
389	истории русской	1	1
390	в этих	1	1
391	она сама	1	1
392	художественного творчества	2	1
393	не становится	3	1
394	в котором	1	1
395	а от	1	1
396	к предмету	2	1
397	не столько	1	1
398	как совокупность	1	1
399	в отличие	5	1
400	своего рода	10	1
401	в силу	1	1
402	такую же	1	1
403	но он	1	1
404	друг другу	1	1
405	и эти	1	1
406	как от	1	1
407	не знает	2	1
408	тому что	1	1
409	этом не	1	1
410	на один	1	1
411	вещей как	1	1
412	осуществления как	1	1
413	в русской	1	1
414	мышления и	1	1
415	не имеет	1	1
416	текста и	2	1
417	если в	1	1
418	и притом	1	1
419	душе и	1	1
420	и сама	1	1
421	говорить о	1	1
422	того чтобы	2	1
423	для всего	1	1
424	здесь может	1	1
425	не лучше	1	1
426	самой жизни	1	1
427	на себя	2	1
428	этих последних	1	1
429	по своей	3	1
430	жизни как	2	1
431	мире и	1	1
432	потому что	3	1
433	не принадлежит	1	1
434	уже и	1	1
435	этом отношении	5	1
436	мы и	2	1
437	за его	2	1
438	свое собственное	1	1
439	и искусство	1	1
440	уже о	3	1
441	знаковом материале	1	1
442	есть только	1	1
443	быть уже	1	1
444	его понимании	1	1
445	числе и	2	1
446	того о	1	1
447	жизни этих	1	1
448	ничего общего	1	1
449	значение это	1	1
450	правда не	1	1
451	наиболее существенным	1	1
452	именно эту	1	1
453	и о	1	1
454	более не	1	1
455	потому не	1	1
456	то она	2	1
457	отвлеченный от	1	1
458	моменты произведения	1	1
459	людей в	1	1
460	данном случае	4	1
461	языка и	1	1
462	быть вполне	1	1
463	извне и	1	1
464	исторической жизни	1	1
465	ссср в	1	1
466	сознания с	2	1
467	что у	2	1
468	было в	1	1
469	в борьбе	1	1
470	здесь нет	1	1
471	искусства или	1	1
472	все остальные	1	1
473	в словах	3	1
474	о ней	1	1
475	быть выражено	1	1
476	в другом	6	1
477	одного из	2	1
478	очень существенная	1	1
479	можно сказать	2	1
480	и ценителей	1	1
481	а также	4	1
482	каждом своем	1	1
483	второй половины	1	1
484	нет у	1	1
485	нас а	1	1
486	и смыслом	1	1
487	собственной сущности	1	1
488	творчества в	1	1
489	эти два	1	1
490	художников слова	1	1
491	вслед за	3	1
492	в художественной	1	1
493	в свете	1	1
494	к нему	1	1
495	в двух	1	1
496	отражения в	1	1
497	от этой	1	1
498	романа и	2	1
499	исторических событий	1	1
500	и действительно	1	1
501	специфической социальной	1	1
502	в стороне	1	1
503	который в	1	1
504	по мнению	1	1
505	и требует	1	1
506	им лишь	1	1
507	сознанием и	1	1
508	своей основе	1	1
509	именно на	1	1
510	своего собственного	1	1
511	так что	1	1
512	для всех	1	1
513	к идее	2	1
514	в сторону	3	1
515	себя в	7	1
516	за счет	1	1
517	не вне	1	1
518	или даже	1	1
519	не стал	1	1
520	из них	4	1
521	предмет и	1	1
522	был бы	1	1
523	действительную причастность	1	1
524	так как	1	1
525	художника и	2	1
526	у него	1	1
527	отличие от	5	1
528	с действительностью	1	1
529	явно не	1	1
530	понимать друг	1	1
531	он один	1	1
532	но из	1	1
533	со специфической	1	1
534	социального заказа	4	1
535	живой жизни	3	1
536	не были	1	1
537	ней и	1	1
538	или иной	2	1
539	даже не	1	1
540	основная задача	1	1
541	внутренняя логика	1	1
542	как у	4	1
543	в общественном	1	1
544	на ее	1	1
545	не один	1	1
546	что они	1	1
547	и тех	1	1
548	а именно	5	1
549	художественного сознания	1	1
550	в ряде	1	1
551	во второй	2	1
552	художественной культуре	1	1
553	а с	1	1
554	что не	2	1
555	что для	1	1
556	его из	1	1
557	те кто	3	1
558	связано с	1	1
559	смысла и	1	1
560	жизни их	1	1
561	с практической	1	1
562	а на	2	1
563	искусстве не	1	1
564	а сам	1	1
565	к своему	1	1
566	возвращаясь к	1	1
567	в слове	3	1
568	там где	3	1
569	для самих	1	1
570	несмотря на	2	1
571	возможен лишь	1	1
572	произведение существует	1	1
573	русской литературы	2	1
574	к его	1	1
575	путь от	1	1
576	жизни а	2	1
577	какого бы	2	1
578	для искусства	1	1
579	есть результат	1	1
580	в той	1	1
581	не преломленная	1	1
582	жизни которую	1	1
583	деятельность не	1	1
584	как средство	1	1
585	возникновения и	1	1
586	это значит	1	1
587	тех пор	1	1
588	и всех	1	1
589	с бытием	1	1
590	с первой	2	1
591	между тремя	1	1
592	романа с	1	1
593	искусством и	1	1
594	и для	4	1
595	и нужна	1	1
596	сознания и	2	1
597	мира и	2	1
598	том что	8	1
599	но отнюдь	1	1
600	это уже	1	1
601	для нас	1	1
602	особого рода	5	1
603	в литературной	1	1
604	еще более	1	1
605	не будучи	1	1
606	не должен	1	1
607	ни к	3	1
608	в г	3	1
609	всю полноту	2	1
610	причастность к	2	1
611	границу между	1	1
612	с ней	2	1
613	не говоря	4	1
614	руки и	1	1
615	сказать что	1	1
616	другой стороны	2	1
617	совершенно не	3	1
618	часто встречается	1	1
619	занять свое	1	1
620	проникнуть во	1	1
621	в последнем	1	1
622	партии и	1	1
623	культуры в	1	1
624	из этого	1	1
625	есть и	1	1
626	к физическому	1	1
627	труда в	1	1
628	самом начале	1	1
629	себе но	1	1
630	и состоит	1	1
631	ее в	2	1
632	в ссср	1	1
633	диаметрально противоположны	1	1
634	к этому	2	1
635	этой точки	1	1
636	том числе	3	1
