N	2gram	Tiupa_Narr_1	Problemy
265	и даже	2	2
266	до сих	2	2
267	все время	1	2
268	на этот	1	2
269	в данном	11	2
270	в первой	2	2
271	друг с	1	2
272	в контексте	1	2
273	сих пор	2	2
274	нисколько не	1	2
275	нести в	2	2
276	что позволяет	1	2
277	и от	2	2
278	человек и	1	2
279	на языке	1	2
280	же в	2	2
281	от ее	1	2
282	между ними	2	2
283	жизни а	3	2
284	жизни и	6	2
285	также не	2	2
286	и наиболее	1	1
287	же как	1	1
288	своего и	2	1
289	получает в	1	1
290	было как	4	1
291	тем же	2	1
292	в первом	4	1
293	характерное для	1	1
294	на две	2	1
295	едва ли	3	1
296	сознания героя	2	1
297	из всех	1	1
298	который в	2	1
299	другому сознанию	1	1
300	слезами и	1	1
301	нами был	1	1
302	мы не	3	1
303	в первый	1	1
304	бы именно	1	1
305	этом не	1	1
306	не видим	1	1
307	жизни как	2	1
308	бы ни	1	1
309	одного дня	1	1
310	но даже	1	1
311	и он	6	1
312	меньшей степени	2	1
313	себе а	1	1
314	между позицией	1	1
315	во всех	1	1
316	как если	2	1
317	своей работе	1	1
318	чужих слов	1	1
319	ходит по	1	1
320	а только	1	1
321	и всякий	1	1
322	к слову	1	1
323	ответ на	1	1
324	в качестве	14	1
325	тогда как	10	1
326	в зеркале	2	1
327	которые не	1	1
328	к автору	1	1
329	в рамках	1	1
330	что именно	1	1
331	не изображает	1	1
332	на минуту	1	1
333	что касается	2	1
334	в событие	2	1
335	дистанция между	2	1
336	не улавливает	1	1
337	хотя и	4	1
338	более глубоким	1	1
339	более или	1	1
340	в действительности	1	1
341	глава вторая	2	1
342	зрения как	2	1
343	за собой	1	1
344	впечатление что	1	1
345	со своей	1	1
346	не приходится	1	1
347	та же	2	1
348	в литературном	1	1
349	что это	1	1
350	позиции автора	1	1
351	в нашем	3	1
352	из этих	4	1
353	ни одна	1	1
354	в известном	2	1
355	достигается не	1	1
356	видим и	1	1
357	чем его	1	1
358	сливаются в	2	1
359	как он	1	1
360	но на	1	1
361	как принцип	1	1
362	героя к	2	1
363	сам автор	1	1
364	в случае	2	1
365	и еще	2	1
366	и совершенно	1	1
367	к одному	1	1
368	в начале	3	1
369	и вот	2	1
370	имеет смысл	1	1
371	человеческое сознание	1	1
372	в творческом	1	1
373	и по	1	1
374	облик героя	1	1
375	переход к	1	1
376	могла бы	1	1
377	не будет	2	1
378	которого была	1	1
379	об этом	6	1
380	из них	4	1
381	особенности в	1	1
382	них не	1	1
383	лишь в	3	1
384	и мы	1	1
385	роль в	2	1
386	глава первая	2	1
387	быть не	3	1
388	на свои	1	1
389	для них	2	1
390	но уже	1	1
391	он является	1	1
392	все равно	2	1
393	мы имеем	3	1
394	т д	1	1
395	его сознании	1	1
396	не всегда	3	1
397	его слово	1	1
398	ведет к	1	1
399	говорящего как	1	1
400	одного и	1	1
401	вошел в	1	1
402	было не	1	1
403	или менее	1	1
404	или точнее	1	1
405	что вся	1	1
406	часто не	1	1
407	мир не	1	1
408	своего рода	10	1
409	вовсе еще	1	1
410	должны были	1	1
411	последовательность и	1	1
412	героя из	2	1
413	теми же	1	1
414	жизни является	1	1
415	по крайней	1	1
416	к философскому	1	1
417	она или	1	1
418	того кто	2	1
419	хоть одно	1	1
420	до известной	1	1
421	в русской	3	1
422	не имеет	2	1
423	ними не	1	1
424	дело в	2	1
425	и притом	2	1
426	одновременно все	1	1
427	того чтобы	4	1
428	появляется в	1	1
429	не могло	2	1
430	не то	1	1
431	и лишь	1	1
432	определения как	1	1
433	повествований и	1	1
434	сознанием и	1	1
435	и сама	2	1
436	истории как	2	1
437	даже самая	1	1
438	слова о	1	1
439	него уже	1	1
440	в области	2	1
441	не слышит	2	1
442	ему не	1	1
443	с другом	1	1
444	произведениях но	1	1
445	события но	1	1
446	у нас	3	1
447	именно оно	1	1
448	одно и	2	1
449	в момент	1	1
450	и чужого	2	1
451	и неуверенность	1	1
452	глава третья	2	1
453	же самое	2	1
454	об одном	1	1
455	для такого	1	1
456	к тому	6	1
457	они и	2	1
458	завершающего слова	1	1
459	для героя	1	1
460	должен быть	1	1
461	субъективную значимость	1	1
462	не существует	3	1
463	свою очередь	2	1
464	но при	3	1
465	и сами	1	1
466	как один	1	1
467	здесь не	2	1
468	в ее	1	1
469	между сознаниями	1	1
470	условии что	1	1
471	и про	2	1
472	как с	1	1
473	и когда	1	1
474	как реализм	1	1
475	что у	4	1
476	в другом	1	1
477	чего он	1	1
478	времени и	9	1
479	она была	2	1
480	не исчерпывается	1	1
481	является в	1	1
482	был не	1	1
483	для этого	1	1
484	со стороны	8	1
485	даже не	1	1
486	как формы	1	1
487	в виду	1	1
488	видим не	1	1
489	к каждому	1	1
490	первом случае	3	1
491	не существовало	1	1
492	о том	4	1
493	другого сознания	2	1
494	и та	1	1
495	не выступает	1	1
496	за пределами	2	1
497	что каждый	1	1
498	утверждает что	1	1
499	такова что	2	1
500	один голос	2	1
501	можно сказать	5	1
502	для толстого	1	1
503	времени в	2	1
504	на которых	1	1
505	того как	1	1
506	будто он	1	1
507	деревенской жизни	1	1
508	они являются	1	1
509	его личности	1	1
510	не отличается	1	1
511	творчества в	1	1
512	во втором	6	1
513	автор как	1	1
514	своем кругозоре	1	1
515	или напротив	3	1
516	утрачивает свою	1	1
517	и только	2	1
518	крайней мере	1	1
519	это осознание	1	1
520	рассказа что	1	1
521	она может	2	1
522	того что	4	1
523	большей или	2	1
524	быть и	2	1
525	известном смысле	2	1
526	оно и	1	1
527	или меньшей	1	1
528	речь о	1	1
529	одной из	1	1
530	него вдруг	1	1
531	мы увидим	1	1
532	что даже	1	1
533	ли он	1	1
534	то в	4	1
535	даже если	1	1
536	впрочем и	1	1
537	а с	1	1
538	и оценку	1	1
539	вся эта	1	1
540	себя в	2	1
541	же авторского	1	1
542	кругозора ибо	1	1
543	или иным	2	1
544	не все	1	1
545	а то	1	1
546	плана в	1	1
547	на столе	1	1
548	него или	1	1
549	не находит	1	1
550	могло бы	3	1
551	к ним	2	1
552	при всей	3	1
553	рассказа от	1	1
554	может служить	3	1
555	бытия и	1	1
556	случае не	1	1
557	это было	2	1
558	и показывает	1	1
559	для того	3	1
560	рассказа не	1	1
561	у которого	1	1
562	героев для	1	1
563	в особенности	2	1
564	нами не	2	1
565	он живет	1	1
566	для героев	1	1
567	как у	2	1
568	на ее	2	1
569	а именно	1	1
570	случаев в	1	1
571	во второй	1	1
572	к его	2	1
573	что не	2	1
574	что для	1	1
575	мира на	1	1
576	а на	2	1
577	его смерти	1	1
578	зависит от	2	1
579	сознание героя	1	1
580	из участников	3	1
581	что обычно	1	1
582	а так	1	1
583	не он	1	1
584	действительности как	1	1
585	что мы	2	1
586	своей индивидуальности	1	1
587	если не	2	1
588	с помощью	1	1
589	позволяет нам	2	1
590	в частности	14	1
591	одно слово	1	1
592	над ним	1	1
593	от других	1	1
594	что за	1	1
595	такого рода	10	1
596	в точке	1	1
597	это за	1	1
598	в тех	1	1
599	о человеке	1	1
600	не сливаются	1	1
601	лишь из	1	1
602	далеко за	1	1
603	главного героя	3	1
604	слова и	1	1
605	думает о	1	1
606	время оно	1	1
607	голоса и	1	1
608	при условии	1	1
609	не раз	1	1
610	сознании героя	1	1
611	в книге	1	1
612	в более	1	1
613	любовь к	1	1
614	известной степени	1	1
615	слово то	2	1
616	он видел	1	1
617	его собственными	1	1
618	и само	1	1
619	что я	1	1
620	третьего лица	1	1
621	это первое	1	1
622	это он	1	1
623	сознания в	2	1
624	ее и	1	1
625	и все	3	1
626	взаимодействия и	1	1
627	у них	1	1
628	и позицией	1	1
629	в большей	1	1
630	будто бы	1	1
631	только что	2	1
632	прошлого и	2	1
633	все они	1	1
634	мы видели	1	1
635	я в	2	1
636	событийного взаимодействия	1	1
637	в искусстве	1	1
638	друга но	1	1
639	своего голоса	1	1
640	а о	2	1
641	в свою	2	1
642	впервые в	1	1
643	совершенно не	1	1
644	как за	1	1
645	себе но	1	1
646	к смысловой	1	1
647	к этой	1	1
648	случае если	1	1
649	к этому	1	1
650	в таком	2	1
651	точно так	1	1
652	событий в	1	1
