N	2gram	Vygotskiy__2	VrazhdaK
312	предположение что	1	1
313	этот раз	1	1
314	что для	3	1
315	ни с	1	1
316	никто не	1	1
317	мы находим	6	1
318	в одном	2	1
319	друг друга	5	1
320	как при	2	1
321	от того	2	1
322	в особенности	1	1
323	из двух	3	1
324	и речи	13	1
325	тогда это	1	1
326	так не	1	1
327	и из	2	1
328	с другой	6	1
329	именно в	2	1
330	что тот	1	1
331	все равно	2	1
332	такое же	1	1
333	прежде всего	4	1
334	выше и	1	1
335	только по	1	1
336	на этот	6	1
337	нашему мнению	1	1
338	целым рядом	1	1
339	до конца	1	1
340	и самый	2	1
341	для начала	1	1
342	с помощью	5	1
343	в частности	6	1
344	материал и	1	1
345	него в	1	1
346	место мы	1	1
347	человека к	2	1
348	знаем о	2	1
349	из которых	3	1
350	каковы же	1	1
351	предположить что	1	1
352	не дают	1	1
353	того что	17	1
354	к русскому	2	1
355	я с	1	1
356	указанием на	1	1
357	в свое	1	1
358	известном смысле	1	1
359	сих пор	1	1
360	об одном	1	1
361	но для	2	1
362	под влиянием	1	1
363	к вопросу	2	1
364	ближе к	1	1
365	более того	1	1
366	уж конечно	1	1
367	которых он	3	1
368	дети не	1	1
369	и от	1	1
370	но на	3	1
371	стремится показать	1	1
372	о котором	1	1
373	это как	1	1
374	бы в	1	1
375	еще более	1	1
376	у которого	1	1
377	позволяет нам	1	1
378	только что	3	1
379	в обоих	1	1
380	родстве с	1	1
381	другой стороны	1	1
382	довольно удачно	1	1
383	из этого	1	1
384	за шагом	1	1
385	к этой	3	1
386	помощью которых	1	1
387	который не	1	1
388	как на	1	1
389	точно так	1	1
390	все что	5	1
391	они не	3	1
