N	2gram	Potebnia_M_2	Analitik
256	очевидно что	3	1
257	а и	5	1
258	сама по	2	1
259	один и	1	1
260	бы для	1	1
261	независимо от	9	1
262	впечатления которые	1	1
263	однако не	1	1
264	применении к	1	1
265	и наконец	1	1
266	и тот	2	1
267	его к	1	1
268	смутное воспоминание	1	1
269	тем же	3	1
270	мертвых душ	5	1
271	имеет в	1	1
272	более или	8	1
273	о самом	1	1
274	при чтении	2	1
275	себе как	1	1
276	в которой	5	1
277	бы и	1	1
278	бы с	1	1
279	все эти	2	1
280	бы не	5	1
281	по народному	1	1
282	из этих	4	1
283	которые в	1	1
284	в известном	1	1
285	рассказ о	1	1
286	по форме	1	1
287	за порогом	1	1
288	убедиться на	1	1
289	не приводит	1	1
290	как он	4	1
291	в наших	1	1
292	но на	2	1
293	так сказать	4	1
294	быть только	2	1
295	что вообще	2	1
296	с чем	3	1
297	мы их	1	1
298	по-видимому не	1	1
299	в нем	9	1
300	внутренняя форма	4	1
301	время и	2	1
302	всех остальных	1	1
303	а скорее	2	1
304	и легко	1	1
305	всех этих	2	1
306	первой части	1	1
307	к одному	1	1
308	не к	1	1
309	не как	3	1
310	почти то	1	1
311	различия в	1	1
312	из виду	1	1
313	что одно	1	1
314	чтобы в	1	1
315	никому не	1	1
316	и по	2	1
317	человека в	3	1
318	в каждом	2	1
319	мысль об	2	1
320	нам остается	1	1
321	об этом	1	1
322	времени и	1	1
323	от степени	1	1
324	входит в	1	1
325	заключается в	1	1
326	в глазах	1	1
327	это не	3	1
328	то все	4	1
329	эту минуту	3	1
330	например с	2	1
331	рука от	1	1
332	в жизни	2	1
333	ни в	1	1
334	в них	5	1
335	далеко не	3	1
336	этого не	2	1
337	которые следует	1	1
338	такой же	4	1
339	но если	2	1
340	и при	3	1
341	таким же	1	1
342	в такой	1	1
343	прийти к	1	1
344	на каждом	1	1
345	от себя	2	1
346	что я	1	1
347	и эти	1	1
348	и более	1	1
349	мере в	1	1
350	том же	1	1
351	зрения и	7	1
352	между несколькими	1	1
353	и вся	1	1
354	тому что	2	1
355	раз и	1	1
356	виду что	1	1
357	таких случаях	1	1
358	вообще но	1	1
359	следует определить	1	1
360	с теми	2	1
361	и другое	4	1
362	тогда когда	10	1
363	одна из	4	1
364	со светом	1	1
365	и имеет	1	1
366	но только	2	1
367	каждый из	1	1
368	более сильные	1	1
369	что ни	2	1
370	мы слышали	1	1
371	именно с	1	1
372	слова как	1	1
373	этих двух	1	1
374	всего на	1	1
375	с одним	1	1
376	глядя на	1	1
377	как она	1	1
378	по своей	1	1
379	это слово	1	1
380	потому что	49	1
381	связи с	6	1
382	только с	1	1
383	которая по	1	1
384	у нас	2	1
385	одно и	2	1
386	начиная с	1	1
387	лица мне	1	1
388	во все	2	1
389	и другой	1	1
390	и такие	1	1
391	похож на	1	1
392	его за	1	1
393	отличается от	1	1
394	должны быть	4	1
395	бы он	1	1
396	указывает на	2	1
397	он видит	1	1
398	другие но	1	1
399	что при	1	1
400	слова однако	1	1
401	в применении	1	1
402	для себя	1	1
403	и о	1	1
404	и тогда	3	1
405	то она	1	1
406	существенное значение	1	1
407	свою очередь	6	1
408	но при	1	1
409	в ее	1	1
410	могут и	1	1
411	только то	1	1
412	особенно для	1	1
413	слова а	3	1
414	если они	1	1
415	разговора с	1	1
416	что может	2	1
417	начала и	1	1
418	чем выше	1	1
419	хотя как	1	1
420	наше внимание	1	1
421	поэтому в	1	1
422	по-видимому и	1	1
423	и здесь	2	1
424	в другом	2	1
425	на вопрос	3	1
426	определенным образом	1	1
427	но мы	3	1
428	и что	4	1
429	близки к	2	1
430	что его	3	1
431	все его	1	1
432	но когда	1	1
433	известно из	1	1
434	к нему	1	1
435	с его	2	1
436	от них	3	1
437	искусство не	1	1
438	своих внешних	1	1
439	различных по	1	1
440	своих слов	1	1
441	даже для	1	1
442	слов и	1	1
443	с а	4	1
444	мог найти	1	1
445	что здесь	1	1
446	оно и	1	1
447	мы видим	2	1
448	тот же	5	1
449	менее в	1	1
450	дело с	1	1
451	но ряд	1	1
452	а тем	1	1
453	в какой	2	1
454	на природу	2	1
455	хотя бы	2	1
456	к их	1	1
457	который в	1	1
458	деле не	1	1
459	между этими	1	1
460	кроме этого	2	1
461	делает его	1	1
462	все они	1	1
463	человека с	1	1
464	же и	1	1
465	теперь уже	2	1
466	уже в	5	1
467	то и	9	1
468	как кажется	4	1
469	как более	1	1
470	его и	1	1
471	пока не	1	1
472	представить себе	1	1
473	слова в	5	1
474	сами по	7	1
475	часто с	1	1
476	так как	10	1
477	к ним	1	1
478	может служить	1	1
479	себе и	1	1
480	на меня	1	1
481	которые могут	4	1
482	не говорит	1	1
483	бы это	1	1
484	к самому	1	1
485	нам не	2	1
486	с другим	1	1
487	который не	1	1
488	на ее	1	1
489	нельзя сказать	1	1
490	в свою	6	1
491	не всю	1	1
492	себя и	2	1
493	близко к	1	1
494	и нередко	1	1
495	зависит от	2	1
496	силы не	1	1
497	же точно	1	1
498	было для	2	1
499	мы принимаем	2	1
500	что хотя	4	1
501	в ряду	6	1
502	несколько выше	1	1
503	душевной жизни	7	1
504	если не	4	1
505	в связи	2	1
506	было в	2	1
507	имеет места	1	1
508	такой степени	1	1
509	эти слова	1	1
510	и потому	2	1
511	относятся к	1	1
512	свою собственную	1	1
513	например если	1	1
514	но такое	1	1
515	для обозначения	2	1
516	который мы	1	1
517	не подтверждается	1	1
518	взятое в	1	1
519	или менее	8	1
520	для человека	1	1
521	стороны и	1	1
522	можно принять	2	1
523	указание на	2	1
524	и богатство	1	1
525	и какое	1	1
526	том смысле	4	1
527	что же	1	1
528	с этой	1	1
529	слова и	3	1
530	мы привыкли	1	1
531	его собственный	1	1
532	было сказано	1	1
533	что сознание	2	1
534	только для	5	1
535	и действия	2	1
536	между прочим	4	1
537	я от	1	1
538	с этими	1	1
539	перед нами	1	1
540	к другим	3	1
541	другой как	1	1
542	за его	1	1
543	известной степени	1	1
544	обращенного к	1	1
545	не имея	1	1
546	целом как	1	1
547	наоборот в	1	1
548	прежде чем	1	1
549	как на	3	1
550	его не	3	1
551	человек и	1	1
552	для нас	31	1
553	от него	4	1
554	или нет	3	1
555	тем более	1	1
556	и как	6	1
557	мы должны	2	1
558	необходимое для	1	1
559	по временам	1	1
560	но это	3	1
561	только что	3	1
562	все остальные	5	1
563	не одну	1	1
564	случае а	1	1
565	же в	5	1
566	мысли о	4	1
567	отношении к	2	1
568	к ее	1	1
569	может и	1	1
570	слово в	1	1
571	из тех	1	1
572	обратим внимание	1	1
573	состоит из	1	1
574	не сами	1	1
575	это господа	1	1
576	животных а	1	1
577	на это	1	1
578	например во	1	1
579	просто не	1	1
580	и б	2	1
581	ее в	1	1
582	этой точки	1	1
583	черный цвет	1	1
584	они относятся	1	1
585	следует сказать	1	1
586	точно так	9	1
587	смысле что	1	1
