N	2gram	Vygotskiy__2	EvropaiC
108	потому что	7	5
109	и их	5	5
110	у него	2	5
111	именно в	2	5
112	ничем не	3	5
113	другой стороны	1	5
114	сравнению с	5	5
115	и для	2	5
116	и от	1	5
117	случае если	1	5
118	к этому	4	5
119	в такой	2	4
120	и то	1	4
121	то же	5	4
122	мы уже	6	4
123	та же	1	4
124	совершенно так	1	4
125	из того	4	4
126	между собой	1	4
127	что его	4	4
128	данный момент	1	4
129	что как	3	4
130	ни один	1	4
131	своем развитии	2	4
132	он не	7	4
133	мало того	1	4
134	факт что	1	4
135	том случае	1	4
136	из них	3	4
137	должно быть	2	4
138	иначе говоря	2	4
139	в их	2	4
140	признать что	4	4
141	том же	2	4
142	поэтому что	4	4
143	из которых	3	4
144	что эта	6	4
145	что та	1	4
146	связи с	9	4
147	в дальнейшем	1	4
148	никогда не	8	4
149	и т.д	12	4
150	на вопрос	4	4
151	выше и	1	4
152	представление об	1	4
153	если мы	6	4
154	не есть	1	4
155	в виде	1	4
156	а потому	1	4
157	в области	1	4
158	а с	4	4
159	тот факт	1	4
160	не могут	2	4
161	в течение	2	4
162	это есть	2	4
163	самого себя	1	4
164	мы должны	6	4
165	хотя бы	4	4
166	как известно	6	3
167	же как	2	3
168	двух разнородных	1	3
169	с в	4	3
170	вопрос о	5	3
171	но по	1	3
172	но даже	1	3
173	во имя	1	3
174	в данном	3	3
175	мы будем	3	3
176	очевидно что	3	3
177	которые не	2	3
178	в истории	6	3
179	целый ряд	2	3
180	и наконец	1	3
181	в нашем	1	3
182	в тех	1	3
183	к которой	1	3
184	это представление	3	3
185	в нем	1	3
186	и по	3	3
187	и может	1	3
188	в совершенно	4	3
189	на этой	2	3
190	заключается в	8	3
191	это не	5	3
192	в жизни	1	3
193	с тем	1	3
194	чем в	2	3
195	в этих	2	3
196	что если	2	3
197	таким же	3	3
198	представление о	5	3
199	даже в	4	3
200	что их	1	3
201	лучше и	1	3
202	для нас	4	3
203	во всем	2	3
204	уже и	2	3
205	от того	2	3
206	у нас	1	3
207	должны быть	1	3
208	что оно	4	3
209	ничего общего	1	3
210	всегда будет	1	3
211	и это	3	3
212	то ни	1	3
213	данном случае	3	3
214	коренным образом	1	3
215	и вообще	2	3
216	с одной	7	3
217	может не	1	3
218	тот же	7	3
219	рассматриваться как	3	3
220	конечно не	1	3
221	в начале	4	3
222	при помощи	4	3
223	и других	2	3
224	от тех	1	3
225	отличие от	3	3
226	как у	2	3
227	прежде всего	4	3
228	а наоборот	1	3
229	в связи	6	3
230	ко всем	1	3
231	и потому	1	3
232	что только	1	3
233	не то	2	3
234	от него	1	3
235	бы в	1	3
236	тем более	3	3
237	только что	3	3
238	а в	4	3
239	что мы	9	3
240	в психологии	1	3
241	указывают на	1	3
242	ту же	2	2
243	тех же	1	2
244	в котором	2	2
245	и до	3	2
246	что эти	1	2
247	со своей	1	2
248	по его	1	2
249	также и	2	2
250	в сущности	9	2
251	так чтобы	1	2
252	а для	1	2
253	с ее	2	2
254	и ее	3	2
255	же что	1	2
256	в ней	1	2
257	объективных доказательств	1	2
258	бы то	1	2
259	во всяком	7	2
260	друг к	1	2
261	но как	1	2
262	только тогда	2	2
263	что они	3	2
264	общего с	2	2
265	и где	1	2
266	и там	1	2
267	может лежать	1	2
268	но на	3	2
269	что она	3	2
270	не следует	2	2
271	как две	1	2
272	о которой	1	2
273	он должен	2	2
274	том чтобы	4	2
275	а затем	1	2
276	другой вид	2	2
277	к другу	1	2
278	и общей	1	2
279	что стоит	1	2
280	в них	4	2
281	нет в	1	2
282	и особенно	3	2
283	мы видели	6	2
284	такой же	1	2
285	в один	2	2
286	на первый	1	2
287	в эту	4	2
288	но если	2	2
289	следует что	2	2
290	никто не	1	2
291	на каждом	1	2
292	в которых	3	2
293	ответить на	1	2
294	точку зрения	6	2
295	образом и	1	2
296	совершенно иной	1	2
297	и более	2	2
298	том и	1	2
299	тому что	1	2
300	она не	1	2
301	то с	1	2
302	тем самым	3	2
303	заимствует у	1	2
304	тогда когда	5	2
305	одна из	1	2
306	на него	1	2
307	в процессе	11	2
308	в основе	3	2
309	что представление	1	2
310	говорить о	2	2
311	мы все	1	2
312	кстати что	1	2
313	все без	1	2
314	только не	1	2
315	в самой	3	2
316	этих двух	2	2
317	в противоречие	1	2
318	на этом	1	2
319	доказать что	1	2
320	этот общий	1	2
321	что на	2	2
322	к таким	1	2
323	в среде	1	2
324	должен быть	2	2
325	как мы	6	2
326	чтобы быть	1	2
327	в себя	2	2
328	на том	2	2
329	и сам	3	2
330	что у	3	2
331	те же	3	2
332	чем другие	1	2
333	в виду	6	2
334	а к	1	2
335	сводится к	1	2
336	именно потому	1	2
337	в другом	2	2
338	и поэтому	1	2
339	другими словами	1	2
340	к нему	1	2
341	которой мы	2	2
342	для самого	1	2
343	было бы	10	2
344	показывают что	1	2
345	но так	1	2
346	образом как	2	2
347	но с	2	2
348	этот вопрос	5	2
349	и так	1	2
350	между этими	1	2
351	то и	1	2
352	ни было	1	2
353	рано или	1	2
354	психологии в	2	2
355	отдельные элементы	1	2
356	это обстоятельство	2	2
357	одно из	1	2
358	для него	3	2
359	всяком случае	6	2
360	вовсе не	6	2
361	к ним	1	2
362	при отсутствии	1	2
363	как при	2	2
364	элементы из	1	2
365	и только	3	2
366	или поздно	1	2
367	и из	2	2
368	только один	1	2
369	что для	3	2
370	по тем	1	2
371	одной стороны	7	2
372	заметим кстати	1	2
373	отнюдь не	2	2
374	во внимание	1	2
375	ближе к	1	2
376	для этой	1	2
377	в частности	6	2
378	него в	1	2
379	такой форме	1	2
380	независимо от	4	2
381	но не	3	2
382	что же	2	2
383	не сознавая	1	2
384	многих других	1	2
385	эту черту	1	2
386	этого слова	3	2
387	только то	1	2
388	с этой	2	2
389	но для	2	2
390	в отдельных	2	2
391	гораздо менее	3	2
392	дальше так	1	2
393	это может	1	2
394	не от	1	2
395	из врожденных	1	2
396	между ними	1	2
397	не знает	1	2
398	что под	1	2
399	развития все	1	2
400	всех тех	1	2
401	они не	3	2
402	гораздо более	1	2
403	себя как	1	1
404	я и	1	1
405	смысле слова	5	1
406	от этой	1	1
407	этого положения	1	1
408	в силе	1	1
409	говоря о	1	1
410	предполагает что	1	1
411	лишь после	1	1
412	этом пункте	2	1
413	силы и	1	1
414	науки о	1	1
415	это и	1	1
416	на деле	5	1
417	который можно	1	1
418	роль этого	1	1
419	к удовлетворению	2	1
420	по которым	1	1
421	все те	2	1
422	высшей степени	7	1
423	в зависимости	6	1
424	причиной и	1	1
425	долгое время	1	1
426	той же	2	1
427	совершенно в	2	1
428	есть не	1	1
429	говорит за	1	1
430	выше в	1	1
431	мы не	10	1
432	что между	2	1
433	случае за	1	1
434	которую мы	2	1
435	не во	1	1
436	на место	2	1
437	из своих	1	1
438	единство и	1	1
439	имеет свою	2	1
440	идти с	1	1
441	в учении	6	1
442	благодаря тому	1	1
443	мы попытались	1	1
444	я не	1	1
445	вместо того	1	1
446	очень давно	1	1
447	зависимости от	6	1
448	к своему	1	1
449	и самого	2	1
450	он сам	3	1
451	это действительно	1	1
452	с его	4	1
453	играет роль	1	1
454	же самые	1	1
455	не отличается	1	1
456	а следовательно	1	1
457	друг на	1	1
458	с психологической	1	1
459	себе и	1	1
460	со стороны	3	1
461	нет и	2	1
462	еще один	2	1
463	вызывает в	1	1
464	как в	4	1
465	что именно	3	1
466	когда отдельные	1	1
467	однако не	1	1
468	перед нами	2	1
469	и как	2	1
470	как всякая	1	1
471	по пути	2	1
472	его к	2	1
473	есть ли	2	1
474	от самого	1	1
475	при соприкосновении	1	1
476	живут в	1	1
477	оказывается мало	1	1
478	и идет	1	1
479	отказывается от	1	1
480	самой природе	1	1
481	бы с	3	1
482	он в	3	1
483	то обстоятельство	1	1
484	нами в	1	1
485	сливаются в	1	1
486	себе те	1	1
487	очевидна и	1	1
488	двух других	1	1
489	после этого	2	1
490	раз навсегда	1	1
491	раз когда	1	1
492	зависит не	1	1
493	роли в	2	1
494	и еще	1	1
495	однако он	1	1
496	и вот	1	1
497	но вместе	1	1
498	что признание	1	1
499	без исключения	1	1
500	эта же	1	1
501	одно и	1	1
502	этом последнем	1	1
503	здесь мы	1	1
504	затем уже	1	1
505	зрения на	1	1
506	способа мышления	1	1
507	входит в	1	1
508	это было	1	1
509	с другими	3	1
510	не хуже	1	1
511	сейчас в	2	1
512	каждой новой	1	1
513	чтобы узнать	1	1
514	и тем	2	1
515	до всякого	2	1
516	ведь если	1	1
517	в ином	2	1
518	все черты	1	1
519	рядом с	1	1
520	на второй	1	1
521	на друга	1	1
522	гораздо дальше	2	1
523	слова что	1	1
524	которой он	1	1
525	при своем	1	1
526	его теории	1	1
527	в развитии	26	1
528	можно считать	2	1
529	направление как	1	1
530	остается в	2	1
531	и ко	1	1
532	что объективная	1	1
533	в своей	4	1
534	что такое	1	1
535	нас не	1	1
536	и третий	1	1
537	истинном смысле	3	1
538	со взрослым	1	1
539	бы к	3	1
540	его мнению	1	1
541	социальная среда	3	1
542	он принимает	1	1
543	не к	1	1
544	далее в	1	1
545	и другого	1	1
546	нас с	2	1
547	из области	1	1
548	и той	2	1
549	в опыте	1	1
550	и определенной	1	1
551	друг другу	1	1
552	состоит в	3	1
553	их в	4	1
554	однако в	1	1
555	на всю	1	1
556	намека на	1	1
557	случае мы	1	1
558	в отношении	6	1
559	а от	1	1
560	вещи не	1	1
561	есть нечто	2	1
562	и другое	2	1
563	самого начала	1	1
564	как о	1	1
565	не имеет	4	1
566	двух различных	2	1
567	на два	1	1
568	и притом	1	1
569	к этим	1	1
570	не по	1	1
571	когда их	2	1
572	быть поставлены	1	1
573	в уме	1	1
574	иметь в	1	1
575	вытекает из	3	1
576	нельзя не	1	1
577	дело в	1	1
578	больше чем	2	1
579	два различных	1	1
580	к ней	2	1
581	всех своих	1	1
582	уже говорили	3	1
583	и его	4	1
584	психологии животных	1	1
585	характерного для	1	1
586	всякий кто	1	1
587	и свою	1	1
588	только с	1	1
589	выше так	1	1
590	которая по	1	1
591	мысли которые	1	1
592	не потому	2	1
593	может показаться	1	1
594	обстоятельство что	1	1
595	начиная с	1	1
596	с и	4	1
597	и заключается	1	1
598	относиться к	1	1
599	так толкует	1	1
600	и другой	2	1
601	время мы	1	1
602	не знаем	1	1
603	да и	1	1
604	для развития	1	1
605	числе и	3	1
606	т.е к	1	1
607	всего что	1	1
608	бы он	1	1
609	к пониманию	1	1
610	этими названиями	1	1
611	этот путь	1	1
612	для себя	3	1
613	правда не	1	1
614	некоторой степени	1	1
615	приходит к	1	1
616	то им	1	1
617	вывод что	1	1
618	что составляет	1	1
619	здесь не	1	1
620	без всякого	2	1
621	нами выше	1	1
622	об отношении	3	1
623	с самого	1	1
624	говорили что	1	1
625	приводит к	5	1
626	и которую	1	1
627	которые больше	1	1
628	за то	2	1
629	в борьбе	1	1
630	вопрос этот	1	1
631	не были	1	1
632	не исчерпывается	1	1
633	основана на	1	1
634	ли эти	1	1
635	ничего не	3	1
636	стремление к	1	1
637	или иной	2	1
638	одно это	1	1
639	находится в	2	1
640	является неизбежным	1	1
641	другом месте	2	1
642	два момента	1	1
643	время в	1	1
644	язык и	1	1
645	с соответствующими	1	1
646	но мы	3	1
647	понимают друг	2	1
648	на особенностях	1	1
649	еще дальше	1	1
650	состоящее в	1	1
651	над другим	1	1
652	все та	1	1
653	связанной с	1	1
654	на точку	1	1
655	других людей	1	1
656	образом мы	1	1
657	жизни он	2	1
658	и всю	2	1
659	являются в	1	1
660	видели выше	1	1
661	которые необходимы	1	1
662	раньше чем	2	1
663	на одном	2	1
664	для той	1	1
665	у другого	1	1
666	ним и	1	1
667	борьбе с	1	1
668	во всей	5	1
669	без которого	1	1
670	в другой	2	1
671	не надо	3	1
672	теоретические основания	1	1
673	связь между	5	1
674	в современной	1	1
675	на которой	2	1
676	один из	1	1
677	социальной среды	5	1
678	себя с	1	1
679	видели что	5	1
680	идет по	1	1
681	мы видим	4	1
682	не ставит	1	1
683	зрения в	1	1
684	как нечто	2	1
685	каждом шагу	1	1
686	по мнению	1	1
687	к детской	1	1
688	этот факт	1	1
689	бы ни	2	1
690	не происходит	1	1
691	по этому	6	1
692	окружающей его	1	1
693	а после	1	1
694	тот или	1	1
695	с которыми	1	1
696	в качестве	4	1
697	же и	1	1
698	для всех	4	1
699	на всем	2	1
700	уже в	5	1
701	вопроса о	1	1
702	только на	1	1
703	так точно	2	1
704	положение что	2	1
705	в нашей	1	1
706	свидетельствует о	1	1
707	этому вопросу	1	1
708	всем вообще	1	1
709	речь в	3	1
710	за ним	1	1
711	он принадлежит	1	1
712	возможности для	1	1
713	это сближение	2	1
714	направление развития	1	1
715	мы находим	6	1
716	и со	1	1
717	у этих	1	1
718	друг друга	5	1
719	до некоторой	1	1
720	случае не	2	1
721	заметить что	2	1
722	тем что	2	1
723	потребности или	1	1
724	и оставаться	1	1
725	в других	2	1
726	указание на	4	1
727	бы это	1	1
728	открытие в	1	1
729	может рассматриваться	3	1
730	были бы	2	1
731	потребностей все	1	1
732	из двух	3	1
733	к совершенно	1	1
734	их ни	1	1
735	и даже	5	1
736	в истинном	2	1
737	в данный	1	1
738	развития в	6	1
739	в высшей	7	1
740	с объективной	1	1
741	связаны с	1	1
742	тем мы	1	1
743	а именно	1	1
744	что тот	1	1
745	к которому	6	1
746	более резкой	1	1
747	это кажется	1	1
748	еще и	1	1
749	и развития	2	1
750	к его	2	1
751	только к	1	1
752	с ней	2	1
753	естественно что	1	1
754	только по	1	1
755	деле если	1	1
756	на основании	1	1
757	шаг за	1	1
758	до конца	1	1
759	а не	3	1
760	зависит от	1	1
761	в руках	1	1
762	и психологии	1	1
763	на эту	2	1
764	когда же	1	1
765	когда она	2	1
766	в психологическом	1	1
767	на которые	1	1
768	среди других	1	1
769	виде в	1	1
770	так называемых	2	1
771	все более	1	1
772	вступает в	1	1
773	необходимы для	1	1
774	эти слова	1	1
775	развитии и	1	1
776	должна была	1	1
777	эта идея	1	1
778	это те	1	1
779	все свое	2	1
780	о возможности	1	1
781	наряду с	2	1
782	смысле этого	3	1
783	могут быть	2	1
784	эту мысль	1	1
785	в тот	1	1
786	для их	1	1
787	действительно так	1	1
788	человек с	2	1
789	приспособления к	7	1
790	мыслится как	1	1
791	эта переоценка	1	1
792	дело идет	1	1
793	психологии как	1	1
794	весь ход	1	1
795	только для	3	1
796	совершенно отличных	1	1
797	же самое	2	1
798	все остальные	1	1
799	противоречие с	1	1
800	с элементами	1	1
801	всего в	1	1
802	в более	2	1
803	вопрос в	1	1
804	являются не	1	1
805	итак если	1	1
806	существенную черту	1	1
807	а все	1	1
808	которого они	1	1
809	не свидетельствует	1	1
810	его природы	1	1
811	развития и	3	1
812	раньше других	1	1
813	или нет	1	1
814	и логического	1	1
815	еще более	1	1
816	мы попытаемся	3	1
817	приведенных выше	2	1
818	мысль на	1	1
819	находим в	1	1
820	воля к	1	1
821	или не	1	1
822	есть продукт	1	1
823	у данного	1	1
824	не являются	1	1
825	в целях	1	1
826	жизни в	1	1
827	отличных от	1	1
828	они возникли	1	1
829	это все	2	1
830	сказать что	6	1
831	и возникает	1	1
832	но этот	1	1
833	у животных	6	1
834	все социальное	1	1
835	всех других	1	1
836	не способны	1	1
837	разных народов	1	1
838	психологии с	1	1
839	за шагом	1	1
840	самое что	2	1
841	которые имеют	1	1
842	допустить что	1	1
843	а может	1	1
844	увидим что	2	1
845	ее в	2	1
846	в своих	1	1
847	прекрасно понимают	1	1
848	и эта	2	1
849	с такой	2	1
850	точно так	1	1
851	том числе	3	1
