N	2gram	Nazirov_Tr_1	Istorich
113	во сне	2	3
114	только он	1	2
115	ту же	1	2
116	что когда	1	2
117	в полночь	1	2
118	что эти	2	2
119	голод и	2	2
120	представляет собой	1	2
121	он был	2	2
122	но не	1	2
123	могло быть	1	2
124	должны были	1	2
125	тогда как	1	2
126	в своем	3	2
127	перед нами	2	2
128	и как	3	2
129	и хотя	1	2
130	что это	5	2
131	в этой	4	2
132	то и	2	2
133	и до	2	2
134	но он	1	2
135	на западе	1	2
136	он не	2	2
137	так часто	1	2
138	с этой	1	2
139	можно было	1	2
140	но все	2	2
141	же не	1	2
142	известно что	1	2
143	приходит в	1	2
144	ни в	2	2
145	или вообще	1	2
146	я его	1	2
147	человеком и	1	2
148	миф о	1	2
149	своего рода	3	2
150	что этот	2	2
151	превратилось в	2	2
152	тем самым	3	2
153	не имеет	2	2
154	одна из	2	2
155	это мы	1	2
156	не вполне	1	2
157	или как	1	2
158	сел на	1	2
159	и далее	1	2
160	к тому	2	2
161	от нее	1	2
162	за что	1	2
163	что при	1	2
164	утверждать что	1	2
165	где он	1	2
166	но при	2	2
167	и сам	3	2
168	с собой	1	2
169	когда в	1	2
170	а там	1	2
171	ничего не	2	2
172	но мы	1	2
173	после того	1	2
174	как у	2	2
175	отметить что	1	2
176	говорит он	1	2
177	в форме	1	2
178	все время	1	2
179	того что	1	2
180	именно на	1	2
181	не так	2	2
182	никто не	3	2
183	всяком случае	1	2
184	никого не	1	2
185	близок к	1	2
186	и др	1	2
187	что не	1	2
188	а не	1	2
189	о чем	3	2
190	он и	2	2
191	так же	4	2
192	к себе	1	2
193	нам еще	1	2
194	для нас	1	2
195	только что	1	2
196	не есть	1	2
197	с ними	1	2
198	точно так	2	2
199	во всяком	1	2
200	ли мы	1	1
201	вряд ли	2	1
202	также что	1	1
203	одним из	1	1
204	он показывает	1	1
205	в связи	1	1
206	силы и	1	1
207	и есть	1	1
208	старика и	1	1
209	в какой-то	1	1
210	и знает	1	1
211	а как	2	1
212	рассказ об	1	1
213	это сказывается	1	1
214	не получил	1	1
215	на них	1	1
216	и доброго	1	1
217	во всех	1	1
218	в голове	1	1
219	странное место	1	1
220	положение о	1	1
221	отличие от	2	1
222	такой силой	1	1
223	тут же	2	1
224	не просто	2	1
225	в истории	1	1
226	как говорит	2	1
227	более чем	1	1
228	что именно	1	1
229	место где	1	1
230	из книги	1	1
231	на противоположном	1	1
232	в целом	4	1
233	он в	1	1
234	и если	1	1
235	жизнью и	2	1
236	по-видимому не	1	1
237	тем не	1	1
238	эта деталь	1	1
239	не значит	1	1
240	сменяющие друг	1	1
241	что нужно	1	1
242	на смерть	1	1
243	на этом	1	1
244	а затем	1	1
245	что все	2	1
246	в мире	3	1
247	и чтобы	1	1
248	на все	1	1
249	то есть	3	1
250	знает что	2	1
251	обоих случаях	1	1
252	и должна	1	1
253	он же	1	1
254	когда я	1	1
255	с такой	1	1
256	обратимся к	1	1
257	перед собой	1	1
258	одно из	1	1
259	но если	1	1
260	и при	1	1
261	я увидел	2	1
262	этой связи	1	1
263	где мы	1	1
264	в котором	1	1
265	может погибнуть	1	1
266	не столько	1	1
267	что я	4	1
268	судьба ее	1	1
269	и новые	1	1
270	все это	4	1
271	борьбу с	1	1
272	что сам	1	1
273	того кто	1	1
274	не менее	1	1
275	что с	3	1
276	в обоих	1	1
277	этими двумя	2	1
278	считает что	1	1
279	не случайно	2	1
280	того чтобы	1	1
281	за тебя	1	1
282	этом мире	1	1
283	к ней	1	1
284	по своей	1	1
285	связь и	1	1
286	и глаза	1	1
287	что на	1	1
288	над ним	1	1
289	в области	1	1
290	ли это	1	1
291	перед ним	1	1
292	в стиле	1	1
293	человека с	1	1
294	не могут	2	1
295	он бы	1	1
296	силой что	1	1
297	время он	1	1
298	в сибири	1	1
299	с образом	1	1
300	того самого	1	1
301	и о	1	1
302	золотом веке	1	1
303	тому что	1	1
304	с ее	3	1
305	в ее	2	1
306	он вообще	2	1
307	его самого	1	1
308	в борьбе	1	1
309	жизнь и	3	1
310	я знаю	1	1
311	стремление к	1	1
312	об этом	4	1
313	а по	1	1
314	и здесь	2	1
315	это происходит	1	1
316	в другом	1	1
317	на вопрос	1	1
318	с того	1	1
319	к одному	1	1
320	теперь и	2	1
321	это была	1	1
322	восходит к	1	1
323	к нему	3	1
324	способ создания	1	1
325	между тем	1	1
326	с визгом	1	1
327	теперь уже	1	1
328	он есть	1	1
329	наблюдать и	1	1
330	не как	1	1
331	дело с	1	1
332	только сам	1	1
333	что даже	1	1
334	друг друга	2	1
335	как нечто	1	1
336	между этими	2	1
337	есть в	1	1
338	уже в	3	1
339	каким же	1	1
340	им всем	1	1
341	чтобы он	1	1
342	эти же	1	1
343	обстоит дело	1	1
344	а это	1	1
345	рассказывает о	1	1
346	характерно что	1	1
347	для него	3	1
348	и один	1	1
349	отношение к	2	1
350	к ним	1	1
351	ту сторону	1	1
352	как его	1	1
353	на меня	2	1
354	но уже	1	1
355	и вместе	1	1
356	в особенности	1	1
357	за этим	1	1
358	и даже	4	1
359	даже не	1	1
360	а на	1	1
361	и эту	1	1
362	именно в	1	1
363	на неудачу	1	1
364	в самую	2	1
365	ее за	2	1
366	социальной жизни	1	1
367	только за	1	1
368	его как	1	1
369	точности соответствует	1	1
370	под влиянием	2	1
371	несмотря на	5	1
372	только раз	1	1
373	мог быть	1	1
374	еще раз	2	1
375	видит в	1	1
376	вот я	1	1
377	смысле этого	1	1
378	не удалось	1	1
379	эти черты	1	1
380	него есть	1	1
381	этого слова	1	1
382	сердца но	1	1
383	о его	2	1
384	на одной	1	1
385	не является	1	1
386	причем в	1	1
387	это может	1	1
388	из себя	1	1
389	бы в	1	1
390	вдруг на	1	1
391	еще ничего	1	1
392	к женщине	1	1
393	со мной	2	1
394	состоит из	2	1
395	в точности	1	1
396	в иной	1	1
397	на этот	1	1
398	что под	1	1
399	но еще	1	1
400	к этой	1	1
401	это в	1	1
402	рот и	1	1
403	в таком	2	1
