N	2gram	Nazirov_Tv_2	Istorich
343	не значит	1	1
344	этого вопроса	1	1
345	что нужно	1	1
346	в силу	1	1
347	ее и	1	1
348	характер в	2	1
349	д все	1	1
350	бога и	1	1
351	жить в	1	1
352	однако все	1	1
353	а затем	3	1
354	что все	1	1
355	в мире	5	1
356	чего он	1	1
357	то есть	5	1
358	того или	1	1
359	которого не	1	1
360	образом если	1	1
361	с героем	1	1
362	в свой	2	1
363	в жизни	1	1
364	он же	2	1
365	не видно	1	1
366	она действительно	1	1
367	красивых женщин	1	1
368	с такой	1	1
369	в один	1	1
370	остается в	1	1
371	их на	1	1
372	героем и	2	1
373	перед собой	1	1
374	в саду	1	1
375	но если	2	1
376	от своего	1	1
377	этой связи	1	1
378	напоминают нам	1	1
379	в котором	3	1
380	и народ	1	1
381	как прочно	1	1
382	не столько	2	1
383	было очень	1	1
384	или вернее	1	1
385	большую роль	1	1
386	что я	2	1
387	й главе	2	1
388	в прямом	1	1
389	все это	6	1
390	и более	1	1
391	и вскоре	1	1
392	сам он	1	1
393	одновременно в	1	1
394	нечто вроде	1	1
395	не менее	2	1
396	в таких	1	1
397	что с	1	1
398	в обоих	1	1
399	меня не	1	1
400	в основе	2	1
401	не составляет	1	1
402	не случайно	2	1
403	казалось бы	3	1
404	а во	2	1
405	к ней	1	1
406	как она	1	1
407	то у	2	1
408	уже говорили	1	1
409	и глаза	1	1
410	его он	1	1
411	со своим	1	1
412	в описаниях	1	1
413	нужна была	1	1
414	только с	2	1
415	героя а	1	1
416	что на	2	1
417	в области	1	1
418	ли это	1	1
419	перед ним	1	1
420	его отец	1	1
421	начиная с	2	1
422	не могут	1	1
423	похож на	1	1
424	он имел	1	1
425	заметил что	1	1
426	числе и	1	1
427	этой книги	1	1
428	бы он	1	1
429	вышел весь	1	1
430	полным правом	2	1
431	должен быть	1	1
432	играют большую	1	1
433	и о	1	1
434	золотом веке	1	1
435	тому что	1	1
436	в ее	2	1
437	как по	2	1
438	приводит к	2	1
439	мы наблюдаем	1	1
440	его были	1	1
441	в живых	1	1
442	здесь он	1	1
443	не с	1	1
444	ясно что	1	1
445	что от	1	1
446	жизнь и	1	1
447	несколько в	1	1
448	по мере	1	1
449	означает что	1	1
450	и лишена	1	1
451	об этом	4	1
452	с человеком	1	1
453	образом в	1	1
454	своим собственным	1	1
455	а по	1	1
456	на берегах	1	1
457	с полным	2	1
458	приближается к	1	1
459	и здесь	1	1
460	другом месте	1	1
461	это происходит	1	1
462	в другом	1	1
463	на вопрос	1	1
464	и поэтому	2	1
465	в библии	1	1
466	одного из	1	1
467	брак с	2	1
468	к одному	1	1
469	можно встретить	1	1
470	восходит к	2	1
471	между тем	3	1
472	он прямо	1	1
473	переходит в	1	1
474	находит свое	1	1
475	в свете	3	1
476	не должен	1	1
477	от которого	1	1
478	в современной	1	1
479	в й	3	1
480	т с	1	1
481	и новая	1	1
482	выше и	1	1
483	мне кажется	1	1
484	этот вопрос	3	1
485	не сказано	1	1
486	пришел к	1	1
487	ли он	1	1
488	друг друга	2	1
489	из многих	1	1
490	как нечто	1	1
491	может оказаться	1	1
492	в литературу	1	1
493	к противоположному	1	1
494	мире и	1	1
495	прямо не	1	1
496	одной из	3	1
497	уже в	2	1
498	для людей	1	1
499	здесь герой	1	1
500	рассказывает о	3	1
501	в классической	2	1
502	или даже	2	1
503	не стал	1	1
504	его и	2	1
505	сочувствия к	1	1
506	мир в	1	1
507	был бы	1	1
508	для него	3	1
509	обратно и	1	1
510	у нее	3	1
511	отношение к	1	1
512	при всей	1	1
513	может служить	2	1
514	как его	1	1
515	но уже	3	1
516	и никогда	1	1
517	же роль	1	1
518	для исследователя	1	1
519	за этим	1	1
520	и даже	5	1
521	даже не	1	1
522	и эту	1	1
523	именно в	6	1
524	сам себя	1	1
525	о своем	1	1
526	такое же	1	1
527	понять этот	1	1
528	в середине	1	1
529	в самую	1	1
530	на ней	2	1
531	это прежде	2	1
532	не знает	1	1
533	взор на	1	1
534	как о	2	1
535	человека или	1	1
536	под влиянием	1	1
537	несмотря на	1	1
538	есть одно	1	1
539	как ни	1	1
540	нее как	1	1
541	к другой	1	1
542	эти примеры	1	1
543	форме в	1	1
544	который на	1	1
545	он говорит	1	1
546	и вполне	1	1
547	у ивана	1	1
548	выше в	1	1
549	и такие	1	1
550	мыслится как	1	1
551	том смысле	1	1
552	этого слова	1	1
553	и м	2	1
554	эти детали	1	1
555	над его	1	1
556	до возвращения	1	1
557	с большой	1	1
558	не является	3	1
559	и для	1	1
560	человека для	1	1
561	мы только	1	1
562	а все	1	1
563	своей собственной	1	1
564	меняется и	1	1
565	но зато	3	1
566	будто бы	1	1
567	давно уже	2	1
568	еще ничего	1	1
569	от ее	2	1
570	может и	1	1
571	в свою	1	1
572	героя через	1	1
573	и множество	1	1
574	между ними	1	1
575	положением в	1	1
576	на этот	2	1
577	д в	3	1
578	себе не	1	1
579	частности в	1	1
580	видим в	2	1
581	в противоположность	1	1
582	в таком	3	1
583	том числе	1	1
584	и вновь	1	1
585	смысле что	1	1
