N	2gram	Tiupa_Hudo_2	Mirosoze
111	хотя бы	2	3
112	нет у	1	3
113	то есть	1	3
114	бы и	4	3
115	природы это	1	3
116	одно из	5	3
117	его в	2	3
118	добро и	1	3
119	не мог	1	3
120	все его	3	3
121	в ее	18	3
122	что человек	1	3
123	особенно в	1	3
124	к тому	7	3
125	поверхности земли	1	3
126	духовной жизни	1	3
127	в момент	1	3
128	на том	1	3
129	интерес к	1	3
130	только одно	1	3
131	и еще	1	3
132	ничего не	5	3
133	его личности	1	3
134	не была	1	3
135	на этом	2	3
136	будто бы	3	3
137	когда он	1	3
138	себя и	2	3
139	с собой	2	3
140	с его	5	3
141	о себе	3	3
142	себя в	8	3
143	так как	1	3
144	человека есть	1	3
145	том что	19	3
146	все эти	1	2
147	этом он	1	2
148	по своей	1	2
149	одним из	1	2
150	который и	2	2
151	любовь к	1	2
152	прежде чем	2	2
153	когда мы	1	2
154	все же	2	2
155	отношении к	1	2
156	бы в	1	2
157	необходимости в	1	2
158	жизни и	6	2
159	от этого	1	2
160	его с	1	2
161	людей и	1	2
162	на человека	1	2
163	отличается от	1	2
164	человеческой индивидуальности	4	2
165	была еще	1	2
166	и для	2	2
167	отношению к	7	2
168	время как	1	2
169	о своих	1	2
170	открывается в	1	2
171	личности в	3	2
172	в духовной	1	2
173	она может	2	2
174	него и	1	2
175	он знает	2	2
176	человеческой жизни	6	2
177	всего в	1	2
178	т е	2	2
179	с самим	2	2
180	сих пор	2	2
181	ли может	1	2
182	с ним	7	2
183	бы не	3	2
184	до сих	2	2
185	того чтобы	4	2
186	великого писателя	1	2
187	и жизнь	1	2
188	эти слова	1	2
189	и достоевского	1	2
190	в начале	1	2
191	жизни в	7	2
192	который был	2	2
193	всего что	1	2
194	одно только	1	2
195	и сама	4	2
196	и от	2	2
197	о своей	1	2
198	приводит к	2	2
199	самом центре	1	2
200	мысли о	2	2
201	в той	1	2
202	он мог	1	2
203	высшей степени	1	2
204	человеке в	1	2
205	по отношению	7	2
206	вопрос и	1	2
207	не остается	1	2
208	а как	2	2
209	как в	5	2
210	и уж	1	2
211	есть только	1	2
212	сам не	2	2
213	что без	1	2
214	у всех	3	2
215	за собой	1	2
216	в то	6	2
217	ведь это	1	2
218	как он	3	2
219	не все	3	2
220	к этой	1	2
221	человека от	1	2
222	для того	4	2
223	сказать что	2	2
224	них нет	1	2
225	о чем	8	2
226	своей души	1	2
227	в основе	2	2
228	с ней	1	2
229	с того	2	2
230	человека к	1	2
231	он в	1	2
232	не существует	1	2
233	не иметь	1	2
234	личности но	1	2
235	духовной глубине	1	2
236	чтобы не	3	2
237	мысли и	2	2
238	от его	1	2
239	место в	2	2
240	и что	1	2
241	также и	1	2
242	и когда	1	2
243	и она	1	2
244	к гибели	1	2
245	на земле	1	2
246	и к	2	2
247	и нет	1	2
248	бытия с	1	2
249	о том	12	2
250	то время	1	2
251	и страдание	1	2
252	и у	2	2
253	чем в	1	2
254	этом пути	1	2
255	к этому	1	2
256	я хотел	1	2
257	к миру	1	2
258	был не	1	2
259	долгое время	1	2
260	как будто	4	2
261	себе и	1	2
262	о нем	2	2
263	века в	1	2
264	если бы	6	2
265	еще в	1	2
266	все что	3	2
267	смысле в	1	2
268	он и	1	2
269	в бога	1	2
270	как бы	5	2
271	за его	1	1
272	жизни ее	1	1
273	ней в	1	1
274	в свои	1	1
275	к духовной	1	1
276	жизни а	1	1
277	в вихре	1	1
278	в значительной	1	1
279	бы он	1	1
280	он очень	1	1
281	еще не	3	1
282	радость в	1	1
283	перерождается в	1	1
284	это все	1	1
285	то не	1	1
286	тех же	1	1
287	с нею	3	1
288	из себя	1	1
289	что же	2	1
290	бы это	1	1
291	говорит о	4	1
292	одной из	3	1
293	то он	1	1
294	что они	4	1
295	не умеет	1	1
296	сам он	2	1
297	ценность в	1	1
298	не та	1	1
299	в состоянии	3	1
300	на это	1	1
301	не должно	1	1
302	иногда и	1	1
303	себе в	2	1
304	любви в	1	1
305	за этим	1	1
306	и ее	3	1
307	т п	2	1
308	так и	8	1
309	борьбе с	1	1
310	что сам	1	1
311	не менее	5	1
312	это я	1	1
313	рядом с	5	1
314	заявляет о	1	1
315	вовсе не	2	1
316	совершенно как	1	1
317	тут было	1	1
318	с какой-то	1	1
319	том случае	1	1
320	в сторону	1	1
321	может показаться	1	1
322	произведения и	1	1
323	смысле что	1	1
324	от которой	1	1
325	я и	6	1
326	которая и	1	1
327	системы и	1	1
328	действующих лиц	1	1
329	его и	2	1
330	вступает в	1	1
331	к которому	1	1
332	личности и	2	1
333	над собой	1	1
334	мы не	1	1
335	род его	1	1
336	так что	1	1
337	то и	4	1
338	та же	2	1
339	если в	2	1
340	что я	2	1
341	во всех	1	1
342	людей не	1	1
343	а на	1	1
344	или человек	1	1
345	в другой	1	1
346	наряду с	5	1
347	об этом	7	1
348	казалось бы	6	1
349	и рядом	1	1
350	которой он	1	1
351	жизнь в	2	1
352	своей личности	1	1
353	он признает	1	1
354	тем как	2	1
355	в одном	3	1
356	в это	3	1
357	котором она	1	1
358	отношении между	1	1
359	к жизни	1	1
360	а лишь	1	1
361	его к	1	1
362	принадлежит к	1	1
363	светом и	1	1
364	ее как	1	1
365	но когда	1	1
366	миром вещей	1	1
367	в искусстве	1	1
368	случае если	1	1
369	и духовное	1	1
370	верю в	1	1
371	же не	2	1
372	и только	2	1
373	оно не	2	1
374	жизни еще	1	1
375	он видел	1	1
376	лишь средство	1	1
377	путь к	1	1
378	которая не	1	1
379	людей в	2	1
380	чувствовать себя	1	1
381	хочет быть	1	1
382	внутренней его	1	1
383	к людям	2	1
384	вокруг него	1	1
385	а именно	1	1
386	писателя в	2	1
387	с чем	1	1
388	что сознание	1	1
389	с миром	1	1
390	и исключительность	1	1
391	определяется тем	1	1
392	и т	4	1
393	все было	3	1
394	человека предполагает	1	1
395	себе самом	1	1
396	становится в	1	1
397	ее жизни	2	1
398	можно назвать	1	1
399	она очень	1	1
400	в нашей	1	1
401	яснее и	1	1
402	как ему	1	1
403	и верного	1	1
404	в темной	1	1
405	между тем	8	1
406	он все	1	1
407	от ее	1	1
408	во внутреннем	1	1
409	это внутренняя	1	1
410	отношений между	1	1
411	более чем	2	1
412	сознания в	1	1
413	еще более	1	1
414	и характер	1	1
415	значительной степени	1	1
416	жизнь и	1	1
417	он от	1	1
418	мысли в	1	1
419	более и	1	1
420	момент когда	1	1
421	стало быть	1	1
422	отцов и	1	1
423	и сам	5	1
424	жизни не	2	1
425	выйти за	1	1
426	проникнуть в	1	1
427	современник же	1	1
428	смысла жизни	1	1
429	и людей	1	1
430	в душе	8	1
431	человеку в	1	1
432	он будет	2	1
433	когда его	1	1
434	люди с	1	1
435	все время	3	1
436	и через	1	1
437	такова же	1	1
438	себя а	1	1
439	высших целей	1	1
440	зрения и	1	1
441	что не	2	1
442	он открывается	1	1
443	своей жизни	4	1
444	до вечера	2	1
445	уже иное	1	1
446	верно лишь	1	1
447	не знала	2	1
448	на одном	1	1
449	же о	1	1
450	в силу	1	1
451	в течение	1	1
452	я в	1	1
453	духовная жизнь	1	1
454	чего это	1	1
455	природы и	1	1
456	и о	4	1
457	да и	5	1
458	не исчезает	1	1
459	ней все	1	1
460	лишь по	1	1
461	лжи но	1	1
462	это нужно	1	1
463	этой связи	2	1
464	этот момент	1	1
465	было ничего	1	1
466	свет во	1	1
467	же я	2	1
468	со слезами	1	1
469	же и	2	1
470	сказать в	1	1
471	выходит из-под	1	1
472	от своего	2	1
473	со своей	2	1
474	всю свою	1	1
475	самом деле	3	1
476	не столько	2	1
477	лишь для	1	1
478	но ведь	1	1
479	у меня	1	1
480	все еще	1	1
481	не могло	1	1
482	завершение в	1	1
483	это было	2	1
484	не одна	1	1
485	мы имеем	1	1
486	в каждом	1	1
487	ему в	2	1
488	это прежде	1	1
489	боли о	1	1
490	искусства в	1	1
491	лежит в	1	1
492	трудно было	1	1
493	в разных	1	1
494	в атмосфере	1	1
495	начале xix	1	1
496	во время	1	1
497	и красота	1	1
498	мы читаем	2	1
499	к идее	1	1
500	от нас	1	1
501	жизни то	2	1
502	так же	3	1
503	жизнь свою	1	1
504	мы уже	3	1
505	с объективным	1	1
506	такая же	1	1
507	бытия не	1	1
508	к другому	1	1
509	не принимает	1	1
510	от того	1	1
511	роль в	2	1
512	это начало	1	1
513	стоит у	1	1
514	приходит к	2	1
515	ему казалось	3	1
516	силы в	1	1
517	боли в	1	1
518	мышления и	1	1
519	знает и	2	1
520	в новой	1	1
521	не несет	1	1
522	в мышлении	1	1
523	бы так	1	1
524	участие в	1	1
525	и говорил	1	1
526	как к	1	1
527	погружен в	1	1
528	к области	1	1
529	бы даже	1	1
530	нельзя было	2	1
531	как у	2	1
532	это его	1	1
533	с утра	1	1
534	не во	2	1
535	человек с	1	1
536	личности не	2	1
537	у нее	10	1
538	ли он	2	1
539	обращение к	1	1
540	он чувствовал	1	1
541	в своих	1	1
542	и никогда	1	1
543	быть и	1	1
544	всякий раз	3	1
545	даже для	1	1
546	с какой	2	1
547	по своим	1	1
548	я не	7	1
549	нас в	1	1
550	лишь с	1	1
551	и всякая	1	1
552	эта мысль	1	1
553	сразу же	1	1
554	ни был	1	1
555	истины и	1	1
556	для других	3	1
557	в ряду	2	1
558	к которой	1	1
559	почему он	1	1
560	я верю	1	1
561	и состоит	3	1
562	что уж	1	1
563	выходя из	1	1
564	в глаза	1	1
565	только для	2	1
566	в духе	2	1
567	но у	1	1
568	такова что	2	1
569	в частности	7	1
570	дома и	1	1
571	делает его	1	1
572	и подлинное	2	1
573	а иногда	1	1
574	о его	2	1
575	связывает его	1	1
576	время он	1	1
577	не видит	1	1
578	в области	1	1
579	давно уже	2	1
580	то чего	1	1
581	самое главное	1	1
582	с такой	2	1
583	бы уже	1	1
584	человеческих отношений	2	1
585	ответ на	2	1
586	все более	1	1
587	бытия как	2	1
588	что она	7	1
589	рода это	1	1
590	жизни так	2	1
591	важно для	1	1
592	для многих	1	1
593	и то	2	1
594	она в	2	1
595	именно потому	1	1
596	потребность в	2	1
597	настаивать на	1	1
598	его любовь	1	1
599	к себе	3	1
600	жизни к	1	1
601	а во	1	1
602	заключается в	1	1
603	в героях	1	1
604	нее и	1	1
605	уходит в	1	1
606	что ему	1	1
607	и необходимости	1	1
608	его во	1	1
609	него всегда	1	1
610	в пределах	1	1
611	и заключается	1	1
612	ответить на	1	1
613	во власть	1	1
614	в строе	1	1
615	можно было	3	1
616	о двух	2	1
617	и эта	2	1
618	не могу	3	1
619	об отношении	1	1
620	и даже	1	1
621	в одной	1	1
622	она уже	1	1
623	это был	2	1
624	и исчезает	1	1
625	утра до	1	1
626	является в	1	1
627	несет в	1	1
628	чем не	1	1
629	существо не	1	1
630	и более	1	1
631	но это	1	1
632	эта новая	1	1
633	жизни как	5	1
