N	3gram	Tiupa_Hudo_1	Narrotol
101	глухонемое слово не	1	1
102	на улицах вихрем	1	1
103	сергеевне концовка первого	1	1
104	пыли со всадником	1	1
105	кругозоров закрытых друг	1	1
106	связи с этим	2	1
107	в непонятный набор	1	1
108	от пыли со	1	1
109	набор чуждых слов	1	1
110	этих деталей очевидна	1	1
111	ветер стих совсем	1	1
112	восклицанием выражающим мысли	1	1
113	говорила она из	1	1
114	финале рассказа он	1	1
115	серые глаза что-то	1	1
116	письма из деревни	1	1
117	слышит их как	1	1
118	поскольку накануне весь	1	1
119	уже знаем нечто	1	1
120	а в поле	1	1
121	для друга [...]	1	1
122	что сама судьба	1	1
123	уже не годится	1	1
124	у чехова настолько	1	1
125	слогом письма однако	1	1
126	могла для нее	1	1
127	самой героини из	1	1
128	в первой главе	3	1
129	могло осуществить взаимодействие	1	1
130	чехова настолько впаяны	1	1
131	в общий контекст	1	1
132	махоньких саночках и	1	1
133	у себя где-нибудь	1	1
134	чехов прибегает к	1	1
135	антоша чехонте не	1	1
136	женщиной которую всякий	1	1
137	остановимся на одном	1	1
138	конструктивный принцип рассказа	1	1
139	в этой связи	4	1
140	но ведь к	1	1
141	закрытых друг для	1	1
142	нее тревожно бьется	1	1
143	в том случае	1	1
144	странице письма появляется	1	1
145	знаем нечто иное	1	1
146	недели и привыкший	1	1
147	в творческом наследии	1	1
148	качестве рождественского поздравления	1	1
149	выполняет эту миссию	1	1
150	новое лицо дама	1	1
151	военых постановлений о	1	1
152	и потому что	1	1
153	ответ на жалобу	1	1
154	же мало отвечают	1	1
155	приехавшего в город	1	1
156	василиса или не	1	1
157	смысл но ведь	1	1
158	друг друга как	1	1
159	друг с другом	1	1
160	менее выполняет эту	1	1
161	пока егор на	1	1
162	по себе а	1	1
163	то и его	1	1
164	набережной появилось новое	1	1
165	еще в ялте	1	1
166	никого не слушает	1	1
167	запоминает ответы на	1	1
168	имеют для них	1	1
169	лысенький на печке	1	1
170	шляпу но потерявшем	1	1
171	добрая жалосливая и	1	1
172	седину которой только	1	1
173	в ней есть	1	1
174	торопясь разглагольствует какой	1	1
175	их любовь изменила	1	1
176	три взаимно чуждых	1	1
177	это бездушное флю-флю-флю	1	1
178	максимальное укрупнение плана	1	1
179	шляпу гуров мы	1	1
180	коммуникативному назначению утратившее	1	1
181	в рассказе никто	1	1
182	создают смыслы важные	1	1
183	в следующей главе	3	1
184	объект новое лицо	1	1
185	с была на	1	1
186	ним звуков издаваемых	1	1
187	рассказа в гостиничном	1	1
188	принадлежащих очень разным	1	1
189	самый общий план	1	1
190	праздного интереса обособлен	1	1
191	и пожеланием здоровья	1	1
192	лица ранее представленные	1	1
193	случайные детали у	1	1
194	говорила флю-флю-флю и	1	1
195	накануне весь день	1	1
196	словами как василиса	1	1
197	еще не отделилась	1	1
198	красивые серые глаза	1	1
199	чем это бездушное	1	1
200	человеческого я в	1	1
201	царица небесная святители-угодники	1	1
202	у которого была	1	1
203	в павильоне у	1	1
204	посылают любимой дочери	1	1
205	речь здесь мнимое	1	1
206	как замечает а	1	1
207	его началом совет	1	1
208	обмен репликами со	1	1
209	мало отвечают реальной	1	1
210	мысли словами как	1	1
211	с другом связываясь	1	1
212	говорить и нельзя	1	1
213	более содержателен чем	1	1
214	т д благостные	1	1
215	за поздравлением и	1	1
216	как очень близкие	1	1
217	опять-таки готовое жанровое	1	1
218	им казалось что	1	1
219	никак не могло	1	1
220	о себе знать	1	1
221	там теперь снегу	1	1
222	пространстве появляются оба	1	1
223	в его жизни	1	1
224	анекдотический диалог-разноголосица столкновение	1	1
225	дрянной женщиной которую	1	1
226	пыль между тем	1	1
227	героини из поля	1	1
228	получение письма из	1	1
229	мы узнаем о	1	1
230	тоже добрая жалосливая	1	1
231	и соответствующий ему	1	1
232	не получение письма	1	1
233	что-то в ней	1	1
234	точки зрения развития	1	1
235	дедушка тихий добрый	1	1
236	не скучно а	1	1
237	вслушиваются в непонятный	1	1
238	проблему внучат егор	1	1
239	жарящейся свининой которая	1	1
240	тогда констатировать его	1	1
241	сменяется искусственным нарочитым	1	1
242	понял ясно что	1	1
243	в ялте уже	1	1
244	реплик принадлежащих очень	1	1
245	выкинуть из песни	1	1
246	сообщает на улицах	1	1
247	фразеология военых постановлений	1	1
248	второй главы повествователь	1	1
249	и в то	1	1
250	из хора говорили	1	1
251	сергеевной в театре	1	1
252	что эта их	1	1
253	что она в	1	1
254	сидя в павильоне	1	1
255	вот я стала	1	1
256	для него пока	1	1
257	с точки зрения	3	1
258	страницах рассказа в	1	1
259	поскольку генерал не	1	1
260	предназначила их друг	1	1
261	в поле зайчики	1	1
262	герои такого анекдота	1	1
263	своему коммуникативному назначению	1	1
264	и этих строк	1	1
265	собачкой самый общий	1	1
266	печке и собачка	1	1
267	на страницах рассказа	1	1
268	стала пошлой дрянной	1	1
269	предугадывает последующее развитие	1	1
270	не слышит их	1	1
271	очевидна если бы	1	1
272	берете за нею	1	1
273	к двум продиктованным	1	1
274	такая скука бестактно	1	1
275	весь день провел	1	1
276	гостиничном номере гурова	1	1
277	объектом насмешливого наблюдения	1	1
278	которое никак не	1	1
279	гурова приехавшего в	1	1
280	издаваемых жарящейся свининой	1	1
281	вечном сне какой	1	1
282	она есть на	1	1
283	жизни и смерти	3	1
284	рассказа он восклицает	1	1
285	дама невысокого роста	1	1
286	все та же	1	1
287	точки с запятой	1	1
288	белый шпиц впервые	1	1
289	дама с собачкой	3	1
290	вихрем носилась пыль	1	1
291	так в первой	1	1
292	стала говорить и	1	1
293	сюда ах скучно	1	1
294	и он понял	1	1
295	за голову седину	1	1
296	голосам встреча кругозоров	1	1
297	нередко использует абсолютно	1	1
298	день провел с	1	1
299	в белеве или	1	1
300	при всей своей	1	1
301	главным образом благодаря	1	1
302	отправляемого василисой письма	1	1
303	здесь мнимое средство	1	1
304	интерес гурова к	1	1
305	петербургской газетой января	1	1
306	смеет произнести ни	1	1
307	старик со старухой	1	1
308	была поднята рука	1	1
309	опубликованный петербургской газетой	1	1
310	локализованном во времени	1	1
311	героя субъекта интереса	1	1
312	письма однако им	1	1
313	первой половины рассказа	2	1
314	важные в другом	1	1
315	пока только объект	1	1
316	а объектный вещный	1	1
317	в ответ на	1	1
318	несовместимый с его	1	1
319	общий контекст что	1	1
320	еще и потому	1	1
321	не умеет выразить	1	1
322	ах скучно ах	1	1
323	жанровым слогом письма	1	1
324	отвечающее своему коммуникативному	1	1
325	в номер к	1	1
326	которой только что	1	1
327	говорящих героиня для	1	1
328	рассказа в целом	1	1
329	любовь изменила их	1	1
330	лицами укрупнение плана	1	1
331	верне он видел	1	1
332	он ее тонкую	1	1
333	благостные причитания ефимьи	1	1
334	абзаца в то	1	1
335	миссию ефимья дрожащим	1	1
336	и всей первой	1	1
337	начале второй главы	1	1
338	в гостиничном номере	1	1
339	у него уже	1	1
340	общения главным объектом	1	1
341	поднята рука со	1	1
342	облекается в молчание	1	1
343	нельзя было понять	1	1
344	встретиться с мнением	1	1
345	совсем однако и	1	1
346	сама судьба предназначила	1	1
347	анне сергеевне тогда	1	1
348	чувствовали что эта	1	1
349	гуров взглянул на	1	1
350	еще раз мелькнет	1	1
351	и уж больше	1	1
352	сергеевна и он	1	1
353	театральным коридорам и	1	1
354	сохранившем шляпу но	1	1
355	все-таки подумал он	1	1
356	добрый бабушка тоже	1	1
357	тонкую слабую шею	1	1
358	невысокого роста блондинка	1	1
359	запятой приводит к	1	1
360	оказывается глухонемое слово	1	1
361	казалось что сама	1	1
362	за нею бежал	2	1
363	и кругозора ибо	1	1
364	с запятой приводит	1	1
365	повествования герой еще	1	1
366	в одном кадре	1	1
367	скучно ах пыль	1	1
368	едва ощутимой но	1	1
369	на печке и	1	1
370	а визит генерала	1	1
371	слово не отвечающее	1	1
372	для нее было	1	1
373	может претендовать на	1	1
374	не более содержателен	1	1
375	ефимьи столь же	1	1
376	свете нет ближе	1	1
377	но всепроникающей авторской	1	1
378	обнимая своего старшенького	1	1
379	словом пыль еще	1	1
380	их как и	1	1
381	ближе дороже и	1	1
382	именно этим вихрем	1	1
383	собачка желтенькая [...]	1	1
384	острит обыватель живет	1	1
385	к жизни и	2	1
386	отметим что максимальное	1	1
387	замечает а п	1	1
388	болью в финале	1	1
389	не годится в	1	1
390	сильно билось сердце	1	1
391	такая частность как	1	1
392	хора говорящих героиня	1	1
393	плана в концовке	1	1
394	всей первой половины	1	1
395	искусственным нарочитым жанровым	1	1
396	но как выразить	1	1
397	в паре со	1	1
398	снегу навалило под	1	1
399	у него вдруг	2	1
400	от бабушки от	1	1
401	совет егора заглянуть	1	1
402	личностный а объектный	1	1
403	него пока что	1	1
404	на столе чернильница	1	1
405	диалог в сущности	1	1
406	на нее то	1	1
407	представленные читателю раздельно	1	1
408	ощущение достоверности живого	1	1
409	на свои вопросы	1	1
410	главы повествователь сообщает	1	1
411	в предыдущей главе	3	1
412	и нельзя было	1	1
413	плачущей василисы о	1	1
414	к тому что	4	1
415	срывало шляпы необязательность	1	1
416	глаза что-то в	1	1
417	тревожно бьется сердце	1	1
418	как и в	3	1
419	ялте уже две	1	1
420	свои вопросы то	1	1
421	точки зрения в	1	1
422	не два а	1	1
423	плана выделение героя	1	1
424	или не слышит	1	1
425	это главным образом	1	1
426	василисой письма не	1	1
427	со старухой обсуждают	1	1
428	оба действующих лица	1	1
429	рука со шляпой	1	1
430	навалило под крыши	1	1
431	саночках и дедушка	1	1
432	что на набережной	1	1
433	два а три	1	1
434	и стал засыпать	1	1
435	зрения развития фабулы	1	1
436	жалосливая и т	1	1
437	него вдруг забилось	2	1
438	и смерти каждого	2	1
439	выделился из хора	1	1
440	все было как	1	1
441	и фыркала и	1	1
442	подробнее об этом	2	1
443	ее тонкую слабую	1	1
444	постепенное укрупнение плана	1	1
445	нелепая чернильница своего	1	1
446	шпиц впервые в	1	1
447	сергеевне тогда констатировать	1	1
448	шляпой а голова	1	1
449	об этом в	1	1
450	абсурдное письмо которое	1	1
451	говорили субъектов праздного	1	1
452	голосом прочла первые	1	1
453	фабулы перекликаясь друг	1	1
454	где в частности	1	1
455	белые-белые ребятки на	1	1
456	а приедет сюда	1	1
457	о длинных и	1	1
458	он и стал	1	1
459	дмитрии гуров проживший	1	1
460	письмо которое никак	1	1
461	из песни их	1	1
462	ощутимой но всепроникающей	1	1
463	том случае если	1	1
464	этом в следующей	1	1
465	в берете однако	1	1
466	рассказа о жизни	1	1
467	цепочки создают смыслы	1	1
468	художественного письма не	1	1
469	а голова отбита	1	1
470	мелькнет на страницах	1	1
471	и они не	1	1
472	головной болью в	1	1
473	далее за авторским	1	1
474	развития фабулы перекликаясь	1	1
475	вещный интерес гурова	1	1
476	самом деле в	2	1
477	утратившее способность соединять	1	1
478	шляпы необязательность этих	1	1
479	готовое жанровое слово	1	1
480	дмитрий дмитрии гуров	1	1
481	и казарменная фразеология	1	1
482	ранее фразам пока	1	1
483	и он любили	1	1
484	пока что еще	1	1
485	и та же	1	1
486	рассказе никто никого	1	1
487	некоторый смысл но	1	1
488	и чувствовали что	1	1
489	умеет выразить мысли	1	1
490	носилась пыль срывало	1	1
491	номер к анне	1	1
492	же как и	1	1
493	ранее представленные читателю	1	1
494	со своими кипарисами	1	1
495	несущественные с точки	1	1
496	рода нерассказанный анекдот	1	1
497	с гуровым в	1	1
498	настолько впаяны в	1	1
499	носил ли шляпу	1	1
500	время выступает эскизом	1	1
501	со всадником на	1	1
502	главе уже говорилось	1	1
503	в зеркале в	1	1
504	родители посылают любимой	1	1
505	обсуждают проблему внучат	1	1
506	он уже не	1	1
507	бы некоторый смысл	1	1
508	под крыши деревья	1	1
509	назначению утратившее способность	1	1
510	свининой которая шипела	1	1
511	на самом деле	1	1
512	излишней носил ли	1	1
513	шляпа в паре	1	1
514	город со своими	1	1
515	авторским восклицанием выражающим	1	1
516	строки прочла и	1	1
517	голоса и кругозора	1	1
518	не владеет но	1	1
519	частность как срывало	1	1
520	прочла первые строки	1	1
521	использует абсолютно случайные	1	1
522	слова как ефимья	1	1
523	одном лишь примере	1	1
524	гуров мы не	1	1
525	в действительности предел	1	1
526	слезами и обнимая	1	1
527	соединять людей не	1	1
528	внутреный старик со	1	1
529	пыль еще раз	1	1
530	фразы после точки	1	1
531	бабушки от дедушки	1	1
532	голова отбита эта	1	1
533	совсем мертвый вид	1	1
534	появляются оба действующих	1	1
535	поле зайчики бегают	1	1
536	уж больше не	1	1
537	словно впервые замечает	1	1
538	имело бы некоторый	1	1
539	сих пор еще	1	1
540	но в этом	1	1
541	глухое к двум	1	1
542	не смог бы	1	1
543	первые строки прочла	1	1
544	отбита эта нелепая	1	1
545	репликами со швейцаром	1	1
546	при муже речь	1	1
547	столь случайные детали	1	1
548	новых лиц сидя	1	1
549	нею бежал белый	1	1
550	появляется несовместимый с	1	1
551	в аналогичной ситуации	1	1
552	чуждых голоса и	1	1
553	жизни как она	1	1
554	ребятки на махоньких	1	1
555	была на столе	1	1
556	если бы именно	1	1
557	входит в жизнь	1	1
558	с мнением согласно	1	1
559	столь же мало	2	1
560	еще не выделился	1	1
561	приводит к исчезновению	1	1
562	детали несущественные с	1	1
563	тихий добрый бабушка	1	1
564	констатировать его имело	1	1
565	мы не знаем	1	1
566	не слышит или	1	1
567	не выделился из	1	1
568	не запоминает ответы	1	1
569	не отделилась от	1	1
570	этих строк она	1	1
571	действительности как и	1	1
572	и какой внутреный	1	1
573	как выразить это	1	1
574	концовке фразы после	1	1
575	как и они	1	1
576	ефимья дрожащим голосом	1	1
577	на махоньких саночках	1	1
578	письма не более	1	1
579	сущности в рассказе	1	1
580	связываясь в цепочки	1	1
581	ходила в берете	1	1
582	столе чернильница серая	1	1
583	крыши деревья белые-белые	1	1
584	и ему не	1	1
585	всякий может презирать	1	1
586	взысканий это опять-таки	1	1
587	началом совет егора	1	1
588	в городе с	5	1
589	хора говорили субъектов	1	1
590	желтенькая [...] а	1	1
591	столкновение реплик принадлежащих	1	1
592	нарочитым жанровым слогом	1	1
593	мысли молча плачущей	1	1
594	лишь примере в	1	1
595	не личностный а	1	1
596	как и казарменная	1	1
597	для гурова не	1	1
598	он любили друг	1	1
599	впаяны в общий	1	1
600	залилась слезами и	1	1
601	номере гурова приехавшего	1	1
602	дедушка лысенький на	1	1
603	у верне он	1	1
604	зайчики бегают дедушка	1	1
605	живет у себя	1	1
606	ему не скучно	1	1
607	объектный вещный интерес	1	1
608	небесный а в	1	1
609	хватая себя за	1	1
610	одного из участников	1	1
611	вовсе излишней носил	1	1
612	общий план повествования	1	1
613	старухой обсуждают проблему	1	1
614	совершенно глухое к	1	1
615	появилось новое лицо	1	1
616	владеет но как	1	1
617	из деревни царица	1	1
618	никто никого не	1	1
619	анны сергеевны и	1	1
620	вследствие того что	1	1
621	слышит или не	1	1
622	ли шляпу гуров	1	1
623	как ефимья при	1	1
624	теперь на всем	1	1
625	дедушки говорила она	1	1
626	ефимья при муже	1	1
627	деле текст отправляемого	1	1
628	в значительной степени	2	1
629	другом связываясь в	1	1
630	дрожащим голосом прочла	1	1
631	маленький шедевр опубликованный	1	1
632	из поля зрения	1	1
633	в рассказе оказывается	1	1
634	видел как по	1	1
635	как раз ветер	1	1
636	гурова фиксируется на	1	1
637	в берете за	1	1
638	абсолютно случайные эпизоды	1	1
639	лицо дама с	1	1
640	или не умеет	1	1
641	бежал белый шпиц	1	1
642	и привыкший тут	1	1
643	иноземный и какой	1	1
644	этим вихрем герои	1	1
645	он видел как	1	1
646	анекдот о человеке	1	1
647	впервые замечает в	1	1
648	последующее развитие сюжета	1	1
649	необязательность этих деталей	1	1
650	впервые в одном	1	1
651	город с была	1	1
652	есть жалкое все-таки	1	1
653	жалкое все-таки подумал	1	1
654	проживший в ялте	1	1
655	более или менее	1	1
656	у нее тревожно	1	1
657	слово шляпа в	1	1
658	его обмен репликами	1	1
659	первого абзаца в	1	1
660	не знаем а	1	1
661	подумал он и	1	1
662	друга как очень	1	1
663	рассказе оказывается глухонемое	1	1
664	с его началом	1	1
665	и его обмен	1	1
666	нее то сердце	1	1
667	шипела и фыркала	1	1
668	флю-флю-флю и в	1	1
669	или жиздре и	1	1
670	исчезновению самой героини	1	1
671	в русской литературе	3	1
672	любили друг друга	1	1
673	разным голосам встреча	1	1
674	егора заглянуть в	1	1
675	и в самом	3	1
676	не имеющее опоры	1	1
677	где-нибудь в белеве	1	1
678	срывало шляпы кажется	1	1
679	а три взаимно	1	1
680	в герои такого	1	1
681	что еще не	1	1
682	гуров уже не	1	1
683	бабушка тоже добрая	1	1
684	знаем а анна	1	1
685	что выкинуть из	1	1
686	они не вслушиваются	1	1
687	обыватель живет у	1	1
688	в первый раз	1	1
689	перекликаясь друг с	1	1
690	она залилась слезами	1	1
691	поля зрения внимание	1	1
692	и важнее человека	1	1
693	в конечном счете	2	1
694	согласно которому чеховская	1	1
695	роста блондинка в	1	1
696	но именно поэтому	1	1
697	детскостью голос это	1	1
698	жиздре и ему	1	1
699	коридорам и лестницам	1	1
700	мнимое средство общения	1	1
701	зимних ночах следует	1	1
702	дает о себе	1	1
703	лошади у которого	1	1
704	него уже сильно	1	1
705	частности лишь дли	1	1
706	имеющее опоры в	1	1
707	ответы на свои	1	1
708	о высших целях	2	1
709	контекст что выкинуть	1	1
710	водолечебницы тоже глухой	1	1
711	кругозор и соответствующий	1	1
712	газетой января г	1	1
713	здоровья на странице	1	1
714	выразить это на	1	1
715	которого была поднята	1	1
716	всепроникающей авторской иронии	1	1
717	эта их любовь	1	1
718	по сути дела	1	1
719	интереса из толпы	1	1
720	кругозора ибо живой	1	1
721	своего старшенького целуя	1	1
722	им она не	1	1
723	по набережной прошла	1	1
724	и обнимая своего	1	1
725	взглянул на нее	1	1
726	каждого из нас	2	1
727	текст отправляемого василисой	1	1
728	привыкший тут тоже	1	1
729	что словно впервые	1	1
730	содержит в себе	1	1
731	раз мелькнет на	1	1
732	выразить мысли словами	1	1
733	генерала конструктивный принцип	1	1
734	у себя в	1	1
735	анна сергеевна и	1	1
736	о вечном сне	3	1
737	то что мы	1	1
738	блондинка в берете	1	1
739	жанровое слово но	1	1
740	из воинского устава	1	1
741	тоже глухой диалог	1	1
742	людей не имеющее	1	1
743	человеке сохранившем шляпу	1	1
744	прошла молодая дама	1	1
745	замечает в зеркале	1	1
746	понять плачет она	1	1
747	как правило не	1	1
748	какой внутреный старик	1	1
749	уже две недели	1	1
750	пыль срывало шляпы	1	1
751	именно в этом	1	1
752	самом деле текст	1	1
753	но все же	1	1
754	есть враг иноземный	1	1
755	событие не получение	1	1
756	близкие родные люди	1	1
757	средство общения главным	1	1
758	толпы из хора	1	1
759	лицо дмитрий дмитрии	1	1
760	отождествление с ним	1	1
761	что у него	2	1
762	зрелого чеховского творчества	1	1
763	всем свете нет	1	1
764	укрупнение плана выделение	1	1
765	деталей очевидна если	1	1
766	в смерти чиновника	1	1
767	что абсурдное письмо	1	1
768	гурова к анне	1	1
769	реальной действительности как	1	1
770	пошлой дрянной женщиной	1	1
771	плачет она или	1	1
772	этой связи к	1	1
773	не могла для	1	1
774	от первого лица	1	1
775	ни единого слова	1	1
776	даже говорила флю-флю-флю	1	1
777	интересоваться новыми лицами	1	1
778	в стороне от	1	1
779	для всего мира	2	1
780	вдруг забилось сердце	2	1
781	гуров в ответ	1	1
782	я стала пошлой	1	1
783	на лошади у	1	1
784	молодая дама невысокого	1	1
785	не смеет произнести	1	1
786	нерассказанный анекдот о	1	1
787	она не владеет	1	1
788	еще можно встретиться	1	1
789	раз ветер стих	1	1
790	как она есть	1	1
791	эту миссию ефимья	1	1
792	примере в начале	1	1
793	взбунтовавшийся гуров уже	1	1
794	скука бестактно острит	1	1
795	царь небесный а	1	1
796	которую всякий может	1	1
797	д благостные причитания	1	1
798	же время выступает	1	1
799	но при этом	1	1
800	чернильница серая от	1	1
801	тоже особый кругозор	1	1
802	только потому что	2	1
803	как будто даже	1	1
804	слово но совершенно	1	1
805	фиксируется на собачке	1	1
806	внучат егор не	1	1
807	словах? поэтому вслед	1	1
808	его имело бы	1	1
809	муже речь здесь	1	1
810	не слушает или	1	1
811	годится в герои	1	1
812	план повествования герой	1	1
813	[...] а в	1	1
814	фыркала и как	1	1
815	укрупнение плана мотивированное	1	1
816	одна и та	1	1
817	небесная святители-угодники там	1	1
818	и слово шляпа	1	1
819	единого слова как	1	1
820	своего рода нерассказанный	1	1
821	довольно и этих	1	1
822	егор не слышит	1	1
823	в устав дисциплинарных	1	1
824	на всем свете	1	1
825	скучно а приедет	1	1
826	строк она залилась	1	1
827	в ялте жаловалась	1	1
828	не могло осуществить	1	1
829	анной сергеевной в	1	1
830	святители-угодники там теперь	1	1
831	на одном лишь	1	1
832	генерал не запоминает	1	1
833	шедевр опубликованный петербургской	1	1
834	это опять-таки готовое	1	1
835	бестактно острит обыватель	1	1
836	однако и столь	1	1
837	или не смеет	1	1
838	восклицает как? как?	1	1
839	сне какой ожидает	1	1
840	ибо живой голос	1	1
841	в цепочки создают	1	1
842	наиболее зрелых рассказов	1	1
843	достоверности живого рассказа	1	1
844	фразам пока егор	1	1
845	предыдущей главе уже	1	1
846	отвечают реальной действительности	1	1
847	голос это от	1	1
848	повествователь сообщает на	1	1
849	изменила их обоих	1	1
850	опоры в действительности	1	1
851	швейцаром водолечебницы тоже	1	1
852	кипарисами имел совсем	1	1
853	состоит как раз	1	1
854	какой ожидает нас	1	1
855	живой голос василисы	1	1
856	егор на бумаге	1	1
857	п чудаков детали	1	1
858	к вечеру как	1	1
859	ясно что для	1	1
860	это на словах?	1	1
861	уже сильно билось	1	1
862	дороже и важнее	1	1
863	деревья белые-белые ребятки	1	1
864	ему своей детскостью	1	1
865	анекдота поскольку накануне	1	1
866	мнением согласно которому	1	1
867	лиц сидя в	1	1
868	звуков издаваемых жарящейся	1	1
869	больше не могла	1	1
870	субъектов праздного интереса	1	1
871	детали у чехова	1	1
872	когда гуров взглянул	1	1
873	но потерявшем голову	1	1
874	дли того чтобы	1	1
875	себя за голову	1	1
876	чернильница своего рода	1	1
877	гуров проживший в	1	1
878	из рассказа на	1	1
879	имел совсем мертвый	1	1
880	что максимальное укрупнение	1	1
881	старики родители посылают	1	1
882	холодных зимних ночах	1	1
883	продиктованным ранее фразам	1	1
884	ефимьи тоже особый	1	1
885	до известной степени	1	1
886	раз в том	1	1
887	него сжалось и	1	1
888	друг от друга	1	1
889	устав дисциплинарных взысканий	1	1
890	две недели и	1	1
891	не менее выполняет	1	1
892	взаимно чуждых голоса	1	1
893	ведь к вечеру	1	1
894	бегают дедушка тихий	1	1
895	которая шипела и	1	1
896	пожеланием здоровья на	1	1
897	особый кругозор и	1	1
898	раздельно постепенное укрупнение	1	1
899	как и все	1	1
900	зрения внимание гурова	1	1
901	из деревни а	1	1
902	заглянуть в устав	1	1
903	героиня для него	1	1
904	приедет сюда ах	1	1
905	в качестве рождественского	1	1
906	слабую шею красивые	1	1
907	в нем не	1	1
908	что для него	1	1
909	его стала говорить	1	1
910	создать ощущение достоверности	1	1
911	очень разным голосам	1	1
912	было понять плачет	1	1
913	не отвечающее своему	1	1
914	сергеевна ходила в	1	1
915	прочла и уж	1	1
916	мы уже знаем	2	1
917	высших целях бытия	2	1
918	на бумаге торопясь	1	1
919	способность соединять людей	1	1
920	не вслушиваются в	1	1
921	концовка первого абзаца	1	1
922	и пространстве появляются	1	1
923	соответствующий ему своей	1	1
924	того чтобы создать	1	1
925	выражающим мысли молча	1	1
926	как по набережной	1	1
927	стал интересоваться новыми	1	1
928	только что словно	1	1
929	василисы о длинных	1	1
930	всадником на лошади	1	1
931	тоже стал интересоваться	1	1
932	письма появляется несовместимый	1	1
933	него теперь на	1	1
934	чтобы тотчас забыть	1	1
935	равнодушии к жизни	1	1
936	разглагольствует какой есть	1	1
937	как василиса или	1	1
938	вопросы то и	1	1
939	чеховская проза нередко	1	1
940	он понял ясно	1	1
941	главным объектом насмешливого	1	1
942	как срывало шляпы	1	1
943	рассказ же о	1	1
944	как? хватая себя	1	1
945	и дедушка лысенький	1	1
946	выделение героя субъекта	1	1
947	враг иноземный и	1	1
948	лишь дли того	1	1
949	такого анекдота поскольку	1	1
950	подчеркивая не личностный	1	1
951	из толпы из	1	1
952	живого рассказа о	1	1
953	павильоне у верне	1	1
954	слова отождествление с	1	1
955	диалог-разноголосица столкновение реплик	1	1
956	дома с мезонином	1	1
957	от дедушки говорила	1	1
958	деревни а визит	1	1
959	с ним звуков	1	1
960	о назначении кабинетов	1	1
961	глава построена так	1	1
962	смерти каждого из	2	1
963	если бы не	1	1
964	сталкиваются не два	1	1
965	произнести ни единого	1	1
966	для него теперь	1	1
967	вечеру как раз	1	1
968	старшенького целуя его	1	1
969	казарменная фразеология военых	1	1
970	поэтому вслед за	1	1
971	герой еще не	1	1
972	нет ближе дороже	1	1
973	смыслы важные в	1	1
974	причем глава построена	1	1
975	молча плачущей василисы	1	1
976	теперь снегу навалило	1	1
977	развитие сюжета сближения	1	1
978	бумаге торопясь разглагольствует	1	1
979	она или смеется	1	1
980	к исчезновению самой	1	1
981	ней есть жалкое	1	1
