N	2gram	Medvedev_F_2	OGranits
433	образом не	2	1
434	гоголь и	1	1
435	входящих в	1	1
436	не должно	1	1
437	и всякое	2	1
438	формалистической поэтики	3	1
439	даже и	4	1
440	для того	3	1
441	предмету но	1	1
442	ни о	5	1
443	же не	1	1
444	борьбы и	2	1
445	в особенности	4	1
446	и выбор	1	1
447	в чисто	1	1
448	к другому	2	1
449	и поэтических	1	1
450	о какой	2	1
451	чистым и	1	1
452	школе фосслера	1	1
453	особенности в	2	1
454	бы быть	1	1
455	в формализме	2	1
456	говорить не	2	1
457	имеет и	1	1
458	последнем счете	1	1
459	и здесь	3	1
460	поэтической структуры	2	1
461	роковую роль	1	1
462	его в	3	1
463	как к	3	1
464	от одного	2	1
465	и иных	2	1
466	идеологического кругозора	5	1
467	всякое высказывание	2	1
468	этого методологического	1	1
469	к которому	1	1
470	в предисловии	2	1
471	как же	1	1
472	художественного слова	1	1
473	в природе	1	1
474	между отдельными	1	1
475	ведь в	1	1
476	лежит в	1	1
477	системы и	3	1
478	произведения не	3	1
479	полагаем что	1	1
480	само собою	2	1
481	для них	3	1
482	образом мы	1	1
483	как выразительный	1	1
484	произведение как	2	1
485	ряд языковых	1	1
486	конкретного явления	1	1
487	не было	6	1
488	лексических и	1	1
489	а на	1	1
490	поскольку она	1	1
491	все равно	1	1
492	далеко не	1	1
493	становится чуть	1	1
494	он действительно	1	1
495	вопросами стиля	1	1
496	и самый	1	1
497	позиции в	1	1
498	в ритме	2	1
499	фосслера и	1	1
500	сдвиг в	1	1
501	их только	1	1
502	к литературному	1	1
503	он и	3	1
504	и вне	1	1
505	отмечает и	1	1
506	все время	6	1
507	отнюдь не	8	1
508	статьи и	1	1
509	процессе взаимодействия	1	1
510	должно быть	2	1
511	менее всего	3	1
512	такой же	3	1
513	является бесспорным	1	1
514	автора и	1	1
515	и проникают	1	1
516	его поэтические	1	1
517	если не	1	1
518	или менее	1	1
519	но при	1	1
520	иметь характер	1	1
521	и вполне	1	1
522	вступает в	1	1
523	связь с	1	1
524	но если	1	1
525	отчасти в	1	1
526	может лишь	1	1
527	себе в	1	1
528	при изучении	1	1
529	контекста и	1	1
530	материальное тело	1	1
531	что раньше	1	1
532	и особенно	1	1
533	к истории	1	1
534	в такой	2	1
535	и элементов	2	1
536	как это	2	1
537	б эйхенбаума	1	1
538	теперь мы	1	1
539	системе языка	1	1
540	осуществляется на	1	1
541	лингвистических элементов	1	1
542	и языка	1	1
543	о возможности	3	1
544	языке но	1	1
545	представление о	2	1
546	себе а	2	1
547	и синтаксической	1	1
548	в отличие	2	1
549	языка от	1	1
550	проблема поэтического	1	1
551	предисловии к	2	1
552	и создавать	1	1
553	оказалось не	1	1
554	к этому	4	1
555	такого рода	1	1
556	язык с	1	1
557	отвечают ли	1	1
558	должно было	3	1
559	языкового творчества	1	1
560	и там	1	1
561	столь резко	1	1
562	формы все	1	1
563	формального метода	15	1
564	тем не	1	1
565	как средство	1	1
566	в эпоху	2	1
567	речи в	1	1
568	и более	2	1
569	их в	2	1
570	для понимания	6	1
571	в последнем	1	1
572	уже сам	1	1
573	указанных нами	1	1
574	не создает	1	1
575	этого слова	1	1
576	же такое	1	1
577	этот конкретный	1	1
578	только то	1	1
579	общих приемов	1	1
580	в контексте	1	1
581	тому что	2	1
582	быть и	3	1
583	является для	2	1
584	идеологической жизни	1	1
585	между людьми	1	1
586	в условиях	1	1
587	до конца	2	1
588	литературы как	1	1
589	но это	2	1
590	слово для	1	1
591	о значении	1	1
592	и оно	1	1
593	всего его	1	1
594	обратимся к	1	1
595	виду что	1	1
596	и другое	2	1
597	одну особенность	1	1
598	в то	5	1
599	как о	4	1
600	к другим	2	1
601	близкий к	1	1
602	она ни	3	1
603	который пытается	1	1
604	высказываниях в	2	1
605	вопрос в	1	1
606	форме в	1	1
607	которых он	1	1
608	связанная с	1	1
609	именно этого	1	1
610	того чтобы	3	1
611	своих основных	1	1
612	мышления в	1	1
613	иметь в	1	1
614	исключительно как	1	1
615	при таком	1	1
616	виноградова и	1	1
617	не существует	1	1
618	формы и	2	1
619	как система	1	1
620	с позитивизмом	1	1
621	или в	3	1
622	широком понимании	1	1
623	узком смысле	1	1
624	определяя стиль	1	1
625	этой системы	1	1
626	который является	1	1
627	ее и	2	1
628	же время	5	1
629	и ритм	1	1
630	лишь как	4	1
631	отметить еще	1	1
632	в основе	5	1
633	поэзии в	3	1
634	важное значение	1	1
635	вообще в	1	1
636	смешение лингвистических	1	1
637	от него	2	1
638	за исключением	1	1
639	а лишь	3	1
640	открытой форме	1	1
641	потому что	2	1
642	бы по	1	1
643	связи с	13	1
644	своей статье	3	1
645	для осуществления	1	1
646	в системе	1	1
647	этом отношении	7	1
648	не вполне	1	1
649	особенно ясно	1	1
650	сузить до	1	1
651	это все	1	1
652	и несколько	1	1
653	в лингвистической	1	1
654	проникают в	1	1
655	языка в	9	1
656	сказать что	2	1
657	ведь именно	2	1
658	стиль и	1	1
659	уже говорить	1	1
660	речи и	3	1
661	ритма и	1	1
662	в поэтическом	7	1
663	равно как	2	1
664	вопрос отвечают	1	1
665	и именно	1	1
666	не входит	3	1
667	о литературе	3	1
668	во все	1	1
669	языке и	1	1
670	ли не	1	1
671	с его	11	1
672	только о	1	1
673	произведения и	3	1
674	должны быть	1	1
675	всего в	2	1
676	метода нет	1	1
677	с проблемой	3	1
678	вместе с	6	1
679	этого и	1	1
680	как для	1	1
681	и языком	1	1
682	к речи	1	1
683	наиболее характерным	1	1
684	например в	3	1
685	тонких и	1	1
686	свое функциональное	1	1
687	социальной среде	1	1
688	им и	1	1
689	плоскости в	1	1
690	анны ахматовой	1	1
691	они не	4	1
