N	2gram	Tiupa_Lite_2	KulturaY
138	мы видели	1	3
139	не так	2	3
140	в отношении	1	3
141	в то	9	3
142	не имеет	1	3
143	должна быть	1	3
144	не по	2	3
145	был бы	2	3
146	что на	1	3
147	только то	1	3
148	в результате	2	3
149	но и	10	3
150	это не	1	3
151	и только	2	3
152	в какой	2	3
153	как же	1	3
154	я в	7	3
155	уже в	2	3
156	вопроса о	1	3
157	могло бы	2	3
158	мы находим	1	3
159	именно в	1	3
160	а именно	3	3
161	а с	1	3
162	в ряду	1	3
163	по существу	3	3
164	этого рода	1	3
165	к тому	1	3
166	другой стороны	4	3
167	они не	1	3
168	тем же	3	2
169	отношению к	3	2
170	мы имеем	1	2
171	на себя	2	2
172	как я	3	2
173	здесь не	1	2
174	не все	1	2
175	он пишет	1	2
176	отличие от	1	2
177	не просто	1	2
178	за пределы	1	2
179	относится к	1	2
180	и я	1	2
181	это самое	1	2
182	более чем	1	2
183	как к	3	2
184	когда он	1	2
185	и как	3	2
186	но в	2	2
187	для которого	1	2
188	в известном	1	2
189	как он	2	2
190	слово это	1	2
191	же это	1	2
192	в россии	2	2
193	быть с	1	2
194	свое время	2	2
195	состоит в	9	2
196	на этом	2	2
197	это конечно	1	2
198	русской классической	2	2
199	пока мы	1	2
200	его в	1	2
201	на протяжении	1	2
202	с другими	1	2
203	я все	3	2
204	от языка	1	2
205	в статье	1	2
206	такой же	3	2
207	в этих	1	2
208	из того	2	2
209	и без	2	2
210	и поэтикой	1	2
211	в отличие	1	2
212	мысли и	2	2
213	своего рода	13	2
214	сам же	1	2
215	однако в	6	2
216	а вот	1	2
217	что есть	1	2
218	к новым	1	2
219	до их	1	2
220	в русском	2	2
221	никак не	1	2
222	уже о	2	2
223	не станем	2	2
224	такая же	1	2
225	нам о	1	2
226	говоря уже	2	2
227	так в	5	2
228	но мы	1	2
229	в пределах	1	2
230	на том	1	2
231	совершенно иной	1	2
232	мог бы	1	2
233	к его	1	2
234	при котором	1	2
235	можно сказать	1	2
236	путь к	2	2
237	а потому	2	2
238	не более	2	2
239	в качестве	5	2
240	то и	3	2
241	тем чтобы	1	2
242	речь в	2	2
243	а то	1	2
244	в одном	2	2
245	образом не	1	2
246	в особенности	1	2
247	еще и	1	2
248	не говоря	2	2
249	именно так	1	2
250	подобного рода	1	2
251	что мы	1	2
252	в частности	4	2
253	эти слова	1	2
254	вместе с	5	2
255	так же	1	2
256	тому как	2	2
257	быть не	2	2
258	иначе говоря	1	2
259	не с	3	2
260	еще более	1	2
261	не знает	2	2
262	то здесь	1	2
263	враг и	2	2
264	в свое	2	2
265	том числе	2	2
266	ту же	2	1
267	если б	1	1
268	знает как	1	1
269	отношения к	1	1
270	же как	2	1
271	в движение	1	1
272	зависимость от	2	1
273	что ты	2	1
274	и то	3	1
275	на деле	1	1
276	все ту	2	1
277	повлечь за	1	1
278	поэзии и	2	1
279	из всех	1	1
280	он знает	1	1
281	от культуры	1	1
282	на место	1	1
283	именно к	1	1
284	было все	1	1
285	на себе	1	1
286	в большом	1	1
287	в разговоре	3	1
288	для наших	1	1
289	что до	1	1
290	к общему	1	1
291	я здесь	1	1
292	думаю что	1	1
293	и на	6	1
294	он сам	1	1
295	бы то	1	1
296	порядка здесь	1	1
297	вообще может	1	1
298	тогда как	9	1
299	и будет	1	1
300	нет и	1	1
301	которые не	1	1
302	смысл этот	1	1
303	идет о	3	1
304	и где	1	1
305	ср также	1	1
306	которое и	1	1
307	на память	1	1
308	как уже	2	1
309	в круг	1	1
310	в противоположность	2	1
311	лет а	1	1
312	за собой	1	1
313	со своей	2	1
314	всего лишь	3	1
315	и конечно	1	1
316	себе как	1	1
317	культуры и	1	1
318	ни один	1	1
319	и те	1	1
320	например как	1	1
321	пути с	1	1
322	а скорее	1	1
323	духовной культуры	2	1
324	читателя в	1	1
325	всех этих	1	1
326	души впрочем	1	1
327	с нашим	1	1
328	в принципе	5	1
329	обостренным вниманием	1	1
330	не к	2	1
331	или иных	1	1
332	без исключения	1	1
333	от общего	1	1
334	в каждом	2	1
335	мне в	2	1
336	здесь мы	1	1
337	же касается	1	1
338	в другом	3	1
339	нам остается	1	1
340	речь а	1	1
341	те или	1	1
342	искусства в	1	1
343	не хуже	1	1
344	с неба	1	1
345	и иных	2	1
346	и мы	1	1
347	он есть	1	1
348	практически не	1	1
349	и единственным	1	1
350	которая в	1	1
351	культуры есть	1	1
352	точно в	1	1
353	рядом с	1	1
354	все равно	2	1
355	русской культуры	1	1
356	но лишь	3	1
357	и следовало	1	1
358	не всегда	1	1
359	со столь	1	1
360	не мог	1	1
361	и поскольку	1	1
362	поэтического творчества	1	1
363	в такой	2	1
364	равной мере	1	1
365	оказывается что	1	1
366	они умеют	1	1
367	что я	2	1
368	от его	1	1
369	не считал	1	1
370	одном из	2	1
371	по крайней	2	1
372	чтобы она	1	1
373	того кто	1	1
374	даже в	4	1
375	случае мы	1	1
376	ему как	1	1
377	дело как	1	1
378	шла о	1	1
379	дня и	1	1
380	в русской	4	1
381	например не	1	1
382	и продолжает	1	1
383	в основе	2	1
384	есть путь	1	1
385	не могло	1	1
386	казалось бы	1	1
387	же время	9	1
388	в форму	1	1
389	а во	1	1
390	этой цели	1	1
391	по своей	1	1
392	во всем	1	1
393	и его	3	1
394	для другого	1	1
395	положение при	1	1
396	за ними	1	1
397	сделать в	1	1
398	же самое	1	1
399	всего в	1	1
400	как для	1	1
401	в наши	1	1
402	то ни	1	1
403	приходит к	1	1
404	можно и	1	1
405	но только	2	1
406	но по	1	1
407	которых и	1	1
408	свою очередь	1	1
409	на основе	1	1
410	в собственном	1	1
411	приводит к	1	1
412	слова а	1	1
413	никогда не	3	1
414	каждого из	1	1
415	и каждый	2	1
416	с этого	1	1
417	как таковую	1	1
418	мы в	1	1
419	в словах	1	1
420	нас и	1	1
421	сводится к	1	1
422	произведения как	1	1
423	искусства и	1	1
424	вот почему	1	1
425	тех кто	4	1
426	пролегает граница	1	1
427	вот и	1	1
428	одного из	1	1
429	не стоит	1	1
430	и просто	1	1
431	в сфере	4	1
432	что иначе	1	1
433	в конечном	5	1
434	как теперь	1	1
435	но он	1	1
436	что видно	1	1
437	во втором	1	1
438	и хорошо	1	1
439	речь шла	1	1
440	крайней мере	2	1
441	чем и	1	1
442	не надо	2	1
443	вопреки всем	1	1
444	целого а	1	1
445	стихи и	1	1
446	все время	1	1
447	в него	2	1
448	быть сказано	1	1
449	но тут	1	1
450	но с	3	1
451	а если	2	1
452	идет по	1	1
453	одной из	2	1
454	отливаются в	1	1
455	кстати сказать	1	1
456	в себе	6	1
457	таких моментов	1	1
458	которое мы	1	1
459	всей жизни	1	1
460	такой системе	1	1
461	что ж	1	1
462	который в	1	1
463	всем многообразии	1	1
464	с какой	1	1
465	против этой	1	1
466	и др	3	1
467	не можем	1	1
468	тех или	1	1
469	в начале	3	1
470	свидетельствует о	2	1
471	конечном счете	5	1
472	если судить	1	1
473	сказано в	1	1
474	для него	4	1
475	нас только	1	1
476	не для	1	1
477	граница между	2	1
478	отношении к	1	1
479	сама в	1	1
480	дело и	1	1
481	каждый из	4	1
482	не противоречит	1	1
483	поэтической речи	1	1
484	со стороны	3	1
485	деле есть	1	1
486	писателя и	1	1
487	и прежде	1	1
488	мною так	1	1
489	им хорошо	1	1
490	выше и	2	1
491	более того	1	1
492	мы и	1	1
493	легко и	1	1
494	есть лишь	1	1
495	было сказано	2	1
496	а по	1	1
497	а так	1	1
498	когда же	1	1
499	могут служить	2	1
500	и ты	3	1
501	не об	1	1
502	не видит	2	1
503	писатель и	1	1
504	есть точка	1	1
505	и потому	1	1
506	в строгом	1	1
507	вниманием к	1	1
508	из которых	2	1
509	о границах	1	1
510	к жизни	2	1
511	целом ряде	1	1
512	действительной практике	1	1
513	наряду с	1	1
514	ведет к	1	1
515	и было	1	1
516	ли не	4	1
517	в контексте	1	1
518	впрочем не	2	1
519	над языком	1	1
520	что выше	1	1
521	об одном	1	1
522	в смысле	1	1
523	с большой	1	1
524	и для	3	1
525	не станет	1	1
526	которых он	1	1
527	разумеется и	1	1
528	для этой	1	1
529	и от	1	1
530	здесь я	1	1
531	всего что	1	1
532	от него	1	1
533	вот этот	1	1
534	теперь же	1	1
535	различие здесь	1	1
536	же в	2	1
537	в равной	3	1
538	нами не	1	1
539	нам не	1	1
540	в свою	1	1
541	поэтического письма	2	1
542	со мной	4	1
543	имеет ничего	1	1
544	пушкин и	1	1
545	например и	1	1
546	сказали бы	1	1
547	в последнем	1	1
548	культуры в	1	1
549	есть и	1	1
550	и газета	1	1
551	занимает в	1	1
552	к этому	1	1
553	к числу	1	1
554	к этой	2	1
555	только не	1	1
556	и эта	1	1
557	который не	1	1
558	русской литературы	1	1
559	все что	2	1
560	этой точки	1	1
