N	2gram	Vinokur_Ku_3	Analitik
173	в котором	2	2
174	с точки	16	2
175	в отличие	2	2
176	речи в	7	2
177	и наоборот	1	2
178	здесь принадлежит	1	2
179	для нее	1	2
180	даже в	1	2
181	в таких	2	2
182	она не	3	2
183	что с	1	2
184	в то	3	2
185	дело не	2	2
186	не имеет	3	2
187	на него	3	2
188	же время	1	2
189	которые и	3	2
190	так например	1	2
191	в текст	2	2
192	или иных	1	2
193	ли не	1	2
194	всего в	1	2
195	языка и	2	2
196	природе своей	1	2
197	те же	7	2
198	по природе	1	2
199	это только	1	2
200	нас к	2	2
201	что в	13	2
202	произведения как	1	2
203	никак не	2	2
204	его в	2	2
205	собственно говоря	1	2
206	между тем	4	2
207	в его	11	2
208	чем и	1	2
209	вообще и	3	2
210	не знаю	1	2
211	того что	11	2
212	один из	4	2
213	к смыслу	1	2
214	в поэзии	5	2
215	не есть	3	2
216	свидетельствует о	1	2
217	а то	2	2
218	и их	1	2
219	или даже	1	2
220	в одном	2	2
221	вовсе не	5	2
222	не о	2	2
223	вслед за	1	2
224	превращается в	1	2
225	может ли	1	2
226	на этот	2	2
227	о чем	2	2
228	и слово	1	2
229	вместе с	2	2
230	так же	2	2
231	к его	2	2
232	и иной	2	2
233	при переходе	1	2
234	по существу	3	2
235	высказывания и	1	2
236	можно отметить	1	2
237	тех или	1	2
238	и для	1	2
239	этого рода	3	2
240	в повествовании	1	2
241	в двух	2	2
242	внимание на	2	2
243	еще более	2	2
244	сказать что	7	2
245	другой стороны	3	2
246	речи и	1	2
247	т е	32	2
248	об этих	1	2
249	все что	1	2
250	к этому	1	2
251	в таком	4	2
252	всей первой	1	1
253	и т	54	1
254	также и	5	1
255	зависимость от	1	1
256	самом деле	14	1
257	значении этого	1	1
258	но автор	1	1
259	идет о	1	1
260	в первом	5	1
261	к другому	2	1
262	отношения между	4	1
263	жизни есть	1	1
264	можно лишь	1	1
265	намек на	1	1
266	есть не	3	1
267	бы уже	2	1
268	на место	1	1
269	они могут	1	1
270	именно к	1	1
271	почти все	1	1
272	один к	1	1
273	равной мере	1	1
274	в полной	1	1
275	почти исключительно	1	1
276	я не	5	1
277	из того	2	1
278	счете к	1	1
279	то его	1	1
280	я здесь	1	1
281	пристрастие к	1	1
282	быть в	2	1
283	в чем	5	1
284	тем как	1	1
285	иных случаях	1	1
286	то он	3	1
287	тех же	4	1
288	не все	2	1
289	как такой	1	1
290	очевидно что	3	1
291	внимание не	1	1
292	и будет	1	1
293	тут же	1	1
294	сама по	2	1
295	один и	2	1
296	и должны	1	1
297	бы для	1	1
298	независимо от	5	1
299	в противном	1	1
300	тех случаях	1	1
301	когда он	2	1
302	речь со	1	1
303	этой речи	1	1
304	и тот	2	1
305	тем же	2	1
306	имеет в	2	1
307	более или	2	1
308	больше нежели	1	1
309	со своей	1	1
310	себе как	1	1
311	в которой	1	1
312	бы и	3	1
313	интересно что	1	1
314	все эти	7	1
315	бы не	3	1
316	из этих	5	1
317	которые в	4	1
318	литературная речь	2	1
319	в главе	1	1
320	в известном	2	1
321	раз в	1	1
322	и отдельно	1	1
323	что даже	1	1
324	темы с	1	1
325	и те	1	1
326	как он	2	1
327	но на	3	1
328	последнюю роль	1	1
329	так сказать	2	1
330	что вообще	3	1
331	в статье	2	1
332	внутренняя форма	3	1
333	а скорее	1	1
334	речи то	1	1
335	всех этих	1	1
336	в первую	3	1
337	в принципе	1	1
338	не к	1	1
339	не как	2	1
340	в силу	6	1
341	у читателя	1	1
342	об отношении	1	1
343	свое время	2	1
344	целого ряда	1	1
345	как речь	1	1
346	в каждом	1	1
347	мне в	1	1
348	нам остается	1	1
349	и неизбежно	1	1
350	внутренней форме	1	1
351	слова или	1	1
352	в несколько	1	1
353	от степени	1	1
354	входит в	1	1
355	заключается в	4	1
356	первую очередь	3	1
357	это не	3	1
358	ко второму	1	1
359	каждого из	1	1
360	что один	1	1
361	ни в	3	1
362	все равно	1	1
363	далеко не	5	1
364	как об	2	1
365	но лишь	1	1
366	этого не	1	1
367	ведет к	1	1
368	такой же	2	1
369	обратимся к	1	1
370	в понимании	1	1
371	но если	3	1
372	и при	2	1
373	таким же	1	1
374	рассказа о	1	1
375	в следующем	1	1
376	в такой	1	1
377	имеется в	1	1
378	одним и	2	1
379	что я	1	1
380	для данного	1	1
381	и более	3	1
382	достаточно привести	1	1
383	мере в	1	1
384	однако в	2	1
385	не должна	1	1
386	такой смысл	1	1
387	зрения и	1	1
388	знания для	1	1
389	а вот	2	1
390	тому что	4	1
391	раз и	2	1
392	точно и	1	1
393	меня не	1	1
394	тогда когда	4	1
395	первая половина	1	1
396	быть поставлены	1	1
397	в стилистическом	1	1
398	но только	1	1
399	это еще	2	1
400	для всего	1	1
401	каждый из	1	1
402	именно с	1	1
403	слова как	2	1
404	и такой	2	1
405	по своей	1	1
406	это слово	1	1
407	убедиться в	1	1
408	потому что	12	1
409	связи с	6	1
410	только с	1	1
411	же до	2	1
412	конечно и	1	1
413	и несколько	1	1
414	как теперь	1	1
415	у нас	10	1
416	языка в	6	1
417	всему этому	1	1
418	которых он	1	1
419	начиная с	1	1
420	если он	1	1
421	случайно и	1	1
422	легко можно	1	1
423	и другой	1	1
424	и такие	2	1
425	отличается от	2	1
426	же самое	1	1
427	должны быть	1	1
428	отказаться от	1	1
429	если же	2	1
430	о них	4	1
431	задана как	1	1
432	им для	1	1
433	вот и	1	1
434	и о	4	1
435	в виду	8	1
436	свою очередь	1	1
437	слава богу	2	1
438	в ее	4	1
439	здесь также	1	1
440	могут и	2	1
441	характер и	1	1
442	только то	3	1
443	том-то и	1	1
444	слова а	1	1
445	в отношении	3	1
446	стилистическом отношении	1	1
447	речи как	3	1
448	она была	1	1
449	наше внимание	1	1
450	разговорного языка	1	1
451	нас и	1	1
452	о нем	1	1
453	и здесь	2	1
454	слова легко	1	1
455	в другом	1	1
456	на вопрос	3	1
457	но мы	2	1
458	и что	7	1
459	роль принадлежит	1	1
460	может не	1	1
461	отличаются от	1	1
462	к нему	1	1
463	как список	1	1
464	путь к	2	1
465	от них	1	1
466	на дорогу	1	1
467	них в	1	1
468	и писать	1	1
469	слов и	5	1
470	что здесь	1	1
471	известном смысле	2	1
472	сразу же	2	1
473	мы видим	1	1
474	тот же	6	1
475	нуждается в	1	1
476	а тем	2	1
477	которых на	1	1
478	в какой	3	1
479	хотя бы	9	1
480	надо полагать	2	1
481	таких моментов	1	1
482	система знаков	1	1
483	и после	1	1
484	который в	1	1
485	деле не	2	1
486	одних и	1	1
487	и ее	1	1
488	все они	2	1
489	не последнюю	1	1
490	же и	1	1
491	этот вопрос	3	1
492	уже в	3	1
493	вопроса о	3	1
494	то и	2	1
495	в начале	1	1
496	не обладают	1	1
497	за ним	1	1
498	который как	2	1
499	представить себе	1	1
500	слова в	4	1
501	так как	9	1
502	может служить	2	1
503	дело и	1	1
504	не говорит	1	1
505	образом не	2	1
506	при активном	1	1
507	к самому	1	1
508	смысла чем	1	1
509	функцией в	1	1
510	нам не	1	1
511	на примере	1	1
512	который не	1	1
513	тех старых	1	1
514	делает в	1	1
515	что тот	1	1
516	зрения как	1	1
517	в свою	1	1
518	еще и	2	1
519	во внешней	1	1
520	обратиться к	1	1
521	противном случае	1	1
522	более того	1	1
523	не означает	2	1
524	зависит от	1	1
525	есть лишь	1	1
526	возвращаясь к	1	1
527	а так	1	1
528	в том-то	1	1
529	в ряду	3	1
530	рамках одного	1	1
531	или с	1	1
532	если не	1	1
533	в связи	5	1
534	форма этого	1	1
535	материал для	2	1
536	эти слова	2	1
537	до этого	1	1
538	и потому	1	1
539	весь его	1	1
540	и тех	1	1
541	так уж	1	1
542	никоим образом	1	1
543	его личной	1	1
544	целом ряде	1	1
545	для обозначения	2	1
546	который мы	1	1
547	части речи	1	1
548	в тех	2	1
549	такими словами	1	1
550	или менее	2	1
551	таких условиях	1	1
552	известной книге	1	1
553	ряда и	1	1
554	неотъемлемое качество	1	1
555	указание на	1	1
556	как нельзя	2	1
557	исходя из	1	1
558	и богатство	1	1
559	том смысле	1	1
560	что же	5	1
561	с этой	3	1
562	слова и	7	1
563	еще раз	2	1
564	было сказано	1	1
565	только для	2	1
566	слов которые	1	1
567	между прочим	8	1
568	с этими	1	1
569	перед нами	1	1
570	остается в	2	1
571	фигуры и	1	1
572	тому или	1	1
573	это явление	1	1
574	чем дело	1	1
575	случаях когда	1	1
576	речи вообще	1	1
577	лицо и	1	1
578	или иному	1	1
579	именно здесь	1	1
580	как на	8	1
581	другое дело	1	1
582	жанр в	1	1
583	например не	1	1
584	для нас	4	1
585	от него	1	1
586	или нет	1	1
587	за исключением	1	1
588	к этой	1	1
589	тем более	5	1
590	и как	2	1
591	мы должны	3	1
592	будто бы	1	1
593	но это	5	1
594	только что	2	1
595	себе ничего	1	1
596	однако на	1	1
597	же в	1	1
598	в равной	1	1
599	отношении к	1	1
600	еще ничего	1	1
601	а о	1	1
602	слово в	3	1
603	состоит из	1	1
604	совершенно не	5	1
605	по одному	1	1
606	справедливо замечает	1	1
607	что ты	1	1
608	складывается и	1	1
609	в свое	2	1
610	самое что	1	1
611	на это	1	1
612	отношении является	1	1
613	без исключения	1	1
614	этой точки	1	1
615	это в	2	1
616	значение в	2	1
617	смысле что	1	1
618	значение слов	1	1
