1	в процессе	14	27
570	связанный с	1	1
571	все основания	1	1
572	том числе	2	1
573	что у	1	1
574	самые различные	1	1
575	если только	1	1
576	с достаточной	1	1
577	этот вид	1	1
578	относится к	2	1
579	в основных	3	1
580	но что	1	1
581	как раз	4	1
582	связанная с	1	1
583	что эта	1	1
584	то вторая	1	1
585	дело не	1	1
586	из его	3	1
587	до сих	2	1
588	полноте нам	1	1
589	может не	2	1
590	вот что	11	1
591	в словесном	2	1
592	к каким	1	1
593	к утверждению	1	1
594	эта стадия	2	1
595	этого сложного	1	1
596	где же	1	1
597	есть в	1	1
598	самые разнообразные	1	1
599	в той	1	1
600	и данные	1	1
601	в данном	1	1
602	но ни	1	1
603	жизни не	1	1
604	и раскрыть	1	1
605	которая уже	1	1
606	в ней	2	1
607	в глаза	1	1
608	не для	1	1
609	обратил внимание	1	1
610	главнейшие из	1	1
611	а именно	1	1
612	у него	6	1
613	связано с	1	1
614	которой является	1	1
615	и самый	1	1
616	роль в	2	1
617	основных чертах	4	1
618	и менее	1	1
619	него в	3	1
620	для самого	1	1
621	и связанное	1	1
622	и формы	2	1
623	привести к	1	1
624	их на	1	1
625	всего этого	1	1
626	сам по	1	1
627	представить себе	1	1
628	что их	1	1
629	или с	1	1
630	в виду	3	1
631	что не	3	1
632	деятельность и	1	1
633	он в	2	1
634	могут не	2	1
635	все те	1	1
636	и даже	2	1
637	этому типу	1	1
638	и через	2	1
639	должен быть	4	1
640	человека а	1	1
641	в конкретной	1	1
642	не поддаются	1	1
643	бы не	2	1
644	форму мышления	1	1
645	утверждает что	3	1
646	представляется невозможным	1	1
647	говоря о	1	1
648	говорит в	3	1
649	особенностей в	1	1
650	видеть в	2	1
651	мы наблюдаем	2	1
652	сомнению что	1	1
653	какому-либо одному	1	1
654	этого типа	3	1
655	роль играет	1	1
656	по аналогии	1	1
657	и ошибок	1	1
658	на него	1	1
659	более или	6	1
660	эту же	1	1
661	увидим ниже	1	1
662	к истине	1	1
663	сложного процесса	1	1
664	это делает	3	1
665	понятно что	1	1
666	а только	1	1
667	постепенно и	1	1
668	другом месте	2	1
669	в самых	2	1
670	а вместе	1	1
671	этой области	3	1
672	сих пор	2	1
673	если это	1	1
674	результате чего	2	1
675	тот или	1	1
676	это определение	1	1
677	к каждому	1	1
678	значение для	1	1
679	отдельных звеньев	1	1
680	ними в	1	1
681	и при	5	1
682	же самое	2	1
683	не подлежит	2	1
684	все данные	1	1
685	в известной	1	1
686	в течении	2	1
687	кроме того	1	1
688	что для	2	1
689	но для	2	1
690	служит для	1	1
691	как например	2	1
692	этим самым	1	1
693	дальше к	1	1
694	о нем	1	1
695	целый ряд	1	1
696	это явление	1	1
697	аналогии с	1	1
698	над своими	2	1
699	эксперимент в	1	1
700	во всех	7	1
701	в состоянии	1	1
702	и дальше	2	1
703	часто встречается	1	1
704	восприятия и	2	1
705	у нас	3	1
706	не об	2	1
707	в конечном	7	1
708	отношение к	1	1
709	первый этап	1	1
710	только не	2	1
711	на одном	1	1
712	для его	4	1
713	по одному	2	1
714	процессов и	1	1
715	подобного рода	1	1
716	это имеет	1	1
717	том как	3	1
718	с общими	1	1
719	проблемы не	1	1
720	между рассудком	1	1
721	являются для	1	1
722	еще одну	1	1
723	только наиболее	1	1
724	в ее	4	1
725	хотя бы	20	1
726	числе и	2	1
727	не достигая	1	1
728	к достижению	1	1
729	определенных задач	1	1
730	по мере	1	1
731	показывают как	1	1
732	основные тенденции	2	1
733	с пониженным	1	1
734	тем это	1	1
735	или иную	1	1
736	его развитие	1	1
737	что еще	1	1
738	определить как	1	1
739	не признать	1	1
740	больше того	1	1
741	подобно тому	2	1
742	к действительности	1	1
743	этому поводу	7	1
744	самое существенное	1	1
745	его значение	1	1
746	бы уже	1	1
747	в значительной	3	1
748	его над	1	1
749	том же	6	1
750	свойств и	1	1
