N	2gram	Bakhtin_sl_2	Myslijsy
304	то прежде	1	1
305	языку и	4	1
306	он может	1	1
307	в законченные	1	1
308	и до	1	1
309	должна быть	3	1
310	собственном смысле	3	1
311	ставим в	1	1
312	во-первых в	1	1
313	и за	1	1
314	и могут	1	1
315	мы уже	2	1
316	есть образ	1	1
317	наша речь	1	1
318	оно только	1	1
319	и само	2	1
320	себе как	2	1
321	единство и	3	1
322	не была	3	1
323	перейти к	1	1
324	на каждом	2	1
325	само слово	1	1
326	языка без	1	1
327	слова например	2	1
328	они были	1	1
329	существенное значение	1	1
330	для наших	1	1
331	и заставляет	1	1
332	другой язык	2	1
333	всех сторон	2	1
334	на нем	2	1
335	в отличие	12	1
336	быть в	1	1
337	бы она	1	1
338	его так	2	1
339	но конечно	1	1
340	друг к	1	1
341	видели что	1	1
342	но как	2	1
343	с какими	1	1
344	в сторону	1	1
345	и чужой	1	1
346	должны были	1	1
347	отличие от	13	1
348	в истории	11	1
349	в одной	1	1
350	если она	3	1
351	для всех	4	1
352	стороны и	3	1
353	как к	3	1
354	этого развития	1	1
355	очень трудно	1	1
356	однако не	1	1
357	перед нами	3	1
358	применении к	1	1
359	и наконец	5	1
360	характер ее	1	1
361	дальнейшем развитии	2	1
362	и свою	1	1
363	этой цели	1	1
364	с усилением	1	1
365	сливается с	4	1
366	бы и	3	1
367	он в	1	1
368	так можно	1	1
369	что так	1	1
370	рассказ о	1	1
371	только на	1	1
372	с их	3	1
373	нами в	1	1
374	человеке и	3	1
375	его и	2	1
376	вне языка	1	1
377	сливаются с	1	1
378	человек не	1	1
379	дальше и	1	1
380	довольно поздно	1	1
381	а просто	2	1
382	он не	2	1
383	в слиянии	1	1
384	на том	1	1
385	есть именно	1	1
386	слова необходимо	1	1
387	важную роль	1	1
388	и связанные	2	1
389	здесь для	1	1
390	из него	2	1
391	его от	3	1
392	целом как	1	1
393	прежде чем	1	1
394	значительной степени	6	1
395	может здесь	1	1
396	чужого языка	6	1
397	смысле в	1	1
398	мы слышим	1	1
399	как они	1	1
400	для изображения	1	1
401	об этом	1	1
402	и с	9	1
403	к другу	1	1
404	сознание не	1	1
405	лишь в	3	1
406	от степени	1	1
407	входит в	4	1
408	по-видимому равно	1	1
409	но их	1	1
410	ни в	4	1
411	например и	1	1
412	не всегда	2	1
413	мы видели	2	1
414	особенно на	2	1
415	его слово	15	1
416	чем в	2	1
417	и прямо	2	1
418	себе все	1	1
419	язык но	3	1
420	есть такая	1	1
421	нужно чтобы	1	1
422	можно сказать	1	1
423	или точнее	1	1
424	а как	1	1
425	в такой	1	1
426	и без	1	1
427	с точки	3	1
428	от силы	1	1
429	в их	2	1
430	прийти к	1	1
431	себе оно	1	1
432	например слово	1	1
433	то его	1	1
434	мысли и	1	1
435	не исчерпывается	1	1
436	что уже	1	1
437	всегда остается	1	1
438	поэтому в	1	1
439	который мы	1	1
440	которые в	2	1
441	и более	2	1
442	слова к	4	1
443	слияние возможно	1	1
444	возможно только	1	1
445	может ни	1	1
446	можем сказать	1	1
447	не изображения	1	1
448	и вся	1	1
449	без него	1	1
450	чем перейти	1	1
451	в таких	1	1
452	с которой	1	1
453	и время	1	1
454	можно понимать	1	1
455	на котором	2	1
456	дело в	2	1
457	на себе	1	1
458	и имеет	1	1
459	нем в	3	1
460	в игру	1	1
461	только не	1	1
462	тона и	1	1
463	ничего не	1	1
464	она ни	1	1
465	слова как	2	1
466	не замечать	1	1
467	или как	4	1
468	с одним	2	1
469	в изменении	1	1
470	на те	1	1
471	по своей	1	1
472	слове и	2	1
473	это слово	1	1
474	но теперь	1	1
475	словом или	1	1
476	ни понимать	1	1
477	которая не	1	1
478	разложения и	2	1
479	в тени	1	1
480	есть к	1	1
481	известной степени	2	1
482	к себе	1	1
483	языке и	1	1
484	и сам	1	1
485	говорящего и	2	1
486	указать на	1	1
487	отличается от	2	1
488	собственного содержания	1	1
489	содержанием и	1	1
490	слова с	4	1
491	он никогда	1	1
492	что при	1	1
493	в применении	1	1
494	с образом	1	1
495	устремляется на	1	1
496	должен быть	2	1
497	и самое	1	1
498	как мы	7	1
499	здесь не	4	1
500	без всякого	2	1
501	очень важную	2	1
502	нет никакой	1	1
503	степени и	2	1
504	здесь может	1	1
505	этом на	1	1
506	слова всегда	1	1
507	мы наблюдаем	2	1
508	как с	2	1
509	находящуюся в	1	1
510	если они	1	1
511	предложения или	1	1
512	понимание и	1	1
513	здесь как	2	1
514	и которые	1	1
515	на которую	1	1
516	сознания и	1	1
517	этим в	1	1
518	на них	2	1
519	на ряд	2	1
520	и разнородные	1	1
521	с человеком	1	1
522	со всех	1	1
523	и качеств	1	1
524	следовательно два	1	1
525	не воспроизводится	1	1
526	язык и	7	1
527	определенным образом	1	1
528	никак не	1	1
529	самому себе	1	1
530	мы понимаем	1	1
531	это второе	1	1
532	слово может	2	1
533	слов от	1	1
534	эту степень	1	1
535	даже на	3	1
536	всех слов	1	1
537	ее как	1	1
538	в ту	1	1
539	слов и	3	1
540	может иметь	3	1
541	несколько иначе	1	1
542	большей или	1	1
543	к нему	3	1
544	быть при	1	1
545	всякого рода	1	1
546	менее в	1	1
547	дело с	4	1
548	при каких	2	1
549	недостаточно одного	1	1
550	каждом шагу	2	1
551	же известное	1	1
552	ему самому	1	1
553	между этими	1	1
554	их не	1	1
555	выведены из	1	1
556	именно на	2	1
557	со всеми	2	1
558	же и	2	1
559	конечно не	5	1
560	в большинстве	6	1
561	как предмета	2	1
562	языка как	7	1
563	они могли	1	1
564	но самое	1	1
565	и разнообразнее	1	1
566	языка может	3	1
567	большинстве случаев	5	1
568	для осуществления	1	1
569	представить себе	1	1
570	цели и	2	1
571	в известной	1	1
572	но повторяем	1	1
573	не для	1	1
574	с этими	1	1
575	оно так	1	1
576	к ним	1	1
577	не о	1	1
578	и язык	4	1
579	может служить	1	1
580	только с	2	1
581	к самому	1	1
582	нельзя себе	1	1
583	этот последний	1	1
584	в особенности	3	1
585	своих слов	1	1
586	не были	1	1
587	новый смысл	1	1
588	не связано	1	1
589	а на	1	1
590	говорим о	1	1
591	с другим	1	1
592	именно происходит	1	1
593	именно в	2	1
594	а именно	2	1
595	или меньшей	1	1
596	во второй	1	1
597	на которые	1	1
598	и др	4	1
599	притом не	1	1
600	стремится к	3	1
601	самое слово	1	1
602	и непосредственно	2	1
603	слово из	1	1
604	его как	2	1
605	как ни	1	1
606	нашего сознания	2	1
607	на основании	1	1
608	могут служить	1	1
609	именно так	1	1
610	и слово	2	1
611	то она	1	1
612	язык для	1	1
613	его во	1	1
614	такой степени	1	1
615	все то	1	1
616	взаимодействии со	1	1
617	являются уже	1	1
618	ближе всего	1	1
619	эти слова	2	1
620	со словом	5	1
621	но такое	1	1
622	самый этот	2	1
623	какого бы	1	1
624	к своему	9	1
625	как предмет	4	1
626	если оно	2	1
627	в той	4	1
628	форму своего	1	1
629	выйти за	1	1
630	что как	1	1
631	их отношение	1	1
632	и оценка	1	1
633	этом случае	6	1
634	в условиях	1	1
635	и о	1	1
636	голоса и	3	1
637	заставляет нас	1	1
638	этом и	1	1
639	от нас	2	1
640	между собой	1	1
641	которые были	1	1
642	близкий к	1	1
643	вне его	2	1
644	в наше	1	1
645	в более	2	1
646	за его	1	1
647	имеет дело	2	1
648	это как	1	1
649	чтобы понять	1	1
650	человек и	14	1
651	языка или	2	1
652	наблюдения над	1	1
653	вообще в	1	1
654	и могли	1	1
655	них и	2	1
656	все они	2	1
657	и предметом	2	1
658	но всегда	1	1
659	здесь только	1	1
660	может и	2	1
661	слово в	11	1
662	но эта	2	1
663	ни была	1	1
664	речи и	3	1
665	него то	1	1
666	в последнем	1	1
667	и еще	1	1
668	только о	2	1
669	свои слова	1	1
670	что различные	1	1
671	например во	2	1
672	просто не	2	1
673	жизни и	6	1
674	это так	1	1
675	символа в	1	1
676	как слово	2	1
677	в своих	1	1
678	вносит в	1	1
679	в процессе	13	1
680	и ни	2	1
681	снова и	1	1
682	сознания но	1	1
