N	2gram	Tiupa_Narr_2	Psycholo
542	деле не	1	1
543	к смыслу	1	1
544	но то	1	1
545	иное как	1	1
546	в нашей	1	1
547	в данной	1	1
548	и социально	1	1
549	стороны именно	1	1
550	содержание и	1	1
551	от тех	1	1
552	может служить	2	1
553	которым приводит	1	1
554	к цели	1	1
555	которые могут	1	1
556	заметить что	1	1
557	или ином	1	1
558	в других	2	1
559	быть для	1	1
560	интересующей нас	1	1
561	жизни в	6	1
562	ей не	1	1
563	для художника	1	1
564	это движение	1	1
565	вовсе и	1	1
566	что человек	1	1
567	именно в	2	1
568	оказывается и	1	1
569	в свою	2	1
570	мысли с	1	1
571	действующих лиц	3	1
572	а с	2	1
573	соответствии с	3	1
574	церкви и	2	1
575	существенную роль	3	1
576	полагал что	1	1
577	и опять	2	1
578	всегда можем	1	1
579	в рассказе	4	1
580	зависит от	2	1
581	своего рода	9	1
582	его как	1	1
583	человек есть	1	1
584	с конца	1	1
585	что обычно	1	1
586	виде в	1	1
587	суть не	1	1
588	было в	1	1
589	о себе	1	1
590	в центре	2	1
591	границы между	1	1
592	я уже	2	1
593	сделал бы	1	1
594	что именно	1	1
595	было показано	1	1
596	только с	1	1
597	дела мы	1	1
598	представления о	2	1
599	он говорит	1	1
600	в художественных	1	1
601	сравнению с	1	1
602	ради того	1	1
603	в той	5	1
604	толстого совершенно	1	1
605	на эту	1	1
606	в литературе	4	1
607	а потом	2	1
608	быть только	1	1
609	него есть	1	1
610	должно быть	1	1
611	дело здесь	1	1
612	в это	1	1
613	или хотя	1	1
614	и восприятие	1	1
615	и характеры	1	1
616	слова и	1	1
617	установки и	1	1
618	о его	1	1
619	не к	4	1
620	говоря это	2	1
621	но для	2	1
622	под знаком	1	1
623	между собой	3	1
624	к сюжету	1	1
625	лев толстой	1	1
626	или в	1	1
627	а к	3	1
628	как для	1	1
629	на других	1	1
630	и смысл	1	1
631	мы должны	1	1
632	не непосредственно	1	1
633	хотя бы	2	1
634	же в	4	1
635	о своем	2	1
636	между ними	1	1
637	в системе	1	1
638	и внутренне	1	1
639	косвенным путем	1	1
640	же самой	1	1
641	также в	1	1
642	который она	2	1
643	у людей	1	1
644	с ними	3	1
645	с такой	1	1
646	одновременно и	1	1
647	не что	1	1
648	бы его	1	1
649	в действительности	1	1
650	никто не	1	1
651	самое важное	1	1
652	но эти	1	1
653	см в	1	1
654	от ее	1	1
655	и вновь	2	1
