N	2gram	Voloshinov_2	Komedia
194	о которой	1	2
195	в силу	1	2
196	человека в	1	2
197	исходя из	1	2
198	является конечно	2	2
199	не с	2	2
200	а как	4	2
201	с другими	3	2
202	это не	4	2
203	еще одно	1	2
204	на основании	1	2
205	остается в	1	2
206	этой связи	4	2
207	в котором	3	2
208	в их	5	2
209	сам себя	1	2
210	в одном	1	2
211	что эта	1	2
212	тому что	4	2
213	что с	1	2
214	в основе	9	2
215	ему и	1	2
216	одним из	2	2
217	и со	1	2
218	известной степени	1	2
219	ли не	1	2
220	если же	2	2
221	и это	3	2
222	как мы	15	2
223	и о	2	2
224	здесь не	1	2
225	роль в	1	2
226	в другом	3	2
227	в конечном	1	2
228	которой мы	2	2
229	между тем	6	2
230	этих слов	1	2
231	нуждается в	1	2
232	все время	2	2
233	какой мере	1	2
234	как из	2	2
235	не как	3	2
236	тот же	1	2
237	должен быть	2	2
238	и ее	4	2
239	в качестве	3	2
240	уже в	2	2
241	если мы	6	2
242	чем они	1	2
243	мы знаем	2	2
244	был бы	1	2
245	себя от	1	2
246	этом отношении	1	2
247	от того	1	2
248	к одной	1	2
249	чувствует себя	1	2
250	или иначе	1	2
251	себя и	1	2
252	не было	3	2
253	а на	1	2
254	он и	2	2
255	и особенно	2	2
256	его на	1	2
257	в пределах	10	2
258	не могут	1	2
259	для обозначения	1	2
260	сравнению с	1	2
261	для понимания	3	2
262	этом случае	1	2
263	только для	1	2
264	нет ничего	1	2
265	и ты	1	2
266	все остальные	1	2
267	является ли	1	2
268	и все	6	2
269	обстоит дело	1	2
270	из этой	1	2
271	брата и	1	2
272	не будет	3	2
273	между ними	2	2
274	другой стороны	1	2
275	совершенно не	5	2
276	из этого	1	2
277	по сравнению	1	2
278	в таком	7	2
279	формы и	2	1
280	например в	1	1
281	являющаяся одним	1	1
282	перемена в	1	1
283	к другому	5	1
284	и до	3	1
285	в зависимости	2	1
286	их жизни	1	1
287	а совершенно	1	1
288	это совершенно	1	1
289	вопрос о	2	1
290	именно к	1	1
291	принадлежит к	1	1
292	не сводится	1	1
293	или вопросом	1	1
294	для нашей	1	1
295	на собственное	1	1
296	как впрочем	1	1
297	зависимости от	2	1
298	из ее	1	1
299	в большинстве	5	1
300	не найдем	1	1
301	все эти	3	1
302	говоря уже	1	1
303	бы этот	1	1
304	подходить к	1	1
305	но не	2	1
306	находит в	1	1
307	но как	2	1
308	к которой	1	1
309	если в	1	1
310	ответ на	2	1
311	друг от	1	1
312	ситуаций и	2	1
313	давая ему	1	1
314	относится к	3	1
315	в истории	3	1
316	в одной	2	1
317	независимо от	2	1
318	где и	1	1
319	и представляют	1	1
320	перед нами	3	1
321	переживания и	4	1
322	и как	6	1
323	и наконец	1	1
324	получают различное	1	1
325	связанный с	1	1
326	более или	2	1
327	в действительности	1	1
328	от этого	2	1
329	в этот	1	1
330	для которого	1	1
331	чуть ли	1	1
332	в нашем	2	1
333	из этих	1	1
334	выражение в	5	1
335	значение так	2	1
336	перемены в	1	1
337	случае все	1	1
338	в статье	1	1
339	всё это	1	1
340	по крайней	2	1
341	в восприятии	1	1
342	в первую	1	1
343	нее и	1	1
344	не являются	1	1
345	к одному	1	1
346	не к	3	1
347	оно могло	1	1
348	быть с	1	1
349	близкими и	1	1
350	в нее	1	1
351	в каждом	1	1
352	что все	1	1
353	же не	1	1
354	значение в	4	1
355	конечно в	3	1
356	той же	3	1
357	это было	2	1
358	ко второму	1	1
359	в свой	1	1
360	на большой	1	1
361	приходит в	1	1
362	и тем	4	1
363	в это	1	1
364	его и	3	1
365	он является	1	1
366	нет в	1	1
367	соответствии с	1	1
368	этого не	1	1
369	дела и	1	1
370	совершенно особый	1	1
371	ею и	1	1
372	с сильным	1	1
373	зрения самого	2	1
374	присущую ему	1	1
375	одно из	1	1
376	сказать не	1	1
377	от своего	2	1
378	мы конечно	1	1
379	бы к	1	1
380	место в	2	1
381	не столько	1	1
382	в отличие	3	1
383	точку зрения	2	1
384	но он	1	1
385	ведь из	1	1
386	друг другу	1	1
387	далека от	1	1
388	на того	1	1
389	в устах	3	1
390	этого мало	1	1
391	и вся	1	1
392	эта оценка	1	1
393	вернемся к	1	1
394	быть лишь	1	1
395	в атмосфере	2	1
396	ее не	1	1
397	только здесь	2	1
398	такой и	1	1
399	и притом	1	1
400	и остается	1	1
401	особый характер	1	1
402	не могло	1	1
403	находятся в	2	1
404	и весь	1	1
405	и лишь	3	1
406	всего на	1	1
407	те моменты	2	1
408	и женщины	1	1
409	где-нибудь в	1	1
410	которое не	1	1
411	что впрочем	1	1
412	не нуждается	1	1
413	действия но	1	1
414	ли это	2	1
415	с другом	1	1
416	на вполне	1	1
417	мы встречаем	2	1
418	представляется нам	1	1
419	уже о	1	1
420	все то	2	1
421	не давая	1	1
422	могут быть	3	1
423	числе и	1	1
424	слова с	1	1
425	здесь мы	3	1
426	следовательно не	1	1
427	от друга	1	1
428	выходят за	2	1
429	и от	3	1
430	нет никакой	1	1
431	в себя	1	1
432	с ситуацией	1	1
433	обращаясь к	1	1
434	и когда	1	1
435	к его	2	1
436	которые он	1	1
437	когда в	1	1
438	высказывание из	1	1
439	остается только	1	1
440	мы в	1	1
441	ситуации получают	1	1
442	из одного	4	1
443	входящих в	1	1
444	сводится к	2	1
445	ситуации и	1	1
446	высказывание в	8	1
447	этих условиях	1	1
448	раз эта	1	1
449	его жизни	1	1
450	все его	2	1
451	мы понимаем	1	1
452	этом почти	1	1
453	первую очередь	1	1
454	то в	1	1
455	являются в	1	1
456	этом и	1	1
457	крайней мере	2	1
458	сомнения в	1	1
459	в середине	1	1
460	которой в	1	1
461	что здесь	1	1
462	на которой	1	1
463	себя с	2	1
464	там и	1	1
465	ни к	1	1
466	мы видим	1	1
467	менее в	1	1
468	всю свою	1	1
469	только в	8	1
470	мной и	1	1
471	моменты в	1	1
472	впрочем и	1	1
473	это же	2	1
474	со всеми	1	1
475	по самой	1	1
476	и у	2	1
477	только на	4	1
478	ни одного	1	1
479	в нашей	1	1
480	является не	5	1
481	не из	1	1
482	в душе	4	1
483	и других	1	1
484	не стал	1	1
485	не сам	1	1
486	и их	4	1
487	не находит	1	1
488	это высказывание	1	1
489	в современном	1	1
490	меня то	1	1
491	в некоторых	1	1
492	идет в	1	1
493	внутреннего мира	2	1
494	сами эти	1	1
495	стороны он	1	1
496	а именно	1	1
497	эти две	1	1
498	уходит в	1	1
499	с той	1	1
500	и между	1	1
501	а с	2	1
502	из наиболее	1	1
503	говорит о	1	1
504	в соответствии	1	1
505	превращается в	1	1
506	на которых	1	1
507	не на	2	1
508	однако и	2	1
509	мужа и	1	1
510	в слове	4	1
511	нет даже	1	1
512	способным на	1	1
513	как ни	1	1
514	было в	1	1
515	на фоне	1	1
516	или на	1	1
517	ко всем	2	1
518	самой своей	1	1
519	и потому	2	1
520	к жизни	1	1
521	лицом к	1	1
522	в ответ	1	1
523	в тех	2	1
524	когда же	1	1
525	эту мысль	1	1
526	для человека	1	1
527	да и	3	1
528	поскольку он	1	1
529	друг с	1	1
530	в кругу	1	1
531	в состоянии	1	1
532	быть не	1	1
533	какие же	1	1
534	нашей работы	3	1
535	можно сказать	1	1
536	в основном	4	1
537	фактов в	1	1
538	в смысле	6	1
539	к вопросу	1	1
540	ориентирован на	1	1
541	до чего	1	1
542	встречаем в	2	1
543	войти в	1	1
544	этом однако	1	1
545	или в	2	1
546	которого они	1	1
547	в другой	1	1
548	о котором	1	1
549	чтобы понять	2	1
550	себя самого	2	1
551	могли бы	1	1
552	или менее	2	1
553	у них	1	1
554	всякого рода	1	1
555	в этих	3	1
556	разве только	1	1
557	ибо в	1	1
558	было только	1	1
559	все они	1	1
560	места в	1	1
561	по традиции	1	1
562	между первым	1	1
563	бы на	1	1
564	но вот	1	1
565	отношении к	5	1
566	к лицу	1	1
567	совсем иначе	1	1
568	к самому	1	1
569	жизни в	1	1
570	не говоря	1	1
571	сказать что	4	1
572	и только	1	1
573	самое что	1	1
574	на своем	1	1
575	начала не	1	1
576	жизни и	2	1
577	пути к	1	1
578	по поводу	1	1
579	и эта	2	1
580	же на	1	1
581	можно назвать	1	1
582	как на	2	1
583	том числе	1	1
584	они не	2	1
