N	2gram	Berdyaev_V_1	Istorich
265	еще такой	1	1
266	всем мире	1	1
267	конечно не	2	1
268	своей целью	1	1
269	уже в	1	1
270	тем чтобы	1	1
271	тебе в	1	1
272	каким образом	1	1
273	или даже	1	1
274	превращаются в	2	1
275	и путем	1	1
276	искать в	1	1
277	и должна	1	1
278	себя от	1	1
279	уже и	1	1
280	люди не	2	1
281	тогда как	1	1
282	и вместе	1	1
283	ее на	1	1
284	бы это	1	1
285	видно и	1	1
286	ней и	1	1
287	животное и	1	1
288	мы это	2	1
289	так не	2	1
290	это лишь	1	1
291	что человек	1	1
292	и быть	1	1
293	себя и	1	1
294	говорит о	1	1
295	сделать их	1	1
296	них и	1	1
297	которые не	2	1
298	ничем не	1	1
299	жизнь в	1	1
300	о чем	1	1
301	что мы	4	1
302	человека как	2	1
303	дело к	1	1
304	ли было	1	1
305	какая же	1	1
306	и будут	2	1
307	и столь	1	1
308	над ним	1	1
309	ли ты	2	1
310	было написано	1	1
311	и скажет	1	1
312	чтобы заставить	1	1
313	как бы	5	1
314	думать о	1	1
315	человек с	1	1
316	это значит	1	1
317	людей где	1	1
318	этого слова	1	1
319	с этой	1	1
320	все это	5	1
321	думают что	1	1
322	уже на	2	1
323	не существует	1	1
324	которая в	1	1
325	человек и	1	1
326	этом нет	1	1
327	хлеба и	1	1
328	но часто	1	1
329	царства и	1	1
330	является и	1	1
331	и эта	1	1
332	это в	1	1
333	им и	1	1
334	о превращении	1	1
