N	2gram	Tiupa_Vved_1	DiskursI
136	текста а	1	3
137	в его	4	3
138	восходит к	2	3
139	но она	1	3
140	только в	6	3
141	субъекта в	1	3
142	с читателем	1	3
143	и его	5	3
144	уже не	5	3
145	из них	1	3
146	присутствия в	7	3
147	в них	2	3
148	или иной	3	3
149	очевидным образом	2	3
150	не было	2	3
151	не знает	1	3
152	мира в	8	3
153	было в	1	3
154	как будто	4	3
155	иначе говоря	6	3
156	в контексте	1	3
157	можно сказать	4	3
158	но это	3	3
159	и того	2	3
160	в пределе	1	3
161	и все	4	3
162	можно признать	1	3
163	жизни в	4	3
164	следует признать	4	3
165	жизни а	1	3
166	жизни и	7	3
167	того же	1	2
168	идет о	1	2
169	перед лицом	1	2
170	являет собой	2	2
171	той же	1	2
172	место в	2	2
173	говорить о	2	2
174	жизненного поведения	1	2
175	жизни как	1	2
176	в ней	4	2
177	к своему	1	2
178	мы имеем	5	2
179	всякий раз	1	2
180	большей части	3	2
181	значении этого	1	2
182	к которой	1	2
183	отношение к	2	2
184	тут же	1	2
185	это мир	2	2
186	первый взгляд	1	2
187	о.м фрейденберг	1	2
188	стороны и	1	2
189	дистанция между	2	2
190	собственно и	1	2
191	как уже	1	2
192	а.п чехова	1	2
193	в концовке	2	2
194	в целом	3	2
195	рассказ о	1	2
196	и рассказа	1	2
197	строгом значении	1	2
198	рассказа в	1	2
199	вследствие этого	3	2
200	в классическом	1	2
201	должна быть	2	2
202	в принципе	1	2
203	не к	4	2
204	подобно тому	2	2
205	этом мире	1	2
206	заключает в	1	2
207	угадывается в	1	2
208	нарративную интригу	2	2
209	содержит в	1	2
210	от лат	5	2
211	и с	2	2
212	входит в	1	2
213	персонажей и	2	2
214	рассказчика и	2	2
215	рассказ в	2	2
216	все это	1	2
217	на первый	1	2
218	системы ценностей	1	2
219	этом случае	1	2
220	в ходе	2	2
221	пока еще	4	2
222	обращение к	1	2
223	их в	2	2
224	самого рассказа	1	2
225	между жизнью	1	2
226	никогда не	4	2
227	писателя с	2	2
228	жизни не	1	2
229	при котором	1	2
230	и чужого	2	2
231	со своим	1	2
232	сводится к	4	2
233	не столь	1	2
234	что на	2	2
235	в области	3	2
236	нарративных стратегий	1	2
237	и смертью	1	2
238	жизнью и	1	2
239	с их	1	2
240	для себя	1	2
241	с ее	1	2
242	но при	5	2
243	здесь не	2	2
244	по сути	2	2
245	ментальное событие	1	2
246	природе своей	1	2
247	реализуется в	1	2
248	времени и	7	2
249	не с	3	2
250	в результате	3	2
251	ситуации и	3	2
252	произведения как	1	2
253	чеховского письма	1	2
254	основе своей	1	2
255	между тем	1	2
256	что и	2	2
257	или напротив	2	2
258	другого в	1	2
259	системы персонажей	1	2
260	себя с	1	2
261	с фигурой	1	2
262	которая в	3	2
263	к их	1	2
264	который не	1	2
265	событийного ряда	1	2
266	есть в	2	2
267	этом в	1	2
268	не о	2	2
269	рассказа не	1	2
270	не подлежит	1	2
271	случая и	1	2
272	как субъект	2	2
273	с той	1	2
274	далеко не	4	2
275	и прежде	1	2
276	по большей	3	2
277	что будет	1	2
278	в соответствии	6	2
279	не на	1	2
280	человеческой жизни	3	2
281	рецептивные ожидания	1	2
282	картин мира	2	2
283	воззрения на	1	2
284	н.д тамарченко	1	2
285	и адресата	2	2
286	вместе с	1	2
287	или по	1	2
288	о чем	2	2
289	и.а бунина	1	2
290	в той	4	2
291	тому как	2	2
292	что же	3	2
293	в ряду	2	2
294	х гг	3	2
295	в окказиональном	2	2
296	в формах	1	2
297	и для	3	2
298	картине мира	4	2
299	объекта и	1	2
300	а к	3	2
301	по природе	1	2
302	интерес к	1	2
303	а в	6	2
304	принципиально иную	1	2
305	на роль	1	2
306	может и	1	2
307	другой стороны	2	2
308	что он	1	2
309	себе самому	1	2
310	все люди	1	2
311	как коммуникативного	1	2
312	и состоит	1	2
313	коммуникативным событием	1	2
314	за ее	1	1
315	самых общих	1	1
316	речь идет	1	1
317	одним из	5	1
318	содержаний сознания	1	1
319	самом деле	3	1
320	сил и	1	1
321	тех же	1	1
322	переход от	1	1
323	в чужой	1	1
324	надо полагать	1	1
325	к данному	1	1
326	не признает	1	1
327	в первом	2	1
328	лат iteratio	1	1
329	другой жизни	1	1
330	к рассказу	1	1
331	но если	1	1
332	говорящего субъекта	1	1
333	основе которой	1	1
334	к чему	1	1
335	речевой деятельности	2	1
336	из рассказов	1	1
337	и само	1	1
338	характеристиками нарративного	1	1
339	мы не	4	1
340	нарратив это	1	1
341	повседневной жизни	1	1
342	приобретает статус	1	1
343	сведена к	1	1
344	бахтин имеет	1	1
345	высказывания в	1	1
346	он как	1	1
347	в каждый	1	1
348	в сущности	1	1
349	на практике	1	1
350	этого термина	1	1
351	их самих	1	1
352	при сохранении	1	1
353	общения в	1	1
354	предстает как	1	1
355	пребывания в	1	1
356	это время	2	1
357	об их	1	1
358	субъекта объекта	1	1
359	внутреннего состояния	1	1
360	двух или	3	1
361	человеческого опыта	6	1
362	он сам	1	1
363	на их	1	1
364	события в	1	1
365	характер и	1	1
366	истории в	5	1
367	во всех	2	1
368	в сюжете	1	1
369	действующее лицо	2	1
370	как правило	6	1
371	в ее	1	1
372	чем это	1	1
373	точка зрения	3	1
374	друг на	1	1
375	в сторону	1	1
376	дающей масштабы	1	1
377	если в	2	1
378	конечном счете	1	1
379	ответ на	1	1
380	xix столетия	2	1
381	которая не	2	1
382	произведение не	1	1
383	повести о	1	1
384	рецептивные возможности	1	1
385	быть сведена	1	1
386	друг от	1	1
387	в е	2	1
388	связи и	1	1
389	без соотнесения	1	1
390	сквозных мотивов	1	1
391	в истории	1	1
392	мере в	2	1
393	вследствие чего	1	1
394	в одной	2	1
395	чужого слова	3	1
396	господин прохарчин	1	1
397	однако не	1	1
398	хотя и	7	1
399	ходе рассказывания	1	1
400	реципиента в	1	1
401	ю.н тынянова	1	1
402	а со	1	1
403	классического реализма	1	1
404	в этот	2	1
405	возбуждающем некие	1	1
406	то в	1	1
407	со своей	1	1
408	в самом	2	1
409	как некий	1	1
410	гг в	2	1
411	дискурса как	2	1
412	их исторической	1	1
413	повествование в	1	1
414	свидетельствует об	1	1
415	в нашем	6	1
416	бы не	2	1
417	поэтому и	1	1
418	событийность и	1	1
419	и пространства	1	1
420	речь персонажа	1	1
421	так в	4	1
422	рассказчика в	1	1
423	ни одна	1	1
424	коммуникативной ситуации	3	1
425	в речевой	2	1
426	лица и	1	1
427	о возможности	1	1
428	от позиции	1	1
429	но на	2	1
430	как у	1	1
431	в случае	2	1
432	человеку а	1	1
433	три года	1	1
434	задний план	1	1
435	но именно	1	1
436	так сказать	2	1
437	и только	1	1
438	о которой	2	1
439	времени для	1	1
440	и еще	1	1
441	первобытного человека	2	1
442	к одному	1	1
443	не как	2	1
444	художественного высказывания	2	1
445	в силу	2	1
446	разговора с	1	1
447	питательную среду	1	1
448	не тождествен	1	1
449	нашего времени	2	1
450	которое может	1	1
451	письма не	1	1
452	же остается	1	1
453	на этом	1	1
454	своих персонажей	1	1
455	речевой субъект	1	1
456	таким образом	4	1
457	значительной степени	1	1
458	потенциал в	1	1
459	что является	1	1
460	правило не	2	1
461	без которого	1	1
462	однако нарративная	1	1
463	различие между	1	1
464	об этом	4	1
465	полной мере	1	1
466	нарративная модальность	1	1
467	картиной мира	9	1
468	лишь в	2	1
469	по выражению	2	1
470	в коммуникативное	1	1
471	и иных	1	1
472	но их	1	1
473	главного героя	1	1
474	практически не	1	1
475	в жизни	4	1
476	речевой практики	2	1
477	отказавшись от	1	1
478	читателя в	1	1
479	сюжете рассказа	1	1
480	времени при	1	1
481	жизни то	2	1
482	этого не	1	1
483	на друга	1	1
484	несмотря на	1	1
485	или попросту	1	1
486	и читателем	1	1
487	события рассказывания	2	1
488	как сказано	1	1
489	как целого	1	1
490	его событийной	1	1
491	чеховский рассказ	1	1
492	и было	1	1
493	она была	2	1
494	зрения нарратора	1	1
495	восприятия и	1	1
496	коммуникации и	1	1
497	вероятностной картины	1	1
498	возобновляется в	1	1
499	адресата не	1	1
500	рассказа о	2	1
501	рода в	1	1
502	о герое	1	1
503	нарративными средствами	1	1
504	в рассказ	1	1
505	пределах одного	1	1
506	как произведение	1	1
507	к освоению	1	1
508	от времени	1	1
509	как наррация	1	1
510	самого рассказывания	3	1
511	в которых	1	1
512	бы мы	1	1
513	которая может	2	1
514	рецептивную интенцию	1	1
515	стало быть	7	1
516	прошлое может	1	1
517	не желающий	1	1
518	втором случае	1	1
519	подлинный автор	1	1
520	некие рецептивные	1	1
521	тем не	3	1
522	по крайней	1	1
523	и более	3	1
524	и наоборот	1	1
525	том же	1	1
526	нарративного дискурса	5	1
527	личного опыта	1	1
528	события что	1	1
529	а вот	1	1
530	случае мы	1	1
531	тексте в	1	1
532	полноценный рассказ	1	1
533	возникает в	1	1
534	вплоть до	1	1
535	но они	2	1
536	и персонажи	1	1
537	до известной	1	1
538	в нарастании	1	1
539	как о	2	1
540	дело не	1	1
541	одна из	4	1
542	на него	2	1
543	в процессе	1	1
544	писал бахтин	2	1
545	чтобы стать	2	1
546	о них	3	1
547	окказиональном мире	2	1
548	в игру	1	1
549	для современного	1	1
550	хх столетия	1	1
551	не имели	2	1
552	благодаря тому	1	1
553	в разных	1	1
554	не вполне	3	1
555	того как	1	1
556	имеем дело	3	1
557	своему герою	1	1
558	обратим внимание	1	1
559	которая состоит	2	1
560	идиллический хронотоп	1	1
561	своей природе	2	1
562	мира по	1	1
563	опыта в	4	1
564	и до	1	1
565	во всем	1	1
566	персонажа в	2	1
567	лишена смысла	1	1
568	в смене	1	1
569	в текст	1	1
570	не принадлежит	2	1
571	страны мертвых	1	1
572	дискурсного анализа	1	1
573	и судии	3	1
574	к читателю	1	1
575	на утро	1	1
576	однако это	1	1
577	события но	2	1
578	точке зрения	1	1
579	сюжета в	1	1
580	или не	2	1
581	известной степени	1	1
582	такой картины	1	1
583	от их	1	1
584	ни о	1	1
585	только от	1	1
586	начиная с	3	1
587	к себе	1	1
588	на границе	1	1
589	к позиции	1	1
590	в прозе	1	1
591	числе и	1	1
592	уже было	1	1
593	с адресатом	1	1
594	преображения и	1	1
595	к тому	6	1
596	его с	2	1
597	но также	2	1
598	на принципиально	1	1
599	указывает на	1	1
600	в полной	1	1
601	для восприятия	1	1
602	имеет место	4	1
603	оно не	1	1
604	рамках которого	1	1
605	должен быть	1	1
606	году в	1	1
607	представляют собой	3	1
608	от друга	1	1
609	нередко бывает	1	1
610	повседневного существования	1	1
611	события как	1	1
612	текста о	1	1
613	особенность художественного	1	1
614	между сознаниями	1	1
615	конструктивную особенность	1	1
616	второго лица	1	1
617	человеческого сознания	2	1
618	действия и	1	1
619	письма но	1	1
620	сознания с	1	1
621	а слово	1	1
622	жанровой природы	1	1
623	в культуре	1	1
624	столько в	1	1
625	как с	1	1
626	и сам	1	1
627	что может	1	1
628	по аналогии	1	1
629	здесь как	1	1
630	в нарративной	1	1
631	антоши чехонте	1	1
632	строго говоря	2	1
633	также вполне	1	1
634	и даже	1	1
635	мире [...]	1	1
636	такая интрига	1	1
637	бывает в	1	1
638	с ним	3	1
639	с человеком	2	1
640	напряжении событийного	1	1
641	соотнесения с	1	1
642	жизненная позиция	1	1
643	каждый из	1	1
644	о ней	4	1
645	является событием	2	1
646	слову бахтина	1	1
647	и т.д	5	1
648	т.п в	1	1
649	внимание на	3	1
650	оно лишено	1	1
651	никак не	2	1
652	и что	1	1
653	может обладать	1	1
654	с авторским	1	1
655	[...] но	1	1
656	самому себе	1	1
657	аналогии с	1	1
658	в значительной	1	1
659	в конечном	1	1
660	и вследствие	2	1
661	по слову	1	1
662	которой было	1	1
663	не со	1	1
664	добра и	1	1
665	игрой случая	1	1
666	с нами	1	1
667	существенную роль	1	1
668	дискурс это	1	1
669	в форме	1	1
670	свидетеля и	3	1
671	крайней мере	1	1
672	коммуникативный объект	1	1
673	для классической	1	1
674	как она	1	1
675	это всегда	1	1
676	в жизнь	1	1
677	подробностями и	1	1
678	опыт присутствия	1	1
679	но тут	1	1
680	в современной	3	1
681	существования от	1	1
682	дневниковая запись	1	1
683	чужого в	1	1
684	пространства что	1	1
685	действующих лиц	2	1
686	не само	1	1
687	драматическое столкновение	1	1
688	может оказаться	1	1
689	и так	1	1
690	фразы как	1	1
691	рассказывания в	4	1
692	роковым образом	1	1
693	присутствие в	1	1
694	маленькой трилогии	1	1
695	персонажей а	1	1
696	от них	1	1
697	в окружающем	1	1
698	так что	1	1
699	мысли поля	1	1
700	как полагает	1	1
701	оказывается в	1	1
702	менее очевидна	1	1
703	только на	1	1
704	iteratio повторение	1	1
705	первого лица	1	1
706	на рецептивные	1	1
707	опыта присутствия	1	1
708	во втором	2	1
709	присутствует в	1	1
710	обнаруживаются в	1	1
711	для персонажа	1	1
712	окружающем его	1	1
713	мир в	1	1
714	и их	1	1
715	в новом	1	1
716	всяком случае	1	1
717	мира дающей	1	1
718	жизненный опыт	1	1
719	могло бы	3	1
720	к фигуре	1	1
721	вовсе не	1	1
722	для меня	1	1
723	может служить	4	1
724	человеческого присутствия	3	1
725	случае не	1	1
726	вводит в	1	1
727	при отсутствии	2	1
728	человек как	1	1
729	слуги в	1	1
730	в случаях	2	1
731	тем что	2	1
732	и оценки	1	1
733	во-вторых оно	1	1
734	нарративная интрига	5	1
735	художественный текст	1	1
736	идентифицировать себя	1	1
737	присутствия человека	1	1
738	и напротив	1	1
739	способ присутствия	1	1
740	такая концовка	1	1
741	чем и	1	1
742	из того	1	1
743	того что	6	1
744	в финале	2	1
745	ряда возбуждающем	1	1
746	бытия но	1	1
747	является носителем	1	1
748	в.т и	1	1
749	а стало	1	1
750	но вполне	1	1
751	точек зрения	2	1
752	авторским сознанием	1	1
753	как нарративный	1	1
754	ожидания и	1	1
755	катастрофичность бытия	2	1
756	еще и	1	1
757	бытия в	2	1
758	мира это	2	1
759	и др	1	1
760	и коммуникативной	1	1
761	в романе	6	1
762	между ними	1	1
763	к человеку	1	1
764	превращается в	1	1
765	поля рикёра	2	1
766	на этот	1	1
767	и составляет	3	1
768	до конца	3	1
769	сколько в	1	1
770	места времени	1	1
771	динамике и	1	1
772	сближает его	1	1
773	все то	1	1
774	ближе к	1	1
775	смысловой потенциал	1	1
776	именно поэтому	1	1
777	на фоне	2	1
778	человек в	1	1
779	нарративных практик	1	1
780	автора с	1	1
781	как это	1	1
782	однако для	1	1
783	опирается на	1	1
784	сути дела	1	1
785	в особенности	1	1
786	из которых	1	1
787	по своему	2	1
788	доктор живаго	2	1
789	проблематично и	1	1
790	ее моментов	1	1
791	общения с	1	1
792	до его	1	1
793	в мир	1	1
794	да и	1	1
795	ведь для	1	1
796	исходя из	2	1
797	рассказывания это	1	1
798	бы стать	1	1
799	текстах с	1	1
800	повествования с	2	1
801	достоевского господин	1	1
802	образцом для	1	1
803	даже в	1	1
804	приобретает в	2	1
805	этих событий	2	1
806	слова и	1	1
807	в напряжении	1	1
808	и от	2	1
809	событийный опыт	2	1
810	той мере	2	1
811	значимости для	1	1
812	и действия	2	1
813	видно что	1	1
814	правильно поставленный	1	1
815	этом и	2	1
816	что касается	5	1
817	подобная позиция	1	1
818	своего исследования	1	1
819	один из	3	1
820	говорящего и	1	1
821	исключает все	1	1
822	судьбой а	1	1
823	имел место	1	1
824	при всем	1	1
825	но с	1	1
826	е гг	2	1
827	прецедентный характер	1	1
828	слова но	2	1
829	о событии	2	1
830	ситуацию общения	1	1
831	циклическое время	1	1
832	цепь эпизодов	1	1
833	в третьем	1	1
834	происшествия однако	1	1
835	еще более	1	1
836	т.п но	1	1
837	масштабы того	1	1
838	действий в	1	1
839	стороны в	1	1
840	будто бы	3	1
841	мира оно	1	1
842	действительной жизни	1	1
843	интриги согласно	1	1
844	же в	1	1
845	хотя в	1	1
846	в искусстве	1	1
847	в равной	1	1
848	быть и	2	1
849	человека не	1	1
850	равной степени	1	1
851	всего на	1	1
852	а о	1	1
853	жизненный материал	1	1
854	сказать что	1	1
855	другой в	1	1
856	и зла	1	1
857	из этого	1	1
858	меняется на	1	1
859	времени но	1	1
860	или нескольких	2	1
861	в какой	4	1
862	также может	1	1
863	к другим	1	1
864	также не	1	1
865	достаточно очевидная	1	1
866	т.е в	1	1
867	прямой речи	1	1
868	во всяком	1	1
869	том числе	1	1
