N	2gram	Trubetskoy_1	Literetu
160	знает что	1	2
161	было бы	3	2
162	и даже	1	2
163	лишь на	1	2
164	она и	1	2
165	далеко не	5	2
166	со своими	2	2
167	он и	1	2
168	несмотря на	6	2
169	и при	6	2
170	и ее	2	2
171	от себя	2	2
172	и другого	1	2
173	быть может	1	2
174	ни было	2	2
175	в конце	4	2
176	между людьми	2	2
177	не менее	7	2
178	в принципе	1	2
179	мы были	1	2
180	для меня	4	2
181	с которой	1	2
182	как о	1	2
183	того чтобы	8	2
184	другой стороны	5	2
185	а лишь	2	2
186	у нас	3	2
187	же самое	1	2
188	следует признать	1	2
189	числе и	1	2
190	этот путь	1	2
191	для себя	2	2
192	и сам	2	2
193	что у	2	2
194	по этой	1	2
195	если бы	8	2
196	и перед	1	2
197	во втором	2	2
198	что и	7	2
199	во всей	1	2
200	и только	2	2
201	в ту	2	2
202	но с	2	2
203	здесь не	1	2
204	с ними	2	2
205	связи с	4	2
206	за ним	1	2
207	к своим	1	2
208	для него	2	2
209	тем что	1	2
210	для того	8	2
211	или иной	1	2
212	не надо	1	2
213	или иначе	5	2
214	себя и	2	2
215	с ней	1	2
216	выше и	4	2
217	а на	1	2
218	и выше	1	2
219	все более	1	2
220	так же	8	2
221	и потому	3	2
222	а так	1	2
223	к жизни	1	2
224	если это	2	2
225	человек с	1	2
226	быть не	1	2
227	с этой	3	2
228	художественное произведение	1	2
229	один из	1	2
230	что в	8	2
231	в свою	2	2
232	эти слова	1	2
233	но еще	1	2
234	еще и	1	2
235	ее в	1	2
236	в своих	2	2
237	к этому	5	2
238	и наиболее	1	1
239	как известно	3	1
240	от этой	1	1
241	была бы	1	1
242	и хотя	1	1
243	и то	4	1
244	истинном смысле	1	1
245	на самом	7	1
246	тех же	2	1
247	это и	1	1
248	сама себя	1	1
249	между двумя	5	1
250	от самого	1	1
251	из самых	1	1
252	по которым	1	1
253	и до	3	1
254	из его	1	1
255	исходит из	1	1
256	оно было	1	1
257	все те	1	1
258	находимся в	1	1
259	по его	2	1
260	мы уже	4	1
261	смотреть на	1	1
262	сейчас очень	1	1
263	из своих	1	1
264	спасения от	1	1
265	этом не	1	1
266	в каждый	6	1
267	говорить о	2	1
268	и со	1	1
269	в ней	3	1
270	начало и	6	1
271	он сам	1	1
272	с тех	1	1
273	иное как	1	1
274	мысли и	1	1
275	себя а	1	1
276	быть в	1	1
277	во имя	3	1
278	тем как	1	1
279	в создании	1	1
280	состоящее в	1	1
281	к которой	3	1
282	как быть	1	1
283	если в	1	1
284	очевидно что	3	1
285	друг от	6	1
286	нет и	1	1
287	к сожалению	1	1
288	себя центром	1	1
289	в истории	3	1
290	в центре	1	1
291	первый взгляд	1	1
292	независимо от	2	1
293	данный момент	4	1
294	с этим	11	1
295	в своем	10	1
296	что касается	6	1
297	перед нами	1	1
298	что по	3	1
299	более или	7	1
300	в этот	1	1
301	себе как	1	1
302	в нашем	3	1
303	бы не	1	1
304	у каждого	1	1
305	мало или	1	1
306	ни одна	1	1
307	уже в	1	1
308	и кто	1	1
309	очевидна и	1	1
310	двух других	1	1
311	что эти	2	1
312	века к	1	1
313	больше всего	1	1
314	если для	1	1
315	момента когда	1	1
316	тем не	4	1
317	он не	3	1
318	ибо на	1	1
319	при виде	2	1
320	и еще	1	1
321	в силу	7	1
322	в корне	1	1
323	а всегда	1	1
324	же остается	1	1
325	этого народа	3	1
326	людей и	1	1
327	здесь мы	1	1
328	а то	1	1
329	после которого	1	1
330	на все	5	1
331	традиции и	1	1
332	способа мышления	1	1
333	с другими	1	1
334	не хуже	1	1
335	который и	1	1
336	всю свою	1	1
337	не выше	4	1
338	кажется что	1	1
339	только одно	2	1
340	объясняется это	1	1
341	самые различные	1	1
342	в них	2	1
343	нет в	2	1
344	о которых	6	1
345	каждый данный	4	1
346	всеми другими	1	1
347	этого не	1	1
348	и уже	2	1
349	чем в	3	1
350	в чистом	1	1
351	для своих	1	1
352	и того	3	1
353	же я	1	1
354	на таких	2	1
355	на пути	1	1
356	и конец	4	1
357	на первый	2	1
358	что такая	1	1
359	что такое	1	1
360	нас не	1	1
361	на месте	2	1
362	во времена	1	1
363	народ и	4	1
364	в их	4	1
365	то для	1	1
366	в мы	1	1
367	каким был	1	1
368	лишь тогда	2	1
369	не к	1	1
370	жизни с	1	1
371	друг другу	1	1
372	и эти	1	1
373	не тем	1	1
374	как от	1	1
375	вне этого	1	1
376	вовсе не	2	1
377	сам он	1	1
378	тому что	2	1
379	то с	2	1
380	в отношении	1	1
381	а от	1	1
382	чистом виде	1	1
383	а а	1	1
384	она не	2	1
385	тогда когда	3	1
386	на два	1	1
387	и притом	1	1
388	и сама	1	1
389	в процессе	2	1
390	с и	1	1
391	мы все	2	1
392	в уме	1	1
393	только не	2	1
394	не имеет	1	1
395	не лучше	1	1
396	же являются	1	1
397	и другими	1	1
398	с нами	1	1
399	за исключением	1	1
400	во всем	3	1
401	ему и	2	1
402	именно его	1	1
403	не по	1	1
404	уже и	3	1
405	образом здесь	2	1
406	к той	2	1
407	именно такой	1	1
408	начиная с	1	1
409	в общую	1	1
410	и всех	1	1
411	сходство с	2	1
412	ничего общего	3	1
413	не кончается	1	1
414	правда не	1	1
415	приходит к	1	1
416	но по	3	1
417	от друга	6	1
418	в виду	2	1
419	свою очередь	2	1
420	но при	1	1
421	ценностью в	1	1
422	остается в	1	1
423	свои силы	2	1
424	и от	5	1
425	быть вполне	2	1
426	чтобы быть	2	1
427	так в	1	1
428	на том	2	1
429	котором мы	1	1
430	нельзя не	1	1
431	эти рассуждения	1	1
432	в борьбе	1	1
433	можно только	1	1
434	жизнь и	3	1
435	для этого	7	1
436	лишь то	1	1
437	в индивидуальном	2	1
438	другом месте	1	1
439	тех кто	5	1
440	и т.д	4	1
441	на этой	2	1
442	на вопрос	4	1
443	столь же	5	1
444	все прочие	4	1
445	но мы	1	1
446	этой мысли	1	1
447	лишь при	4	1
448	в значительной	1	1
449	на точку	1	1
450	на нее	2	1
451	когда оно	1	1
452	ко всей	1	1
453	ним и	1	1
454	бы в	3	1
455	них в	2	1
456	если эта	1	1
457	и всякое	1	1
458	самих себя	2	1
459	тех пор	2	1
460	к нему	2	1
461	но так	2	1
462	путь пройденный	1	1
463	среди других	1	1
464	с каждым	1	1
465	будто бы	1	1
466	к их	1	1
467	по мнению	1	1
468	за себя	1	1
469	в эти	3	1
470	так что	5	1
471	для всех	1	1
472	есть в	2	1
473	нее и	1	1
474	и у	4	1
475	себя совершенно	1	1
476	то и	2	1
477	приобщиться к	2	1
478	вопрос что	1	1
479	полезными для	1	1
480	речь в	1	1
481	что развитие	2	1
482	и других	2	1
483	но совершенно	1	1
484	и их	5	1
485	в котором	2	1
486	так как	7	1
487	ее не	1	1
488	свой народ	2	1
489	друг друга	2	1
490	индивидуальном сознании	2	1
491	у него	5	1
492	случае не	1	1
493	на долю	2	1
494	путей к	1	1
495	в каждом	1	1
496	без внимания	1	1
497	их именно	1	1
498	но из	1	1
499	только на	1	1
500	с общим	2	1
501	из двух	2	1
502	без того	4	1
503	не были	1	1
504	ней и	1	1
505	в истинном	1	1
506	мы воспринимаем	1	1
507	пришли к	1	1
508	как сам	1	1
509	есть не	1	1
510	что они	2	1
511	в психологии	3	1
512	это все	1	1
513	а с	4	1
514	окружающей его	1	1
515	или о	1	1
516	борьба за	2	1
517	социальной жизни	4	1
518	что для	4	1
519	ничем не	4	1
520	только по	1	1
521	не создает	1	1
522	не было	2	1
523	я пишу	1	1
524	с тем	2	1
525	а сам	1	1
526	над другим	1	1
527	что несмотря	2	1
528	в руках	1	1
529	и я	1	1
530	в связи	3	1
531	народов и	6	1
532	именно поэтому	1	1
533	мире есть	1	1
534	этого явления	2	1
535	ко всем	3	1
536	некоторые из	1	1
537	из трех	1	1
538	в историю	1	1
539	общего с	2	1
540	ибо в	4	1
541	в человеке	1	1
542	к своему	1	1
543	конечно не	3	1
544	целом ряде	3	1
545	есть только	1	1
546	в европейской	4	1
547	в точке	2	1
548	самого себя	4	1
549	сам не	1	1
550	жизни во	1	1
551	и там	1	1
552	затем и	1	1
553	все это	11	1
554	этом и	1	1
555	точно и	1	1
556	и где	2	1
557	и более	2	1
558	потому не	1	1
559	подобные им	1	1
560	себя на	1	1
561	о котором	7	1
562	свидетельствует о	1	1
563	для нас	3	1
564	или менее	7	1
565	и все	7	1
566	и однако	1	1
567	у них	6	1
568	в этих	3	1
569	еще более	1	1
570	не будучи	1	1
571	времени все	1	1
572	хотя бы	4	1
573	с ума	1	1
574	все остальные	1	1
575	не есть	2	1
576	себе и	1	1
577	в общем	6	1
578	над собою	1	1
579	страсть к	2	1
580	нет ничего	1	1
581	две стороны	1	1
582	сказать что	1	1
583	к его	1	1
584	всех других	2	1
585	культуры в	10	1
586	из этого	6	1
587	путь который	1	1
588	два момента	1	1
589	и состоит	2	1
590	впадают в	1	1
591	в таком	4	1
592	ряде других	1	1
593	что за	2	1
594	в состояние	1	1
595	у людей	1	1
596	стороны одного	1	1
597	этой точки	1	1
598	они не	2	1
599	силы на	1	1
