N	2gram	Savitsky_P_1	Istorich
123	бы мы	1	2
124	все это	2	2
125	и наоборот	1	2
126	по себе	4	2
127	что есть	1	2
128	не менее	2	2
129	одна из	2	2
130	в области	11	2
131	индия и	1	2
132	не есть	1	2
133	никакого сомнения	1	2
134	совершенно ясно	1	2
135	и этим	1	2
136	никогда не	1	2
137	живет в	1	2
138	и на	1	2
139	если бы	4	2
140	связь между	1	2
141	того что	2	2
142	в современной	1	2
143	их не	1	2
144	себя в	1	2
145	уже в	1	2
146	в виде	2	2
147	есть в	2	2
148	в других	1	2
149	в исторической	1	2
150	возможно что	1	2
151	он живет	1	2
152	но есть	1	2
153	в частности	2	2
154	и вот	2	2
155	в отдельности	1	2
156	есть и	1	2
157	между прочим	2	2
158	но для	1	2
159	в северной	2	2
160	переход от	2	1
161	был и	1	1
162	века в	1	1
163	есть не	2	1
164	мы не	3	1
165	что если	1	1
166	есть нечто	2	1
167	не вполне	1	1
168	так называемые	2	1
169	в ней	6	1
170	он был	1	1
171	что по	1	1
172	в различных	1	1
173	во всех	2	1
174	процесс этот	1	1
175	глаза на	1	1
176	но как	1	1
177	два явления	1	1
178	не все	1	1
179	если в	2	1
180	в эти	1	1
181	отчасти и	1	1
182	и я	1	1
183	что именно	1	1
184	как к	1	1
185	вопросом о	1	1
186	выражены в	1	1
187	и к	4	1
188	чем к	1	1
189	духа и	2	1
190	к чему	2	1
191	у каждого	1	1
192	у одних	1	1
193	северной америке	3	1
194	думать что	2	1
195	в жертву	1	1
196	стоят по	1	1
197	не могла	1	1
198	но на	1	1
199	к миру	1	1
200	выражается в	1	1
201	они ведут	1	1
202	есть та	1	1
203	общения человека	1	1
204	не как	1	1
205	одно и	1	1
206	за то	1	1
207	на этой	1	1
208	ощущается как	1	1
209	и мы	2	1
210	по всему	1	1
211	в них	2	1
212	и уже	1	1
213	в развитии	1	1
214	точки зрения	3	1
215	представить себе	1	1
216	что дело	1	1
217	в котором	4	1
218	как одна	1	1
219	не будем	2	1
220	друг другу	2	1
221	что было	1	1
222	и эти	1	1
223	того кто	1	1
224	бы нас	1	1
225	и очень	1	1
226	душа и	1	1
227	нет никакого	1	1
228	что происходит	1	1
229	одна сторона	1	1
230	в то	7	1
231	тогда когда	1	1
232	находятся в	1	1
233	к небу	1	1
234	два различных	1	1
235	или иная	1	1
236	они являются	1	1
237	это сделать	1	1
238	в русском	2	1
239	что жизнь	1	1
240	более что	1	1
241	наша задача	1	1
242	мы и	1	1
243	мира а	1	1
244	в момент	1	1
245	что при	1	1
246	где он	1	1
247	и это	2	1
248	глубоко в	1	1
249	с ее	1	1
250	на основе	1	1
251	в пределах	8	1
252	чтобы дать	1	1
253	на нее	1	1
254	на заре	1	1
255	ясно что	1	1
256	особенно в	1	1
257	в борьбе	1	1
258	к первому	1	1
259	веры в	1	1
260	является в	2	1
261	в эпоху	1	1
262	для этого	1	1
263	характер этого	1	1
264	он пришел	1	1
265	экономическим и	1	1
266	этих двух	1	1
267	тем более	2	1
268	а она	1	1
269	тот же	3	1
270	может оказаться	1	1
271	или его	1	1
272	эти черты	1	1
273	в большинстве	1	1
274	только на	1	1
275	качестве исторической	1	1
276	в начале	2	1
277	большинстве случаев	1	1
278	выражена в	1	1
279	одно из	1	1
280	должны в	1	1
281	друг друга	1	1
282	как раз	2	1
283	со стороны	2	1
284	это от	1	1
285	именно в	2	1
286	хозяйственной и	1	1
287	а с	1	1
288	если мы	1	1
289	что не	1	1
290	обратиться к	1	1
291	прежде всего	3	1
292	выступает в	1	1
293	не было	2	1
294	с которым	1	1
295	имеет к	1	1
296	с американскими	1	1
297	в иных	1	1
298	в европе	2	1
299	пр есть	1	1
300	под его	1	1
301	над ним	1	1
302	к жизни	1	1
303	явление и	1	1
304	в мир	1	1
305	в это	1	1
306	на пути	4	1
307	в основном	1	1
308	образом на	2	1
309	прямо на	1	1
310	современной европейской	2	1
311	она может	1	1
312	сколько бы	2	1
313	в результате	1	1
314	еще более	2	1
315	ни к	1	1
316	в наши	1	1
317	исключительно в	2	1
318	о смысле	1	1
319	это в	1	1
320	только как	1	1
321	и никому	1	1
322	одновременно и	1	1
323	пути к	1	1
324	а я	5	1
325	видим в	1	1
326	xi к	1	1
327	тем самым	3	1
328	который не	1	1
329	как на	2	1
330	том числе	2	1
331	они не	1	1
