N	2gram	Propp_Isto_3	Mirosoze
251	в сторону	2	1
252	и действительно	2	1
253	иногда и	1	1
254	что они	8	1
255	которые не	1	1
256	как говорит	1	1
257	более чем	1	1
258	в одной	3	1
259	его на	2	1
260	ней в	2	1
261	такова же	1	1
262	это был	1	1
263	его к	1	1
264	не очень	1	1
265	со своей	1	1
266	каком это	1	1
267	жизни так	1	1
268	что же	1	1
269	на могиле	4	1
270	и кто	1	1
271	роль в	2	1
272	говорят о	1	1
273	интересно что	1	1
274	имеем в	4	1
275	совершается не	1	1
276	во многих	2	1
277	кто бы	1	1
278	он все	3	1
279	видел в	1	1
280	явление но	1	1
281	всех этих	2	1
282	нее и	2	1
283	в силу	2	1
284	есть один	1	1
285	в плане	1	1
286	из него	1	1
287	его от	1	1
288	все с	1	1
289	как они	1	1
290	же не	2	1
291	в состоянии	1	1
292	он ничего	2	1
293	на все	2	1
294	к превращению	1	1
295	дома и	3	1
296	с начала	1	1
297	после этого	2	1
298	этот странный	1	1
299	которой он	1	1
300	и скажет	1	1
301	выйти за	2	1
302	дома с	1	1
303	в царстве	1	1
304	он уходит	3	1
305	во время	6	1
306	к тем	1	1
307	что такое	1	1
308	этой связи	1	1
309	искать и	1	1
310	можно найти	4	1
311	в такой	1	1
312	она в	1	1
313	что вся	1	1
314	стоит в	2	1
315	и ту	1	1
316	должны были	3	1
317	любовь и	1	1
318	обнаруживается в	1	1
319	нельзя было	1	1
320	земле и	1	1
321	был только	1	1
322	и эти	3	1
323	и более	2	1
324	только те	1	1
325	войти в	1	1
326	и наоборот	1	1
327	бы быть	1	1
328	вовсе не	2	1
329	сам он	1	1
330	ему как	2	1
331	а от	1	1
332	с миром	2	1
333	не менее	5	1
334	не раз	2	1
335	идет на	1	1
336	вплоть до	1	1
337	в русской	3	1
338	то чего	1	1
339	у кого	1	1
340	в самых	2	1
341	это еще	2	1
342	казалось бы	1	1
343	находятся в	1	1
344	с одним	2	1
345	с царством	1	1
346	такая же	1	1
347	во всем	1	1
348	его он	2	1
349	только с	1	1
350	от того	1	1
351	у меня	5	1
352	к себе	1	1
353	нет ни	1	1
354	было уже	1	1
355	все еще	6	1
356	бы это	1	1
357	всегда в	1	1
358	приходит к	1	1
359	ведет у	1	1
360	и о	2	1
361	она принадлежит	3	1
362	к людям	1	1
363	и оттуда	1	1
364	на нем	1	1
365	средневековья и	1	1
366	всегда были	1	1
367	уже с	3	1
368	и этим	1	1
369	на той	1	1
370	очень существенно	1	1
371	в пределах	4	1
372	так в	6	1
373	но раньше	1	1
374	в подземелье	1	1
375	и сам	1	1
376	в образе	1	1
377	можно было	1	1
378	так и	2	1
379	не отражает	2	1
380	об этой	2	1
381	когда его	2	1
382	она была	1	1
383	является в	1	1
384	и даже	2	1
385	новых и	1	1
386	мире в	1	1
387	от разрушения	1	1
388	означает что	1	1
389	об этом	1	1
390	в разных	1	1
391	находится в	4	1
392	разрушения и	1	1
393	и поэтому	1	1
394	и та	1	1
395	при котором	1	1
396	одного из	2	1
397	этой мысли	1	1
398	она всегда	1	1
399	нас в	1	1
400	связанной с	1	1
401	заключается в	1	1
402	от них	3	1
403	таинственная связь	1	1
404	восходит к	1	1
405	и только	1	1
406	в другой	4	1
407	это лишь	1	1
408	также в	1	1
409	все время	2	1
410	в описании	1	1
411	есть что	1	1
412	мы уже	6	1
413	переносится на	2	1
414	быть и	3	1
415	на которой	1	1
416	в верхнем	1	1
417	мы читаем	1	1
418	одной из	1	1
419	этот вопрос	2	1
420	характерно для	2	1
421	пришел к	1	1
422	и быть	1	1
423	что как	1	1
424	между тем	2	1
425	и ее	3	1
426	один когда	1	1
427	не закон	1	1
428	бессилие и	1	1
429	с какой	1	1
430	так что	5	1
431	с нею	1	1
432	то и	6	1
433	в нашей	1	1
434	ответ на	1	1
435	его и	4	1
436	ином мире	4	1
437	не сам	1	1
438	себе в	2	1
439	всяком случае	2	1
440	что она	5	1
441	в одном	2	1
442	у нее	2	1
443	себя от	1	1
444	к ним	1	1
445	в новый	1	1
446	своего дома	2	1
447	связан с	2	1
448	знает не	2	1
449	как у	1	1
450	же были	1	1
451	и русская	1	1
452	а именно	4	1
453	уходит в	3	1
454	бежит от	1	1
455	и др	2	1
456	или о	1	1
457	что не	2	1
458	говорит о	1	1
459	близко к	1	1
460	и образом	1	1
461	и возвращается	2	1
462	а на	1	1
463	хотелось бы	2	1
464	жизнь в	1	1
465	ответствен за	1	1
466	пребывают на	1	1
467	если не	2	1
468	не видит	2	1
469	мог быть	1	1
470	свою очень	1	1
471	вступает в	3	1
472	в частности	5	1
473	исходит от	1	1
474	оно имеет	1	1
475	над ним	1	1
476	путь или	1	1
477	русской и	1	1
478	к жизни	2	1
479	в течение	6	1
480	связаны с	1	1
481	есть на	1	1
482	не видят	1	1
483	да и	2	1
484	человек с	1	1
485	комнаты и	1	1
486	приблизились к	1	1
487	что мы	1	1
488	своей жизни	1	1
489	только для	1	1
490	но это	3	1
491	о его	1	1
492	под влиянием	1	1
493	на одной	2	1
494	только одна	1	1
495	он видел	1	1
496	перед собой	1	1
497	уже на	1	1
498	отношений и	1	1
499	на большую	1	1
500	отличает его	1	1
501	она уже	1	1
502	то не	2	1
503	но когда	1	1
504	особого рода	3	1
505	целый ряд	3	1
506	или нет	1	1
507	еще более	2	1
508	о двух	1	1
509	толстой не	1	1
510	лежит в	1	1
511	глава iv	1	1
512	обычно не	1	1
513	от всех	1	1
514	но этот	2	1
515	не что	3	1
516	ко всему	1	1
517	на это	2	1
518	и эта	1	1
519	она ведет	1	1
520	только одного	1	1
521	так же	3	1
522	во всяком	2	1
523	они не	4	1
524	которая не	1	1
