N	2gram	Berdyaev_O_1	Problemy
286	жизни нет	1	1
287	чего же	1	1
288	к чему	1	1
289	карамазовых в	1	1
290	что достоевский	2	1
291	того ни	1	1
292	в этой	5	1
293	люди а	1	1
294	человек не	7	1
295	в убийстве	1	1
296	он ни	1	1
297	а вовсе	1	1
298	он должен	1	1
299	из него	1	1
300	заключает в	1	1
301	и заключается	1	1
302	человека в	11	1
303	больше всего	1	1
304	и характер	1	1
305	в глубине	7	1
306	достоевского он	7	1
307	приходит в	1	1
308	любовь к	2	1
309	только одно	3	1
310	тех которые	1	1
311	достоевский и	1	1
312	она и	1	1
313	версилова с	1	1
314	строгом смысле	1	1
315	нисколько не	1	1
316	но почему	1	1
317	его образ	1	1
318	которую он	2	1
319	том как	1	1
320	и ее	3	1
321	же это	2	1
322	но у	1	1
323	всего только	1	1
324	что говорит	1	1
325	мысли и	3	1
326	говорит с	1	1
327	ко всему	1	1
328	и более	1	1
329	старца зосимы	1	1
330	и очень	2	1
331	человек так	1	1
332	да ведь	1	1
333	любви и	1	1
334	она не	1	1
335	дело в	1	1
336	одна из	1	1
337	на два	1	1
338	что их	1	1
339	у кого	2	1
340	достоевский не	4	1
341	в процессе	1	1
342	творчества достоевского	1	1
343	того чтобы	4	1
344	действующие лица	1	1
345	в самой	9	1
346	и весь	1	1
347	ведь может	1	1
348	в форму	1	1
349	и после	1	1
350	вот что	1	1
351	его он	1	1
352	он больше	1	1
353	человек существует	1	1
354	этом отношении	1	1
355	перед ним	1	1
356	подполья но	1	1
357	есть у	1	1
358	среди них	1	1
359	свое собственное	1	1
360	но там	1	1
361	не могут	3	1
362	это конечно	1	1
363	отличается от	1	1
364	всего в	2	1
365	они и	1	1
366	а ее	1	1
367	для того	3	1
368	ставрогина и	1	1
369	люди что	1	1
370	можно и	1	1
371	на нем	1	1
372	достоевского к	2	1
373	вовлекаются в	1	1
374	с сего	1	1
375	рассудка и	1	1
376	всех героев	1	1
377	чем у	1	1
378	вершины своего	1	1
379	по сравнению	1	1
380	кто смеет	1	1
381	если бы	1	1
382	его романов	1	1
383	и действий	1	1
384	находится в	1	1
385	никогда и	2	1
386	и человека	1	1
387	всегда у	1	1
388	но к	1	1
389	это потому	1	1
390	после того	1	1
391	самому себе	1	1
392	самого достоевского	3	1
393	любви к	1	1
394	нет у	1	1
395	все в	4	1
396	и рогожиным	1	1
397	лишь путем	1	1
398	что человек	3	1
399	достоевского всегда	1	1
400	подполья и	3	1
401	природы он	2	1
402	которой в	1	1
403	как например	1	1
404	один из	1	1
405	сразу же	2	1
406	что только	1	1
407	и дело	1	1
408	и действительно	1	1
409	те которые	2	1
410	и любовь	2	1
411	смирись гордый	1	1
412	между этими	1	1
413	бы ни	1	1
414	в уста	2	1
415	герои достоевского	4	1
416	достоевского уже	1	1
417	я имею	1	1
418	записках из	3	1
419	быть что	1	1
420	есть уже	1	1
421	до последней	1	1
422	и других	1	1
423	свой собственный	1	1
424	ведь это	2	1
425	записки из	3	1
426	противоречии с	1	1
427	отметить что	1	1
428	почему не	1	1
429	мышкиным и	1	1
430	в других	2	1
431	лишь один	1	1
432	момент в	2	1
433	с иваном	1	1
434	и из	2	1
435	сам что	1	1
436	главное и	1	1
437	а именно	1	1
438	человека а	2	1
439	действующих лиц	1	1
440	самостоятельного существования	1	1
441	к его	1	1
442	но о	1	1
443	начале романа	1	1
444	эксперимент в	1	1
445	может ли	1	1
446	достоевского с	2	1
447	был в	1	1
448	есть лишь	4	1
449	в идиоте	4	1
450	о чем	1	1
451	него не	2	1
452	филипповны и	1	1
453	которые будут	1	1
454	но оно	1	1
455	нет ничего	7	1
456	человек в	1	1
457	него в	5	1
458	ко всем	2	1
459	и потому	2	1
460	в строгом	1	1
461	новый человек	1	1
462	в человеке	9	1
463	он говорит	1	1
464	он ведет	1	1
465	и скажет	1	1
466	гордый человек	1	1
467	образ и	1	1
468	в мир	1	1
469	других романах	1	1
470	в бесах	3	1
471	одно только	1	1
472	о его	5	1
473	чтобы сделать	1	1
474	великого инквизитора	1	1
475	его творчества	1	1
476	придет и	1	1
477	бы даже	1	1
478	мысль о	2	1
479	еще более	1	1
480	своих героев	1	1
481	ты не	1	1
482	это все	1	1
483	а ведь	1	1
484	в истерике	1	1
485	будет одно	1	1
486	в свое	1	1
487	чему бы	1	1
488	души человеческой	1	1
489	в своих	3	1
490	все основные	1	1
491	и эта	1	1
492	лиц в	1	1
493	к этому	2	1
494	кажется и	2	1
