N	2gram	Bakhtin_Pr_5	Sovremen
99	со всеми	3	2
100	уже не	3	2
101	то и	1	2
102	так сказать	2	2
103	с другом	4	2
104	в виде	7	2
105	на его	4	2
106	тем не	1	2
107	мы знаем	2	2
108	всяком случае	4	2
109	у него	4	2
110	и по	2	2
111	отличие от	2	2
112	ее на	1	2
113	но все	4	2
114	то ни	3	2
115	что все	2	2
116	значение в	1	2
117	конечно в	2	2
118	или иной	4	2
119	в некоторых	1	2
120	и пр	1	2
121	на этот	2	2
122	которой он	3	2
123	мы с	2	2
124	такой же	3	2
125	в один	1	2
126	что такое	1	2
127	он должен	1	2
128	всего только	1	2
129	из которых	1	2
130	в отличие	2	2
131	он приводит	1	2
132	друг с	4	2
133	не менее	2	2
134	на котором	1	2
135	и именно	1	2
136	этих двух	2	2
137	но очень	1	2
138	в третьем	1	2
139	еще более	1	2
140	теперь же	2	2
141	тот же	4	2
142	в свою	1	2
143	наконец не	1	2
144	не могут	1	2
145	же самое	1	2
146	что в	6	2
147	во всяком	4	2
148	и это	5	1
149	оно может	1	1
150	совпадают с	1	1
151	функции в	1	1
152	с ее	3	1
153	реагирует на	1	1
154	на самом	9	1
155	же был	1	1
156	это и	3	1
157	но тем	1	1
158	между двумя	2	1
159	здесь и	1	1
160	отношению к	7	1
161	приводится к	1	1
162	так в	2	1
163	по преимуществу	1	1
164	и до	1	1
165	что такой	1	1
166	пример такого	1	1
167	в мире	4	1
168	стремится быть	2	1
169	входящих в	1	1
170	можно было	2	1
171	этом направлении	1	1
172	мы уже	8	1
173	те же	2	1
174	есть не	1	1
175	во многом	1	1
176	и само	1	1
177	еще в	4	1
178	смысле можно	1	1
179	что уже	1	1
180	поэтому в	1	1
181	если бы	1	1
182	и вообще	2	1
183	во внутреннем	4	1
184	с человеком	3	1
185	развернуть в	1	1
186	оно вообще	1	1
187	и действительно	1	1
188	же необходимо	1	1
189	и ни	2	1
190	и должно	1	1
191	или как	3	1
192	хотя конечно	1	1
193	кто же	2	1
194	того же	1	1
195	о том	2	1
196	мы без	1	1
197	в ней	2	1
198	и та	2	1
199	и иначе	1	1
200	что каждый	1	1
201	и ставит	1	1
202	без труда	1	1
203	на них	7	1
204	он сам	6	1
205	все его	4	1
206	быть в	2	1
207	же время	10	1
208	бы то	3	1
209	что его	2	1
210	это означало	1	1
211	его в	4	1
212	с его	7	1
213	во всех	3	1
214	эта перемена	1	1
215	но конечно	2	1
216	раз и	3	1
217	данном случае	1	1
218	совсем не	3	1
219	но не	6	1
220	к этому	1	1
221	но как	4	1
222	вся эта	1	1
223	заключают в	1	1
224	друг на	2	1
225	функций в	1	1
226	во втором	1	1
227	по отношению	6	1
228	ним и	1	1
229	во всей	1	1
230	крайней мере	1	1
231	может стать	1	1
232	к концу	3	1
233	в ту	1	1
234	все время	4	1
235	чем же	1	1
236	человека как	2	1
237	независимо от	1	1
238	в самый	2	1
239	любом месте	1	1
240	к которому	1	1
241	к нему	13	1
242	более и	1	1
243	один из	1	1
244	кроме того	1	1
245	одной из	2	1
246	увидим что	2	1
247	только в	6	1
248	о другом	4	1
249	именно эта	1	1
250	в этот	2	1
251	чего же	1	1
252	за собой	3	1
253	правда и	1	1
254	то он	1	1
255	он уже	3	1
256	та же	4	1
257	к другому	16	1
258	но ведь	2	1
259	нами в	1	1
260	этот вопрос	1	1
261	конечно не	2	1
262	да еще	2	1
263	и у	4	1
264	в большинстве	2	1
265	только на	4	1
266	ни одного	9	1
267	нельзя говорить	1	1
268	вследствие этого	1	1
269	в начале	3	1
270	этот процесс	2	1
271	и если	1	1
272	не принимает	4	1
273	за такое	1	1
274	в первых	1	1
275	чтобы он	1	1
276	он не	13	1
277	его и	3	1
278	этот раз	2	1
279	и путем	1	1
280	себе в	1	1
281	и их	1	1
282	эти три	1	1
283	и навсегда	1	1
284	к одному	3	1
285	другую сторону	1	1
286	вовсе не	7	1
287	с последней	1	1
288	как его	3	1
289	но что	2	1
290	не случайно	2	1
291	случае не	1	1
292	заключает в	1	1
293	это конечно	1	1
294	по его	1	1
295	в очень	1	1
296	и только	1	1
297	а затем	2	1
298	целом эта	1	1
299	из приведенных	1	1
300	и может	1	1
301	в другом	12	1
302	впервые может	1	1
303	мы это	1	1
304	и т.п	6	1
305	до сих	1	1
306	с другой	4	1
307	может ли	1	1
308	здесь в	2	1
309	по своим	1	1
310	этом смысле	3	1
311	но нам	1	1
312	и прежде	4	1
313	такое же	2	1
314	на которые	1	1
315	его с	5	1
316	только четыре	1	1
317	в ином	1	1
318	только одно	1	1
319	ни в	2	1
320	от другого	2	1
321	позволяет ему	1	1
322	но уже	2	1
323	нет в	3	1
324	рядом с	4	1
325	таких сложных	1	1
326	она и	1	1
327	ей не	1	1
328	все равно	2	1
329	этого не	3	1
330	на друга	2	1
331	одна и	2	1
332	для чего	1	1
333	отразиться на	1	1
334	должно быть	3	1
335	и ничего	1	1
336	элемента в	1	1
337	их на	1	1
338	том что	3	1
339	в эту	4	1
340	другом как	1	1
341	все более	1	1
342	получается своеобразная	1	1
343	этом случае	1	1
344	том как	1	1
345	и при	1	1
346	сказать так	1	1
347	каждого случая	1	1
348	таким же	1	1
349	так же	7	1
350	и особенно	1	1
351	в такой	4	1
352	что дело	1	1
353	почти не	1	1
354	она в	2	1
355	его мнению	1	1
356	вот пример	2	1
357	в данном	1	1
358	но эта	2	1
359	которые в	1	1
360	бы так	2	1
361	деле все	1	1
362	по крайней	1	1
363	образом на	1	1
364	без всяких	1	1
365	и более	1	1
366	там где	7	1
367	должны признать	1	1
368	бы два	1	1
369	по себе	4	1
370	в своем	2	1
371	дело идет	3	1
372	можем сказать	2	1
373	еще раз	1	1
374	как например	1	1
375	несколько слов	1	1
376	в любом	1	1
377	благодаря этому	2	1
378	сих пор	1	1
379	но они	1	1
380	с ним	7	1
381	третий день	1	1
382	она не	1	1
383	что с	2	1
384	но для	2	1
385	свое время	1	1
386	для каждого	1	1
387	которых он	1	1
388	мысли в	2	1
389	это последнее	1	1
390	дело в	1	1
391	в процессе	1	1
392	это уже	2	1
393	не является	1	1
394	но только	3	1
395	основаниях и	1	1
396	и от	3	1
397	он с	6	1
398	только не	1	1
399	никогда не	4	1
400	или в	2	1
401	и всегда	1	1
402	может но	1	1
403	это как	3	1
404	человек и	4	1
405	хотя и	2	1
406	в отдельных	1	1
407	себя самого	7	1
408	и его	14	1
409	как всякая	1	1
410	связи с	1	1
411	ни было	3	1
412	же в	1	1
413	но это	6	1
414	третью и	1	1
415	на которой	2	1
416	эту сторону	1	1
417	и из	1	1
418	ли это	2	1
419	всюду где	1	1
420	между ними	1	1
421	не знает	6	1
422	сказать что	3	1
423	и для	8	1
424	очень часто	2	1
425	они все	1	1
426	второй или	1	1
427	сравнительно с	1	1
428	человека в	1	1
429	в то	11	1
430	в свое	1	1
431	отметить что	1	1
432	в заключение	1	1
433	обусловливает и	1	1
434	этого и	2	1
435	той или	4	1
436	в своих	1	1
437	причем эти	1	1
438	и эта	1	1
439	на второй	1	1
