N	2gram	Propp_Isto_6	Hudozhes
254	перед нами	2	1
255	встрече с	1	1
256	от этого	3	1
257	в героической	1	1
258	только то	2	1
259	что это	2	1
260	а во-вторых	1	1
261	за это	1	1
262	из этих	4	1
263	одном случае	1	1
264	прослеживается в	1	1
265	раз в	1	1
266	нас на	1	1
267	отношение между	1	1
268	имеем в	4	1
269	ее как	1	1
270	после чего	6	1
271	на то	2	1
272	в случае	1	1
273	жизнью и	1	1
274	на его	4	1
275	что она	3	1
276	в мир	1	1
277	эта деталь	1	1
278	мире по	1	1
279	все это	1	1
280	ключ к	1	1
281	в первую	1	1
282	по ту	1	1
283	к одному	1	1
284	на земле	4	1
285	свое время	1	1
286	чтобы в	1	1
287	смертью в	1	1
288	подобно тому	1	1
289	а затем	1	1
290	что все	1	1
291	а по	1	1
292	не с	1	1
293	а как	1	1
294	было бы	2	1
295	и где	1	1
296	по этому	1	1
297	в жизни	1	1
298	нет в	3	1
299	соответствии с	1	1
300	он и	2	1
301	перейдем к	1	1
302	в чистом	1	1
303	обратимся к	1	1
304	перед собой	1	1
305	и становится	1	1
306	от своего	1	1
307	связь со	2	1
308	за которым	1	1
309	в котором	1	1
310	что от	1	1
311	еще нет	4	1
312	от его	1	1
313	всегда имеются	1	1
314	который всегда	1	1
315	другом и	1	1
316	и наоборот	1	1
317	не друг	1	1
318	нас к	5	1
319	приводят к	3	1
320	на один	1	1
321	чистом виде	1	1
322	в таких	1	1
323	ее не	3	1
324	но для	2	1
325	не имеет	2	1
326	на котором	3	1
327	принадлежат к	1	1
328	к этим	1	1
329	к изучению	1	1
330	не составляет	1	1
331	когда они	1	1
332	это еще	3	1
333	казалось бы	1	1
334	эта сторона	2	1
335	этих случаях	1	1
336	как будто	3	1
337	только мы	1	1
338	и здесь	1	1
339	места для	1	1
340	когда мы	2	1
341	сравнении с	1	1
342	единства в	1	1
343	вокруг него	3	1
344	для героя	1	1
345	здесь мы	4	1
346	должен быть	1	1
347	на помощь	1	1
348	как мы	4	1
349	точно так	2	1
350	меня в	3	1
351	только при	1	1
352	то или	2	1
353	в особенности	1	1
354	смерти в	2	1
355	но мы	2	1
356	то время	3	1
357	те же	1	1
358	здесь как	1	1
359	живет в	2	1
360	с героем	1	1
361	для этого	1	1
362	не случайна	1	1
363	означает что	1	1
364	мы рассмотрим	3	1
365	другом а	1	1
366	о ней	1	1
367	на весьма	1	1
368	и поэтому	1	1
369	не означает	2	1
370	после того	2	1
371	это была	1	1
372	восходит к	1	1
373	всегда может	1	1
374	эти два	2	1
375	выступает как	1	1
376	если он	3	1
377	может иметь	2	1
378	в него	3	1
379	по содержанию	1	1
380	с той	1	1
381	на которой	1	1
382	один из	3	1
383	но с	1	1
384	мы видим	5	1
385	дело с	1	1
386	на языке	1	1
387	что даже	1	1
388	такое же	1	1
389	всех его	2	1
390	или же	2	1
391	между этими	1	1
392	бы ни	1	1
393	не происходит	3	1
394	с которыми	1	1
395	так что	3	1
396	же и	1	1
397	он состоит	1	1
398	если мы	1	1
399	оно в	1	1
400	то и	2	1
401	словами из	1	1
402	говорится и	1	1
403	характерно что	1	1
404	себе в	4	1
405	мы находим	2	1
406	представлений о	7	1
407	по одним	1	1
408	у нее	1	1
409	так как	18	1
410	и от	3	1
411	к ним	1	1
412	ту сторону	1	1
413	не просто	1	1
414	не было	3	1
415	он же	1	1
416	разница в	1	1
417	новая форма	1	1
418	и даже	1	1
419	как у	2	1
420	связаны с	5	1
421	в уме	1	1
422	еще и	1	1
423	наконец в	1	1
424	перед ним	1	1
425	что не	2	1
426	и пр	1	1
427	зависит от	4	1
428	однако и	1	1
429	могут служить	1	1
430	не всегда	4	1
431	на время	1	1
432	что из	2	1
433	его как	1	1
434	в одно	2	1
435	в связи	1	1
436	как ни	1	1
437	имея в	1	1
438	делает их	1	1
439	вступает в	1	1
440	в лесу	1	1
441	вместе с	8	1
442	но кто	1	1
443	в одной	2	1
444	одну из	4	1
445	не могут	1	1
446	он говорит	1	1
447	этот круг	1	1
448	этого слова	1	1
449	тому как	1	1
450	и вполне	1	1
451	никем не	1	1
452	мыслится как	1	1
453	в это	4	1
454	с этой	2	1
455	и формы	2	1
456	этом случае	6	1
457	своей жизни	1	1
458	заметил что	1	1
459	между прочим	1	1
460	приобщения к	1	1
461	все же	8	1
462	в более	6	1
463	может служить	1	1
464	еще одна	1	1
465	окрашено в	1	1
466	о котором	2	1
467	больше и	3	1
468	для нас	2	1
469	от него	3	1
470	идет не	1	1
471	это может	1	1
472	бы в	1	1
473	предмета и	1	1
474	же в	1	1
475	но если	1	1
476	быть и	1	1
477	не есть	2	1
478	здесь только	1	1
479	может и	1	1
480	о своем	1	1
481	со мной	1	1
482	это на	1	1
483	в сравнении	1	1
484	в отдельности	1	1
485	в свое	2	1
486	героя в	2	1
487	частности в	1	1
488	жизни и	2	1
489	ее в	6	1
490	видим в	1	1
491	и другие	3	1
492	случае если	1	1
493	в своих	3	1
494	нее как	1	1
495	все что	4	1
496	этой точки	1	1
497	они не	3	1
