N	2gram	Vygotskiy__5	Mirosoze
424	путь к	1	1
425	по типу	2	1
426	этот момент	1	1
427	и только	1	1
428	которая и	1	1
429	во внутренней	1	1
430	все время	1	1
431	и наконец	1	1
432	мы уже	1	1
433	в сферу	1	1
434	быть названа	1	1
435	моменты в	1	1
436	в новой	4	1
437	в сложном	1	1
438	он ими	1	1
439	одной из	3	1
440	этот вопрос	6	1
441	такие ответы	1	1
442	ли он	1	1
443	в вопросе	2	1
444	не обладал	1	1
445	между тем	3	1
446	между этими	1	1
447	и ее	1	1
448	о пути	1	1
449	имеют свою	1	1
450	так что	4	1
451	он очень	1	1
452	то и	2	1
453	бы установить	1	1
454	ответ на	3	1
455	его и	3	1
456	он принадлежит	1	1
457	всяком случае	1	1
458	что она	2	1
459	ценность в	1	1
460	в одном	3	1
461	к ним	2	1
462	как его	1	1
463	идет в	3	1
464	и никогда	1	1
465	удалось сделать	1	1
466	но из	1	1
467	рядом с	1	1
468	отношении между	1	1
469	связан с	1	1
470	знает не	1	1
471	или потому	1	1
472	и из	2	1
473	влияние на	1	1
474	о влиянии	2	1
475	главное и	2	1
476	и русская	1	1
477	из наших	1	1
478	к которому	4	1
479	чем он	2	1
480	системы и	1	1
481	что не	1	1
482	обратиться к	2	1
483	говорит о	3	1
484	попал в	1	1
485	научает нас	1	1
486	может ли	2	1
487	не на	3	1
488	точек зрения	4	1
489	или человек	1	1
490	если не	1	1
491	и психологической	1	1
492	все более	1	1
493	в частности	3	1
494	все основные	3	1
495	к его	3	1
496	мы говорим	2	1
497	вопросе о	1	1
498	оно имеет	2	1
499	над ним	1	1
500	и строения	1	1
501	отношений между	2	1
502	влияния на	1	1
503	на периферии	1	1
504	если так	1	1
505	к жизни	3	1
506	миром вещей	1	1
507	сравнению с	5	1
508	она есть	1	1
509	связаны с	1	1
510	да и	1	1
511	и менее	1	1
512	многие другие	1	1
513	потому и	3	1
514	протекает в	1	1
515	более и	1	1
516	является для	2	1
517	что мы	4	1
518	что сознание	4	1
519	только для	2	1
520	но это	3	1
521	знает только	1	1
522	от нас	1	1
523	в смысле	3	1
524	под влиянием	1	1
525	процесса в	3	1
526	уже на	2	1
527	совершается в	2	1
528	отношений и	1	1
529	существуют более	1	1
530	об отношении	2	1
531	сознания и	2	1
532	что-либо и	1	1
533	поэтому для	1	1
534	на большую	1	1
535	что только	2	1
536	особого рода	1	1
537	целый ряд	1	1
538	из себя	1	1
539	иное чем	1	1
540	или нет	1	1
541	себе что	1	1
542	еще более	5	1
543	тем более	4	1
544	в еще	1	1
545	ли что	1	1
546	первая и	1	1
547	лежит в	2	1
548	потребность в	4	1
549	психологической точки	1	1
550	если все	1	1
551	от всякого	2	1
552	отношением к	2	1
553	вперед по	2	1
554	понимается как	1	1
555	самой своей	2	1
556	но этот	2	1
557	не что	1	1
558	в своих	2	1
559	с первого	1	1
560	себе без	1	1
561	так же	15	1
562	во всяком	2	1
563	они не	3	1
564	которая не	1	1
565	смысле что	1	1
