N	2gram	Propp_Isto_7	Tvorches
505	мифа а	1	1
506	смерти и	1	1
507	это положение	2	1
508	ничуть не	1	1
509	возможно что	3	1
510	что и	8	1
511	со стороны	2	1
512	его с	1	1
513	типичен для	1	1
514	он продолжает	1	1
515	рода не	1	1
516	связано с	3	1
517	в любой	1	1
518	выше и	2	1
519	за год	1	1
520	человек в	1	1
521	на глазах	2	1
522	через его	1	1
523	в различных	3	1
524	под влиянием	1	1
525	в связи	2	1
526	его отец	2	1
527	является его	1	1
528	и она	3	1
529	эти слова	1	1
530	нее как	1	1
531	иметь представление	1	1
532	женитьбе на	1	1
533	который бы	1	1
534	как это	2	1
535	играют в	1	1
536	из форм	1	1
537	к другой	1	1
538	эти примеры	1	1
539	требует от	1	1
540	власть над	2	1
541	его личной	1	1
542	предположить что	3	1
543	он говорит	2	1
544	что за	3	1
545	он будет	1	1
546	не дают	1	1
547	мифа не	1	1
548	что весь	1	1
549	не видят	2	1
550	что же	1	1
551	и такие	2	1
552	герой в	2	1
553	его происхождением	1	1
554	так хорошо	1	1
555	отличается от	2	1
556	при всем	1	1
557	в книге	1	1
558	отвечает на	1	1
559	это как	2	1
560	человек и	1	1
561	об этих	1	1
562	ее и	1	1
563	для нас	6	1
564	еще более	1	1
565	в городе	1	1
566	тот же	2	1
567	в целях	2	1
568	может и	1	1
569	а о	1	1
570	первый раз	1	1
571	с ней	3	1
572	не знает	1	1
573	сказать что	2	1
574	только как	1	1
575	но этот	1	1
576	у которых	1	1
577	него за	1	1
578	облика и	1	1
579	и другие	9	1
580	или во	1	1
581	и свою	1	1
582	нас не	2	1
583	как на	1	1
584	живут только	1	1
585	однако все	1	1
