N	2gram	Vygotskiy__3	KFilosof
416	одна из	2	1
417	это хорошо	1	1
418	так чтобы	1	1
419	к другим	2	1
420	но только	3	1
421	не могло	1	1
422	действие но	1	1
423	для всего	2	1
424	только не	1	1
425	через него	1	1
426	слово и	1	1
427	которые могут	1	1
428	жизни не	1	1
429	до их	1	1
430	мышления т.е	1	1
431	этих последних	2	1
432	по своей	7	1
433	мире и	1	1
434	к этим	1	1
435	до того	1	1
436	другого но	1	1
437	уже и	1	1
438	не является	8	1
439	которых он	2	1
440	исходить из	1	1
441	но продукт	1	1
442	этого центра	1	1
443	основных моментов	2	1
444	и другой	1	1
445	зависимости от	6	1
446	отличается от	3	1
447	к тому	4	1
448	социальные и	1	1
449	имеет место	3	1
450	но сама	1	1
451	него как	1	1
452	всегда в	1	1
453	своего развития	3	1
454	если мы	3	1
455	с ее	5	1
456	что все	1	1
457	свою очередь	2	1
458	но при	1	1
459	всего этого	1	1
460	и от	2	1
461	характер и	1	1
462	уже с	1	1
463	но мы	1	1
464	ли однако	1	1
465	приводит к	4	1
466	по способу	3	1
467	как с	4	1
468	предметов он	1	1
469	на том	3	1
470	как содержание	1	1
471	здесь как	1	1
472	особенно в	1	1
473	мог бы	4	1
474	подойти к	1	1
475	момент во	1	1
476	может возникнуть	2	1
477	основана на	2	1
478	т.е все	1	1
479	поэтому в	2	1
480	собой и	1	1
481	и даже	1	1
482	находится в	2	1
483	при такой	1	1
484	следовательно ни	1	1
485	нашей работы	1	1
486	другими словами	1	1
487	делает возможным	1	1
488	к действительности	1	1
489	не стоит	2	1
490	в значительной	1	1
491	не выходит	1	1
492	ни на	2	1
493	и во	2	1
494	в конечном	1	1
495	связь между	4	1
496	которой мы	1	1
497	переходит в	1	1
498	не отличаются	1	1
499	связь но	1	1
500	нуждается в	1	1
501	полагать что	1	1
502	вообще и	1	1
503	если это	1	1
504	к ней	1	1
505	может определить	1	1
506	для самого	1	1
507	активность и	1	1
508	объектов и	1	1
509	значит что	4	1
510	известном смысле	2	1
511	один из	6	1
512	или нет	1	1
513	мышление есть	2	1
514	задача и	3	1
515	мы видим	3	1
516	их конкретных	1	1
517	в какой	4	1
518	нашего мышления	1	1
519	быть распространено	1	1
520	глубоко различны	1	1
521	их не	1	1
522	а только	1	1
523	только при	2	1
524	бы возникнуть	5	1
525	не можем	3	1
526	в большинстве	1	1
527	желания и	1	1
528	безотносительно к	1	1
529	как этот	1	1
530	время является	1	1
531	основе его	1	1
532	только одно	1	1
533	ту или	1	1
534	одно из	1	1
535	данные ему	1	1
536	не для	1	1
537	смысле этого	4	1
538	так как	12	1
539	друг друга	4	1
540	мы можем	7	1
541	само по	2	1
542	другом в	1	1
543	а некоторый	1	1
544	как раз	1	1
545	они будут	1	1
546	к той	2	1
547	для решения	2	1
548	этой задачи	2	1
549	точек зрения	1	1
550	отличаются от	5	1
551	до этого	1	1
552	здесь в	1	1
553	а именно	1	1
554	мы никогда	2	1
555	входящего в	1	1
556	но о	1	1
557	и затем	1	1
558	в живом	3	1
559	противоречие между	1	1
560	своей функции	1	1
561	превращается в	1	1
562	и своего	1	1
563	уже давно	1	1
564	моментов и	1	1
565	ничем не	1	1
566	с которым	1	1
567	он становится	1	1
568	здесь этот	1	1
569	что мы	7	1
570	исходящих из	1	1
571	мышлением и	1	1
572	связь с	3	1
573	него в	1	1
574	вместе с	14	1
575	места для	1	1
576	этого момента	2	1
577	из которых	5	1
578	какого бы	1	1
579	еще на	1	1
580	основных чертах	1	1
581	где же	1	1
582	уже вне	1	1
583	даже там	1	1
584	им с	1	1
585	в мир	1	1
586	знания в	1	1
587	это значит	4	1
588	и менее	1	1
589	он начинает	1	1
590	в реальном	2	1
591	этого факта	1	1
592	слова и	6	1
593	и абстрактному	1	1
594	влечет за	1	1
595	же самое	1	1
596	остается в	1	1
597	нечто подобное	1	1
598	определения и	2	1
599	одного и	4	1
600	отрешенное от	1	1
601	не подлежит	1	1
602	или в	2	1
603	имеет дело	2	1
604	по принципу	1	1
605	когда он	3	1
606	приобретает значение	1	1
607	слова мы	2	1
608	в эту	2	1
609	мы должны	6	1
610	только что	2	1
611	все они	2	1
612	определении и	1	1
613	или не	1	1
614	же в	2	1
615	состав и	2	1
616	за этим	1	1
617	лишь по	1	1
618	между ними	3	1
619	с ней	3	1
620	поэтому мы	1	1
621	себя уже	2	1
622	и живет	1	1
623	того же	6	1
624	в последнем	1	1
625	бы его	1	1
626	к единству	1	1
627	включает в	2	1
628	по поводу	1	1
629	это понятие	1	1
630	который не	1	1
631	им и	1	1
632	во всяком	4	1
633	все что	2	1
