N	2gram	Tiupa_Lite_2	slovoVRo
142	в контексте	1	3
143	и от	1	3
144	но это	3	3
145	как для	1	3
146	что в	4	3
147	хотя бы	2	3
148	героя в	2	3
149	одним из	3	2
150	в сфере	4	2
151	своего и	1	2
152	это и	1	2
153	к материалу	1	2
154	и само	1	2
155	мы не	4	2
156	именно к	1	2
157	с ее	2	2
158	х годов	3	2
159	и чужого	1	2
160	в противовес	3	2
161	его так	1	2
162	но как	2	2
163	не все	1	2
164	в новом	1	2
165	и свои	1	2
166	за пределы	1	2
167	как уже	2	2
168	себе как	1	2
169	лежит на	1	2
170	в нашем	2	2
171	в себе	6	2
172	как он	2	2
173	корнями в	1	2
174	он не	5	2
175	за ней	1	2
176	далеко не	1	2
177	мы видели	1	2
178	и прямо	1	2
179	автора и	1	2
180	в их	3	2
181	но эта	1	2
182	но он	1	2
183	однако в	6	2
184	даже в	4	2
185	в историческом	1	2
186	выступает здесь	1	2
187	того как	1	2
188	того чтобы	1	2
189	в одном	2	2
190	только и	1	2
191	лишь при	1	2
192	в области	4	2
193	и другим	1	2
194	говорит и	1	2
195	свою очередь	1	2
196	на нем	1	2
197	в себя	3	2
198	так в	5	2
199	в другом	3	2
200	слово требует	1	2
201	о том	2	2
202	и т.п	10	2
203	но мы	1	2
204	притом в	1	2
205	ним и	1	2
206	еще более	1	2
207	ни к	1	2
208	что он	3	2
209	со всеми	1	2
210	уже в	2	2
211	в поэзии	3	2
212	на протяжении	1	2
213	для того	2	2
214	то что	7	2
215	не было	2	2
216	именно в	1	2
217	а именно	3	2
218	но лишь	3	2
219	более того	1	2
220	не всегда	1	2
221	эти слова	1	2
222	вместе с	5	2
223	требует от	1	2
224	в данном	3	2
225	языка он	1	2
226	и нет	2	2
227	и воля	1	2
228	в результате	2	2
229	обстоит дело	1	2
230	жизни в	4	2
231	не знает	2	2
232	к его	1	2
233	все что	2	2
234	они не	1	2
235	с новыми	1	1
236	себя как	2	1
237	от личности	1	1
238	речь идет	3	1
239	коренное отличие	1	1
240	в движение	1	1
241	того же	4	1
242	идет о	3	1
243	за собой	1	1
244	мы говорим	1	1
245	по преимуществу	2	1
246	и до	2	1
247	и за	2	1
248	форм этой	1	1
249	есть не	1	1
250	вершин в	1	1
251	он знает	1	1
252	и о	1	1
253	что уже	1	1
254	время от	1	1
255	место в	1	1
256	он как	1	1
257	для наших	1	1
258	романного героя	2	1
259	мы ее	1	1
260	единым и	1	1
261	слово не	2	1
262	к общему	1	1
263	таких же	1	1
264	и этого	1	1
265	он сам	1	1
266	самих себя	1	1
267	для жизни	1	1
268	то он	1	1
269	остаются в	1	1
270	не просто	1	1
271	без другого	2	1
272	себе ни	1	1
273	сознания в	3	1
274	и художественного	1	1
275	и свою	1	1
276	этой цели	1	1
277	его словами	1	1
278	без остатка	3	1
279	что слово	1	1
280	для которого	1	1
281	в самом	1	1
282	к художественному	1	1
283	собственное слово	1	1
284	в целом	2	1
285	в этой	3	1
286	рассказ о	1	1
287	объекта в	1	1
288	и те	1	1
289	отказываясь от	1	1
290	на то	1	1
291	в исторических	1	1
292	не знающий	1	1
293	но именно	1	1
294	вокруг себя	1	1
295	и только	2	1
296	этом с	1	1
297	и еще	2	1
298	и сам	2	1
299	потенции языка	1	1
300	и по	1	1
301	без исключения	1	1
302	одно и	2	1
303	в каждом	2	1
304	мне в	2	1
305	в мире	9	1
306	речь а	1	1
307	те или	1	1
308	должен был	1	1
309	высказывание как	1	1
310	мог бы	1	1
311	даже по	1	1
312	но уже	2	1
313	все равно	2	1
314	в соединении	1	1
315	кругозора и	1	1
316	ведет к	1	1
317	и свет	1	1
318	такой же	3	1
319	над языком	1	1
320	на таких	1	1
321	освобождает от	1	1
322	в своей	1	1
323	в такой	2	1
324	и без	2	1
325	с идеей	2	1
326	длинные и	1	1
327	себе а	1	1
328	мысли и	2	1
329	от его	1	1
330	образцы этого	1	1
331	слово что	1	1
332	силу и	1	1
333	тем не	2	1
334	далека от	1	1
335	как от	1	1
336	вещей и	1	1
337	например и	1	1
338	и вся	1	1
339	и сказал	1	1
340	в романном	1	1
341	и притом	1	1
342	к новым	1	1
343	на себе	1	1
344	и снова	1	1
345	пределах самого	1	1
346	и автор	1	1
347	ничего не	3	1
348	а во	1	1
349	в русском	2	1
350	по своей	1	1
351	она имеет	1	1
352	всей жизни	1	1
353	же он	1	1
354	себе во	1	1
355	в сознании	1	1
356	и чужих	1	1
357	задолго до	1	1
358	или иных	1	1
359	в образах	2	1
360	с легкостью	1	1
361	числе и	1	1
362	в недрах	1	1
363	всего что	1	1
364	другие и	1	1
365	не предполагает	1	1
366	совершенно иной	1	1
367	над словом	3	1
368	п это	1	1
369	этот путь	3	1
370	с образом	2	1
371	своим языком	1	1
372	в виду	2	1
373	как по	1	1
374	и говорит	1	1
375	культуры и	1	1
376	приводит к	1	1
377	слова а	1	1
378	на том	1	1
379	например о	1	1
380	как таковую	1	1
381	еще в	4	1
382	роман или	1	1
383	во второй	1	1
384	поэтому в	1	1
385	это как	2	1
386	одно из	2	1
387	слова ведь	1	1
388	с некоторыми	1	1
389	нас и	1	1
390	этого сознания	1	1
391	их но	1	1
392	и личность	1	1
393	установки на	1	1
394	за пределами	1	1
395	обращается к	3	1
396	никак не	1	1
397	с другим	2	1
398	и что	2	1
399	не поддается	1	1
400	не стоит	1	1
401	можно сказать	1	1
402	самому себе	1	1
403	должно было	1	1
404	всех своих	3	1
405	во всей	1	1
406	соединении с	1	1
407	в художественной	3	1
408	в ту	1	1
409	того что	5	1
410	поэтому для	1	1
411	одной из	2	1
412	в какой	2	1
413	друг друга	2	1
414	именно такой	1	1
415	целом ряде	1	1
416	таких моментов	1	1
417	в обществе	1	1
418	такого героя	1	1
419	и вражды	1	1
420	в качестве	5	1
421	с какой	1	1
422	не можем	1	1
423	только на	1	1
424	гениальное художественное	1	1
425	собственного слова	1	1
426	мир в	1	1
427	с единым	1	1
428	в пространстве	1	1
429	в конце	2	1
430	не для	1	1
431	периода как	1	1
432	дело и	1	1
433	жизни на	2	1
434	как раз	2	1
435	тем что	4	1
436	в других	1	1
437	развитии и	1	1
438	как у	1	1
439	нашем случае	1	1
440	души и	1	1
441	в живых	1	1
442	что не	2	1
443	говорит о	1	1
444	в подлинном	1	1
445	однако и	1	1
446	другой стороны	4	1
447	именно так	1	1
448	все время	1	1
449	области поэтики	1	1
450	отнюдь не	4	1
451	и выше	2	1
452	могут служить	2	1
453	мира в	2	1
454	для этой	1	1
455	всякий иной	1	1
456	мы находим	1	1
457	все более	1	1
458	в частности	4	1
459	все то	1	1
460	о себе	3	1
461	в рамках	4	1
462	расчленения и	1	1
463	какого бы	1	1
464	от содержания	1	1
465	он говорит	1	1
466	с миром	1	1
467	этого необходимо	1	1
468	в литературе	1	1
469	языка однако	1	1
470	жизни слова	1	1
471	здоровья и	1	1
472	однако не	1	1
473	мире а	1	1
474	тех или	1	1
475	не является	2	1
476	за его	1	1
477	живет и	1	1
478	к авторитарному	1	1
479	лишь его	2	1
480	особого рода	1	1
481	менее чем	1	1
482	но зато	1	1
483	же в	2	1
484	в системе	1	1
485	нами не	1	1
486	последнем случае	1	1
487	только как	1	1
488	к чистой	1	1
489	здесь о	1	1
490	в последнем	1	1
491	ко всему	2	1
492	сам в	1	1
493	кстати сказать	1	1
494	от слова	3	1
495	частности в	1	1
496	также не	1	1
497	в своих	2	1
498	только не	1	1
499	снова и	1	1
500	каждое слово	1	1
501	к этому	1	1
502	том числе	2	1
503	гораздо более	1	1
