N	2gram	Tiupa_Narr_1	Dialekti
129	но и	27	4
130	и то	3	3
131	только потому	1	3
132	едва ли	3	3
133	со стороны	8	3
134	надо было	1	3
135	событий а	1	3
136	как в	4	3
137	с этим	1	3
138	когда он	1	3
139	и наконец	1	3
140	но в	7	3
141	та же	2	3
142	в одну	1	3
143	об этом	6	3
144	мы уже	1	3
145	не всегда	3	3
146	в данном	11	3
147	в один	1	3
148	в своей	5	3
149	в их	1	3
150	она в	2	3
151	в предыдущем	1	3
152	и притом	2	3
153	мы можем	2	3
154	как формы	1	3
155	могут быть	1	3
156	более не	2	3
157	к жизни	2	3
158	сознания и	1	3
159	и та	1	3
160	быть и	2	3
161	для всех	1	3
162	времени когда	1	3
163	бытия но	1	3
164	это будет	1	3
165	в области	2	3
166	что не	2	3
167	говорит о	1	3
168	у нас	3	3
169	на основании	1	3
170	ни о	2	3
171	когда она	1	3
172	и потому	1	3
173	из которых	1	3
174	на другое	1	3
175	оно и	1	3
176	или другой	1	3
177	с ним	2	3
178	в свою	2	3
179	не говоря	1	3
180	совершенно не	1	3
181	только о	1	3
182	тем самым	5	3
183	к этому	1	3
184	тех же	1	2
185	и само	1	2
186	мир не	1	2
187	происходит это	2	2
188	бы ни	1	2
189	сам по	1	2
190	двух или	2	2
191	во всех	1	2
192	бы не	1	2
193	природы и	1	2
194	мы будем	1	2
195	но как	3	2
196	если она	2	2
197	все же	4	2
198	в самом	6	2
199	в которой	1	2
200	ни один	1	2
201	из этих	4	2
202	тоже не	1	2
203	ни одна	1	2
204	что даже	1	2
205	история это	2	2
206	всей его	1	2
207	при этом	19	2
208	тем не	3	2
209	собственно говоря	1	2
210	но все	1	2
211	не будет	2	2
212	лишь в	3	2
213	это было	2	2
214	но именно	3	2
215	все равно	2	2
216	осуществляется в	1	2
217	нисколько не	1	2
218	том как	1	2
219	в котором	1	2
220	говорил о	2	2
221	не понимает	1	2
222	что было	1	2
223	при условии	1	2
224	однако в	3	2
225	необходимо чтобы	1	2
226	для нее	1	2
227	не менее	3	2
228	не раз	1	2
229	но они	3	2
230	что эта	1	2
231	того как	1	2
232	случае не	1	2
233	никогда не	4	2
234	и по	1	2
235	во всем	1	2
236	как не	1	2
237	не по	4	2
238	как будто	3	2
239	что на	4	2
240	по характеру	1	2
241	и тогда	2	2
242	свою очередь	2	2
243	в ее	1	2
244	своей истории	2	2
245	и когда	1	2
246	мог бы	1	2
247	для этого	1	2
248	даже не	1	2
249	о ней	3	2
250	по смыслу	1	2
251	о нем	3	2
252	никак не	2	2
253	тем или	2	2
254	которые мы	1	2
255	и только	2	2
256	от этих	2	2
257	одной из	1	2
258	в качестве	14	2
259	себя в	2	2
260	и событий	1	2
261	но о	1	2
262	то и	1	2
263	из них	4	2
264	отличие от	2	2
265	тем что	1	2
266	не было	3	2
267	а стало	1	2
268	свою историю	1	2
269	и нельзя	1	2
270	с той	1	2
271	же о	1	2
272	другой стороны	2	2
273	его как	1	2
274	понятие о	1	2
275	в частности	14	2
276	вместе с	2	2
277	как это	3	2
278	в человеке	1	2
279	ни от	2	2
280	да и	2	2
281	мы еще	1	2
282	быть не	3	2
283	художественное произведение	1	2
284	под собой	1	2
285	и слово	1	2
286	но для	3	2
287	не мог	6	2
288	тут тоже	1	2
289	при таком	1	2
290	тот кто	2	2
291	солнца и	1	2
292	главным образом	1	2
293	только что	2	2
294	отношении к	1	2
295	что этот	1	2
296	это все	1	2
297	оно не	2	2
298	в свое	1	2
299	в противоположность	1	2
300	которая не	1	2
301	точно так	1	2
302	во всяком	2	2
303	все что	2	2
304	речь идет	3	1
305	говоря о	1	1
306	о каких	1	1
307	же как	1	1
308	чтобы не	1	1
309	и через	2	1
310	а из	1	1
311	на самом	1	1
312	переход от	2	1
313	состояний или	1	1
314	идет о	3	1
315	жизни мы	1	1
316	из другого	1	1
317	дело не	2	1
318	в зависимости	2	1
319	которое может	1	1
320	событию в	1	1
321	означает то	1	1
322	он как	1	1
323	в каждый	1	1
324	все четыре	1	1
325	в изложении	1	1
326	от друга	1	1
327	из того	1	1
328	жизни это	1	1
329	и он	6	1
330	это время	1	1
331	он сам	3	1
332	как один	1	1
333	без которого	1	1
334	не художественные	1	1
335	не то	1	1
336	и всякий	1	1
337	значение и	1	1
338	с отцом	1	1
339	к слову	1	1
340	отношение к	1	1
341	тут же	1	1
342	рождение и	1	1
343	в едином	2	1
344	друг от	1	1
345	ни слова	1	1
346	и я	1	1
347	зрения в	1	1
348	на минуту	1	1
349	в полном	1	1
350	такое слово	1	1
351	целый ряд	1	1
352	тот же	1	1
353	за все	1	1
354	не можем	1	1
355	не приходится	1	1
356	за это	1	1
357	в нашем	3	1
358	и тот	1	1
359	роль в	2	1
360	но ведь	1	1
361	лица и	2	1
362	как принцип	1	1
363	как он	1	1
364	человек не	1	1
365	он не	3	1
366	чтобы они	1	1
367	и еще	2	1
368	и совершенно	1	1
369	что одно	2	1
370	содержит в	1	1
371	его от	1	1
372	людей и	1	1
373	в нее	1	1
374	одно и	2	1
375	этом последнем	1	1
376	однако все	1	1
377	том случае	1	1
378	фактов не	1	1
379	и чтобы	1	1
380	а его	2	1
381	причем все	1	1
382	нашем случае	1	1
383	его в	1	1
384	входит в	2	1
385	не предполагает	1	1
386	с другими	1	1
387	или просто	2	1
388	новое и	1	1
389	данном случае	8	1
390	только одно	1	1
391	он является	1	1
392	их как	1	1
393	первые два	1	1
394	одна и	1	1
395	мы видели	1	1
396	или попросту	1	1
397	ведет к	1	1
398	этом в	1	1
399	одного и	1	1
400	а главное	1	1
401	не подвергается	1	1
402	встречу двух	1	1
403	самих этих	1	1
404	как все	1	1
405	указывает и	1	1
406	и третий	1	1
407	установки и	1	1
408	отождествление с	1	1
409	себе а	1	1
410	в отличие	2	1
411	в которых	1	1
412	что стало	1	1
413	сам же	1	1
414	их в	3	1
415	она или	1	1
416	жизни а	3	1
417	того кто	2	1
418	даже в	1	1
419	и смысловую	1	1
420	народов и	1	1
421	и вся	1	1
422	как будет	1	1
423	вплоть до	4	1
424	истории о	2	1
425	в обоих	2	1
426	душе и	1	1
427	своего существования	1	1
428	и сама	2	1
429	одним этим	1	1
430	на самый	1	1
431	можно ли	1	1
432	одна из	4	1
433	это то	1	1
434	имеем дело	2	1
435	до их	1	1
436	и лишь	1	1
437	связи с	2	1
438	как-то особенно	1	1
439	даже самая	1	1
440	это уже	3	1
441	в некотором	1	1
442	однако это	1	1
443	если только	1	1
444	ему не	1	1
445	на молитву	1	1
446	в детстве	2	1
447	а в	13	1
448	в четвертом	1	1
449	именно оно	1	1
450	именно это	1	1
451	в специальном	1	1
452	к себе	4	1
453	с и	1	1
454	человека в	2	1
455	ли не	2	1
456	зависимости от	2	1
457	какие только	1	1
458	истории только	1	1
459	так она	1	1
460	они и	2	1
461	и они	1	1
462	из их	1	1
463	как мы	2	1
464	здесь говорить	1	1
465	в голову	1	1
466	только то	1	1
467	в пределах	2	1
468	верит в	1	1
469	на том	1	1
470	что может	2	1
471	переход к	1	1
472	о котором	1	1
473	качестве одного	1	1
474	к чуду	1	1
475	но такая	1	1
476	состояния и	1	1
477	и смерть	1	1
478	как наивно	1	1
479	и здесь	1	1
480	подлинного смысла	2	1
481	говорить не	1	1
482	его жизни	3	1
483	с одной	1	1
484	истории наконец	1	1
485	января г	1	1
486	история а	1	1
487	под именем	1	1
488	в греческой	1	1
489	к нему	4	1
490	не могло	2	1
491	нем не	1	1
492	событий и	1	1
493	во втором	6	1
494	с нами	1	1
495	вслед за	1	1
496	все время	1	1
497	человека как	1	1
498	у которого	1	1
499	в него	1	1
500	в вечно	1	1
501	одного из	6	1
502	рассуждение о	1	1
503	не само	1	1
504	бы из	1	1
505	будто бы	1	1
506	даже если	1	1
507	которое мы	1	1
508	было и	2	1
509	своей болезни	1	1
510	сознания ни	2	1
511	во времени	9	1
512	их не	1	1
513	точка зрения	5	1
514	границу а	1	1
515	внимание что	1	1
516	отрешенный от	1	1
517	не входит	1	1
518	на всем	1	1
519	понятие которое	1	1
520	и у	1	1
521	уже в	1	1
522	так можно	1	1
523	ее из	2	1
524	а то	1	1
525	в душе	1	1
526	его и	2	1
527	на лоне	1	1
528	в конце	2	1
529	которые могут	1	1
530	человек как	1	1
531	не из	1	1
532	которая обладает	1	1
533	уже до	1	1
534	чем и	1	1
535	только смысл	1	1
536	или иной	4	1
537	этой необходимости	1	1
538	с другой	2	1
539	дело в	2	1
540	к ее	2	1
541	и знает	1	1
542	что для	1	1
543	на этот	1	1
544	до конца	2	1
545	выше и	1	1
546	однако и	4	1
547	без которых	1	1
548	только от	2	1
549	тогда было	1	1
550	реальности в	1	1
551	мира в	4	1
552	в связи	2	1
553	отличается от	1	1
554	в лесу	1	1
555	до этого	1	1
556	из мира	1	1
557	не удается	1	1
558	подобное рассуждение	1	1
559	в москве	2	1
560	видит в	1	1
561	после его	1	1
562	формы бытия	1	1
563	наряду с	1	1
564	в той	2	1
565	тем кто	1	1
566	его имело	1	1
567	это его	1	1
568	по условиям	1	1
569	ней не	1	1
570	исходя из	3	1
571	в контексте	1	1
572	человека который	2	1
573	своей жизни	1	1
574	и действия	2	1
575	к двум	2	1
576	ближе к	1	1
577	в некий	1	1
578	не является	3	1
579	и грубых	1	1
580	отношениях к	1	1
581	стремящееся к	1	1
582	не знаем	1	1
583	указать на	1	1
584	не имея	1	1
585	и от	2	1
586	настоящего и	1	1
587	она может	2	1
588	в известном	2	1
589	которая в	2	1
590	человек и	1	1
591	не самого	1	1
592	ее и	1	1
593	и опять	1	1
594	у них	1	1
595	не более	1	1
596	становления в	1	1
597	все они	1	1
598	теперь же	1	1
599	историческое событие	1	1
600	на фоне	1	1
601	жизни в	2	1
602	нами не	2	1
603	но обычно	1	1
604	не замечают	1	1
605	оказывается и	1	1
606	в романе	2	1
607	не знает	1	1
608	в глаза	1	1
609	остается на	1	1
610	поведения в	1	1
611	не верят	1	1
612	в современной	3	1
613	сущности в	1	1
614	определенным образом	1	1
615	о себе	1	1
616	случае если	1	1
617	во сне	2	1
618	как результат	1	1
619	не имеющее	1	1
