N	2gram	Bakhtin_Pr_1	Mirosoze
214	свою свободу	1	2
215	пределы и	1	2
216	отношению к	19	2
217	даже и	1	2
218	для того	2	2
219	момент в	1	2
220	личность и	1	2
221	в свой	1	2
222	в высшей	5	2
223	до сих	1	2
224	мы еще	1	2
225	божьего мира	1	2
226	связано с	1	2
227	на этот	1	2
228	человеческой жизни	1	2
229	его как	3	2
230	последних пределов	1	2
231	о чем	1	2
232	по своему	1	2
233	в той	1	2
234	как бы	22	2
235	образ и	1	2
236	том смысле	1	2
237	быть не	1	2
238	в начале	2	2
239	о мире	1	2
240	в более	4	2
241	и для	11	2
242	не существует	1	2
243	она может	3	2
244	бы в	1	2
245	отношении к	1	2
246	жизни в	1	2
247	в свою	2	2
248	сказать что	4	2
249	понять его	4	2
250	к этой	1	2
251	к этому	2	2
252	все что	3	2
253	хуже всего	1	1
254	направленная на	1	1
255	себя как	5	1
256	как формальное	1	1
257	нем нет	1	1
258	и т	14	1
259	чувствовать себя	1	1
260	становится в	1	1
261	выражения в	1	1
262	на самом	4	1
263	к другому	1	1
264	она все	1	1
265	и взаимоотношения	2	1
266	из всех	1	1
267	и всякому	1	1
268	бы уже	1	1
269	мы имеем	2	1
270	и ничего	1	1
271	не во	2	1
272	установить что	1	1
273	во внутреннем	1	1
274	но она	2	1
275	что иное	1	1
276	не вполне	2	1
277	я не	2	1
278	влияний и	1	1
279	жизни как	1	1
280	бы ни	1	1
281	есть совершенно	1	1
282	слово он	1	1
283	начало и	3	1
284	себе а	1	1
285	стороны его	1	1
286	еще не	7	1
287	иное как	1	1
288	художественном творчестве	10	1
289	во всех	11	1
290	тем как	5	1
291	природы и	3	1
292	самом деле	6	1
293	иных случаях	3	1
294	из сторон	1	1
295	отказ от	1	1
296	к которой	1	1
297	тех же	1	1
298	если в	1	1
299	его во	1	1
300	и действительно	1	1
301	иногда и	3	1
302	отличие от	5	1
303	в свои	1	1
304	которые не	1	1
305	показать в	1	1
306	как к	2	1
307	ней в	1	1
308	к культуре	1	1
309	в противоположность	1	1
310	предметом с	1	1
311	есть для	1	1
312	и многообразный	1	1
313	человек то	1	1
314	чувств и	1	1
315	но ведь	1	1
316	имеет для	1	1
317	а вовсе	1	1
318	видит и	1	1
319	сомнений и	1	1
320	и трагедии	1	1
321	в первых	1	1
322	которой не	1	1
323	всех этих	1	1
324	нее и	1	1
325	не связан	1	1
326	к одному	1	1
327	этого вопроса	1	1
328	ницше и	1	1
329	бытия это	1	1
330	в плане	7	1
331	которое может	1	1
332	его от	1	1
333	значительной степени	1	1
334	в каждом	2	1
335	подход к	1	1
336	человек а	1	1
337	они должны	1	1
338	значение в	1	1
339	в понимании	1	1
340	перестать быть	1	1
341	в душе	1	1
342	это было	1	1
343	искусства в	2	1
344	от одного	1	1
345	не сходится	1	1
346	не совпадает	2	1
347	и вся	2	1
348	выйти за	1	1
349	хотя в	1	1
350	не больше	3	1
351	нисколько не	1	1
352	историки литературы	1	1
353	можно найти	1	1
354	и без	1	1
355	есть та	1	1
356	что вся	1	1
357	изживает себя	1	1
358	все и	2	1
359	в отличие	5	1
360	лишь средством	1	1
361	нему и	2	1
362	не путем	2	1
363	сам же	1	1
364	есть его	3	1
365	творчества и	5	1
366	в философии	1	1
367	и эти	1	1
368	и более	2	1
369	войти в	2	1
370	найти себе	1	1
371	не должно	1	1
372	бы быть	1	1
373	вовсе не	2	1
374	почти все	1	1
375	с миром	4	1
376	для познания	5	1
377	не менее	4	1
378	не раз	1	1
379	вплоть до	1	1
380	а иногда	2	1
381	культурной жизни	1	1
382	что их	1	1
383	и именно	2	1
384	мы все	1	1
385	в самых	1	1
386	ставит его	1	1
387	чем не	2	1
388	науку о	1	1
389	мышления и	1	1
390	все свои	1	1
391	находятся в	1	1
392	может в	1	1
393	во всем	2	1
394	а лишь	2	1
395	мире и	1	1
396	сознанием и	1	1
397	его он	1	1
398	ничто не	1	1
399	не нужен	1	1
400	исторического процесса	1	1
401	только с	1	1
402	в области	11	1
403	все то	3	1
404	событие в	2	1
405	к себе	2	1
406	нет кроме	1	1
407	созерцания и	1	1
408	родство с	1	1
409	протяжении всего	1	1
410	как человек	1	1
411	творчества не	1	1
412	оно не	3	1
413	приходит к	1	1
414	можно и	2	1
415	из всего	1	1
416	и о	5	1
417	город и	1	1
418	на нем	1	1
419	связи со	1	1
420	можно сделать	2	1
421	и этим	6	1
422	культуры и	3	1
423	в пределах	6	1
424	можно было	4	1
425	так и	5	1
426	было в	1	1
427	границы но	1	1
428	есть свободная	1	1
429	поэтому в	2	1
430	свободной и	1	1
431	и даже	3	1
432	мире в	1	1
433	в содержании	1	1
434	с человеком	1	1
435	средством для	1	1
436	а к	2	1
437	каждый раз	1	1
438	понять как	1	1
439	в значительной	2	1
440	нас в	1	1
441	и своей	1	1
442	и нашу	1	1
443	от них	2	1
444	этот момент	2	1
445	творчества в	3	1
446	есть художественное	1	1
447	во всей	1	1
448	и только	4	1
449	вообще и	1	1
450	все время	1	1
451	должна прийти	1	1
452	и наконец	6	1
453	мы уже	1	1
454	как явление	2	1
455	быть и	1	1
456	на которой	1	1
457	моменты в	1	1
458	одной из	3	1
459	этот вопрос	1	1
460	характерно для	2	1
461	ли он	1	1
462	и быть	1	1
463	не имеющих	1	1
464	то он	1	1
465	своего свободного	1	1
466	между тем	7	1
467	к психологии	1	1
468	стремиться к	1	1
469	между этими	1	1
470	и ее	2	1
471	это ни	1	1
472	к форме	2	1
473	завершение в	2	1
474	которому он	1	1
475	говорить об	1	1
476	в нашей	2	1
477	не принимает	1	1
478	это характерно	1	1
479	в праве	1	1
480	потому в	1	1
481	его и	1	1
482	чего бы	1	1
483	ценность в	1	1
484	цели и	2	1
485	в одном	1	1
486	или научное	1	1
487	т п	13	1
488	произведения и	2	1
489	ее не	1	1
490	к ним	1	1
491	как его	3	1
492	идет в	1	1
493	в новый	2	1
494	явлений в	1	1
495	мир на	1	1
496	рядом с	5	1
497	бы из	1	1
498	от ее	2	1
499	связан с	1	1
500	не были	1	1
501	в последнюю	1	1
502	для художника	1	1
503	выходит за	1	1
504	к которому	4	1
505	уходит в	1	1
506	моего собственного	1	1
507	души и	2	1
508	и др	8	1
509	или о	1	1
510	что не	4	1
511	обратиться к	1	1
512	содержания как	2	1
513	притом не	1	1
514	нужно сказать	1	1
515	а на	1	1
516	а изнутри	1	1
517	не на	5	1
518	власти и	1	1
519	как ни	1	1
520	точек зрения	1	1
521	единой человеческой	2	1
522	этом основании	1	1
523	красота есть	1	1
524	есть момент	1	1
525	конечно он	1	1
526	но оно	1	1
527	в частности	2	1
528	из мира	1	1
529	к его	2	1
530	мы говорим	1	1
531	подхода к	2	1
532	ничего нет	2	1
533	эти пределы	1	1
534	если так	1	1
535	в столь	1	1
536	сравнению с	1	1
537	она есть	1	1
538	связаны с	2	1
539	и смысла	2	1
540	формы все	1	1
541	да и	3	1
542	для понимания	2	1
543	в содержание	5	1
544	с предметом	2	1
545	и менее	1	1
546	мира так	1	1
547	потому и	1	1
548	более и	1	1
549	что мы	1	1
550	но это	3	1
551	в смысле	1	1
552	за его	3	1
553	и часто	1	1
554	свободы ибо	1	1
555	на большую	1	1
556	целый ряд	1	1
557	находит свое	2	1
558	еще более	1	1
559	теряет свою	1	1
560	ни к	2	1
561	я в	1	1
562	разных сторон	1	1
563	художник и	2	1
564	но всегда	1	1
565	с формальной	1	1
566	процессы в	1	1
567	возможно лишь	1	1
568	отношением к	1	1
569	культуры как	1	1
570	в материальной	1	1
571	от всех	4	1
572	понимается как	1	1
573	но этот	1	1
574	жизни а	1	1
575	не что	1	1
576	одного к	1	1
577	выходят за	1	1
578	есть то	1	1
579	лишь для	2	1
580	быть признана	1	1
581	в искусстве	12	1
582	в своих	2	1
583	с первого	1	1
584	и эта	2	1
585	ее пути	1	1
586	так же	1	1
587	они не	3	1
588	которая не	1	1
589	смысле что	1	1
590	слова это	1	1
