N	2gram	Bakhtin_Fr_1	Russkaja
346	не столько	1	1
347	представление о	1	1
348	в которых	1	1
349	собой не	1	1
350	культуры строится	1	1
351	для всякого	1	1
352	своему существу	2	1
353	жизни является	1	1
354	и начало	2	1
355	ставит себя	1	1
356	ним в	1	1
357	вовсе не	18	1
358	даже в	3	1
359	это особенно	1	1
360	освободиться от	1	1
361	и вся	1	1
362	не менее	1	1
363	его целом	1	1
364	до известной	1	1
365	строя и	2	1
366	дело в	2	1
367	полного и	1	1
368	на него	2	1
369	в основе	8	1
370	он еще	1	1
371	образом в	2	1
372	преимущественно в	3	1
373	в разных	1	1
374	и весь	1	1
375	и народов	1	1
376	всего на	2	1
377	природы в	1	1
378	явление в	1	1
379	этом отношении	3	1
380	нем все	1	1
381	что на	1	1
382	или иных	1	1
383	применимо к	1	1
384	по нашему	1	1
385	в духе	8	1
386	ведь даже	1	1
387	есть только	2	1
388	могут быть	2	1
389	человека в	1	1
390	что при	1	1
391	и материал	1	1
392	в применении	3	1
393	и это	2	1
394	моральный и	1	1
395	как мы	6	1
396	вступая в	1	1
397	но при	2	1
398	людей в	1	1
399	и многие	2	1
400	в ее	3	1
401	не могло	1	1
402	в собственном	1	1
403	всегда были	1	1
404	в себя	3	1
405	идет не	1	1
406	роль в	2	1
407	некоторых других	1	1
408	котором мы	1	1
409	так и	10	1
410	те же	1	1
411	его жизни	1	1
412	господствующей в	1	1
413	мы в	1	1
414	в эпоху	9	1
415	отрицать что	1	1
416	из одного	1	1
417	народа его	1	1
418	а народ	1	1
419	нас и	1	1
420	воплощает в	1	1
421	в состав	1	1
422	подлежит никакому	1	1
423	в новую	1	1
424	можно сказать	2	1
425	с другой	3	1
426	по их	1	1
427	должно было	1	1
428	на отдельные	2	1
429	от них	1	1
430	представления о	2	1
431	мы хотим	1	1
432	наконец и	1	1
433	по своей	3	1
434	один из	1	1
435	образом как	1	1
436	сомнению что	1	1
437	уже принадлежит	1	1
438	с ними	1	1
439	на другие	1	1
440	к чисто	1	1
441	чтобы освободиться	1	1
442	никак нельзя	1	1
443	же он	2	1
444	человека с	1	1
445	же и	1	1
446	к какому	2	1
447	носит в	1	1
448	культурой и	2	1
449	и у	6	1
450	основе его	2	1
451	здесь же	1	1
452	и обратно	1	1
453	и других	3	1
454	за ним	1	1
455	он имеет	1	1
456	и их	3	1
457	в известной	3	1
458	не для	2	1
459	к ним	1	1
460	случае не	1	1
461	превращается в	5	1
462	в очень	1	1
463	связан с	3	1
464	в свои	1	1
465	влияние на	7	1
466	как национальная	1	1
467	на ее	1	1
468	связаны с	3	1
469	к которому	1	1
470	и прежде	3	1
471	еще и	5	1
472	что не	2	1
473	без особых	1	1
474	быть тем	1	1
475	и стал	1	1
476	европы но	1	1
477	а на	1	1
478	был в	1	1
479	на этот	2	1
480	которых мы	1	1
481	а за	1	1
482	не исключает	1	1
483	до конца	2	1
484	не на	1	1
485	однако и	1	1
486	человеческой жизни	1	1
487	в свете	2	1
488	те элементы	1	1
489	ясное и	1	1
490	в связи	1	1
491	связь с	5	1
492	характеру и	1	1
493	эта идея	1	1
494	но особенно	1	1
495	в самой	3	1
496	как это	1	1
497	совершенно чуждые	1	1
498	политической социальной	1	1
499	себя из	1	1
500	по своему	8	1
501	и довольно	1	1
502	свободные от	1	1
503	культурой в	1	1
504	применении к	3	1
505	это его	2	1
506	в тот	1	1
507	человек с	1	1
508	в состоянии	3	1
509	в церкви	1	1
510	или хотя	1	1
511	его творчество	1	1
512	между прочим	2	1
513	языках и	2	1
514	числе и	7	1
515	как какое-то	1	1
516	тех или	1	1
517	не является	3	1
518	отношениях к	1	1
519	известной степени	1	1
520	его лежит	1	1
521	на все	2	1
522	являются не	1	1
523	при таком	2	1
524	этому и	1	1
525	это как	4	1
526	бы в	1	1
527	и все	5	1
528	взаимно дополняют	1	1
529	от всякого	2	1
530	от ее	1	1
531	вместе и	1	1
532	а о	1	1
533	всюду где	1	1
534	и глубокого	2	1
535	с ней	1	1
536	из тех	2	1
537	и живет	1	1
538	всех странах	1	1
539	говорили выше	1	1
540	отношению к	1	1
541	этот последний	1	1
542	особи и	1	1
543	ни на	2	1
544	для эпохи	1	1
545	яркое выражение	1	1
546	многие из	2	1
547	том числе	10	1
548	они не	1	1
