N	2gram	Tiupa_Anal_2	Dialekti
306	на место	1	1
307	что никто	1	1
308	сущности это	1	1
309	которые при	1	1
310	всякая личность	1	1
311	слова о	1	1
312	конечно и	1	1
313	и самого	1	1
314	и понимает	1	1
315	во всех	4	1
316	сказать и	1	1
317	для жизни	1	1
318	он вообще	1	1
319	других а	1	1
320	конечном счете	2	1
321	в общем	2	1
322	тогда как	19	1
323	себе и	1	1
324	и будет	1	1
325	тут же	1	1
326	отличаются от	1	1
327	зрения которая	1	1
328	независимо от	1	1
329	стороны и	1	1
330	о жизни	2	1
331	этой стороны	1	1
332	верой в	1	1
333	и наконец	1	1
334	если наконец	1	1
335	более или	1	1
336	себе не	2	1
337	со своей	1	1
338	не приходится	1	1
339	в которой	1	1
340	но ведь	1	1
341	если он	1	1
342	вера в	1	1
343	с кем-то	1	1
344	она превращается	1	1
345	всех этих	1	1
346	свою собственную	1	1
347	не к	1	1
348	антиномии и	1	1
349	его от	3	1
350	что ни	1	1
351	его можно	1	1
352	споре с	1	1
353	или иных	2	1
354	бы от	1	1
355	о таком	1	1
356	в совершенно	1	1
357	в мире	6	1
358	в глубине	1	1
359	его в	2	1
360	что обыкновенно	1	1
361	в споре	2	1
362	в ином	1	1
363	далеко не	1	1
364	как об	1	1
365	зрения или	1	1
366	мы имеем	3	1
367	место и	1	1
368	которой он	1	1
369	всегда и	1	1
370	о чем	2	1
371	жизни но	2	1
372	такой же	1	1
373	нисколько не	1	1
374	но я	1	1
375	или менее	1	1
376	реальности в	2	1
377	в отношении	1	1
378	я его	2	1
379	взгляд на	1	1
380	и помимо	1	1
381	в такой	1	1
382	не становится	1	1
383	страсти и	1	1
384	в котором	2	1
385	место в	3	1
386	это именно	2	1
387	самое что	1	1
388	не как	1	1
389	по своей	1	1
390	от поэтического	1	1
391	не его	1	1
392	и более	1	1
393	у читателя	1	1
394	здесь принадлежит	2	1
395	в устах	2	1
396	для нее	2	1
397	бы но	1	1
398	даже в	2	1
399	было с	1	1
400	содержит в	3	1
401	нас самих	1	1
402	вообще но	1	1
403	вплоть до	1	1
404	мира не	1	1
405	что с	2	1
406	виду что	1	1
407	материей и	1	1
408	дело не	2	1
409	в центр	1	1
410	на него	2	1
411	всей их	1	1
412	и имеет	1	1
413	в нас	2	1
414	казалось бы	3	1
415	передо мною	1	1
416	жизни не	1	1
417	имеем дело	3	1
418	этих двух	1	1
419	врывается в	1	1
420	на природу	1	1
421	связи с	1	1
422	и при	1	1
423	что на	3	1
424	которых он	1	1
425	мифе то	1	1
426	же самое	1	1
427	уже было	1	1
428	всего в	2	1
429	в своего	1	1
430	слова однако	1	1
431	образы и	1	1
432	и входит	1	1
433	с ее	2	1
434	в ее	1	1
435	данном случае	5	1
436	он с	1	1
437	только то	1	1
438	в себя	4	1
439	ни здесь	1	1
440	и сам	3	1
441	не с	4	1
442	было в	1	1
443	на которую	2	1
444	веры в	1	1
445	вносить в	1	1
446	строго говоря	2	1
447	другого и	2	1
448	не будучи	1	1
449	в словах	3	1
450	с ним	2	1
451	ничему не	1	1
452	о смерти	1	1
453	двери и	1	1
454	то есть	9	1
455	но к	1	1
456	на вопрос	1	1
457	внимание на	2	1
458	все прочие	1	1
459	можно сказать	4	1
460	в конечном	3	1
461	если точно	1	1
462	вообще и	2	1
463	бы и	1	1
464	он был	2	1
465	оно и	1	1
466	тот же	1	1
467	менее в	1	1
468	одной из	3	1
469	этот вопрос	1	1
470	то он	1	1
471	все той	2	1
472	кроме этого	1	1
473	в качестве	11	1
474	в сторону	5	1
475	каждый из	1	1
476	вопроса о	1	1
477	не обладают	1	1
478	а то	2	1
479	нет я	1	1
480	не так	4	1
481	жизнь для	1	1
482	представить себе	1	1
483	в одном	2	1
484	к ним	1	1
485	при всей	3	1
486	то самое	1	1
487	характерны для	1	1
488	указание на	1	1
489	и точно	1	1
490	с той	2	1
491	обратиться к	1	1
492	но лишь	1	1
493	а главное	1	1
494	а так	1	1
495	или с	1	1
496	мира в	1	1
497	ближе к	1	1
498	в связи	1	1
499	но оно	1	1
500	внимания к	1	1
501	вместе с	2	1
502	относятся к	1	1
503	и активное	1	1
504	обратил внимание	1	1
505	применении к	1	1
506	самого себя	1	1
507	и всей	1	1
508	да и	1	1
509	я с	1	1
510	перед нею	1	1
511	том смысле	1	1
512	случилось с	1	1
513	и смерти	4	1
514	слова и	1	1
515	бы себе	1	1
516	мы могли	1	1
517	будет и	1	1
518	пределы этой	1	1
519	не мог	3	1
520	здесь в	2	1
521	другой как	1	1
522	случае он	1	1
523	не получает	1	1
524	объекта и	2	1
525	не имея	1	1
526	об отношении	1	1
527	в результате	3	1
528	а все	1	1
529	на небесах	3	1
530	своей собственной	1	1
531	человек и	1	1
532	тот кто	2	1
533	нескольких лет	1	1
534	но когда	1	1
535	от него	1	1
536	в этих	2	1
537	своего бытия	1	1
538	себе ничего	1	1
539	к ее	1	1
540	нам не	1	1
541	состоит из	1	1
542	имеет место	4	1
543	не сами	1	1
544	я здесь	1	1
545	просто не	1	1
546	об этих	2	1
547	на лице	2	1
548	смысле что	1	1
549	с самим	3	1
