1	в качестве	16	31
116	и более	1	4
117	того что	1	4
118	текста а	3	4
119	в другом	3	4
120	в конечном	1	4
121	из которых	1	4
122	более чем	2	4
123	не могут	1	3
124	как будто	3	3
125	того и	2	3
126	а с	5	3
127	в культуре	1	3
128	одной стороны	4	3
129	всякий раз	2	3
130	в собственном	1	3
131	мере в	1	3
132	и есть	1	3
133	вследствие этого	2	3
134	полной мере	1	3
135	более того	1	3
136	референтной и	1	3
137	в нем	7	3
138	и все	3	3
139	место в	2	3
140	личности в	2	3
141	в рамках	7	3
142	однако не	1	3
143	по природе	2	3
144	и одновременно	2	3
145	то ни	1	3
146	в ходе	2	3
147	другого в	2	3
148	я в	5	3
149	в силу	1	3
150	по мысли	6	3
151	бы то	1	3
152	что он	2	3
153	в котором	3	3
154	художественное восприятие	1	3
155	том числе	1	3
156	принципиально не	1	3
157	во внешнем	1	3
158	ведет к	3	3
159	еще не	6	3
160	дело не	1	3
161	будто бы	1	3
162	организации текста	1	3
163	в нашем	1	3
164	если в	1	3
165	одним из	1	3
166	таким образом	1	3
167	что и	2	3
168	а также	8	3
169	даже в	1	3
170	с его	6	3
171	это всегда	1	3
172	с одной	4	3
173	тому как	2	3
174	что как	2	3
175	человек в	1	3
176	своего рода	10	3
177	он не	3	3
178	или иного	2	3
179	в равной	1	3
180	о нем	1	3
181	в текст	1	3
182	не случайно	1	3
183	организации художественного	1	3
184	подобно тому	2	3
185	того или	1	3
186	объекта и	2	3
187	в полной	1	3
188	которая в	2	3
189	в первом	1	2
190	несмотря на	1	2
191	для него	5	2
192	мира в	3	2
193	самого рассказывания	1	2
194	потому что	4	2
195	системы ценностей	2	2
196	об онтологической	1	2
197	из виду	3	2
198	силу своей	1	2
199	или не	1	2
200	художественного высказывания	1	2
201	эстетического переживания	1	2
202	все эти	3	2
203	героя в	5	2
204	в которой	1	2
205	ним и	1	2
206	представляют собой	1	2
207	свое время	2	2
208	одному из	1	2
209	другой личности	1	2
210	равной степени	1	2
211	текста на	1	2
212	этом отношении	4	2
213	одного из	4	2
214	основе своей	2	2
215	мире и	3	2
216	той мере	1	2
217	не столько	3	2
218	не сводится	4	2
219	только через	1	2
220	на примере	2	2
221	один из	1	2
222	художественного мира	1	2
223	в противовес	5	2
224	по выражению	1	2
225	лирического героя	5	2
226	и адресата	2	2
227	личности к	1	2
228	также и	3	2
229	жизненной позиции	3	2
230	здесь не	2	2
231	при всей	7	2
232	не о	2	2
233	отношение к	2	2
234	при изучении	1	2
235	субъекта в	3	2
236	никогда не	2	2
237	по рассуждению	1	2
238	рассказ о	2	2
239	мысль о	3	2
240	вопрос о	1	2
241	поведения в	3	2
242	для этого	1	2
243	в искусстве	1	2
244	и составляет	1	2
245	с позиций	3	2
246	художественного письма	7	2
247	вовсе не	1	2
248	является по	1	2
249	нас самих	1	2
250	человеческого я	1	2
251	должно быть	2	2
252	внешнем мире	1	2
253	на роль	2	2
254	такой же	2	2
255	случае не	1	2
256	как уже	2	2
257	со стороны	10	2
258	в какой	1	2
259	иного рода	1	2
260	то в	1	2
261	данного текста	1	2
262	см ниже	1	2
263	данном случае	6	2
264	события в	1	2
265	что из	1	2
266	же мере	1	2
267	может служить	1	2
268	той же	2	2
269	не к	2	2
270	реальности и	2	2
271	ни одно	2	2
272	в новом	1	2
273	за пределы	1	2
274	в ряду	2	2
275	природе своей	2	2
276	чем и	1	2
277	в данном	7	2
278	дискурса как	1	2
279	отличается от	1	2
280	на этом	1	2
281	как художественного	1	2
282	и то	4	2
283	объектом эстетического	1	2
284	может иметь	2	2
285	совпадает с	2	2
286	бытия и	2	2
287	качестве своего	1	2
288	что же	2	2
289	бы не	1	2
290	исторической поэтики	2	2
291	не говоря	1	2
292	читателя в	1	2
293	самом деле	1	2
294	на фоне	1	2
295	смертью в	1	2
296	этого смысла	1	2
297	в процессе	1	2
298	соответствии с	3	2
299	и сам	1	2
300	текстом и	1	2
301	не является	4	2
302	еще в	3	2
303	из этих	3	2
304	из них	3	2
305	для себя	2	2
306	для данного	3	2
307	и до	1	2
308	в пределах	4	2
309	героя это	1	2
310	а напротив	1	2
311	присутствия в	3	2
312	можно сказать	3	2
313	в противоположность	5	2
314	одного и	3	2
315	и с	2	2
316	другой стороны	2	2
317	оказывается в	1	2
318	жизни но	3	2
319	на каждом	1	2
320	до его	1	2
321	произведение не	1	2
322	каждый из	1	2
323	не просто	1	2
324	в свое	2	2
325	роль в	4	2
326	бытия с	1	1
327	вплоть до	1	1
328	не говорит	1	1
329	и коммуникативной	1	1
330	жизни с	1	1
331	должна быть	2	1
332	автором и	1	1
333	к субъекту	1	1
334	со своей	1	1
335	отношения между	2	1
336	к которой	2	1
337	сама в	1	1
338	он создал	1	1
339	рассуждению бахтина	2	1
340	внешнее и	1	1
341	и служит	1	1
342	как того	1	1
343	в ее	1	1
344	не имеют	1	1
345	дистанции между	1	1
346	к своему	2	1
347	мира с	2	1
348	в своих	6	1
349	и вследствие	1	1
350	его от	1	1
351	первых двух	1	1
352	но всякий	1	1
353	лирической поэзии	4	1
354	в чужой	1	1
355	в предыдущих	1	1
356	и быть	1	1
357	и актуализация	1	1
358	говорит об	2	1
359	я не	1	1
360	без которого	1	1
361	хотя и	1	1
362	тем как	1	1
363	повествователя о	1	1
364	в соответствии	2	1
365	при отсутствии	1	1
366	который по	2	1
367	личность как	1	1
368	все люди	2	1
369	но прежде	1	1
370	высказывания и	1	1
371	входит в	2	1
372	что ни	2	1
373	три момента	1	1
374	здесь как	1	1
375	обряда инициации	1	1
376	проявляется в	3	1
377	это еще	2	1
378	онегина и	1	1
379	в мир	1	1
380	я на	1	1
381	белкина изданные	1	1
382	на свой	1	1
383	сознания с	1	1
384	коммуникативной стратегии	1	1
385	к самому	1	1
386	к человеку	1	1
387	об одном	3	1
388	мифологического мышления	1	1
389	говоря уже	1	1
390	и внутреннее	1	1
391	согласно рассуждению	1	1
392	также может	1	1
393	к этим	1	1
394	упускать из	1	1
395	однако они	1	1
396	языка и	1	1
397	да и	1	1
398	начиная с	1	1
399	так что	1	1
400	на единой	1	1
401	выготским и	1	1
402	своей жанровой	2	1
403	быть ничего	1	1
404	в любой	1	1
405	индивидуального смысла	1	1
406	один я	1	1
407	она сама	1	1
408	блудный сын	1	1
409	этот принципиально	1	1
410	утверждать что	1	1
411	предстает уже	1	1
412	например в	3	1
413	коммуникативный объект	1	1
414	по крайней	1	1
415	из нас	1	1
416	сколько в	1	1
417	в художественную	1	1
418	перед нами	3	1
419	к статусу	1	1
420	как это	1	1
421	как было	1	1
422	ядро и	1	1
423	могло бы	1	1
424	целого но	1	1
425	и адресат	1	1
426	на дорогу	1	1
427	действующее лицо	1	1
428	остановись мгновенье	1	1
429	к числу	1	1
430	во всяком	1	1
431	не вполне	1	1
432	мира и	4	1
433	места времени	1	1
434	изданные а.п	1	1
435	очевидным образом	3	1
436	как представляется	1	1
437	как с	1	1
438	для обозначения	1	1
439	ценностей данного	1	1
440	мгновенье ты	1	1
441	также не	1	1
442	и для	2	1
443	является для	1	1
444	и наконец	3	1
445	к позиции	1	1
446	в придании	1	1
447	восходит к	3	1
448	себя самого	1	1
449	и оценен	1	1
450	превращается в	1	1
451	может и	2	1
452	символической смерти	1	1
453	бы мы	1	1
454	в сторону	1	1
455	границах литературного	1	1
456	не подчинение	1	1
457	типа как	1	1
458	обращении к	1	1
459	есть откровение	1	1
460	и ее	3	1
461	в состоянии	1	1
462	его в	3	1
463	повести покойного	1	1
464	его речи	1	1
465	их внутренней	1	1
466	в формах	2	1
467	с позицией	1	1
468	к художественности	1	1
469	во всем	1	1
470	и искушенность	1	1
471	своей коммуникативной	1	1
472	все три	1	1
473	коммуникативным событием	2	1
474	одна из	1	1
475	жанровая стратегия	4	1
476	жизни и	3	1
477	я к	1	1
478	он видел	1	1
479	и во	1	1
480	интересно всем	1	1
481	что может	1	1
482	и др	1	1
483	л.с выготский	1	1
484	события как	1	1
485	и должно	1	1
486	нарративную форму	1	1
487	столько в	1	1
488	касается самого	1	1
489	по своему	1	1
490	их в	2	1
491	контакте с	1	1
492	к другим	1	1
493	в обоих	2	1
494	при обращении	2	1
495	являет собой	2	1
496	к его	4	1
497	позиций исторической	1	1
498	дневниковая запись	1	1
499	несет в	2	1
500	объект и	1	1
501	или по	2	1
502	ставит себя	1	1
503	всего в	1	1
504	можно утверждать	1	1
505	нем а	1	1
506	для всех	1	1
507	искушенность в	1	1
508	как сказано	1	1
509	были бы	1	1
510	или о	1	1
511	не должно	1	1
512	его событийной	1	1
513	в современной	1	1
514	что касается	1	1
515	и иных	1	1
516	в одном	4	1
517	и т.д	1	1
518	не бывает	1	1
519	жизненной драмы	1	1
520	друг друга	1	1
521	обращен к	1	1
522	в притче	2	1
523	своей собственной	1	1
524	их взаимодополнительности	1	1
525	даже если	1	1
526	предстает в	1	1
527	художественное целое	2	1
528	она и	1	1
529	однако этот	1	1
530	речевого общения	1	1
531	ничего не	1	1
532	состояние предшествующее	1	1
533	как сам	1	1
534	ее в	1	1
535	эстетическая модальность	2	1
536	речевой акт	1	1
537	людей в	1	1
538	между ними	1	1
539	и что	1	1
540	тех же	1	1
541	в результате	2	1
542	говорящего и	1	1
543	самих состоят	1	1
544	же в	1	1
545	субъекта как	1	1
546	это по	1	1
547	хотя в	1	1
548	внимание на	1	1
549	к своим	2	1
550	феноменов жизни	1	1
551	нового времени	5	1
552	чем это	1	1
553	своей природе	1	1
554	и напротив	1	1
555	уже о	1	1
556	только на	1	1
557	возникает в	1	1
558	в такой	1	1
559	столкновения двух	1	1
560	в сюжете	1	1
561	в ней	2	1
562	которая и	1	1
563	именно таков	1	1
564	следует однако	1	1
565	и была	1	1
566	в рассказе	4	1
567	сведена к	1	1
568	с миром	1	1
569	дискурса на	1	1
570	одном из	3	1
571	или напротив	2	1
572	героя или	1	1
573	этим моментам	1	1
574	рецептивной и	1	1
575	не как	1	1
576	действующих лиц	1	1
577	лица в	1	1
578	не отвечает	1	1
579	и отношения	1	1
580	оно не	1	1
581	человеческого сознания	1	1
582	в полном	2	1
583	случае мы	1	1
584	однако при	3	1
585	его с	1	1
586	присутствия я	1	1
587	который не	2	1
588	втором случае	1	1
589	но при	2	1
590	картины мира	7	1
591	можно выявить	1	1
592	принадлежит к	3	1
593	однако эта	1	1
594	по преимуществу	2	1
595	за которыми	2	1
596	ряду всех	1	1
597	сам повествователь	1	1
598	требует от	1	1
599	в пушкинском	1	1
600	пребывания в	1	1
601	всяком случае	1	1
602	стороны адресата	1	1
603	его текста	1	1
604	по слову	1	1
605	но все	1	1
606	может не	1	1
607	включает в	1	1
608	человека для	1	1
609	между которыми	1	1
610	все моменты	1	1
611	как нечто	1	1
612	прямой речи	1	1
613	есть в	2	1
614	не знает	3	1
615	страны мертвых	1	1
616	в романе	1	1
617	персонажа в	1	1
618	с той	2	1
619	события что	1	1
620	героев в	1	1
621	как система	1	1
622	аспект художественной	1	1
623	целого не	1	1
624	между персонажами	1	1
625	петровича белкина	2	1
626	всем потому	1	1
627	между ним	1	1
628	в непредсказуемом	1	1
629	в.т и	1	1
630	и креативной	1	1
631	и только	1	1
632	убедительно возводит	1	1
633	человеческой жизни	2	1
634	и той	1	1
635	в коммуникативное	1	1
636	в которых	1	1
637	разворачивается в	1	1
638	диалогического отношения	1	1
639	иными словами	1	1
640	бытия в	1	1
641	на него	1	1
642	адресата к	4	1
643	н.д тамарченко	2	1
644	граница между	1	1
645	а о	1	1
646	тут же	2	1
647	нарративного дискурса	1	1
648	частности как	2	1
649	даже при	1	1
650	письма не	1	1
651	художественного времени	2	1
652	он сам	1	1
653	о мире	1	1
654	по формуле	2	1
655	субъекта объекта	1	1
656	и даже	1	1
657	в особенности	1	1
658	в этих	3	1
659	же касается	2	1
660	собою не	2	1
661	как в	8	1
662	мира однако	1	1
663	его как	1	1
664	может претендовать	3	1
665	как замечал	1	1
666	индивидуальный характер	1	1
667	и во-вторых	1	1
668	в них	3	1
669	в е	1	1
670	времени в	4	1
671	я с	2	1
672	речи и	1	1
673	в специальном	2	1
674	творческой воли	1	1
675	лирическому герою	1	1
676	не менее	7	1
677	в в	1	1
678	позволяет рассматривать	1	1
679	слов и	1	1
680	две неотождествимые	1	1
681	система ценностей	11	1
682	не было	3	1
683	приобщаясь к	1	1
684	вследствие чего	1	1
685	к миру	1	1
686	ивана петровича	2	1
687	ты прекрасно	1	1
688	складывается из	1	1
689	восходящего к	1	1
690	быть и	1	1
691	он был	1	1
692	в разных	1	1
693	связи и	1	1
694	и действия	1	1
695	покойного ивана	1	1
696	всей своей	3	1
697	одно и	2	1
698	с субъектом	1	1
699	адекватное восприятие	1	1
700	идентифицировать себя	1	1
701	со своим	2	1
702	себя как	1	1
703	организация художественного	1	1
704	но одновременно	3	1
705	в самых	1	1
706	между полюсами	1	1
707	но это	3	1
708	не всякий	1	1
709	речевого акта	1	1
710	с этой	1	1
711	высказывания в	1	1
712	новом качестве	1	1
713	жанровой стратегии	3	1
714	не подлежит	2	1
715	личностью в	1	1
716	например и	1	1
717	это отнюдь	1	1
718	преображения и	1	1
719	целого а	1	1
720	в году	1	1
721	из этого	1	1
722	еще одно	1	1
723	же недостаточно	1	1
724	не упускать	1	1
725	как коммуникативного	2	1
726	первый взгляд	2	1
727	первая часть	1	1
728	в чем	1	1
729	он как	1	1
730	аналогии с	1	1
731	к анекдоту	2	1
732	подобная позиция	1	1
733	к художественной	1	1
734	во всех	1	1
735	быть сведена	1	1
736	в литературной	1	1
737	и от	1	1
738	рассказывания в	1	1
739	и может	3	1
740	речи в	2	1
741	претендовать на	3	1
742	коммуникативной ситуации	1	1
743	и наоборот	1	1
744	его внимание	1	1
745	при всем	1	1
746	речь идет	1	1
747	субъекта с	1	1
748	для человека	1	1
749	автора не	1	1
750	оказывается своего	1	1
751	сюжета в	1	1
752	выхожу один	1	1
753	упоминаемые в	1	1
754	чего бы	1	1
755	крайней мере	1	1
756	может оказаться	1	1
757	одной и	1	1
758	жизненного поведения	2	1
759	возводит к	1	1
760	другого как	1	1
761	такая же	1	1
762	равно как	1	1
763	чувство себя	1	1
764	следует указать	1	1
765	числе и	1	1
766	не само	1	1
767	другими как	1	1
768	другим что	1	1
769	указать на	2	1
770	на первый	2	1
771	здесь в	3	1
772	ожидания и	1	1
773	строго говоря	1	1
774	знаменательно что	1	1
775	слова не	2	1
776	моральной ответственности	1	1
777	ядра личности	1	1
778	рассказ в	2	1
779	перформативный дискурс	1	1
780	по аналогии	1	1
781	присутствует в	1	1
782	во втором	1	1
783	своему собственному	1	1
784	мы не	1	1
785	о чем	2	1
786	их внутреннюю	1	1
787	к себе	1	1
788	и романа	1	1
789	романа как	1	1
790	жизни в	3	1
791	я как	2	1
792	к ролевому	2	1
793	рода в	1	1
794	том же	1	1
795	из первых	1	1
