N	2gram	Bakhtin_KF_1	Istorich
126	мы здесь	2	2
127	сомнения что	1	2
128	он может	2	2
129	в средние	1	2
130	и есть	9	2
131	имеем и	1	2
132	должна быть	4	2
133	видеть в	1	2
134	и за	2	2
135	сам начинает	1	2
136	а как	2	2
137	только это	2	2
138	ему в	2	2
139	в некотором	3	2
140	они имеют	1	2
141	к ним	4	2
142	отношение к	5	2
143	предположение что	1	2
144	в этой	2	2
145	в истории	1	2
146	с этим	1	2
147	в своем	16	2
148	хотя и	1	2
149	конечно не	7	2
150	что это	3	2
151	в целом	10	2
152	и тот	1	2
153	в себе	21	2
154	другом случае	1	2
155	имеем в	2	2
156	в мышлении	1	2
157	в нем	28	2
158	задний план	1	2
159	не к	1	2
160	содержит в	1	2
161	его от	1	2
162	на этом	1	2
163	здесь мы	4	2
164	главным образом	1	2
165	связанных с	1	2
166	с целью	1	2
167	лишь в	8	2
168	или просто	1	2
169	хотя бы	4	2
170	было бы	8	2
171	и тем	3	2
172	этого не	1	2
173	с тем	2	2
174	которой он	2	2
175	нечто подобное	1	2
176	и их	6	2
177	знает и	2	2
178	что я	5	2
179	тем не	2	2
180	все это	10	2
181	по себе	2	2
182	случае мы	2	2
183	что есть	2	2
184	не менее	3	2
185	меня я	1	2
186	дело не	2	2
187	здесь на	1	2
188	к этим	1	2
189	не по	4	2
190	не могло	1	2
191	одна из	1	2
192	по своей	1	2
193	в области	2	2
194	от того	3	2
195	во все	1	2
196	его с	2	2
197	не есть	20	2
198	и этим	3	2
199	на том	1	2
200	никогда не	5	2
201	живет в	1	2
202	и на	3	2
203	основана на	1	2
204	если бы	8	2
205	другими словами	1	2
206	связь между	1	2
207	от них	1	2
208	и во	1	2
209	этот момент	6	2
210	того что	3	2
211	в современной	3	2
212	содержится в	1	2
213	меня и	3	2
214	этот факт	2	2
215	их не	1	2
216	себя в	8	2
217	в виде	2	2
218	не дает	3	2
219	его и	2	2
220	ни в	12	2
221	могло бы	4	2
222	он становится	1	2
223	только с	3	2
224	герой и	1	2
225	он живет	1	2
226	но есть	2	2
227	со мной	4	2
228	его как	5	2
229	этих предметов	2	2
230	этого слова	2	2
231	смысле этого	1	2
232	между прочим	1	2
233	же самое	1	2
234	но для	2	2
235	это уже	2	2
236	на задний	1	2
237	от него	3	2
238	и все	7	2
239	средние века	1	2
240	но этот	1	2
241	говоря о	1	1
242	показать что	1	1
243	чего не	2	1
244	можно в	1	1
245	из его	3	1
246	что эти	1	1
247	не имеют	1	1
248	между ним	1	1
249	требует этого	1	1
250	в зависимости	1	1
251	той же	1	1
252	их и	1	1
253	мы не	3	1
254	что между	1	1
255	и тут	1	1
256	содержания в	1	1
257	полагать что	1	1
258	выходит из	1	1
259	не была	1	1
260	он как	1	1
261	быть определены	1	1
262	так чтобы	1	1
263	совпадает с	1	1
264	зависимости от	1	1
265	так называемые	1	1
266	в ней	3	1
267	не от	1	1
268	может дать	3	1
269	в различных	1	1
270	в чем	4	1
271	во всех	11	1
272	от его	5	1
273	землю и	1	1
274	вывод о	1	1
275	мы будем	1	1
276	но как	5	1
277	к которой	2	1
278	мышления есть	1	1
279	а он	1	1
280	себе и	3	1
281	или иное	2	1
282	и берутся	1	1
283	и я	5	1
284	себя за	2	1
285	независимо от	3	1
286	что именно	1	1
287	как к	2	1
288	меня а	1	1
289	и наконец	1	1
290	и к	1	1
291	на своем	3	1
292	мир и	1	1
293	ясно и	3	1
294	к чему	3	1
295	та же	2	1
296	образом я	1	1
297	думать что	2	1
298	нами в	1	1
299	но его	1	1
300	ее как	2	1
301	люди а	1	1
302	жизнью и	1	1
303	не следует	1	1
304	к миру	1	1
305	всех этих	3	1
306	не как	4	1
307	прочим и	1	1
308	мир как	6	1
309	во главе	2	1
310	предмет и	2	1
311	из него	3	1
312	людей и	2	1
313	эта же	1	1
314	и может	3	1
315	на все	1	1
316	себя не	3	1
317	может стать	1	1
318	и мы	2	1
319	то все	1	1
320	он есть	1	1
321	форму и	1	1
322	смерть и	1	1
323	но уже	1	1
324	она и	1	1
325	и уже	1	1
326	перестает быть	1	1
327	однажды в	1	1
328	как целое	1	1
329	такой же	1	1
330	как таковой	1	1
331	если я	2	1
332	но я	2	1
333	точки зрения	12	1
334	она сама	1	1
335	целом и	3	1
336	и смерть	1	1
337	в котором	24	1
338	то для	1	1
339	свой смысл	1	1
340	момент в	7	1
341	веков и	1	1
342	не будем	1	1
343	образом и	1	1
344	находится на	1	1
345	и эти	2	1
346	действительно есть	1	1
347	именно к	1	1
348	не должно	3	1
349	условия и	1	1
350	не любит	1	1
351	тому что	2	1
352	и очень	1	1
353	в то	3	1
354	тогда когда	3	1
355	между жизнью	1	1
356	и имеет	1	1
357	чтобы стать	1	1
358	совершенно правильно	1	1
359	он пытается	1	1
360	человека за	1	1
361	находятся в	1	1
362	впрочем в	1	1
363	действительно в	1	1
364	к ней	1	1
365	более что	1	1
366	можно сказать	1	1
367	это слово	1	1
368	его он	1	1
369	до того	1	1
370	и делает	2	1
371	в основе	5	1
372	не потому	2	1
373	у меня	1	1
374	в момент	3	1
375	на границе	1	1
376	как последние	1	1
377	когда мы	1	1
378	и другой	1	1
379	должны быть	1	1
380	к тому	1	1
381	и мне	1	1
382	где он	3	1
383	ничего общего	2	1
384	правда не	1	1
385	и это	12	1
386	можно и	2	1
387	с ее	2	1
388	как не	1	1
389	меня в	3	1
390	на основе	7	1
391	никто другой	1	1
392	и значении	1	1
393	только при	1	1
394	средних веков	1	1
395	что делает	1	1
396	чтобы быть	2	1
397	всей своей	2	1
398	приводит к	1	1
399	как с	1	1
400	поэтому мы	1	1
401	чтобы дать	2	1
402	ясно что	3	1
403	особенно в	1	1
404	здесь нет	2	1
405	и каждый	1	1
406	за волосы	1	1
407	во второй	1	1
408	это только	2	1
409	жизнь и	2	1
410	в последней	1	1
411	не за	1	1
412	с этого	2	1
413	собой и	1	1
414	для этого	2	1
415	с ним	5	1
416	смысле и	2	1
417	но здесь	3	1
418	в виду	3	1
419	а к	1	1
420	о нем	4	1
421	и весь	2	1
422	совершенствуются орудия	1	1
423	мог бы	1	1
424	как этот	1	1
425	основе своей	2	1
426	он его	1	1
427	с нашей	1	1
428	а через	1	1
429	мы ни	1	1
430	ним и	3	1
431	но нельзя	1	1
432	сказать и	1	1
433	в него	2	1
434	спасает его	1	1
435	предмета и	1	1
436	быть и	3	1
437	один из	2	1
438	но с	1	1
439	имеем здесь	1	1
440	что только	2	1
441	тот же	1	1
442	одной из	1	1
443	который по	1	1
444	нем не	1	1
445	и так	1	1
446	не случаен	1	1
447	а только	1	1
448	и жизни	4	1
449	только этот	1	1
450	можно установить	1	1
451	не можем	1	1
452	в большинстве	1	1
453	только на	1	1
454	мы получим	2	1
455	здесь же	1	1
456	он стремится	1	1
457	большинстве случаев	1	1
458	об отдельных	1	1
459	когда оно	1	1
460	вообще как	1	1
461	он имеет	2	1
462	был бы	3	1
463	одно из	1	1
464	но нет	2	1
465	цели и	1	1
466	не для	1	1
467	друг друга	1	1
468	много и	1	1
469	как раз	1	1
470	да это	1	1
471	не из	2	1
472	к той	1	1
473	смерти и	1	1
474	которые как	1	1
475	имеет только	1	1
476	во власти	1	1
477	к совершенно	1	1
478	со стороны	7	1
479	на ее	1	1
480	именно в	5	1
481	а с	2	1
482	если мы	1	1
483	однако что	2	1
484	и затем	1	1
485	что не	3	1
486	но ему	1	1
487	прежде всего	2	1
488	только по	2	1
489	притом не	1	1
490	не было	8	1
491	ничем не	1	1
492	зависит от	1	1
493	человеческой жизни	1	1
494	с которым	1	1
495	понятие о	1	1
496	нашей точки	1	1
497	он и	2	1
498	действия в	1	1
499	уже давно	1	1
500	не исключительно	1	1
501	вступает в	3	1
502	и она	2	1
503	до этого	1	1
504	к потере	1	1
505	этого момента	1	1
506	между мотивом	1	1
507	над ним	1	1
508	картина будет	2	1
509	все люди	1	1
510	что за	2	1
511	но сам	1	1
512	и всей	1	1
513	быть только	8	1
514	в мир	1	1
515	жизни эти	1	1
516	действительно ли	2	1
517	должно происходить	1	1
518	в это	2	1
519	как предмет	2	1
520	здесь входить	1	1
521	здесь в	1	1
522	вообще есть	1	1
523	которых он	1	1
524	для выражения	1	1
525	к пониманию	1	1
526	она может	1	1
527	за свое	4	1
528	в результате	1	1
529	что кто-то	1	1
530	и видит	1	1
531	жизни и	8	1
532	с действительностью	1	1
533	представление что	1	1
534	или нет	1	1
535	еще более	2	1
536	и ни	3	1
537	и смысл	2	1
538	его еще	1	1
539	сторона этой	1	1
540	ни к	2	1
541	или не	1	1
542	не знает	5	1
543	это в	1	1
544	только как	4	1
545	к его	1	1
546	одновременно и	1	1
547	по которой	1	1
548	самое что	1	1
549	утверждать что	1	1
550	всякий предмет	2	1
551	но эти	1	1
552	а я	1	1
553	в своих	3	1
554	по поводу	1	1
555	тем самым	4	1
556	есть последнее	1	1
557	который не	1	1
558	им и	1	1
559	небо и	1	1
560	они не	1	1
