N	2gram	Propp_Isto_3	VeschiIm
411	пить или	1	1
412	что было	2	1
413	не могли	1	1
414	только одного	1	1
415	даже в	2	1
416	случае мы	1	1
417	сам он	1	1
418	и очень	1	1
419	можно понимать	1	1
420	не имеет	2	1
421	например что	1	1
422	о них	1	1
423	это еще	2	1
424	нам и	1	1
425	больше чем	1	1
426	находятся в	1	1
427	явление в	1	1
428	видим что	4	1
429	до того	1	1
430	только с	1	1
431	уже и	1	1
432	только одна	1	1
433	в каком	1	1
434	с другом	1	1
435	нет ни	1	1
436	могут быть	5	1
437	указать на	2	1
438	еще яснее	1	1
439	утверждать что	2	1
440	ничего общего	1	1
441	всегда в	1	1
442	обычно в	1	1
443	они стали	1	1
444	стоит на	3	1
445	вы не	1	1
446	как не	1	1
447	на нем	1	1
448	теперь что	1	1
449	типов и	1	1
450	и от	3	1
451	только не	2	1
452	уже с	3	1
453	с самого	1	1
454	то время	2	1
455	очень существенно	1	1
456	в пределах	4	1
457	который нельзя	1	1
458	на том	3	1
459	они могут	2	1
460	что у	3	1
461	достаточно чтобы	2	1
462	в другом	2	1
463	на нее	3	1
464	и мертвые	1	1
465	это вовсе	1	1
466	есть также	1	1
467	имеется в	1	1
468	говорят что	2	1
469	ярче всего	1	1
470	связанное с	2	1
471	то нам	1	1
472	в порядке	1	1
473	вот почему	2	1
474	имеет какое-то	1	1
475	за пределами	1	1
476	почему же	1	1
477	а также	2	1
478	ли она	1	1
479	вполне уместно	1	1
480	нас в	1	1
481	связанной с	1	1
482	мы понимаем	1	1
483	должно было	2	1
484	пр но	1	1
485	от них	3	1
486	с нами	1	1
487	ее всегда	1	1
488	но конечно	2	1
489	кто в	1	1
490	что бы	1	1
491	а именно	4	1
492	и предмет	1	1
493	где происходит	1	1
494	но тут	1	1
495	что здесь	6	1
496	одного из	2	1
497	говорили выше	1	1
498	к комплексу	2	1
499	только указать	3	1
500	и так	2	1
501	на несколько	1	1
502	говорит только	1	1
503	не было	2	1
504	с одной	2	1
505	именно на	1	1
506	где они	2	1
507	с какой	1	1
508	было так	1	1
509	конечно не	1	1
510	не можем	1	1
511	и у	3	1
512	же из	1	1
513	не знать	1	1
514	в виде	2	1
515	в начале	1	1
516	ее из	1	1
517	при помощи	3	1
518	быть объяснены	1	1
519	к своим	1	1
520	себе в	2	1
521	всяком случае	2	1
522	и также	1	1
523	сами по	1	1
524	и один	2	1
525	и должна	1	1
526	вовсе не	2	1
527	себя от	1	1
528	у него	3	1
529	и вместе	1	1
530	ее на	1	1
531	в других	4	1
532	бы это	1	1
533	ее себе	1	1
534	вид что	1	1
535	другого и	1	1
536	только у	1	1
537	живой и	1	1
538	до сих	5	1
539	этот дом	4	1
540	которых мы	1	1
541	и прежде	1	1
542	мы еще	3	1
543	или о	1	1
544	говорит о	1	1
545	в некоторых	5	1
546	и образом	1	1
547	одной стороны	2	1
548	та и	1	1
549	так это	1	1
550	к таким	1	1
551	жизнь в	1	1
552	из моментов	1	1
553	уже давно	2	1
554	нет ничего	2	1
555	и она	3	1
556	д до	1	1
557	что каждый	1	1
558	д в	1	1
559	или по	5	1
560	всем что	1	1
561	для полного	1	1
562	полной ясностью	1	1
563	мне на	1	1
564	не существенно	1	1
565	если на	1	1
566	смысле этого	1	1
567	не видят	1	1
568	вне этой	1	1
569	от каждой	1	1
570	из этой	2	1
571	друг с	1	1
572	и другой	1	1
573	в состоянии	1	1
574	лежит в	1	1
575	том смысле	1	1
576	этого слова	1	1
577	и тому	1	1
578	как из	1	1
579	весь комплекс	1	1
580	сих пор	5	1
581	оба они	1	1
582	но для	1	1
583	не при	1	1
584	нами уже	1	1
585	на одной	2	1
586	положение дела	1	1
587	это можно	1	1
588	или в	11	1
589	вот теперь	1	1
590	они говорят	1	1
591	или нет	1	1
592	мы должны	7	1
593	на более	1	1
594	одной из	1	1
595	слова я	1	1
596	с ней	6	1
597	другой стороны	7	1
598	дело с	2	1
599	пр это	1	1
600	мы увидим	3	1
601	из этого	1	1
602	на свет	1	1
603	но эти	1	1
604	к этой	1	1
605	и эта	1	1
606	я могу	1	1
607	к этому	7	1
608	доступ к	1	1
609	в таком	1	1
610	они не	4	1
611	которая не	1	1
